"s_nation","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"JORDAN",3266,19920620,1545,2693457,86792
"EGYPT",26251,19920202,101659,3092130,99639
"EGYPT",21779,19921015,36728,8075556,99883
"EGYPT",26101,19921107,124397,994973,85283
"SAUDI ARABIA",14695,19920616,3590,6870514,89615
"JORDAN",27575,19920203,191817,9070665,114528
"IRAQ",29197,19921213,71510,4986762,88890
"SAUDI ARABIA",27856,19920111,57875,3810536,109972
"IRAQ",28654,19920414,85150,1236178,68109
"EGYPT",4721,19920806,42516,1312659,87510
"JORDAN",26770,19920329,111730,8193097,104503
"EGYPT",16939,19920420,67730,3529580,101863
"EGYPT",10406,19921012,47455,6047364,84147
"JORDAN",27085,19920916,162685,7785914,104860
"IRAN",27085,19920916,198638,3094674,104197
"IRAQ",8663,19920124,104798,535428,108167
"JORDAN",21997,19920527,44779,6757178,103426
"IRAN",4727,19920223,87302,3916893,77358
"IRAQ",4727,19920223,16855,5262394,106311
"IRAN",20119,19920521,116722,4303332,104323
"SAUDI ARABIA",25186,19920902,197454,1382341,93087
"EGYPT",25186,19920902,30743,2510610,100424
"JORDAN",14695,19920303,101463,3731444,87867
"IRAN",13801,19920904,141105,1031490,68766
"SAUDI ARABIA",10837,19920323,80711,5024378,101502
"IRAN",25115,19920326,45548,4928682,89612
"SAUDI ARABIA",5356,19921203,192706,4676620,107922
"EGYPT",22597,19920318,178789,2428114,112066
"EGYPT",25117,19920924,171502,7395450,94410
"IRAQ",23086,19920319,188649,6130393,104258
"IRAQ",14860,19921203,158697,3476266,105341
"SAUDI ARABIA",24028,19920305,8796,3713032,102287
"IRAN",20623,19920611,145303,2002225,80898
"JORDAN",22501,19920708,94507,594594,90090
"JORDAN",22501,19920708,60695,2649104,99341
"SAUDI ARABIA",14876,19921105,178425,6251220,90205
"EGYPT",9706,19921023,38712,3882469,99042
"EGYPT",2254,19920706,69470,4030516,86368
"SAUDI ARABIA",721,19921130,189125,5342128,72847
"EGYPT",17095,19921005,128644,163918,100358
"IRAQ",19187,19920610,43708,1942399,99102
"EGYPT",19187,19920610,39563,5301031,90153
"IRAQ",23603,19920321,113932,2140523,116755
"IRAN",554,19920724,108441,4203376,86966
"JORDAN",2320,19920619,119983,9618309,120178
"SAUDI ARABIA",24676,19920825,38912,3331638,111054
"JORDAN",28345,19920104,21595,5104841,90995
"JORDAN",21925,19920629,172654,1709383,103599
"IRAQ",21031,19921114,86072,2592271,63484
"SAUDI ARABIA",8584,19920121,79764,5405656,104625
"EGYPT",25834,19920130,187132,3047825,73147
"JORDAN",7993,19920220,56666,7473971,97359
"IRAQ",3643,19921217,156111,2684353,70026
"SAUDI ARABIA",12391,19920505,196699,7721467,107741
"IRAQ",17032,19921025,91382,1236042,82402
"IRAN",17032,19921025,169020,5122750,65341
"JORDAN",15838,19920926,15650,3874983,93939
"SAUDI ARABIA",15838,19920926,129367,1797115,83781
"JORDAN",4864,19921007,192108,1306908,72006
"EGYPT",4864,19921007,90589,5844446,94774
"IRAQ",521,19920905,84570,2000731,93274
"EGYPT",18211,19921121,2452,4740575,81267
"IRAQ",9091,19920317,193908,8125712,120114
"IRAQ",1708,19921215,25576,4162352,90094
"IRAN",22810,19921208,43044,1954339,59222
"IRAQ",4052,19920423,5253,3358925,69495
"SAUDI ARABIA",4631,19920810,169950,201995,121197
"IRAN",4631,19920810,138772,6156618,108646
"IRAN",28510,19921125,86815,7769404,108108
"SAUDI ARABIA",24611,19921008,97153,4485585,69009
"EGYPT",15082,19921003,129807,3060108,110208
"IRAN",229,19920501,94103,760290,65826
"IRAN",3046,19920408,182678,5054883,105640
"SAUDI ARABIA",1927,19920815,181589,496162,100234
"IRAN",17944,19920127,73676,6951709,98980
"IRAQ",23501,19920705,2290,4721468,71537
"IRAQ",19366,19920228,173270,537308,80596
"JORDAN",9074,19920529,29032,470904,57661
"JORDAN",19939,19920602,69493,5936246,87749
"IRAN",21859,19921115,80630,3382323,96637
"IRAN",19966,19920219,68482,6092016,87028
"EGYPT",25451,19920621,132488,7074793,91228
"IRAN",23434,19920317,80310,1643854,77418
"JORDAN",26338,19921118,58334,3747757,77539
"IRAQ",28336,19920520,129889,6716080,115132
"SAUDI ARABIA",8422,19920627,69188,3780507,69430
"JORDAN",14782,19920411,185030,2870087,66901
"JORDAN",24271,19920925,176779,371154,111346
"IRAQ",26023,19920614,141031,3046709,64321
"SAUDI ARABIA",8969,19921118,24095,3362997,61145
"SAUDI ARABIA",22141,19921108,33304,5456493,74238
"EGYPT",26126,19921027,146681,4664736,103660
"IRAQ",730,19921025,130466,4938318,89787
"EGYPT",15290,19920913,100473,3898801,88408
"IRAN",25849,19920919,66579,1391013,92734
"JORDAN",5441,19920305,12385,4831443,77842
"EGYPT",19558,19920627,28630,6480783,93517
"JORDAN",19558,19920627,41651,6306894,95559
"JORDAN",20494,19920917,139815,734504,111288
"JORDAN",13610,19921001,109370,5462305,82762
"IRAN",23602,19920319,135249,3339024,77054
"IRAQ",28933,19921106,82647,3832913,97778
"IRAN",22951,19920403,140170,5990341,72610
"IRAQ",25628,19920716,64789,8418144,105226
"SAUDI ARABIA",25628,19920716,105474,1159904,88768
"JORDAN",7844,19920121,1350,1103690,75081
"IRAN",9004,19921012,118063,5405300,64863
"IRAN",29572,19920105,17385,773613,78142
"IRAN",5606,19920716,62854,6475253,109011
"SAUDI ARABIA",5606,19920716,33580,4045799,90814
"EGYPT",9295,19920131,73358,5192265,79881
"IRAN",7066,19920213,14178,1177359,65530
"SAUDI ARABIA",11026,19920929,178310,6047478,83298
"EGYPT",2833,19920930,74848,8662135,109370
"SAUDI ARABIA",22444,19920129,27521,286806,86911
"JORDAN",23743,19920125,35504,6621700,86370
"JORDAN",8872,19920616,59408,4512420,82044
"EGYPT",12044,19921217,101161,805376,69729
"JORDAN",12224,19921111,11397,1538666,78503
"SAUDI ARABIA",19234,19921203,106629,3400453,98137
"EGYPT",12137,19921001,160413,4714912,88404
"IRAQ",21404,19921018,87074,1039848,63664
"SAUDI ARABIA",12871,19920219,61859,535329,109251
"IRAN",18871,19920704,82955,7674282,116277
"SAUDI ARABIA",23932,19920205,9440,6612256,80966
"JORDAN",22810,19920913,126256,3333850,76935
"EGYPT",3223,19920918,185323,6348706,84499
"IRAN",6277,19920828,77540,5708985,91052
"EGYPT",17216,19920305,3790,2821854,101627
"SAUDI ARABIA",11779,19920118,92795,6902657,107267
"SAUDI ARABIA",9454,19920327,37057,894645,59643
"SAUDI ARABIA",19942,19921202,100897,1315237,113873
"JORDAN",25547,19920619,82357,3543920,80361
"EGYPT",4793,19920423,86521,5577824,90451
"IRAN",4793,19920423,57920,6625301,112675
"IRAN",24161,19920620,177179,3693139,75370
"EGYPT",15793,19920218,129957,2583035,119217
"IRAN",17941,19920309,173017,3597033,65400
"IRAQ",25600,19920723,115064,1691966,64743
"IRAQ",25600,19920723,122723,7869705,104743
"IRAN",27841,19920903,77957,6385335,116097
"IRAN",16739,19920324,27197,5283693,67451
"SAUDI ARABIA",4102,19920215,117797,6467911,108887
"EGYPT",27068,19920404,83828,7990126,108709
"IRAN",19162,19921225,44701,2633120,98742
"EGYPT",13150,19920330,149396,1274833,86723
"IRAQ",4715,19921024,107615,1445745,97356
"IRAN",10522,19920629,192608,5611980,102036
"SAUDI ARABIA",25708,19920211,50273,5504715,73396
"EGYPT",10117,19920410,108780,1239624,107326
"EGYPT",7939,19921101,193729,8574074,109363
"JORDAN",7132,19920110,186118,5057262,72246
"IRAN",3584,19920125,48620,4548998,94117
"SAUDI ARABIA",28531,19920726,91089,4384044,64804
"SAUDI ARABIA",12565,19920627,1362,4704752,75801
"SAUDI ARABIA",5293,19920425,92304,3430009,77778
"SAUDI ARABIA",27592,19920813,4070,3311838,58444
"IRAQ",4702,19920202,22718,4385617,98442
"IRAQ",4702,19920202,59394,4601526,81203
"JORDAN",1184,19921210,102491,2780878,89609
"IRAN",13108,19920114,145607,3239096,99156
"JORDAN",28633,19920524,32102,101341,62046
"EGYPT",11260,19921203,61424,6234390,83125
"IRAN",7982,19921027,196155,1734093,75069
"JORDAN",28325,19920804,196466,4746753,93747
"IRAN",626,19920720,183060,1232218,68583
"IRAQ",21098,19920601,152004,633600,63360
"SAUDI ARABIA",25870,19920906,132560,1418970,95553
"JORDAN",22681,19921008,17774,6936257,101506
"JORDAN",19319,19920925,154448,3004880,90146
"SAUDI ARABIA",2413,19920901,56035,3433918,59461
"IRAQ",24688,19921028,14510,2652437,85470
"SAUDI ARABIA",16748,19920320,124735,5574824,105583
"IRAN",12778,19920320,139900,5703306,116394
"IRAN",14431,19920117,59395,663651,81263
"EGYPT",24979,19920706,169649,842133,103118
"IRAQ",10339,19920826,35821,6957007,105409
"SAUDI ARABIA",2489,19921215,160234,3235575,77653
"JORDAN",17413,19920128,106115,4550585,67266
"IRAN",7129,19921025,59034,1278029,59581
"EGYPT",1504,19920121,166983,3653064,122998
"IRAN",27707,19920617,168853,2825119,115311
"EGYPT",617,19921211,49519,1295225,88110
"SAUDI ARABIA",8827,19920426,23366,893526,77361
"JORDAN",17725,19920703,12860,1930644,106371
"IRAN",9299,19920723,34190,890358,67451
"EGYPT",13597,19920307,178131,3673336,72547
"SAUDI ARABIA",29651,19920304,147059,3360179,66363
"IRAQ",6047,19920102,67950,6265942,115077
"IRAQ",18397,19920828,79274,6018202,75196
"IRAQ",6460,19921025,133049,5301996,64922
"IRAQ",460,19920517,149095,3737742,68645
"IRAQ",10153,19921113,72995,1574392,118079
"SAUDI ARABIA",10492,19920304,156597,982232,99215
"EGYPT",26506,19921108,53106,2075836,63546
"IRAN",4786,19920916,157593,3104759,99035
"IRAN",11551,19920830,127920,4242569,116875
"JORDAN",3964,19920821,192032,3259687,67441
"IRAQ",6596,19921129,43171,4345263,66850
"IRAQ",25090,19920415,80393,6180255,82403
"JORDAN",25090,19920415,159856,2682190,114951
"EGYPT",25951,19920120,180878,6011772,117532
"JORDAN",16730,19920112,143716,4828644,105582
"EGYPT",6005,19920428,17887,2501563,108292
"IRAN",16780,19920407,129851,4702125,112851
"IRAN",28039,19920618,129534,4690590,93811
"IRAN",28039,19920618,73054,905858,61623
"EGYPT",23947,19920116,179239,6459327,79093
"SAUDI ARABIA",29020,19920527,42654,4068264,95799
"JORDAN",7567,19920428,93605,2848705,95916
"IRAN",7567,19920428,19797,4419017,103007
"IRAQ",8690,19920213,166390,3172017,87383
"EGYPT",16414,19921005,177380,3060498,87442
"EGYPT",16414,19921005,81690,4468427,100301
"IRAQ",18074,19920225,25630,5082243,93337
"SAUDI ARABIA",3025,19921007,95985,8320116,118858
"SAUDI ARABIA",19348,19920723,17929,5248946,110815
"EGYPT",3452,19920403,142481,3135321,91408
"IRAQ",29171,19921001,72146,3099484,67088
"JORDAN",16310,19921116,68981,772192,116998
"EGYPT",19993,19920525,123967,4977400,119457
"IRAN",18148,19921013,72947,5375832,115196
"JORDAN",7978,19920328,73072,512084,62704
"EGYPT",7978,19920328,184927,4225032,120715
"IRAQ",2503,19920109,113513,5289357,91590
"SAUDI ARABIA",24682,19920322,184606,7607700,101436
"JORDAN",12991,19920120,122920,3462283,116575
"EGYPT",1345,19921229,35818,6138335,105228
"IRAN",18482,19920728,20188,987388,66490
"IRAQ",26554,19920712,171727,3057824,107923
"EGYPT",22561,19920404,155190,2614899,74711
"IRAN",7565,19920207,10894,3790269,108293
"SAUDI ARABIA",9736,19921122,89257,2320517,74775
"IRAN",15331,19920903,5058,1239445,57783
"JORDAN",3070,19921107,89701,6762800,101442
"SAUDI ARABIA",29398,19920604,87684,2841856,100300
"JORDAN",29398,19920604,98032,2472072,61801
"EGYPT",12323,19920225,159012,104958,64260
"IRAN",7442,19920917,100071,4029365,64264
"IRAN",9859,19920801,125916,2854607,116514
"SAUDI ARABIA",491,19920321,110299,898172,78557
"EGYPT",26221,19920118,168277,5246553,80716
"SAUDI ARABIA",29186,19921202,176550,6119081,97593
"IRAN",28142,19920514,190880,4682810,118252
"EGYPT",28142,19920514,113502,4050931,90930
"IRAN",25613,19920728,16953,8979499,112197
"SAUDI ARABIA",28993,19920317,82266,3370302,74895
"SAUDI ARABIA",5941,19920804,199022,3954958,67261
"IRAQ",16057,19920929,77871,5546610,110932
"IRAQ",2464,19920327,180827,2617529,114469
"JORDAN",2464,19920327,143322,1911448,81919
"JORDAN",5500,19921117,136721,8096058,105463
"EGYPT",748,19920826,124171,4377907,71710
"JORDAN",19505,19920318,128667,7722035,101739
"IRAN",19505,19920318,103961,9726552,117897
"JORDAN",20617,19920802,47309,3517640,75378
"IRAN",14696,19921022,8412,6602050,79224
"IRAQ",12700,19920730,10568,7392800,88713
"IRAQ",27835,19921226,122802,722620,109488
"JORDAN",15031,19920121,131517,3716424,92910
"EGYPT",18719,19920527,137474,897813,90688
"EGYPT",29026,19921210,157597,5077936,99275
"JORDAN",9974,19920312,95764,4138955,105585
"EGYPT",10271,19920123,68312,4140522,76818
"EGYPT",19205,19921116,40258,599125,71895
"JORDAN",19447,19920327,65891,928445,111413
"EGYPT",14986,19920325,1059,846764,57603
"SAUDI ARABIA",18719,19920331,199247,131931,80774
"IRAN",6016,19920329,170922,976530,119575
"JORDAN",22450,19921031,187742,2354875,109784
"IRAN",13175,19920701,58423,5387538,82885
"JORDAN",19979,19920804,66707,7381017,100422
"EGYPT",11735,19920424,57893,8887973,111053
"JORDAN",4523,19920625,197666,698409,105819
"IRAQ",19303,19921228,89017,2070368,60360
"EGYPT",25213,19920629,172385,1571055,87442
"SAUDI ARABIA",2227,19920514,39111,4410462,63006
"SAUDI ARABIA",6610,19921207,190426,606568,90985
"SAUDI ARABIA",3103,19920909,157991,4917576,122939
"SAUDI ARABIA",18580,19921212,170402,1619640,88344
"SAUDI ARABIA",18580,19921212,136625,4935011,99697
"EGYPT",5053,19920211,83243,858368,73574
"IRAN",11459,19920606,66117,636868,64986
"JORDAN",11459,19920606,124213,3340467,74232
"EGYPT",11459,19920606,175051,3790284,67563
"JORDAN",12278,19920915,103261,758556,75855
"JORDAN",15907,19920226,23462,5074939,83127
"EGYPT",16772,19920304,13341,5017360,75260
"JORDAN",16772,19920304,145898,1732005,116633
"IRAN",11584,19920919,17894,6522804,108713
"EGYPT",25889,19921114,76952,1736055,115737
"SAUDI ARABIA",14782,19921008,152685,6709182,104260
"IRAN",6835,19920524,76041,4983496,61022
"SAUDI ARABIA",18628,19920801,189941,7439333,121856
"EGYPT",27643,19920605,116120,5232968,68167
"EGYPT",25606,19920624,23814,3065496,104268
"IRAN",11143,19921007,9539,3974766,86911
"EGYPT",13100,19920930,168479,6975994,92848
"IRAQ",13100,19920930,108391,6717072,83963
"JORDAN",25204,19920802,184519,5657183,96210
"IRAQ",19429,19921003,100571,1555854,94294
"JORDAN",26887,19920821,91758,8573775,104985
"SAUDI ARABIA",43,19920604,95736,3085942,103903
"JORDAN",12172,19921211,167952,7522293,121197
"EGYPT",27872,19920626,81975,195697,117418
"EGYPT",27872,19920626,56482,1127768,86308
"IRAQ",27872,19920626,1508,2900751,84570
"EGYPT",40,19921019,198478,3121410,94588
"IRAQ",23132,19920318,166612,4985471,100716
"EGYPT",1018,19920615,80693,3280432,100421
"IRAN",20518,19920110,139412,3161170,87084
"EGYPT",2029,19920609,146478,5335645,91468
"JORDAN",1427,19920110,95153,1951855,68889
"SAUDI ARABIA",12037,19920118,97542,4224497,92372
"IRAN",14723,19920822,25691,970014,97001
"JORDAN",5932,19920714,21765,4554252,101205
"JORDAN",16907,19920703,112650,3421733,99759
"IRAQ",23377,19920929,10038,3284923,56881
"IRAN",8144,19920830,117987,2947320,120298
"SAUDI ARABIA",21077,19920703,107707,8059090,102882
"EGYPT",11449,19920410,184689,6952825,106420
"EGYPT",20960,19920502,136623,3153278,99577
"IRAQ",15061,19920605,7195,2916394,66131
"SAUDI ARABIA",11455,19920210,28282,3714349,72616
"IRAQ",5932,19920712,104557,1836382,93693
"IRAN",5932,19920712,80314,126842,77658
"IRAQ",16375,19920107,154164,4220924,73089
"SAUDI ARABIA",16375,19920107,12924,2387996,110215
"IRAN",19835,19921229,121255,1876087,76575
"IRAN",13445,19920407,154463,5353598,91047
"IRAQ",22664,19920411,101047,3838970,62882
"JORDAN",688,19920407,11859,3364615,106251
"SAUDI ARABIA",2050,19920608,16543,3861942,87572
"JORDAN",8887,19920326,27133,1272156,63607
"JORDAN",1372,19920813,191943,4387330,122096
"JORDAN",1372,19920813,170834,2262938,114289
"EGYPT",8404,19920110,99803,5711270,108168
"IRAQ",13759,19920825,79577,4981024,93394
"IRAQ",23659,19921030,196127,5137104,73387
"IRAN",23659,19921030,104987,8979845,119518
"EGYPT",2539,19920601,130126,4349323,69367
"IRAQ",17444,19921103,64186,2990468,69010
"IRAN",5368,19920423,158900,8638749,117534
"IRAQ",15289,19920827,197762,6881112,111585
"IRAN",11525,19920818,32735,4576251,100063
"JORDAN",15421,19920624,4367,1121339,76281
"EGYPT",8393,19921025,88462,7036181,87027
"JORDAN",20071,19920408,177126,471623,72187
"JORDAN",20336,19920103,49711,8220514,99642
"SAUDI ARABIA",20336,19920103,185089,3951953,70444
"JORDAN",15610,19921124,125473,2349600,89908
"EGYPT",4894,19920701,16976,5434716,113578
"JORDAN",2105,19920428,117464,1925898,88887
"SAUDI ARABIA",18211,19920130,140223,2251058,75793
"IRAQ",4324,19920102,126226,981740,75133
"IRAN",22009,19920721,110441,862155,87086
"IRAN",14683,19920215,150423,6786572,88405
"EGYPT",20833,19920114,36623,6176095,93577
"SAUDI ARABIA",7417,19921015,125483,2986790,90508
"IRAN",7417,19921015,126773,3703926,107986
"EGYPT",469,19920217,47879,1266020,109612
"IRAQ",24556,19920511,11560,4326386,88293
"IRAN",24853,19920119,120563,7293877,95013
"EGYPT",13867,19921114,125668,7966976,101619
"EGYPT",805,19920705,195207,515671,78132
"IRAN",11519,19920723,149106,686129,69306
"EGYPT",16429,19921127,156734,7897119,107443
"SAUDI ARABIA",15829,19920716,143852,3222945,113751
"IRAQ",8495,19920514,187192,4889064,76751
"EGYPT",14980,19920801,121219,1458486,74412
"IRAQ",12076,19920722,103296,4456564,77957
"JORDAN",16390,19920804,160839,1692748,113989
"IRAQ",16390,19920804,122422,3466608,86665
"EGYPT",15682,19920205,57113,1284132,64206
"IRAQ",17236,19921027,137040,5331348,64622
"IRAQ",24232,19920410,60744,2216162,102284
"JORDAN",21392,19920504,44430,3945988,82465
"IRAN",27161,19920126,46224,3325765,70213
"JORDAN",7619,19921001,85669,5294912,99279
"IRAQ",20056,19920904,34199,555263,67991
"IRAQ",12596,19920526,104816,7137575,109248
"SAUDI ARABIA",12596,19920526,191980,3654972,124318
"IRAN",5299,19920601,157869,1335313,115611
"SAUDI ARABIA",20234,19920109,92450,6140509,86547
"JORDAN",2200,19920122,19616,5681757,92136
"IRAN",13021,19920306,56085,832864,62464
"EGYPT",7088,19920106,73941,2680916,114896
"IRAQ",3854,19920320,21268,1883787,71355
"JORDAN",8762,19920705,75780,4565028,105346
"EGYPT",9061,19920715,128237,2129382,75913
"IRAN",5731,19921024,85840,1084548,109550
"JORDAN",5359,19920607,171499,7079768,94229
"SAUDI ARABIA",5507,19920530,124042,4010442,63962
"SAUDI ARABIA",5507,19920530,129357,2218160,83181
"JORDAN",1330,19920612,147552,2559280,95973
"JORDAN",11966,19921231,86967,6643464,117237
"IRAQ",9677,19920929,117926,3079169,116635
"SAUDI ARABIA",6499,19920910,111681,165882,101560
"SAUDI ARABIA",27155,19920518,31696,644565,97661
"SAUDI ARABIA",27155,19920518,13560,1155271,88413
"SAUDI ARABIA",12445,19920320,93897,5803141,113453
"EGYPT",6266,19920721,25265,4477758,71415
"SAUDI ARABIA",16807,19921023,107138,1030617,68707
"SAUDI ARABIA",4837,19920103,88767,2458064,105345
"IRAN",13799,19921124,149381,6307975,85822
"IRAQ",14452,19920106,144536,3252730,94831
"SAUDI ARABIA",9322,19920124,93451,3289012,86667
"SAUDI ARABIA",9322,19920124,22473,2930487,83728
"JORDAN",12875,19920912,58642,7372547,96038
"SAUDI ARABIA",21815,19920201,154991,1804563,122759
"JORDAN",27121,19920822,130747,4444350,106664
"IRAQ",11987,19920901,122219,6081929,74472
"IRAQ",14266,19921025,178185,3589957,75790
"JORDAN",7153,19920822,40791,339430,103907
"SAUDI ARABIA",3436,19920719,173777,5078512,111046
"JORDAN",22684,19920906,196060,2060098,69363
"JORDAN",13243,19921206,94639,3842297,98017
"SAUDI ARABIA",12026,19920817,167700,2625034,106062
"EGYPT",23794,19921010,35948,3767880,113036
"EGYPT",11567,19920520,137100,2956460,68226
"IRAN",29725,19920407,119139,2200447,69487
"EGYPT",19913,19920921,52438,2780860,83425
"IRAQ",19913,19920921,109350,6660815,81561
"SAUDI ARABIA",2815,19920416,42693,161933,98141
"EGYPT",11476,19921212,187845,2462438,115970
"SAUDI ARABIA",29554,19920531,75947,9328181,115376
"JORDAN",28447,19920528,88163,1353764,69069
"SAUDI ARABIA",15550,19920216,187793,7557014,112847
"SAUDI ARABIA",23395,19920805,142511,1674683,93210
"SAUDI ARABIA",15947,19921008,58735,5419936,101623
"IRAN",5293,19920305,151956,787116,120477
"IRAN",23651,19920714,141093,3062043,68045
"SAUDI ARABIA",9898,19920207,177220,4929436,77833
"IRAN",14821,19920325,80215,5388006,71712
"JORDAN",14462,19920403,95333,6508817,79699
"SAUDI ARABIA",20089,19920424,97140,4207418,68228
"JORDAN",10150,19920711,195801,758720,113808
"EGYPT",25507,19920705,187699,707529,107201
"EGYPT",25930,19920209,88822,1991902,108649
"JORDAN",4318,19920202,5472,5939650,82648
"IRAQ",20071,19920808,2277,4319666,70756
"EGYPT",20071,19920808,94787,7333806,106906
"JORDAN",25597,19920614,114868,1291641,112971
"EGYPT",21434,19920831,40243,2203192,70994
"IRAN",15904,19921101,176614,167370,101436
"IRAN",29734,19921204,153710,1763710,105822
"IRAN",9538,19920123,82548,4499787,91832
"SAUDI ARABIA",16609,19921229,148927,5421924,118555
"SAUDI ARABIA",29390,19920616,73267,3720780,74415
"IRAN",199,19920105,180444,2867471,91466
"EGYPT",199,19920105,8762,6181812,100245
"JORDAN",10459,19920709,14442,4476252,81386
"SAUDI ARABIA",18799,19920207,171525,7024688,95791
"IRAN",5353,19921023,190093,354927,70985
"EGYPT",5353,19921023,149027,4519284,64561
"SAUDI ARABIA",4277,19921217,97484,5185180,88888
"IRAQ",12776,19920903,14829,1726381,104629
"EGYPT",5762,19921217,194344,4556661,86300
"IRAQ",7150,19920308,96165,1365524,69669
"SAUDI ARABIA",16010,19920210,10344,3010416,75260
"EGYPT",11485,19921030,13253,4343115,69975
"EGYPT",5353,19921018,30423,3979054,81205
"EGYPT",17101,19921214,166812,4836056,112728
"EGYPT",19982,19921215,161097,1261160,69485
"IRAN",26650,19920821,63685,7254192,98920
"SAUDI ARABIA",20608,19921009,106399,5199943,84323
"IRAN",11722,19920323,127369,5610574,83781
"SAUDI ARABIA",6343,19920203,63045,4690410,60482
"JORDAN",6343,19920203,24503,5567250,85650
"JORDAN",29800,19920417,133268,5024164,78075
"JORDAN",439,19920414,59953,4734551,114777
"EGYPT",22012,19920114,149630,5431923,100777
"JORDAN",26759,19920225,48969,375920,115077
"IRAQ",22150,19921012,17935,4817618,111175
"IRAQ",19807,19921008,159216,2550420,76512
"IRAQ",6775,19920726,148875,3237873,115432
"IRAQ",18412,19920120,60671,8158350,97900
"SAUDI ARABIA",4414,19920520,66521,5355072,89251
"EGYPT",8102,19920930,46423,4519086,82165
"EGYPT",17299,19920227,126665,5074980,101499
"IRAN",19456,19920305,141376,280639,85042
"EGYPT",17236,19921109,109968,1744560,118677
"EGYPT",17236,19921109,197185,3718322,76930
"EGYPT",19234,19920831,38152,2243528,65409
"IRAQ",23929,19920630,157126,2898644,70987
"IRAN",4174,19920819,2657,152845,93579
"EGYPT",7252,19920923,43306,1499160,74958
"JORDAN",10162,19921105,6251,5554800,69435
"SAUDI ARABIA",13430,19920925,135381,5948796,84982
"IRAQ",13376,19921209,122189,3204782,72670
"SAUDI ARABIA",26483,19921116,115028,2146535,62581
"IRAQ",26483,19921116,154671,4612715,103540
"SAUDI ARABIA",20486,19920418,123315,132492,80298
"JORDAN",979,19920317,150224,4415172,76453
"IRAQ",16747,19920910,37581,6915613,91114
"JORDAN",25708,19920907,192715,1807710,108462
"SAUDI ARABIA",11264,19920528,179943,7610300,121376
"IRAN",28427,19921127,52524,1169403,88591
"SAUDI ARABIA",23560,19920425,76334,1037781,78619
"EGYPT",9194,19921210,65990,6196576,117359
"IRAN",9194,19921210,85703,168870,101322
"IRAN",364,19920823,62109,1178210,64266
"IRAN",2101,19920301,151486,7610526,92248
"EGYPT",2101,19920301,93653,2608293,98799
"IRAQ",28871,19920608,94224,6091100,73093
"SAUDI ARABIA",28847,19920925,107506,5784597,90810
"SAUDI ARABIA",28847,19920925,27809,3820960,104208
"JORDAN",8045,19920424,181061,904511,68523
"JORDAN",27022,19920204,100309,1166586,78558
"SAUDI ARABIA",25237,19920227,91787,4578579,106726
"IRAQ",27400,19920318,21715,2268480,98202
"IRAN",16004,19921021,101080,321080,64864
"EGYPT",16631,19920101,195622,7141863,103057
"JORDAN",17023,19921017,110299,4320657,78557
"IRAN",1759,19920525,7608,303120,90936
"EGYPT",13604,19920309,67457,4089595,85467
"EGYPT",11632,19920416,121736,4478696,105463
"IRAN",8941,19921006,7042,3606352,56942
"EGYPT",12532,19921212,157015,3676994,64320
"IRAN",19486,19920131,34731,3997752,99943
"EGYPT",25583,19921213,23747,4009776,100244
"SAUDI ARABIA",26380,19921225,52780,3396248,103966
"IRAN",14629,19921026,63977,4076037,116458
"JORDAN",28762,19920314,184213,762759,77832
"IRAQ",24187,19920301,50374,5580895,79462
"IRAQ",1390,19920120,21345,2233823,75980
"SAUDI ARABIA",23794,19920527,73423,5253332,83785
"SAUDI ARABIA",19039,19920301,118359,1499934,82641
"JORDAN",12877,19920430,70280,1347801,75016
"SAUDI ARABIA",28301,19920118,157975,3049455,121978
"SAUDI ARABIA",10129,19920225,186763,2219712,110985
"IRAN",11984,19920205,42679,1783837,97300
"EGYPT",23404,19920312,56033,4846247,59341
"EGYPT",4453,19920405,138788,4296586,109606
"SAUDI ARABIA",14713,19920722,16324,4420500,74419
"EGYPT",14737,19920505,135293,520689,79697
"IRAQ",24376,19920821,101599,6722478,96035
"JORDAN",21400,19920830,133965,5289248,119937
"JORDAN",2839,19921222,92829,357076,109309
"SAUDI ARABIA",1921,19921115,32907,4868375,110394
"IRAQ",565,19920328,37837,3727143,106489
"EGYPT",28124,19920322,21317,619155,74298
"EGYPT",14203,19920201,63610,4720830,94416
"EGYPT",20314,19920429,47931,1860140,112735
"IRAN",8584,19921011,132065,5321838,65823
"IRAN",12449,19920308,177844,2663670,115310
"EGYPT",13811,19920526,157209,2507076,75972
"JORDAN",4072,19921107,188296,3014983,83057
"EGYPT",5338,19921127,40062,3868953,60123
"IRAN",7925,19920315,134307,394342,80478
"SAUDI ARABIA",26534,19920325,175861,9684300,116211
"JORDAN",13118,19920704,82387,1491254,82162
"JORDAN",6251,19920525,152178,5786719,73810
"EGYPT",11353,19921014,17800,3779160,103068
"EGYPT",2824,19920912,93672,5386776,99940
"IRAN",23560,19921123,36187,2134042,67390
"IRAQ",24970,19920910,181647,4494464,103718
"SAUDI ARABIA",29461,19920928,96870,1097719,112012
"IRAN",19039,19920314,36093,3731480,61745
"IRAQ",1771,19920413,63832,703965,107749
"EGYPT",25000,19920417,146139,1277570,71107
"IRAN",18892,19920422,13794,1183498,102467
"EGYPT",12952,19921102,184376,1574278,87622
"IRAQ",11536,19920814,30086,4828412,60964
"JORDAN",10711,19920511,128089,223416,67024
"IRAN",1195,19920727,137494,7354214,91889
