"d_yearmonthnum","s_nation","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
199203,"JORDAN",5441,12385,4831443,77842
199206,"EGYPT",19558,28630,6480783,93517
199206,"JORDAN",19558,41651,6306894,95559
199209,"JORDAN",20494,139815,734504,111288
199210,"JORDAN",13610,109370,5462305,82762
199203,"IRAN",23602,135249,3339024,77054
199211,"IRAQ",28933,82647,3832913,97778
199204,"IRAN",22951,140170,5990341,72610
199207,"IRAQ",25628,64789,8418144,105226
199207,"SAUDI ARABIA",25628,105474,1159904,88768
199201,"JORDAN",7844,1350,1103690,75081
199210,"IRAN",9004,118063,5405300,64863
199201,"IRAN",29572,17385,773613,78142
199207,"IRAN",5606,62854,6475253,109011
199207,"SAUDI ARABIA",5606,33580,4045799,90814
199201,"EGYPT",9295,73358,5192265,79881
199202,"IRAN",7066,14178,1177359,65530
199209,"SAUDI ARABIA",11026,178310,6047478,83298
199209,"EGYPT",2833,74848,8662135,109370
199201,"SAUDI ARABIA",22444,27521,286806,86911
199201,"JORDAN",23743,35504,6621700,86370
199206,"JORDAN",8872,59408,4512420,82044
199212,"EGYPT",12044,101161,805376,69729
199211,"JORDAN",12224,11397,1538666,78503
199212,"SAUDI ARABIA",19234,106629,3400453,98137
199210,"EGYPT",12137,160413,4714912,88404
199210,"IRAQ",21404,87074,1039848,63664
199202,"SAUDI ARABIA",12871,61859,535329,109251
199207,"IRAN",18871,82955,7674282,116277
199202,"SAUDI ARABIA",23932,9440,6612256,80966
199209,"JORDAN",22810,126256,3333850,76935
199209,"EGYPT",3223,185323,6348706,84499
199208,"IRAN",6277,77540,5708985,91052
199203,"EGYPT",17216,3790,2821854,101627
199201,"SAUDI ARABIA",11779,92795,6902657,107267
199203,"SAUDI ARABIA",9454,37057,894645,59643
199212,"SAUDI ARABIA",19942,100897,1315237,113873
199206,"JORDAN",25547,82357,3543920,80361
199204,"EGYPT",4793,86521,5577824,90451
199204,"IRAN",4793,57920,6625301,112675
199206,"IRAN",24161,177179,3693139,75370
199202,"EGYPT",15793,129957,2583035,119217
199203,"IRAN",17941,173017,3597033,65400
199207,"IRAQ",25600,115064,1691966,64743
199207,"IRAQ",25600,122723,7869705,104743
199209,"IRAN",27841,77957,6385335,116097
199203,"IRAN",16739,27197,5283693,67451
199202,"SAUDI ARABIA",4102,117797,6467911,108887
199204,"EGYPT",27068,83828,7990126,108709
199212,"IRAN",19162,44701,2633120,98742
199203,"EGYPT",13150,149396,1274833,86723
199210,"IRAQ",4715,107615,1445745,97356
199206,"IRAN",10522,192608,5611980,102036
199202,"SAUDI ARABIA",25708,50273,5504715,73396
199204,"EGYPT",10117,108780,1239624,107326
199211,"EGYPT",7939,193729,8574074,109363
199201,"JORDAN",7132,186118,5057262,72246
199201,"IRAN",3584,48620,4548998,94117
199207,"SAUDI ARABIA",28531,91089,4384044,64804
199206,"SAUDI ARABIA",12565,1362,4704752,75801
199204,"SAUDI ARABIA",5293,92304,3430009,77778
199208,"SAUDI ARABIA",27592,4070,3311838,58444
199202,"IRAQ",4702,22718,4385617,98442
199202,"IRAQ",4702,59394,4601526,81203
199212,"JORDAN",1184,102491,2780878,89609
199201,"IRAN",13108,145607,3239096,99156
199205,"JORDAN",28633,32102,101341,62046
199212,"EGYPT",11260,61424,6234390,83125
199210,"IRAN",7982,196155,1734093,75069
199208,"JORDAN",28325,196466,4746753,93747
199207,"IRAN",626,183060,1232218,68583
199206,"IRAQ",21098,152004,633600,63360
199209,"SAUDI ARABIA",25870,132560,1418970,95553
199210,"JORDAN",22681,17774,6936257,101506
199209,"JORDAN",19319,154448,3004880,90146
199209,"SAUDI ARABIA",2413,56035,3433918,59461
199210,"IRAQ",24688,14510,2652437,85470
199203,"SAUDI ARABIA",16748,124735,5574824,105583
199203,"IRAN",12778,139900,5703306,116394
199201,"IRAN",14431,59395,663651,81263
199207,"EGYPT",24979,169649,842133,103118
199208,"IRAQ",10339,35821,6957007,105409
199212,"SAUDI ARABIA",2489,160234,3235575,77653
199201,"JORDAN",17413,106115,4550585,67266
199210,"IRAN",7129,59034,1278029,59581
199201,"EGYPT",1504,166983,3653064,122998
199206,"IRAN",27707,168853,2825119,115311
199212,"EGYPT",617,49519,1295225,88110
199204,"SAUDI ARABIA",8827,23366,893526,77361
199207,"JORDAN",17725,12860,1930644,106371
199207,"IRAN",9299,34190,890358,67451
199203,"EGYPT",13597,178131,3673336,72547
199203,"SAUDI ARABIA",29651,147059,3360179,66363
199201,"IRAQ",6047,67950,6265942,115077
199208,"IRAQ",18397,79274,6018202,75196
199210,"IRAQ",6460,133049,5301996,64922
199205,"IRAQ",460,149095,3737742,68645
199211,"IRAQ",10153,72995,1574392,118079
199203,"SAUDI ARABIA",10492,156597,982232,99215
199211,"EGYPT",26506,53106,2075836,63546
199209,"IRAN",4786,157593,3104759,99035
199208,"IRAN",11551,127920,4242569,116875
199208,"JORDAN",3964,192032,3259687,67441
199211,"IRAQ",6596,43171,4345263,66850
199204,"IRAQ",25090,80393,6180255,82403
199204,"JORDAN",25090,159856,2682190,114951
199201,"EGYPT",25951,180878,6011772,117532
199201,"JORDAN",16730,143716,4828644,105582
199204,"EGYPT",6005,17887,2501563,108292
199204,"IRAN",16780,129851,4702125,112851
199206,"IRAN",28039,129534,4690590,93811
199206,"IRAN",28039,73054,905858,61623
199201,"EGYPT",23947,179239,6459327,79093
199205,"SAUDI ARABIA",29020,42654,4068264,95799
199204,"JORDAN",7567,93605,2848705,95916
199204,"IRAN",7567,19797,4419017,103007
199202,"IRAQ",8690,166390,3172017,87383
199210,"EGYPT",16414,177380,3060498,87442
199210,"EGYPT",16414,81690,4468427,100301
199202,"IRAQ",18074,25630,5082243,93337
199210,"SAUDI ARABIA",3025,95985,8320116,118858
199207,"SAUDI ARABIA",19348,17929,5248946,110815
199204,"EGYPT",3452,142481,3135321,91408
199210,"IRAQ",29171,72146,3099484,67088
199211,"JORDAN",16310,68981,772192,116998
199205,"EGYPT",19993,123967,4977400,119457
199210,"IRAN",18148,72947,5375832,115196
199203,"JORDAN",7978,73072,512084,62704
199203,"EGYPT",7978,184927,4225032,120715
199201,"IRAQ",2503,113513,5289357,91590
199203,"SAUDI ARABIA",24682,184606,7607700,101436
199201,"JORDAN",12991,122920,3462283,116575
199212,"EGYPT",1345,35818,6138335,105228
199207,"IRAN",18482,20188,987388,66490
199207,"IRAQ",26554,171727,3057824,107923
199204,"EGYPT",22561,155190,2614899,74711
199202,"IRAN",7565,10894,3790269,108293
199211,"SAUDI ARABIA",9736,89257,2320517,74775
199209,"IRAN",15331,5058,1239445,57783
199211,"JORDAN",3070,89701,6762800,101442
199206,"SAUDI ARABIA",29398,87684,2841856,100300
199206,"JORDAN",29398,98032,2472072,61801
199202,"EGYPT",12323,159012,104958,64260
199209,"IRAN",7442,100071,4029365,64264
199208,"IRAN",9859,125916,2854607,116514
199203,"SAUDI ARABIA",491,110299,898172,78557
199201,"EGYPT",26221,168277,5246553,80716
199212,"SAUDI ARABIA",29186,176550,6119081,97593
199205,"IRAN",28142,190880,4682810,118252
199205,"EGYPT",28142,113502,4050931,90930
199207,"IRAN",25613,16953,8979499,112197
199203,"SAUDI ARABIA",28993,82266,3370302,74895
199208,"SAUDI ARABIA",5941,199022,3954958,67261
199209,"IRAQ",16057,77871,5546610,110932
199203,"IRAQ",2464,180827,2617529,114469
199203,"JORDAN",2464,143322,1911448,81919
199211,"JORDAN",5500,136721,8096058,105463
199208,"EGYPT",748,124171,4377907,71710
199203,"JORDAN",19505,128667,7722035,101739
199203,"IRAN",19505,103961,9726552,117897
199208,"JORDAN",20617,47309,3517640,75378
199210,"IRAN",14696,8412,6602050,79224
199207,"IRAQ",12700,10568,7392800,88713
199212,"IRAQ",27835,122802,722620,109488
199201,"JORDAN",15031,131517,3716424,92910
199205,"EGYPT",18719,137474,897813,90688
199212,"EGYPT",29026,157597,5077936,99275
199203,"JORDAN",9974,95764,4138955,105585
199201,"EGYPT",10271,68312,4140522,76818
199211,"EGYPT",19205,40258,599125,71895
199203,"JORDAN",19447,65891,928445,111413
199203,"EGYPT",14986,1059,846764,57603
199203,"SAUDI ARABIA",18719,199247,131931,80774
199203,"IRAN",6016,170922,976530,119575
199210,"JORDAN",22450,187742,2354875,109784
199207,"IRAN",13175,58423,5387538,82885
199208,"JORDAN",19979,66707,7381017,100422
199204,"EGYPT",11735,57893,8887973,111053
199206,"JORDAN",4523,197666,698409,105819
199212,"IRAQ",19303,89017,2070368,60360
199206,"EGYPT",25213,172385,1571055,87442
199205,"SAUDI ARABIA",2227,39111,4410462,63006
199212,"SAUDI ARABIA",6610,190426,606568,90985
199209,"SAUDI ARABIA",3103,157991,4917576,122939
199212,"SAUDI ARABIA",18580,170402,1619640,88344
199212,"SAUDI ARABIA",18580,136625,4935011,99697
199202,"EGYPT",5053,83243,858368,73574
199206,"IRAN",11459,66117,636868,64986
199206,"JORDAN",11459,124213,3340467,74232
199206,"EGYPT",11459,175051,3790284,67563
199209,"JORDAN",12278,103261,758556,75855
199202,"JORDAN",15907,23462,5074939,83127
199203,"EGYPT",16772,13341,5017360,75260
199203,"JORDAN",16772,145898,1732005,116633
199209,"IRAN",11584,17894,6522804,108713
199211,"EGYPT",25889,76952,1736055,115737
199210,"SAUDI ARABIA",14782,152685,6709182,104260
199205,"IRAN",6835,76041,4983496,61022
199208,"SAUDI ARABIA",18628,189941,7439333,121856
199206,"EGYPT",27643,116120,5232968,68167
199206,"EGYPT",25606,23814,3065496,104268
199210,"IRAN",11143,9539,3974766,86911
199209,"EGYPT",13100,168479,6975994,92848
199209,"IRAQ",13100,108391,6717072,83963
199208,"JORDAN",25204,184519,5657183,96210
199210,"IRAQ",19429,100571,1555854,94294
199208,"JORDAN",26887,91758,8573775,104985
199206,"SAUDI ARABIA",43,95736,3085942,103903
199212,"JORDAN",12172,167952,7522293,121197
199206,"EGYPT",27872,81975,195697,117418
199206,"EGYPT",27872,56482,1127768,86308
199206,"IRAQ",27872,1508,2900751,84570
199210,"EGYPT",40,198478,3121410,94588
199203,"IRAQ",23132,166612,4985471,100716
199206,"EGYPT",1018,80693,3280432,100421
199201,"IRAN",20518,139412,3161170,87084
199206,"EGYPT",2029,146478,5335645,91468
199201,"JORDAN",1427,95153,1951855,68889
199201,"SAUDI ARABIA",12037,97542,4224497,92372
199208,"IRAN",14723,25691,970014,97001
199207,"JORDAN",5932,21765,4554252,101205
199207,"JORDAN",16907,112650,3421733,99759
199209,"IRAQ",23377,10038,3284923,56881
199208,"IRAN",8144,117987,2947320,120298
199207,"SAUDI ARABIA",21077,107707,8059090,102882
199204,"EGYPT",11449,184689,6952825,106420
199205,"EGYPT",20960,136623,3153278,99577
199206,"IRAQ",15061,7195,2916394,66131
199202,"SAUDI ARABIA",11455,28282,3714349,72616
199207,"IRAQ",5932,104557,1836382,93693
199207,"IRAN",5932,80314,126842,77658
199201,"IRAQ",16375,154164,4220924,73089
199201,"SAUDI ARABIA",16375,12924,2387996,110215
199212,"IRAN",19835,121255,1876087,76575
199204,"IRAN",13445,154463,5353598,91047
199204,"IRAQ",22664,101047,3838970,62882
199204,"JORDAN",688,11859,3364615,106251
199206,"SAUDI ARABIA",2050,16543,3861942,87572
199203,"JORDAN",8887,27133,1272156,63607
199208,"JORDAN",1372,191943,4387330,122096
199208,"JORDAN",1372,170834,2262938,114289
199201,"EGYPT",8404,99803,5711270,108168
199208,"IRAQ",13759,79577,4981024,93394
199210,"IRAQ",23659,196127,5137104,73387
199210,"IRAN",23659,104987,8979845,119518
199206,"EGYPT",2539,130126,4349323,69367
199211,"IRAQ",17444,64186,2990468,69010
199204,"IRAN",5368,158900,8638749,117534
199208,"IRAQ",15289,197762,6881112,111585
199208,"IRAN",11525,32735,4576251,100063
199206,"JORDAN",15421,4367,1121339,76281
199210,"EGYPT",8393,88462,7036181,87027
199204,"JORDAN",20071,177126,471623,72187
199201,"JORDAN",20336,49711,8220514,99642
199201,"SAUDI ARABIA",20336,185089,3951953,70444
199211,"JORDAN",15610,125473,2349600,89908
199207,"EGYPT",4894,16976,5434716,113578
199204,"JORDAN",2105,117464,1925898,88887
199201,"SAUDI ARABIA",18211,140223,2251058,75793
199201,"IRAQ",4324,126226,981740,75133
199207,"IRAN",22009,110441,862155,87086
199202,"IRAN",14683,150423,6786572,88405
199201,"EGYPT",20833,36623,6176095,93577
199210,"SAUDI ARABIA",7417,125483,2986790,90508
199210,"IRAN",7417,126773,3703926,107986
199202,"EGYPT",469,47879,1266020,109612
199205,"IRAQ",24556,11560,4326386,88293
199201,"IRAN",24853,120563,7293877,95013
199211,"EGYPT",13867,125668,7966976,101619
199207,"EGYPT",805,195207,515671,78132
199207,"IRAN",11519,149106,686129,69306
199211,"EGYPT",16429,156734,7897119,107443
199207,"SAUDI ARABIA",15829,143852,3222945,113751
199205,"IRAQ",8495,187192,4889064,76751
199208,"EGYPT",14980,121219,1458486,74412
199207,"IRAQ",12076,103296,4456564,77957
199208,"JORDAN",16390,160839,1692748,113989
199208,"IRAQ",16390,122422,3466608,86665
199202,"EGYPT",15682,57113,1284132,64206
199210,"IRAQ",17236,137040,5331348,64622
199204,"IRAQ",24232,60744,2216162,102284
199205,"JORDAN",21392,44430,3945988,82465
199201,"IRAN",27161,46224,3325765,70213
199210,"JORDAN",7619,85669,5294912,99279
199209,"IRAQ",20056,34199,555263,67991
199205,"IRAQ",12596,104816,7137575,109248
199205,"SAUDI ARABIA",12596,191980,3654972,124318
199206,"IRAN",5299,157869,1335313,115611
199201,"SAUDI ARABIA",20234,92450,6140509,86547
199201,"JORDAN",2200,19616,5681757,92136
199203,"IRAN",13021,56085,832864,62464
199201,"EGYPT",7088,73941,2680916,114896
199203,"IRAQ",3854,21268,1883787,71355
199207,"JORDAN",8762,75780,4565028,105346
199207,"EGYPT",9061,128237,2129382,75913
199210,"IRAN",5731,85840,1084548,109550
199206,"JORDAN",5359,171499,7079768,94229
199205,"SAUDI ARABIA",5507,124042,4010442,63962
199205,"SAUDI ARABIA",5507,129357,2218160,83181
199206,"JORDAN",1330,147552,2559280,95973
199212,"JORDAN",11966,86967,6643464,117237
199209,"IRAQ",9677,117926,3079169,116635
199209,"SAUDI ARABIA",6499,111681,165882,101560
199205,"SAUDI ARABIA",27155,31696,644565,97661
199205,"SAUDI ARABIA",27155,13560,1155271,88413
199203,"SAUDI ARABIA",12445,93897,5803141,113453
199207,"EGYPT",6266,25265,4477758,71415
199210,"SAUDI ARABIA",16807,107138,1030617,68707
199201,"SAUDI ARABIA",4837,88767,2458064,105345
199211,"IRAN",13799,149381,6307975,85822
199201,"IRAQ",14452,144536,3252730,94831
199201,"SAUDI ARABIA",9322,93451,3289012,86667
199201,"SAUDI ARABIA",9322,22473,2930487,83728
199209,"JORDAN",12875,58642,7372547,96038
199202,"SAUDI ARABIA",21815,154991,1804563,122759
199208,"JORDAN",27121,130747,4444350,106664
199209,"IRAQ",11987,122219,6081929,74472
199210,"IRAQ",14266,178185,3589957,75790
199208,"JORDAN",7153,40791,339430,103907
199207,"SAUDI ARABIA",3436,173777,5078512,111046
199209,"JORDAN",22684,196060,2060098,69363
199212,"JORDAN",13243,94639,3842297,98017
199208,"SAUDI ARABIA",12026,167700,2625034,106062
199210,"EGYPT",23794,35948,3767880,113036
199205,"EGYPT",11567,137100,2956460,68226
199204,"IRAN",29725,119139,2200447,69487
199209,"EGYPT",19913,52438,2780860,83425
199209,"IRAQ",19913,109350,6660815,81561
199204,"SAUDI ARABIA",2815,42693,161933,98141
199212,"EGYPT",11476,187845,2462438,115970
199205,"SAUDI ARABIA",29554,75947,9328181,115376
199205,"JORDAN",28447,88163,1353764,69069
199202,"SAUDI ARABIA",15550,187793,7557014,112847
199208,"SAUDI ARABIA",23395,142511,1674683,93210
199210,"SAUDI ARABIA",15947,58735,5419936,101623
199203,"IRAN",5293,151956,787116,120477
199207,"IRAN",23651,141093,3062043,68045
199202,"SAUDI ARABIA",9898,177220,4929436,77833
199203,"IRAN",14821,80215,5388006,71712
199204,"JORDAN",14462,95333,6508817,79699
199204,"SAUDI ARABIA",20089,97140,4207418,68228
199207,"JORDAN",10150,195801,758720,113808
199207,"EGYPT",25507,187699,707529,107201
199202,"EGYPT",25930,88822,1991902,108649
199202,"JORDAN",4318,5472,5939650,82648
199208,"IRAQ",20071,2277,4319666,70756
199208,"EGYPT",20071,94787,7333806,106906
199206,"JORDAN",25597,114868,1291641,112971
199208,"EGYPT",21434,40243,2203192,70994
199211,"IRAN",15904,176614,167370,101436
199212,"IRAN",29734,153710,1763710,105822
199201,"IRAN",9538,82548,4499787,91832
199212,"SAUDI ARABIA",16609,148927,5421924,118555
199206,"SAUDI ARABIA",29390,73267,3720780,74415
199201,"IRAN",199,180444,2867471,91466
199201,"EGYPT",199,8762,6181812,100245
199207,"JORDAN",10459,14442,4476252,81386
199202,"SAUDI ARABIA",18799,171525,7024688,95791
199210,"IRAN",5353,190093,354927,70985
199210,"EGYPT",5353,149027,4519284,64561
199212,"SAUDI ARABIA",4277,97484,5185180,88888
199209,"IRAQ",12776,14829,1726381,104629
199212,"EGYPT",5762,194344,4556661,86300
199203,"IRAQ",7150,96165,1365524,69669
199202,"SAUDI ARABIA",16010,10344,3010416,75260
199210,"EGYPT",11485,13253,4343115,69975
199210,"EGYPT",5353,30423,3979054,81205
199212,"EGYPT",17101,166812,4836056,112728
199212,"EGYPT",19982,161097,1261160,69485
199208,"IRAN",26650,63685,7254192,98920
199210,"SAUDI ARABIA",20608,106399,5199943,84323
199203,"IRAN",11722,127369,5610574,83781
199202,"SAUDI ARABIA",6343,63045,4690410,60482
199202,"JORDAN",6343,24503,5567250,85650
199204,"JORDAN",29800,133268,5024164,78075
199204,"JORDAN",439,59953,4734551,114777
199201,"EGYPT",22012,149630,5431923,100777
199202,"JORDAN",26759,48969,375920,115077
199210,"IRAQ",22150,17935,4817618,111175
199210,"IRAQ",19807,159216,2550420,76512
199207,"IRAQ",6775,148875,3237873,115432
199201,"IRAQ",18412,60671,8158350,97900
199205,"SAUDI ARABIA",4414,66521,5355072,89251
199209,"EGYPT",8102,46423,4519086,82165
199202,"EGYPT",17299,126665,5074980,101499
199203,"IRAN",19456,141376,280639,85042
199211,"EGYPT",17236,109968,1744560,118677
199211,"EGYPT",17236,197185,3718322,76930
199208,"EGYPT",19234,38152,2243528,65409
199206,"IRAQ",23929,157126,2898644,70987
199208,"IRAN",4174,2657,152845,93579
199209,"EGYPT",7252,43306,1499160,74958
199211,"JORDAN",10162,6251,5554800,69435
199209,"SAUDI ARABIA",13430,135381,5948796,84982
199212,"IRAQ",13376,122189,3204782,72670
199211,"SAUDI ARABIA",26483,115028,2146535,62581
199211,"IRAQ",26483,154671,4612715,103540
199204,"SAUDI ARABIA",20486,123315,132492,80298
199203,"JORDAN",979,150224,4415172,76453
199209,"IRAQ",16747,37581,6915613,91114
199209,"JORDAN",25708,192715,1807710,108462
199205,"SAUDI ARABIA",11264,179943,7610300,121376
199211,"IRAN",28427,52524,1169403,88591
199204,"SAUDI ARABIA",23560,76334,1037781,78619
199212,"EGYPT",9194,65990,6196576,117359
199212,"IRAN",9194,85703,168870,101322
199208,"IRAN",364,62109,1178210,64266
199203,"IRAN",2101,151486,7610526,92248
199203,"EGYPT",2101,93653,2608293,98799
199206,"IRAQ",28871,94224,6091100,73093
199209,"SAUDI ARABIA",28847,107506,5784597,90810
199209,"SAUDI ARABIA",28847,27809,3820960,104208
199204,"JORDAN",8045,181061,904511,68523
199202,"JORDAN",27022,100309,1166586,78558
199202,"SAUDI ARABIA",25237,91787,4578579,106726
199203,"IRAQ",27400,21715,2268480,98202
199210,"IRAN",16004,101080,321080,64864
199201,"EGYPT",16631,195622,7141863,103057
199210,"JORDAN",17023,110299,4320657,78557
199205,"IRAN",1759,7608,303120,90936
199203,"EGYPT",13604,67457,4089595,85467
199204,"EGYPT",11632,121736,4478696,105463
199210,"IRAN",8941,7042,3606352,56942
199212,"EGYPT",12532,157015,3676994,64320
199201,"IRAN",19486,34731,3997752,99943
199212,"EGYPT",25583,23747,4009776,100244
199212,"SAUDI ARABIA",26380,52780,3396248,103966
199210,"IRAN",14629,63977,4076037,116458
199203,"JORDAN",28762,184213,762759,77832
199203,"IRAQ",24187,50374,5580895,79462
199201,"IRAQ",1390,21345,2233823,75980
199205,"SAUDI ARABIA",23794,73423,5253332,83785
199203,"SAUDI ARABIA",19039,118359,1499934,82641
199204,"JORDAN",12877,70280,1347801,75016
199201,"SAUDI ARABIA",28301,157975,3049455,121978
199202,"SAUDI ARABIA",10129,186763,2219712,110985
199202,"IRAN",11984,42679,1783837,97300
199203,"EGYPT",23404,56033,4846247,59341
199204,"EGYPT",4453,138788,4296586,109606
199207,"SAUDI ARABIA",14713,16324,4420500,74419
199205,"EGYPT",14737,135293,520689,79697
199208,"IRAQ",24376,101599,6722478,96035
199208,"JORDAN",21400,133965,5289248,119937
199212,"JORDAN",2839,92829,357076,109309
199211,"SAUDI ARABIA",1921,32907,4868375,110394
199203,"IRAQ",565,37837,3727143,106489
199203,"EGYPT",28124,21317,619155,74298
199202,"EGYPT",14203,63610,4720830,94416
199204,"EGYPT",20314,47931,1860140,112735
199210,"IRAN",8584,132065,5321838,65823
199203,"IRAN",12449,177844,2663670,115310
199205,"EGYPT",13811,157209,2507076,75972
199211,"JORDAN",4072,188296,3014983,83057
199211,"EGYPT",5338,40062,3868953,60123
199203,"IRAN",7925,134307,394342,80478
199203,"SAUDI ARABIA",26534,175861,9684300,116211
199207,"JORDAN",13118,82387,1491254,82162
199205,"JORDAN",6251,152178,5786719,73810
199210,"EGYPT",11353,17800,3779160,103068
199209,"EGYPT",2824,93672,5386776,99940
199211,"IRAN",23560,36187,2134042,67390
199209,"IRAQ",24970,181647,4494464,103718
199209,"SAUDI ARABIA",29461,96870,1097719,112012
199203,"IRAN",19039,36093,3731480,61745
199204,"IRAQ",1771,63832,703965,107749
199204,"EGYPT",25000,146139,1277570,71107
199204,"IRAN",18892,13794,1183498,102467
199211,"EGYPT",12952,184376,1574278,87622
199208,"IRAQ",11536,30086,4828412,60964
199205,"JORDAN",10711,128089,223416,67024
199207,"IRAN",1195,137494,7354214,91889
199207,"EGYPT",1195,59874,7335480,110032
199208,"IRAN",9925,31511,285616,86550
199207,"IRAN",12485,161802,6709680,111828
199204,"JORDAN",22664,88754,5977632,104565
199202,"JORDAN",11264,81765,8646462,104805
199212,"IRAN",22162,67653,1747060,97239
199210,"SAUDI ARABIA",10705,60381,2892015,80482
199204,"IRAN",28283,170073,1943219,68584
199204,"IRAN",9001,179338,7086650,85039
199209,"IRAQ",18871,103648,4414833,99098
199201,"IRAQ",11918,100829,6096960,109789
199211,"JORDAN",14975,116439,3929661,87325
199209,"JORDAN",20902,929,2173944,109795
199202,"JORDAN",28490,182134,4621294,72967
199210,"EGYPT",29465,169442,4739875,90686
199205,"SAUDI ARABIA",21823,66209,3339918,70512
199205,"SAUDI ARABIA",19730,23156,1480593,64749
199205,"SAUDI ARABIA",7699,57106,3933470,63786
199202,"EGYPT",10619,179526,5978956,96331
199202,"SAUDI ARABIA",6718,155053,2063189,66483
199211,"IRAQ",20822,19565,4073632,89073
199208,"SAUDI ARABIA",19802,68347,1432405,78920
199205,"JORDAN",5552,50183,222103,67990
199209,"JORDAN",11443,13618,7126581,91896
199209,"SAUDI ARABIA",24145,176104,1051469,70806
199203,"EGYPT",23929,159684,3930254,104620
199211,"JORDAN",11057,10353,2001146,75801
199202,"EGYPT",9896,110126,222679,68167
199212,"EGYPT",28961,198198,3370094,77771
199210,"SAUDI ARABIA",8018,87803,6625960,107448
199201,"IRAN",27962,115990,1985930,120359
199205,"EGYPT",8914,147903,9656955,117054
199205,"IRAN",14245,106718,2197280,103482
199202,"JORDAN",1864,120651,5406116,100299
199212,"SAUDI ARABIA",12971,40861,8562438,108111
199212,"JORDAN",676,134087,2526914,67264
199212,"IRAQ",676,151712,1382748,105822
199212,"JORDAN",12304,9303,4920725,72738
199207,"IRAQ",23983,120696,7570602,103001
199202,"IRAQ",29914,92502,4632950,89670
199202,"EGYPT",29914,4585,1179747,89374
199210,"EGYPT",25366,154181,5991858,74110
199209,"IRAQ",26147,98395,6345498,83603
199206,"EGYPT",28162,97551,459919,92913
199210,"SAUDI ARABIA",27085,139226,991932,75913
199208,"EGYPT",7181,169228,2825345,77833
199211,"SAUDI ARABIA",17840,47214,5806050,69672
199205,"EGYPT",6943,191766,7282419,111465
199206,"EGYPT",8588,59949,2672516,114536
199208,"IRAQ",9949,100441,4851887,86486
199208,"IRAN",9949,98947,5779441,116756
199211,"IRAQ",29872,6527,4683309,86011
199210,"JORDAN",22720,149564,5111758,96813
199210,"IRAQ",20500,132471,902082,90208
199201,"SAUDI ARABIA",8672,28705,1470330,98022
199206,"IRAQ",15082,114922,3873840,116215
199201,"EGYPT",16192,66496,1447865,87749
199207,"IRAN",27521,30654,3644695,95079
199201,"IRAQ",28420,107820,2686895,109669
199201,"JORDAN",28420,198414,4298269,90744
199203,"IRAQ",28075,190004,2625600,65640
199203,"JORDAN",28075,5841,2075245,104810
199212,"JORDAN",26419,111999,1379539,120659
199210,"IRAN",20314,102075,3231210,64624
199203,"IRAN",10919,151701,1402160,105162
199207,"IRAQ",20144,44685,3748264,97780
199207,"JORDAN",20144,184795,939895,112787
199212,"IRAN",4169,15183,5058217,65890
199203,"EGYPT",12334,147105,3225880,69126
199201,"IRAN",22058,154867,7533691,115311
199201,"JORDAN",22058,57405,4632160,81744
199209,"IRAQ",2635,198080,5364976,70684
199203,"EGYPT",10615,69550,2382654,91173
199211,"SAUDI ARABIA",22660,173806,1488801,112788
199202,"EGYPT",6616,175808,1507040,113028
199203,"EGYPT",7696,34064,399224,59883
199201,"IRAQ",25333,85036,101081,61261
199202,"EGYPT",27343,193483,2162930,94588
199212,"IRAN",4330,94169,5015545,69789
199208,"IRAN",5974,69539,301706,90511
199203,"EGYPT",27547,77375,811422,81142
199207,"JORDAN",20680,9107,4978890,60966
199207,"SAUDI ARABIA",20680,45630,1403886,94537
199210,"IRAN",12151,85527,3025040,90751
199203,"SAUDI ARABIA",12940,159297,537090,81377
199203,"IRAN",18991,100675,7553920,100540
199209,"IRAN",24925,76824,7412175,108049
199205,"IRAQ",4685,180619,3664359,101976
199209,"IRAN",21001,148555,6128768,96213
199210,"EGYPT",12124,9186,108422,65710
199208,"JORDAN",24566,167123,2002971,71407
199205,"IRAN",676,92565,4672680,93453
199212,"IRAN",29045,40244,3133499,71054
199203,"IRAN",21617,195334,6792176,85759
199207,"JORDAN",6517,140114,457027,69246
199203,"EGYPT",21184,34871,707901,108352
199202,"IRAQ",25919,28172,1742669,66010
199201,"SAUDI ARABIA",10918,83031,4461732,60841
199205,"SAUDI ARABIA",13226,196648,2590790,104678
199205,"JORDAN",13226,47179,1351404,67570
199206,"SAUDI ARABIA",29141,178134,4969733,72727
199210,"SAUDI ARABIA",20618,120834,8346735,111289
199210,"SAUDI ARABIA",20618,156731,2831764,107263
199208,"IRAN",18283,18550,6902185,88113
199210,"SAUDI ARABIA",13880,178901,2771860,118794
199204,"SAUDI ARABIA",22984,165539,7862197,96271
199210,"IRAN",17185,87176,1977389,69790
199201,"SAUDI ARABIA",20362,60251,484500,72675
199203,"EGYPT",22735,144350,5935747,83661
199202,"SAUDI ARABIA",22711,92234,4291805,73573
199202,"SAUDI ARABIA",5516,15974,6236901,113398
199206,"IRAN",10381,140221,5171002,75673
199210,"IRAQ",24022,30210,3047781,68412
199201,"JORDAN",18494,177544,4334376,97292
199203,"SAUDI ARABIA",5549,80133,1669695,66787
199201,"IRAN",3776,173789,6706008,111766
199201,"JORDAN",11383,127804,1994830,109908
199202,"JORDAN",986,165281,1732662,80776
