"d_year","s_city","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1992,"UNITED ST0",14378,67520,297504,89251
1992,"UNITED ST3",19439,192271,6022926,81796
1992,"UNITED ST6",26134,88133,2421640,67267
1992,"UNITED ST7",23906,152968,1103444,121257
1992,"UNITED ST1",23906,119401,2906138,85224
1992,"UNITED ST1",3962,110333,5371976,80599
1993,"UNITED ST4",24163,37089,1709449,61564
1993,"UNITED ST8",7979,104540,1907506,92672
1993,"UNITED ST8",4940,159390,434817,86963
1993,"UNITED ST2",20870,76555,6124668,91893
1993,"UNITED ST8",14383,130342,2223190,82340
1992,"UNITED ST5",28525,136276,5066674,78736
1992,"UNITED ST6",22814,71880,166669,111112
1992,"UNITED ST7",22814,32695,1790459,97661
1993,"UNITED ST4",28676,99903,3008484,114174
1992,"UNITED ST9",4118,11764,5094310,100545
1993,"UNITED ST3",28261,84108,5405895,65526
1992,"UNITED ST4",22225,43213,3107892,69372
1993,"UNITED ST8",27313,146540,6063755,95192
1993,"UNITED ST5",21353,114083,4150253,65824
1993,"UNITED ST0",2014,97594,3361438,95495
1992,"UNITED ST9",2023,157450,6864927,90447
1992,"UNITED ST4",14533,79407,4920333,83184
1993,"UNITED ST2",8810,66540,4524139,90392
1992,"UNITED ST5",22462,175975,2922632,123058
1992,"UNITED ST4",22996,69250,1570394,73155
1993,"UNITED ST1",536,169710,6228985,106782
1992,"UNITED ST3",21707,13140,3984028,63188
1992,"UNITED ST2",23857,101464,2966091,87927
1992,"UNITED ST9",12443,99761,7099384,105645
1992,"UNITED ST9",1024,124558,294354,94953
1993,"UNITED ST7",11165,38012,3025781,57000
1993,"UNITED ST4",17771,9893,2711546,108173
1993,"UNITED ST4",22195,50356,4655831,78381
1993,"UNITED ST5",4447,185272,1954468,81436
1993,"UNITED ST4",3487,117247,1251597,75854
1993,"UNITED ST1",14903,195754,5554799,110985
1992,"UNITED ST5",22867,81602,864645,95016
1993,"UNITED ST3",16784,16598,6967114,90875
1993,"UNITED ST3",22657,9169,2182195,64689
1992,"UNITED ST4",24445,14234,2784457,68893
1992,"UNITED ST6",19093,31569,976864,90033
1993,"UNITED ST4",12598,17484,4669731,84088
1993,"UNITED ST3",13036,159440,1619395,89966
1992,"UNITED ST0",5696,193534,4086727,97651
1993,"UNITED ST0",19612,41906,8601974,110874
1992,"UNITED ST0",24481,178934,7000970,120775
1993,"UNITED ST3",319,173847,5647269,115250
1992,"UNITED ST9",17203,93295,1198109,77297
1992,"UNITED ST6",27356,84386,2368016,82222
1993,"UNITED ST1",16894,152445,2545648,89846
1992,"UNITED ST1",5080,54545,697286,89972
1993,"UNITED ST7",19471,39438,1586799,82645
1993,"UNITED ST5",14653,130082,3051547,66724
1993,"UNITED ST3",15772,47000,4094828,56820
1992,"UNITED ST0",29458,27486,1272132,84808
1992,"UNITED ST0",22066,104231,3947795,74113
1993,"UNITED ST4",28616,42085,3415041,61624
1993,"UNITED ST1",1360,192067,4520334,69543
1993,"UNITED ST3",28567,99411,3283434,84624
1992,"UNITED ST9",15995,45687,1040017,97960
1992,"UNITED ST0",19091,91584,1871789,94534
1993,"UNITED ST1",17560,55635,5408142,95437
1992,"UNITED ST9",2521,12273,2666857,71116
1992,"UNITED ST8",28742,50394,4037203,80663
1992,"UNITED ST7",7429,153925,5699289,118735
1992,"UNITED ST4",7429,3967,6174168,112257
1993,"UNITED ST3",1348,195874,3510308,118192
1992,"UNITED ST3",27034,35317,6198934,75138
1992,"UNITED ST2",14323,158325,5217883,82999
1992,"UNITED ST4",24994,123465,148846,89307
1992,"UNITED ST9",18460,177072,3450657,68944
1993,"UNITED ST6",27577,7542,943650,86972
1993,"UNITED ST9",16831,17143,3746534,63608
1993,"UNITED ST6",16831,122546,6901576,94112
1993,"UNITED ST4",3772,86417,138937,84204
1992,"UNITED ST3",5633,168510,2812904,94710
1993,"UNITED ST6",19318,124360,5260568,83061
1993,"UNITED ST4",19318,57727,1940797,101083
1992,"UNITED ST6",24686,3829,7173874,103969
1992,"UNITED ST6",23659,91182,4955512,70390
1993,"UNITED ST4",8323,92031,558574,61381
1993,"UNITED ST1",9026,450,3335611,81027
1993,"UNITED ST7",8027,21250,4030271,70275
1993,"UNITED ST8",14662,162676,2879237,104320
1992,"UNITED ST3",4307,43334,4470655,76639
1993,"UNITED ST9",23317,159921,6863887,118855
1992,"UNITED ST3",839,92186,3925695,70690
1993,"UNITED ST8",17392,8020,3925524,55681
1993,"UNITED ST7",28180,32618,893151,93036
1992,"UNITED ST9",20158,83471,1832632,87268
1993,"UNITED ST7",10472,97263,1077522,75615
1993,"UNITED ST5",24451,183525,7720896,96511
1992,"UNITED ST1",17869,42255,2729730,71835
1993,"UNITED ST0",20806,15827,5465483,104569
1993,"UNITED ST1",7123,166293,3262296,81557
1992,"UNITED ST1",2036,167015,103872,64920
1993,"UNITED ST5",25507,36860,4625117,107811
1993,"UNITED ST4",5044,191381,5936636,88342
1993,"UNITED ST9",5044,126585,7413268,96694
1993,"UNITED ST0",5044,92952,548475,116697
1992,"UNITED ST0",8630,13617,4848972,91836
1993,"UNITED ST0",26956,721,4774343,97303
1992,"UNITED ST7",25079,49372,2510603,79282
1992,"UNITED ST7",12302,181202,4144736,76992
1992,"UNITED ST1",29431,36516,2379211,87150
1992,"UNITED ST4",18715,166764,6393013,109845
1992,"UNITED ST7",27817,17265,4750320,70935
1992,"UNITED ST8",27817,63714,2852107,100662
1993,"UNITED ST1",21932,9273,4617946,70936
1992,"UNITED ST1",11962,120019,2836497,62340
1992,"UNITED ST2",2776,91658,7753355,98979
1993,"UNITED ST9",29101,21297,336248,73097
1992,"UNITED ST1",22336,16963,7955990,112797
1993,"UNITED ST4",24629,73826,6878912,107989
1993,"UNITED ST3",26854,92995,2616194,119279
1992,"UNITED ST4",3358,61701,6650800,99762
1992,"UNITED ST9",2465,169932,2912808,120115
1992,"UNITED ST4",19450,183292,2508528,82517
1992,"UNITED ST9",23287,42950,8359267,113577
1992,"UNITED ST1",23287,47264,232561,72675
1992,"UNITED ST8",4093,81908,4864602,113394
1992,"UNITED ST1",2074,57505,2337075,87750
1992,"UNITED ST9",23218,132480,3980847,90748
1992,"UNITED ST2",25682,176867,2449263,116631
1993,"UNITED ST4",646,55048,3691187,60182
1992,"UNITED ST8",15094,195646,3378781,104498
1992,"UNITED ST9",5933,7580,7140384,89254
1992,"UNITED ST8",3370,178058,991771,68163
1993,"UNITED ST5",21236,106455,2805984,87687
1993,"UNITED ST1",26251,192386,2152521,88702
1992,"UNITED ST1",11824,6780,941223,101206
1992,"UNITED ST5",13999,12507,134852,85170
1992,"UNITED ST9",7993,84401,407307,83124
1993,"UNITED ST0",15454,53957,5912479,114657
1993,"UNITED ST8",24424,151100,3948273,69066
1992,"UNITED ST0",10420,33559,295524,89553
1992,"UNITED ST8",5779,182403,5050360,89124
1992,"UNITED ST3",2053,43623,3665890,93997
1993,"UNITED ST9",27250,153595,3198264,98915
1992,"UNITED ST3",21238,122481,5532806,90208
1993,"UNITED ST7",22325,153625,1735693,100717
1992,"UNITED ST0",17018,79321,1235304,78019
1993,"UNITED ST1",16768,118157,3424387,70509
1993,"UNITED ST7",14723,106224,1948668,73813
1992,"UNITED ST7",12388,125607,6824268,97956
1992,"UNITED ST3",2323,14206,4792215,67212
1992,"UNITED ST9",4426,60639,743827,95977
1993,"UNITED ST0",5293,188017,546979,66300
1992,"UNITED ST7",248,192251,515808,80595
1993,"UNITED ST8",17870,143891,9384216,116093
1992,"UNITED ST7",24584,43982,3620842,115558
1992,"UNITED ST1",24605,156486,3299364,92548
1992,"UNITED ST6",3766,57529,138246,89191
1993,"UNITED ST9",24538,40798,6915167,104327
1992,"UNITED ST3",27233,120103,889495,67386
1993,"UNITED ST1",13385,65466,6733587,85887
1992,"UNITED ST9",15746,26241,1260619,70034
1992,"UNITED ST9",15746,1377,118888,76702
1992,"UNITED ST7",16436,12520,5280268,85951
1992,"UNITED ST4",28354,114065,837350,64743
1992,"UNITED ST0",28354,76921,2319258,113875
1993,"UNITED ST3",10235,101608,7404160,96576
1993,"UNITED ST9",589,17376,2525951,77602
1992,"UNITED ST9",2344,148383,5359086,85882
1993,"UNITED ST0",16981,133093,4607960,67565
1993,"UNITED ST9",12874,176125,5361799,72067
1993,"UNITED ST7",28144,9469,4999674,82707
1992,"UNITED ST2",25394,127567,1546723,95673
1993,"UNITED ST9",21166,70939,916766,114595
1993,"UNITED ST2",26401,86880,3110222,112012
1993,"UNITED ST6",10015,144642,5866133,101198
1992,"UNITED ST4",6854,152197,2643286,74951
1993,"UNITED ST5",7285,159984,4513107,122638
1992,"UNITED ST5",16855,190067,226783,69423
1992,"UNITED ST4",22000,153564,5866890,97053
1993,"UNITED ST3",1033,192535,5354573,97651
1993,"UNITED ST3",22456,98295,2132635,77597
1992,"UNITED ST0",10771,123042,1356860,63902
1992,"UNITED ST1",18794,43780,2068536,103426
1993,"UNITED ST5",17584,183347,7151700,85820
1993,"UNITED ST8",25531,199765,2853082,111885
1993,"UNITED ST6",11482,59762,6198336,103305
1992,"UNITED ST8",8573,176370,1861478,86782
1993,"UNITED ST9",9853,117524,6728734,92491
1993,"UNITED ST4",28198,97062,4280720,63543
1992,"UNITED ST1",28091,24397,1546026,79283
1992,"UNITED ST3",27445,87569,2957464,93393
1992,"UNITED ST9",27445,118378,6635550,83782
1993,"UNITED ST1",22186,22136,2095097,63487
1992,"UNITED ST3",12020,124458,3261390,88947
1992,"UNITED ST9",21055,75296,2776497,76277
1992,"UNITED ST0",14626,187787,3599577,112486
1993,"UNITED ST5",25855,104019,893087,61380
1993,"UNITED ST1",26621,99531,5999677,91831
1993,"UNITED ST3",13621,56438,5890072,83665
1993,"UNITED ST3",13621,140851,2610753,113511
1993,"UNITED ST6",13072,67578,3091140,92734
1992,"UNITED ST4",9163,35078,4862736,60784
1992,"UNITED ST4",27304,145601,2476486,98796
1993,"UNITED ST6",29594,35931,1909869,112015
1993,"UNITED ST9",6760,194045,3189312,68342
1992,"UNITED ST0",21581,45607,3765055,93156
1992,"UNITED ST4",4228,67516,719502,89010
1992,"UNITED ST7",19733,9300,2725762,72558
1993,"UNITED ST4",6280,64129,3117578,65587
1993,"UNITED ST7",4925,102429,1480088,85885
1992,"UNITED ST6",15178,91899,4001123,113453
1993,"UNITED ST1",4207,68827,5689157,107749
1993,"UNITED ST3",4207,162052,2138976,66843
1993,"UNITED ST5",19072,13707,4288372,97242
1992,"UNITED ST2",10072,63864,3026936,109671
1993,"UNITED ST8",3475,166085,2071944,69064
1993,"UNITED ST6",11018,67292,3513419,75557
1993,"UNITED ST7",382,145863,351230,114531
1992,"UNITED ST0",28708,26014,2474106,56400
1992,"UNITED ST0",9277,22601,298625,91416
1992,"UNITED ST9",25375,126665,1065745,101499
1992,"UNITED ST9",26773,14376,371626,77422
1993,"UNITED ST4",13435,118926,6739147,116695
1992,"UNITED ST5",18853,135090,2728343,67505
1993,"UNITED ST1",20173,51440,388211,83486
1993,"UNITED ST0",4081,25101,2585772,61566
1992,"UNITED ST1",8656,59905,6661422,111894
1992,"UNITED ST0",8656,75219,5445597,71652
1993,"UNITED ST0",22574,34213,3705488,68832
1992,"UNITED ST0",25540,127545,5617112,94352
1992,"UNITED ST8",5920,179411,3822901,89424
1993,"UNITED ST9",899,131328,4576830,81559
1993,"UNITED ST7",899,29632,1666259,93697
1993,"UNITED ST5",20383,176550,1987644,97593
1993,"UNITED ST4",11191,166804,4044669,112248
1992,"UNITED ST6",4951,166895,2856511,117713
1992,"UNITED ST4",10754,101481,4364421,88948
1993,"UNITED ST4",17648,25288,2455678,72796
1993,"UNITED ST9",8519,137729,2572344,106003
1992,"UNITED ST4",27589,153023,3884432,64561
1992,"UNITED ST0",15575,152784,4178674,110206
1993,"UNITED ST3",10826,68779,5764145,104866
1993,"UNITED ST1",1055,28853,8381822,106911
1993,"UNITED ST9",18122,2739,4728182,98503
1992,"UNITED ST3",9736,118377,753499,83722
1992,"UNITED ST4",436,169600,5621543,100176
1993,"UNITED ST9",24068,70772,7194154,104566
1992,"UNITED ST8",4261,80807,1358728,107268
1993,"UNITED ST1",28504,107759,5526394,106005
1992,"UNITED ST3",13945,192891,7463394,119033
1993,"UNITED ST1",1705,10772,1581803,100966
1992,"UNITED ST0",23257,96541,7157248,92252
1993,"UNITED ST3",15370,105697,6967407,102161
1993,"UNITED ST4",8035,187306,5701383,83598
1993,"UNITED ST6",8035,30883,4997239,108832
1992,"UNITED ST6",10621,29342,4561567,76280
1993,"UNITED ST6",1300,157330,2777434,83239
1992,"UNITED ST0",12227,3407,746928,78624
1992,"UNITED ST9",18553,197485,939993,94948
1992,"UNITED ST3",18688,165106,1931143,70266
1993,"UNITED ST9",25844,159502,3400947,93690
1993,"UNITED ST7",24862,65232,5120552,71833
1993,"UNITED ST1",698,114602,6296657,96996
1992,"UNITED ST9",11071,118964,3926260,118977
1992,"UNITED ST6",19220,46022,1393948,58081
1993,"UNITED ST5",25435,70799,7358786,106187
1992,"UNITED ST9",8054,23270,113360,71596
1993,"UNITED ST7",27127,32121,3929190,63187
1992,"UNITED ST7",16316,7629,5372023,92197
1992,"UNITED ST2",5005,90575,3989072,93934
1992,"UNITED ST4",5005,17585,141242,90154
1992,"UNITED ST4",229,54152,4413538,66369
1992,"UNITED ST4",1645,170280,267355,81016
1993,"UNITED ST9",27595,17238,3770670,69313
1993,"UNITED ST5",10394,14963,3568124,112677
1992,"UNITED ST5",15824,496,4066578,83789
1993,"UNITED ST0",8899,12739,2279387,99103
1992,"UNITED ST9",5584,62423,3359643,83125
1993,"UNITED ST4",24317,41603,5171320,92676
1993,"UNITED ST8",4210,1519,1335279,85230
1992,"UNITED ST5",889,170468,6719993,92307
1992,"UNITED ST0",6374,87233,5194519,73213
1993,"UNITED ST1",29306,199763,3729245,111765
1993,"UNITED ST3",18341,60707,6070428,100062
1992,"UNITED ST9",22204,32875,6996456,108472
1993,"UNITED ST0",15838,196722,5356130,109123
1992,"UNITED ST3",12901,143748,510645,107504
1992,"UNITED ST9",8351,171976,6666142,122878
1992,"UNITED ST8",3127,29840,3419330,106190
1993,"UNITED ST2",14047,42364,5561174,78381
1992,"UNITED ST7",8287,133898,1325276,115913
1992,"UNITED ST4",10379,54336,2696789,77419
1993,"UNITED ST8",9740,134683,7588710,103060
1992,"UNITED ST9",26399,78506,6270528,89070
1992,"UNITED ST7",16745,163590,4107517,99215
1993,"UNITED ST7",20794,26587,1513580,90814
1993,"UNITED ST3",21667,90056,3728122,62763
1993,"UNITED ST4",512,33046,3070269,58742
1993,"UNITED ST7",4403,161467,917076,91707
1992,"UNITED ST3",1694,160474,3352816,92068
1993,"UNITED ST3",9817,136916,7235531,117174
1993,"UNITED ST1",17539,105515,1522030,91230
1992,"UNITED ST5",25205,125840,6269222,111950
1993,"UNITED ST1",22930,102587,6358320,95374
1993,"UNITED ST1",12916,38911,8520685,110994
1992,"UNITED ST3",15031,170630,612226,102037
1992,"UNITED ST5",15031,184446,4453580,91826
1992,"UNITED ST9",22168,143349,4273091,83540
1992,"UNITED ST9",22582,62274,581046,74176
1992,"UNITED ST7",28270,7262,532013,70155
1992,"UNITED ST5",24662,55024,2138179,58741
1993,"UNITED ST3",2731,146008,2940660,63240
1993,"UNITED ST0",19357,179418,2418317,89844
1993,"UNITED ST7",19357,65783,6715315,104926
1992,"UNITED ST9",24773,63596,5349393,93575
1992,"UNITED ST8",26923,142986,4747813,121738
1992,"UNITED ST4",19046,60496,5112279,87389
1992,"UNITED ST8",28112,70957,1336069,115677
1993,"UNITED ST9",29659,178125,4457559,72187
1992,"UNITED ST3",25379,186490,2553913,94589
1993,"UNITED ST0",12736,101639,5466579,98437
1992,"UNITED ST3",19861,146840,5264283,113210
1992,"UNITED ST3",12964,102552,4809777,93273
1992,"UNITED ST7",21442,115525,6308429,92431
1993,"UNITED ST5",16111,170300,997578,82218
1992,"UNITED ST9",18263,42433,6065646,82525
1992,"UNITED ST4",18263,25495,2454606,85229
1992,"UNITED ST9",5494,11798,1692692,102587
1992,"UNITED ST4",18425,88213,2054069,72072
1992,"UNITED ST7",18425,111827,2270942,110329
1992,"UNITED ST4",26086,2503,136333,84330
1993,"UNITED ST5",686,20414,1140920,80064
1992,"UNITED ST5",23902,18047,1904988,57902
1992,"UNITED ST0",22576,173197,5365282,76211
1993,"UNITED ST4",7933,115484,422853,89968
1993,"UNITED ST6",24196,142747,336471,107384
1993,"UNITED ST4",28636,46451,5399746,83847
1993,"UNITED ST0",28636,101347,6020338,80900
1993,"UNITED ST7",28204,146455,3867735,90087
1992,"UNITED ST1",7480,144105,3490965,68946
1992,"UNITED ST1",2587,43312,3012744,75318
1992,"UNITED ST4",2587,143852,1260740,113751
1993,"UNITED ST1",27212,53980,4689901,116038
1993,"UNITED ST4",14191,29846,1420672,106550
1993,"UNITED ST4",19232,104230,4935685,74053
1993,"UNITED ST0",16996,17465,2289353,82947
1992,"UNITED ST0",103,160226,5115296,77173
1993,"UNITED ST3",25897,174485,3118960,93568
1993,"UNITED ST7",9526,63724,1763667,101263
1992,"UNITED ST9",18766,133062,3930170,65703
1993,"UNITED ST9",12473,176934,7400222,120655
1993,"UNITED ST0",6710,28568,1089495,89793
1993,"UNITED ST9",25504,62882,1560768,110692
1992,"UNITED ST7",4409,155036,200749,65461
1992,"UNITED ST6",19613,97524,4820175,91291
1993,"UNITED ST1",7552,51843,4128132,107690
1993,"UNITED ST6",28007,152491,1646903,92609
1993,"UNITED ST6",10250,108881,6151559,113392
1992,"UNITED ST7",14623,44494,1691664,86309
1993,"UNITED ST6",13682,88841,6084218,109790
1993,"UNITED ST9",29278,181002,3153696,64980
1992,"UNITED ST0",23513,12708,6969010,97242
1993,"UNITED ST0",6403,185591,6052489,100595
1993,"UNITED ST8",6403,90473,5962176,87808
1993,"UNITED ST0",16429,180919,3527841,119994
1993,"UNITED ST6",11926,98026,2285612,61441
1992,"UNITED ST7",21334,122315,2768231,80238
1993,"UNITED ST1",20929,162149,5755337,72668
1993,"UNITED ST7",11407,93923,2760364,115015
1993,"UNITED ST3",5522,71419,511670,83424
1992,"UNITED ST6",13447,168017,2753755,65100
1992,"UNITED ST8",3409,32967,4742300,113997
1992,"UNITED ST0",19099,81760,4389235,104505
1993,"UNITED ST7",3548,185976,5121933,123718
1992,"UNITED ST6",9409,97606,1763960,96216
1992,"UNITED ST0",6466,143111,3998991,69246
1993,"UNITED ST7",24272,102719,5454377,103302
1993,"UNITED ST5",13366,153974,4623771,121678
1992,"UNITED ST1",6608,6438,395262,80665
1993,"UNITED ST9",26156,151740,1832950,107504
1993,"UNITED ST0",8809,14395,5719415,78563
1992,"UNITED ST8",27914,173253,2801040,79575
1993,"UNITED ST5",14480,125069,2599486,65643
1992,"UNITED ST7",14782,146116,1127246,69726
1992,"UNITED ST5",14782,164384,567764,86902
1993,"UNITED ST3",12014,52609,2818688,93696
1992,"UNITED ST9",12041,114373,2497266,83242
1992,"UNITED ST7",25297,37375,5015878,78742
1993,"UNITED ST3",20677,61333,3805330,77659
1992,"UNITED ST5",2614,78634,4949161,96757
1992,"UNITED ST8",21728,55738,8129904,101623
1992,"UNITED ST4",559,33125,2666462,63487
1992,"UNITED ST3",13876,15747,7419145,99764
1993,"UNITED ST7",9896,161743,4710371,108284
1993,"UNITED ST0",15827,162402,2726712,87864
1993,"UNITED ST8",15827,79618,5377555,95856
1992,"UNITED ST9",9791,67358,3612904,79521
1993,"UNITED ST0",16895,101531,6068818,91951
1993,"UNITED ST2",4099,87161,4660381,68889
1993,"UNITED ST7",26047,192729,535585,109303
1992,"UNITED ST4",27421,28520,5394288,86911
1992,"UNITED ST6",8564,73133,2384816,66367
1992,"UNITED ST9",29740,142328,4460391,82219
1992,"UNITED ST3",29740,46796,4733417,104567
1992,"UNITED ST7",3947,177256,5748974,79995
1992,"UNITED ST1",3947,193401,4303872,89664
1993,"UNITED ST2",11761,124606,4035735,97836
1993,"UNITED ST8",13187,63903,1629803,112014
1993,"UNITED ST0",3598,155063,4142412,67083
1992,"UNITED ST1",11783,95503,3205291,89910
1992,"UNITED ST2",2431,161098,4419610,69545
1993,"UNITED ST1",9895,96157,4497285,69189
1993,"UNITED ST5",12572,176853,6113764,115791
1993,"UNITED ST4",29296,79764,655653,104625
1993,"UNITED ST0",9235,75740,1290236,102944
1993,"UNITED ST5",13049,149331,1487995,82819
1992,"UNITED ST7",4585,158390,4562428,86903
1992,"UNITED ST2",27260,64466,4556015,85827
1992,"UNITED ST9",25982,7004,728800,54660
1992,"UNITED ST3",5146,173745,5627181,109124
1993,"UNITED ST8",4283,116356,4483467,82341
1993,"UNITED ST5",23870,91246,5753166,74234
1992,"UNITED ST7",22604,14747,322377,99704
1993,"UNITED ST1",3415,59693,1189936,99161
1992,"UNITED ST1",9476,66534,3151113,90031
1993,"UNITED ST7",1309,43221,3464718,69853
1992,"UNITED ST7",10303,100944,5776471,116696
1993,"UNITED ST3",27673,151257,4501688,78495
1993,"UNITED ST7",25067,186665,4561322,105099
1993,"UNITED ST1",28568,30909,5361468,110394
1993,"UNITED ST7",28954,8921,1361460,109795
1993,"UNITED ST1",19316,101436,5304116,86245
1993,"UNITED ST0",3335,165028,4699986,65581
1993,"UNITED ST6",2263,75033,3830514,60481
1993,"UNITED ST7",21229,108168,952689,70569
1993,"UNITED ST9",28351,85352,4746255,80241
1992,"UNITED ST3",9571,86734,3957679,103243
1992,"UNITED ST4",23386,110326,2889123,80179
1992,"UNITED ST9",16489,143480,566734,91408
1993,"UNITED ST6",26563,113804,534433,109068
1993,"UNITED ST0",7514,184222,2116076,78373
1992,"UNITED ST4",16522,27583,4737178,90634
1993,"UNITED ST8",26710,94012,2675986,60360
1993,"UNITED ST3",24334,25491,3442070,84989
1993,"UNITED ST4",20437,151522,6105257,94411
1993,"UNITED ST6",10712,2493,2465830,83729
1993,"UNITED ST4",10712,139553,1481071,95553
1992,"UNITED ST6",1450,90725,8238887,102943
1993,"UNITED ST3",10687,191078,2571954,70144
1992,"UNITED ST3",17060,111704,319120,102942
1992,"UNITED ST6",17060,21064,177310,59103
1992,"UNITED ST0",17060,17502,5544567,85170
1992,"UNITED ST4",20578,46908,6655381,111294
1993,"UNITED ST0",8852,114263,1680874,76635
1993,"UNITED ST6",20173,138538,4682294,94591
1993,"UNITED ST5",662,67094,1158710,63665
1993,"UNITED ST2",26224,105035,1976057,62401
1992,"UNITED ST7",18716,181912,3321854,119634
1993,"UNITED ST2",2323,102468,1270477,88227
