"s_city","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST3",18304,19970402,60876,4276233,110212
"UNITED ST0",7726,19961210,60450,770105,84627
"UNITED ST0",26509,19950117,198185,1688664,76990
"UNITED ST5",17860,19940103,146614,1434767,99636
"UNITED ST1",12841,19930124,77388,133807,81922
"UNITED ST5",25228,19960330,49901,7411003,111054
"UNITED ST5",24412,19921126,36909,1329048,110754
"UNITED ST7",24412,19921126,114526,443669,92431
"UNITED ST0",25111,19931221,103717,4955644,103242
"UNITED ST2",25111,19931221,9190,511123,65951
"UNITED ST7",19325,19960630,172331,2722460,84199
"UNITED ST1",20270,19960708,4616,6432180,91236
"UNITED ST4",292,19930408,85282,691934,76036
"UNITED ST5",18244,19960311,24205,1881247,67752
"UNITED ST6",23530,19971219,187462,3136107,92967
"UNITED ST3",14635,19920511,168934,4556665,120175
"UNITED ST0",14635,19920511,141625,4959861,99997
"UNITED ST8",16345,19970825,62522,1484520,89071
"UNITED ST4",16345,19970825,6934,1325469,110455
"UNITED ST7",11176,19970429,23281,2082200,72256
"UNITED ST3",24439,19930218,118971,6447502,119398
"UNITED ST9",24439,19930218,137660,5466465,101859
"UNITED ST1",11462,19951002,136625,2342884,99697
"UNITED ST4",11462,19951002,76041,91533,61022
"UNITED ST7",1184,19941101,30219,4148648,68952
"UNITED ST8",23800,19971028,29792,3409144,103307
"UNITED ST5",26524,19970616,14391,2086013,78323
"UNITED ST9",19165,19940412,195046,2738496,68462
"UNITED ST4",21023,19951202,169873,8305769,116572
"UNITED ST5",13022,19950414,128690,4812332,103121
"UNITED ST6",17092,19960127,120391,3582107,84683
"UNITED ST1",25720,19940216,84095,732702,64745
"UNITED ST6",11401,19930815,199102,2282090,72066
"UNITED ST0",22681,19950126,150628,2116739,100717
"UNITED ST0",25009,19960403,195583,4985382,100714
"UNITED ST9",12947,19951129,41001,3984660,56520
"UNITED ST6",8362,19920313,175109,1148577,71046
"UNITED ST4",25025,19940313,183614,1008380,101856
"UNITED ST1",14797,19970911,25548,6498311,88412
"UNITED ST9",16142,19940309,41526,6750592,88051
"UNITED ST7",28079,19980510,59336,4870440,77719
"UNITED ST4",4930,19920217,2755,324919,99465
"UNITED ST4",3683,19980609,72938,2155529,114655
"UNITED ST3",26269,19950607,178793,7824082,112307
"UNITED ST5",20512,19970315,132477,5917122,90568
"UNITED ST1",29383,19960131,152922,5555449,118495
"UNITED ST7",26837,19930807,178456,1141630,92067
"UNITED ST9",19099,19950701,51507,1556219,87510
"UNITED ST9",13477,19940729,148840,3263915,113330
"UNITED ST6",13477,19940729,82944,2697716,115616
"UNITED ST1",2803,19940425,91124,4759332,66907
"UNITED ST8",23494,19960714,71683,1257556,99280
"UNITED ST7",24763,19950319,172935,4174486,120475
"UNITED ST5",7177,19951130,86293,941557,76757
"UNITED ST7",18742,19920321,59800,1425438,105588
"UNITED ST7",26702,19980711,52188,4916456,68410
"UNITED ST5",4825,19920620,184392,6451824,88583
"UNITED ST5",23707,19930816,162286,5517161,80896
"UNITED ST7",2909,19920125,194292,127538,83177
"UNITED ST4",6851,19980512,133404,6282875,86244
"UNITED ST3",2308,19970504,192048,5529194,68402
"UNITED ST7",27968,19961104,81429,6423052,84625
"UNITED ST5",3665,19950104,20696,6984100,97001
"UNITED ST9",12779,19940823,17491,5763541,84509
"UNITED ST6",4255,19940421,16427,5134551,80605
"UNITED ST5",18280,19950619,142306,4624669,80898
"UNITED ST5",8446,19920610,143920,6928709,117835
"UNITED ST5",26086,19950809,123906,764240,115794
"UNITED ST1",560,19940905,100436,5791685,86185
"UNITED ST1",20245,19970311,59612,6867935,94296
"UNITED ST2",7768,19950603,173722,843988,107743
"UNITED ST7",7768,19950603,104827,6438847,109909
"UNITED ST9",17125,19921225,138635,4669427,100417
"UNITED ST0",21400,19930618,153640,6401959,101618
"UNITED ST1",21572,19940726,183132,3540888,72907
"UNITED ST9",29026,19940531,104895,547168,113993
"UNITED ST1",7855,19970104,154948,6469496,120176
"UNITED ST7",10151,19930707,73595,614887,94115
"UNITED ST5",29173,19971029,55021,1912999,58561
"UNITED ST9",7936,19961112,137479,3601616,90988
"UNITED ST6",7336,19920814,77857,6209132,110091
"UNITED ST1",28024,19960517,176589,1740531,99934
"UNITED ST6",28313,19930402,185128,4924054,72787
"UNITED ST6",20497,19920303,72758,6277430,103845
"UNITED ST9",16226,19940523,129305,5032979,80058
"UNITED ST6",7651,19931017,179952,5120514,121917
"UNITED ST3",5377,19940409,103869,5921983,112371
"UNITED ST0",3832,19961110,60849,2407087,108590
"UNITED ST7",24589,19950322,27097,4359551,61445
"UNITED ST3",12503,19950112,86784,488735,106246
"UNITED ST4",15196,19950425,169412,1422153,88884
"UNITED ST0",20458,19920104,10560,5219017,88233
"UNITED ST5",5965,19950802,43954,683262,113877
"UNITED ST4",2617,19960201,56611,5977296,94056
"UNITED ST1",29663,19940219,94661,933792,99339
"UNITED ST6",27566,19960721,177550,6508572,97653
"UNITED ST3",14146,19940103,86093,4716702,64745
"UNITED ST4",18568,19930302,183981,10017217,123898
"UNITED ST9",3842,19930213,58170,4355864,67690
"UNITED ST7",1804,19960418,155582,5400738,98254
"UNITED ST6",24052,19930522,122530,4191831,93151
"UNITED ST9",14956,19920220,42293,5929392,74117
"UNITED ST4",451,19930813,90112,4169282,66126
"UNITED ST7",11827,19980511,43992,2911728,116159
"UNITED ST5",21014,19961012,92712,4091304,102282
"UNITED ST3",9220,19970910,95030,1845054,61501
"UNITED ST6",8069,19920216,634,6776926,92077
"UNITED ST1",8069,19920216,41649,1495201,95438
"UNITED ST0",14914,19920705,21820,1295914,104509
"UNITED ST9",14914,19920705,86548,3351435,92072
"UNITED ST1",27388,19970811,123382,6816093,84322
"UNITED ST1",20780,19960624,191380,3248807,88282
"UNITED ST0",20635,19960706,143234,4004116,76633
"UNITED ST7",21658,19971104,54411,5714240,81924
"UNITED ST8",8216,19930202,139034,4485265,64381
"UNITED ST4",19753,19930130,50499,2226416,86969
"UNITED ST1",14005,19951125,187431,6919485,91105
"UNITED ST1",13864,19940903,193208,234216,78072
"UNITED ST5",4765,19960901,17990,2098789,114479
"UNITED ST1",11506,19970609,32576,4199858,90514
"UNITED ST8",29854,19920306,71837,2062066,108529
"UNITED ST1",29854,19920306,93344,3177519,80240
"UNITED ST3",14974,19940720,107659,7833255,99999
"UNITED ST8",21929,19920419,198518,735512,96990
"UNITED ST0",28390,19940614,182531,3549766,96811
"UNITED ST3",21205,19961209,187154,3462808,74469
"UNITED ST3",20152,19941124,177568,2295556,98733
"UNITED ST5",10909,19960407,139384,5764689,85402
"UNITED ST8",23629,19951014,63287,495110,75016
"UNITED ST9",1666,19950410,82252,2332732,74055
"UNITED ST8",21049,19980723,109756,3114783,105945
"UNITED ST0",6530,19930409,84641,6276596,97538
"UNITED ST8",14087,19920517,41374,3409439,78922
"UNITED ST0",8879,19921103,29939,4616257,112135
"UNITED ST1",15151,19920731,156513,2360543,94170
"UNITED ST6",1126,19980605,86735,320241,103303
"UNITED ST8",13478,19951018,186933,391866,121195
"UNITED ST1",7582,19960621,188902,2484643,119454
"UNITED ST6",7582,19960621,72894,3369736,112013
"UNITED ST8",10294,19940315,112638,1351865,99037
"UNITED ST9",4153,19960221,56954,7785210,114657
"UNITED ST0",29431,19931201,109575,5545995,95074
"UNITED ST6",7406,19940309,135923,3526056,117535
"UNITED ST1",27433,19960405,88660,1409604,98919
"UNITED ST9",25969,19951009,95969,7653519,117897
"UNITED ST0",9280,19940205,74280,5308112,75256
"UNITED ST6",9280,19940205,8661,3197397,94179
"UNITED ST8",19258,19971121,103561,7436353,93873
"UNITED ST1",2161,19980523,89466,3973405,87327
"UNITED ST1",2161,19980523,24943,4342960,112076
"UNITED ST4",25400,19961229,2775,5649051,100666
"UNITED ST9",1429,19970922,3223,2432635,67573
"UNITED ST6",1429,19970922,43420,736246,81805
"UNITED ST8",1429,19970922,143920,7541452,117835
"UNITED ST1",3424,19980523,187658,3854395,104739
"UNITED ST4",23449,19920512,197295,2116280,83537
"UNITED ST7",16597,19950214,108159,4188901,70029
"UNITED ST5",10441,19970802,91889,7944837,112852
"UNITED ST9",19408,19960711,55916,9172359,112314
"UNITED ST3",10510,19961129,155540,157958,95732
"UNITED ST4",3901,19970801,32910,5655890,110574
"UNITED ST0",22375,19930412,60313,3781730,76398
"UNITED ST6",2131,19960819,191485,4325861,94588
"UNITED ST4",10142,19950519,142677,161648,103180
"UNITED ST5",7091,19921212,133308,4286794,80478
"UNITED ST1",5449,19950616,28546,2331247,88472
"UNITED ST0",6439,19940318,116123,5187552,68347
"UNITED ST4",25426,19940516,189869,575904,117531
"UNITED ST2",11128,19970327,44495,3405833,86369
"UNITED ST0",2590,19950713,19189,736939,66490
"UNITED ST9",5078,19980102,7125,202295,61927
"UNITED ST9",3523,19931016,67621,7472868,95317
"UNITED ST0",12245,19980421,90673,3868032,99820
"UNITED ST6",14099,19970506,93972,542607,117958
"UNITED ST0",25547,19960605,1981,4895748,112978
"UNITED ST0",2647,19980520,75347,5024892,79340
"UNITED ST2",7057,19970110,25393,1115357,79103
"UNITED ST3",6278,19960816,72848,5799375,109250
"UNITED ST5",13528,19940810,116918,5882126,116094
"UNITED ST1",5246,19920926,158664,5788137,103359
"UNITED ST5",3659,19930922,32536,1518460,88111
"UNITED ST4",19874,19960623,29734,8318650,99823
"UNITED ST1",29063,19950220,14403,5564697,79044
"UNITED ST6",5737,19960626,59086,194384,62704
"UNITED ST7",11158,19980623,31289,5552274,73216
"UNITED ST0",19432,19920308,8698,3464023,96401
"UNITED ST5",21799,19960305,82877,2200226,111592
"UNITED ST0",7093,19980330,186353,4512362,86361
"UNITED ST6",28259,19940628,197830,3855660,115669
"UNITED ST1",29236,19930625,25615,147898,92436
"UNITED ST4",6553,19930417,130791,706854,109307
"UNITED ST0",9877,19980407,164223,4919754,77233
"UNITED ST1",26171,19931028,48632,5897330,94837
"UNITED ST6",26171,19931028,45135,3849583,64807
"UNITED ST6",26906,19930120,184142,5527439,73568
"UNITED ST4",3562,19920918,28569,5606864,89853
"UNITED ST3",8876,19980204,100137,4184638,68227
"UNITED ST9",21497,19921203,80261,1072448,74475
"UNITED ST1",21497,19921203,133423,6095117,87385
"UNITED ST6",4310,19951125,60577,2535452,92254
"UNITED ST3",24845,19940905,38057,3844873,59703
"UNITED ST6",28624,19931212,83045,1730191,61682
"UNITED ST4",22937,19940326,99313,4114091,78738
"UNITED ST3",22771,19951209,111636,1364237,98857
"UNITED ST7",3689,19921012,22159,3794836,64869
"UNITED ST3",19258,19920725,15537,2157007,87151
"UNITED ST0",23147,19960418,37538,4674479,88531
"UNITED ST0",20941,19920314,83567,6977520,93033
"UNITED ST7",26401,19971031,77618,1174368,95736
"UNITED ST5",26401,19971031,117677,5043337,101680
"UNITED ST6",26401,19971031,107761,7641043,106125
"UNITED ST9",4612,19950801,76097,3833077,64385
"UNITED ST3",26920,19970728,28144,96492,64328
"UNITED ST1",1756,19970518,192451,555642,92607
"UNITED ST5",14878,19970607,118846,5538574,111890
"UNITED ST9",8911,19960608,17744,4441831,99704
"UNITED ST7",20356,19920902,3697,6365944,96041
"UNITED ST0",2248,19920115,26180,2206829,66370
"UNITED ST5",5207,19950806,102237,5100670,74353
"UNITED ST6",18047,19960719,179141,3096715,73208
"UNITED ST1",23707,19960412,186013,3736634,65940
"UNITED ST0",10378,19921003,39727,4620147,100003
"UNITED ST7",10378,19921003,106591,5981376,95855
"UNITED ST3",10642,19970315,185518,3918978,96210
"UNITED ST0",10642,19970315,186958,9130701,122697
"UNITED ST6",8324,19970622,38866,6335058,108291
"UNITED ST1",28489,19970615,178931,6301130,120595
"UNITED ST6",24685,19970620,86014,2024020,60000
"UNITED ST6",26234,19920926,48795,3967122,104627
"UNITED ST1",688,19971216,17701,608631,97122
"UNITED ST0",24796,19920405,29004,1959300,55980
"UNITED ST7",2624,19921217,87269,817825,75375
"UNITED ST0",17920,19970106,61694,307958,99341
"UNITED ST3",29878,19940612,1704,2492046,96342
"UNITED ST8",28642,19970702,140628,3796110,100117
"UNITED ST9",21100,19980716,198070,4148984,70084
"UNITED ST7",25966,19980324,50245,5113236,71714
"UNITED ST5",26917,19950214,121231,4447920,75133
"UNITED ST7",23707,19940827,114425,5570555,86365
"UNITED ST5",12898,19940621,33772,1122396,102346
"UNITED ST7",12898,19940621,64518,5377063,88950
"UNITED ST9",26488,19920606,63863,1929164,109611
"UNITED ST7",21301,19920308,59808,2100146,106068
"UNITED ST9",13057,19960910,19365,732085,77061
"UNITED ST3",13057,19960910,53222,2350440,70513
"UNITED ST4",7912,19980504,29848,1838286,106670
"UNITED ST1",16864,19950209,26955,3116509,112917
"UNITED ST0",23777,19960715,187513,3345065,96030
"UNITED ST4",22564,19960530,97198,3334580,71711
"UNITED ST9",19444,19961203,117415,4950408,85944
"UNITED ST9",8677,19921218,26530,2905777,87391
"UNITED ST3",565,19940524,159285,2419704,80656
"UNITED ST0",565,19940524,100049,4878036,62942
"UNITED ST4",15695,19980211,130730,4516272,105643
"UNITED ST2",6628,19940427,179569,1038592,98913
"UNITED ST9",14825,19940508,80933,2817304,114835
"UNITED ST7",6475,19920908,20656,2364975,94599
"UNITED ST0",23881,19920630,34249,4820519,70994
"UNITED ST1",7363,19980114,85944,8800526,115796
"UNITED ST4",22816,19951102,145158,2923654,72189
"UNITED ST8",28540,19970114,108273,4394756,76876
"UNITED ST7",8411,19950606,22540,2386865,87752
"UNITED ST5",10417,19920206,32770,2022890,102166
"UNITED ST5",18841,19950910,31529,3854312,87631
"UNITED ST7",29020,19960927,68462,5947852,85827
"UNITED ST4",15830,19950501,108155,3756974,69789
"UNITED ST4",15830,19950501,160732,4404737,107563
"UNITED ST9",7603,19920606,126019,855863,62700
"UNITED ST1",15566,19970104,143069,3336180,66723
"UNITED ST7",15566,19970104,144681,3720566,103540
"UNITED ST1",29029,19921202,132713,8553979,104742
"UNITED ST9",22921,19940522,120829,8435179,110989
"UNITED ST0",25351,19920211,151624,6772856,100537
"UNITED ST0",1085,19970221,131977,3881330,120538
"UNITED ST7",10045,19951025,147421,4942701,88105
"UNITED ST9",21544,19921203,153207,226836,75612
"UNITED ST1",14275,19970815,34248,1521542,70934
"UNITED ST0",4909,19930308,63505,734250,88110
"UNITED ST4",14554,19921105,66680,5756793,98800
"UNITED ST0",10954,19970422,49413,3269784,81744
"UNITED ST9",18925,19960415,94356,4946332,81021
"UNITED ST5",18049,19940705,108487,3634016,89728
"UNITED ST4",13510,19940316,165547,7120976,96752
"UNITED ST2",13510,19940316,112537,3757610,92971
"UNITED ST1",13510,19940316,198919,3196369,121074
"UNITED ST4",17662,19950102,116137,4428019,69187
"UNITED ST7",11429,19951119,157203,1261460,75612
"UNITED ST7",19475,19951018,19640,2874416,93578
"UNITED ST0",13279,19940404,139066,1142632,66303
"UNITED ST5",17920,19951020,22210,407595,67932
"UNITED ST1",10280,19921121,51432,650212,83005
"UNITED ST0",440,19920819,56170,2229816,67570
"UNITED ST7",3022,19930624,114927,2708978,116515
"UNITED ST5",20509,19960503,161621,2473451,100957
"UNITED ST7",22729,19941009,25464,3034580,83367
"UNITED ST6",17281,19961205,125390,4948203,84923
"UNITED ST1",17281,19961205,22462,137061,83067
"UNITED ST4",17507,19920210,195416,5088917,90684
"UNITED ST1",23410,19940222,195074,2381395,70144
"UNITED ST5",11554,19930926,132683,2712490,102940
"UNITED ST0",2917,19960123,87442,5463319,85766
"UNITED ST5",7291,19960331,122963,9437281,119157
"UNITED ST0",7291,19960331,152094,3479529,68765
"UNITED ST4",9217,19980628,28518,6322695,86790
"UNITED ST0",15143,19941016,49423,5110892,82345
"UNITED ST7",3260,19920724,23140,692104,63788
"UNITED ST4",2537,19970106,179718,1323114,107862
"UNITED ST3",2537,19970106,181831,573849,114769
"UNITED ST0",21926,19960208,129679,6979916,102520
"UNITED ST8",21926,19960208,112589,6041159,96094
"UNITED ST0",9182,19940525,6165,3181345,64269
"UNITED ST4",19936,19931031,6370,3101579,76582
"UNITED ST9",5126,19950803,10706,6841874,97002
"UNITED ST7",14255,19960708,62659,1032991,97299
"UNITED ST6",25951,19960219,81810,6808878,107508
"UNITED ST9",10864,19951006,64741,6923598,102344
"UNITED ST0",184,19940724,83499,5336964,88949
"UNITED ST5",1892,19970103,114792,7613813,108407
"UNITED ST0",22342,19960503,145420,580306,87925
"UNITED ST5",6337,19960312,135272,6023900,78436
"UNITED ST8",18802,19980404,160378,4418672,86302
"UNITED ST4",6346,19960902,85091,939426,64565
"UNITED ST9",24409,19930918,44381,5455264,79522
"UNITED ST4",20275,19930120,76217,4080778,71592
"UNITED ST0",20275,19930120,197761,2198913,111525
"UNITED ST9",15698,19950403,21142,1856242,63788
"UNITED ST5",10867,19970519,4266,3301303,70215
"UNITED ST1",23752,19930717,172591,151386,99815
"UNITED ST4",26683,19920717,107992,2759986,119999
"UNITED ST1",8531,19921010,69736,4707814,102343
"UNITED ST1",9868,19940120,107752,165416,105585
"UNITED ST9",17327,19980209,57392,2663695,80963
"UNITED ST5",7913,19920328,91337,4521635,79699
"UNITED ST5",15967,19940503,141739,4629898,106843
"UNITED ST9",1399,19950606,153799,861547,111167
"UNITED ST4",19753,19951209,75196,4683588,70271
"UNITED ST0",20938,19960805,169686,337090,105340
"UNITED ST9",28747,19961216,42571,5585073,90814
"UNITED ST7",6148,19930803,160204,3155443,75852
"UNITED ST9",6224,19950619,168370,4271958,86302
"UNITED ST4",27776,19980425,44356,2270411,78021
"UNITED ST7",3676,19920527,172444,4829861,90986
"UNITED ST1",3676,19920527,59761,5950388,103245
"UNITED ST7",14332,19930119,56359,1641556,78921
"UNITED ST9",16666,19920123,19719,7787149,98322
"UNITED ST7",8615,19980802,196215,5608045,78672
"UNITED ST1",5696,19940528,196077,1834681,70384
"UNITED ST1",17410,19951019,61419,2484738,82824
"UNITED ST6",28897,19950113,190887,1958101,118672
"UNITED ST9",24853,19980720,188590,1611446,100715
"UNITED ST1",4814,19980614,116083,1921191,65944
"UNITED ST2",17834,19961024,139778,7738246,109066
"UNITED ST4",12005,19960110,118950,7797042,118137
"UNITED ST1",27280,19980504,123226,3123050,74953
"UNITED ST0",15532,19930429,152562,4475560,96873
"UNITED ST4",20767,19940516,74175,655026,68950
"UNITED ST5",18200,19941109,140718,3869162,105522
"UNITED ST3",27494,19930325,137246,2386826,76994
"UNITED ST9",28076,19960901,155206,3401456,75672
"UNITED ST9",14485,19940821,72814,997039,107208
"UNITED ST0",26857,19980325,180912,1793619,119574
"UNITED ST0",23269,19920524,72041,4761288,60782
"UNITED ST7",19181,19980120,155837,4406508,113569
"UNITED ST4",6196,19920522,28988,7514561,115018
"UNITED ST3",3938,19921213,78224,1399384,72133
"UNITED ST1",9016,19960420,138549,1089052,95252
"UNITED ST6",13150,19951216,129772,3783717,108106
"UNITED ST6",13150,19951216,111669,4329380,100839
"UNITED ST3",6913,19921020,68291,5271387,75557
"UNITED ST0",13073,19980404,69154,2611323,67389
"UNITED ST0",15325,19950908,85809,7268940,107688
"UNITED ST6",7499,19980226,98003,90090,60060
"UNITED ST5",22639,19950719,165673,2336772,104320
"UNITED ST3",26456,19931105,127978,5253635,120358
"UNITED ST3",29828,19960624,55176,221709,67870
"UNITED ST5",10324,19920912,103116,3706492,67146
"UNITED ST1",18745,19961003,133067,104505,66003
"UNITED ST0",7390,19960512,183991,5809972,124499
"UNITED ST1",26488,19970910,147888,3484584,116152
"UNITED ST9",6781,19931220,53142,2575769,65708
"UNITED ST5",18172,19940715,123527,595399,93031
"UNITED ST8",28528,19970220,165407,7067520,88344
"UNITED ST9",27391,19971224,175481,3218800,93388
"UNITED ST6",11467,19970207,133943,5258660,118616
"UNITED ST2",17285,19920318,152569,4926299,97293
"UNITED ST9",14318,19980318,56859,7573910,108951
"UNITED ST4",811,19930813,143872,1247231,114952
"UNITED ST0",15040,19960515,64794,960299,105527
"UNITED ST3",13186,19970917,32079,3821844,60664
"UNITED ST4",9715,19980706,181864,3891720,116751
"UNITED ST0",21998,19930208,88091,2767865,64745
"UNITED ST3",28718,19971018,74603,6209433,94656
"UNITED ST0",29737,19951213,13083,4539136,59764
