"s_nation","d_year","lo_custkey","lo_revenue"
"INDONESIA",1992,32233,267329
"JAPAN",1997,225410,1569400
"JAPAN",1992,62944,3411967
"VIETNAM",1994,99754,890621
"JAPAN",1993,186770,1321350
"INDONESIA",1993,186770,2015566
"JAPAN",1992,138337,317885
"INDONESIA",1992,138337,3979623
"INDONESIA",1995,2026,3263597
"INDONESIA",1995,126370,369476
"JAPAN",1992,185386,941284
"INDONESIA",1992,185386,2348540
"CHINA",1992,185386,2313148
"INDONESIA",1997,268279,2596016
"VIETNAM",1997,268279,1072649
"INDIA",1996,256609,2134387
"CHINA",1994,9106,3317711
"INDONESIA",1994,9106,3293281
"CHINA",1996,154999,4550239
"VIETNAM",1993,138346,140098
"CHINA",1994,11888,6234390
"VIETNAM",1995,225937,6223403
"INDIA",1992,203783,2476900
"INDIA",1993,178340,1491386
"CHINA",1993,178340,1151587
"VIETNAM",1994,117730,1880788
"CHINA",1992,19255,4401239
"JAPAN",1996,124153,7872784
"VIETNAM",1996,215809,172598
"CHINA",1993,130925,4401868
"INDIA",1993,242626,4869817
"VIETNAM",1994,158092,4250946
"INDONESIA",1994,158092,5080640
"JAPAN",1997,26479,2333895
"CHINA",1997,269459,6174725
"INDONESIA",1997,103597,5351749
"INDONESIA",1997,103597,97221
"CHINA",1995,286498,1387398
"INDIA",1995,286498,2544840
"VIETNAM",1995,286498,6426503
"CHINA",1995,286498,4989841
"INDONESIA",1995,48593,6925404
"CHINA",1993,295438,4541896
"INDONESIA",1994,194995,2689648
"INDIA",1994,194995,2039383
"CHINA",1994,194995,3898956
"VIETNAM",1997,292303,8094375
"INDONESIA",1997,292303,2349532
"INDONESIA",1994,183091,4104142
"INDIA",1997,298843,5010694
"INDIA",1993,83120,3616793
"VIETNAM",1995,182378,387568
"CHINA",1995,182378,1045062
"INDIA",1993,222515,5424512
"JAPAN",1993,222515,6454116
"INDIA",1994,9415,3872215
"VIETNAM",1992,247603,1224725
"CHINA",1997,200221,3273659
"VIETNAM",1993,151684,4688020
"JAPAN",1993,151684,7029968
"CHINA",1995,23896,585691
"JAPAN",1995,23896,4768039
"INDONESIA",1996,208169,5758651
"VIETNAM",1995,90506,7380958
"CHINA",1993,290293,2899260
"JAPAN",1996,34399,4877968
"VIETNAM",1996,86602,2163589
"VIETNAM",1996,86602,6006521
"VIETNAM",1996,86602,7299306
"VIETNAM",1993,193003,1289328
"VIETNAM",1993,193003,4506530
"INDIA",1993,193003,4356264
"INDONESIA",1993,178921,4324308
"INDONESIA",1994,149917,5045990
"VIETNAM",1996,246017,1609751
"VIETNAM",1996,246017,6569022
"CHINA",1992,15625,5208762
"CHINA",1992,15625,7408249
"INDIA",1996,182779,4615691
"INDONESIA",1997,236093,4203093
"INDIA",1996,206242,4016449
"CHINA",1992,264253,4224442
"CHINA",1992,88825,4931435
"JAPAN",1996,61214,360471
"VIETNAM",1997,110459,3394171
"CHINA",1994,74092,8442310
"CHINA",1994,74092,6653301
"JAPAN",1996,297310,3843683
"JAPAN",1992,76022,4526952
"INDONESIA",1997,94570,2829650
"INDONESIA",1997,94570,3765182
"INDONESIA",1992,152537,1692060
"INDONESIA",1993,176254,5590686
"INDONESIA",1994,22063,445277
"VIETNAM",1995,236236,5046292
"INDIA",1996,116405,1878473
"JAPAN",1996,116405,4473292
"INDIA",1993,86107,4152508
"CHINA",1993,86107,483966
"JAPAN",1996,279460,1178747
"JAPAN",1994,52849,8006505
"JAPAN",1994,52849,5608410
"CHINA",1996,288175,6052525
"CHINA",1996,288175,3399530
"INDIA",1996,288175,2558778
"CHINA",1993,124064,7196782
"INDIA",1997,63634,961022
"JAPAN",1997,63634,2196789
"JAPAN",1993,275144,117619
"INDONESIA",1993,141212,2336520
"JAPAN",1993,37154,4634931
"VIETNAM",1992,70019,4490673
"INDIA",1992,70019,1847137
"INDONESIA",1994,206354,1360698
"VIETNAM",1994,206354,4343043
"INDONESIA",1994,206354,5392125
"INDIA",1994,206354,8174129
"VIETNAM",1994,118088,676328
"CHINA",1996,200941,5908271
"JAPAN",1996,200941,8127826
"INDONESIA",1996,94426,1050336
"CHINA",1997,296942,6095023
"JAPAN",1992,196462,2074730
"INDIA",1992,196462,428495
"INDONESIA",1993,128242,2487598
"INDONESIA",1997,196912,6875437
"INDIA",1997,196912,3901437
"INDONESIA",1997,196912,1576630
"INDIA",1994,190016,6227722
"INDONESIA",1994,91663,5381308
"CHINA",1994,91663,4585590
"JAPAN",1996,39562,3747209
"INDIA",1996,39562,4820461
"INDIA",1995,23492,5499252
"JAPAN",1994,20062,763359
"CHINA",1993,255260,2634910
"JAPAN",1993,143428,2434308
"JAPAN",1992,66853,3936944
"VIETNAM",1992,66853,6769784
"VIETNAM",1996,89752,1503180
"JAPAN",1993,42163,5689080
"INDIA",1994,232553,2176650
"VIETNAM",1994,232553,324921
"CHINA",1994,232553,5787799
"INDIA",1995,115684,1419177
"JAPAN",1997,257590,3797428
"JAPAN",1997,257590,668257
"VIETNAM",1993,74785,2406392
"VIETNAM",1993,74785,549589
"VIETNAM",1993,206221,1262527
"INDIA",1996,34618,418388
"VIETNAM",1994,100418,5309562
"VIETNAM",1994,214585,2869335
"VIETNAM",1994,214585,1694154
"CHINA",1995,223145,6787125
"CHINA",1994,297998,8342574
"VIETNAM",1993,49318,395758
"CHINA",1993,49318,2333482
"CHINA",1994,261649,4432401
"INDIA",1994,261649,3943512
"JAPAN",1992,129595,4191545
"VIETNAM",1996,92954,4031101
"VIETNAM",1997,172468,598410
"VIETNAM",1997,172468,4550224
"INDONESIA",1994,184019,5624110
"VIETNAM",1994,33998,1906428
"CHINA",1997,193513,248177
"INDONESIA",1995,52861,1921061
"INDONESIA",1997,120619,1914932
"INDIA",1993,90871,3472229
"INDIA",1996,239572,200946
"CHINA",1992,190249,7441009
"INDONESIA",1996,106366,7942935
"VIETNAM",1995,260789,8047603
"CHINA",1996,75281,3923042
"INDONESIA",1997,137785,7426564
"INDIA",1997,26446,1602184
"VIETNAM",1994,50119,1683988
"CHINA",1992,28351,7721664
"CHINA",1992,28351,3995033
"INDONESIA",1996,66652,7902923
"CHINA",1996,66652,591744
"JAPAN",1995,290620,4938180
"VIETNAM",1994,200959,6489849
"INDONESIA",1994,200959,6212936
"VIETNAM",1995,116359,908110
"VIETNAM",1995,143588,1981084
"VIETNAM",1995,143588,7246620
"INDIA",1995,143588,191185
"INDONESIA",1997,57608,5284277
"JAPAN",1997,57608,2592891
"INDIA",1997,216590,448635
"INDONESIA",1993,210653,8105027
"VIETNAM",1997,141119,3223195
"CHINA",1993,149599,7726769
"INDONESIA",1992,154513,4381304
"JAPAN",1993,88873,3634446
"CHINA",1993,88873,1954157
"INDIA",1992,266569,4114286
"INDONESIA",1992,266569,4252477
"INDIA",1996,4012,671760
"JAPAN",1996,4012,8635581
"VIETNAM",1996,201880,8830964
"JAPAN",1993,284512,3772387
"JAPAN",1994,6871,3377920
"INDIA",1996,228401,3174888
"JAPAN",1997,219286,1347490
"VIETNAM",1992,30259,2661458
"INDIA",1996,39772,619163
"VIETNAM",1997,156995,3547280
"JAPAN",1996,167552,4554405
"INDONESIA",1992,10114,4968180
"INDIA",1992,10114,8514397
"INDONESIA",1992,10114,935243
"INDIA",1992,10114,4687078
"INDIA",1994,146770,1323002
"INDONESIA",1992,281083,515722
"CHINA",1992,281083,4086255
"VIETNAM",1992,26704,4338919
"CHINA",1994,299852,486285
"INDONESIA",1994,299852,3141762
"INDONESIA",1997,196816,4193031
"JAPAN",1994,66995,991948
"VIETNAM",1994,66995,881836
"INDIA",1997,115741,9050213
"INDIA",1994,54655,682781
"CHINA",1997,276844,1345319
"JAPAN",1992,205487,4316397
"INDIA",1994,19501,4070944
"INDIA",1994,19501,1428005
"VIETNAM",1992,159628,5039792
"VIETNAM",1995,235994,5320720
"JAPAN",1995,235994,4123528
"CHINA",1997,43135,5134926
"CHINA",1992,148112,7660467
"INDIA",1992,148112,2982751
"INDIA",1994,127679,4980729
"JAPAN",1994,127679,9036195
"CHINA",1994,127679,4810922
"INDONESIA",1997,166357,7828811
"JAPAN",1992,58537,4603361
"INDIA",1995,124492,3209069
"VIETNAM",1993,107305,3023005
"VIETNAM",1993,107305,4554396
"INDIA",1993,107305,3072379
"VIETNAM",1992,276610,1497217
"JAPAN",1994,60752,7143466
"INDIA",1993,243643,9740906
"INDONESIA",1994,245815,5405088
"CHINA",1992,116089,4637550
"CHINA",1992,116089,1498693
"VIETNAM",1993,207535,2311830
"INDONESIA",1992,214714,5517989
"INDONESIA",1997,54467,573310
"INDONESIA",1997,54467,6803850
"CHINA",1992,114926,645660
"JAPAN",1993,271502,898338
"JAPAN",1993,271502,4884634
"INDONESIA",1992,186895,3867562
"CHINA",1992,120055,5625306
"CHINA",1997,223690,507545
"VIETNAM",1997,223690,5911588
"CHINA",1997,223690,962350
"VIETNAM",1997,223690,7710591
"CHINA",1994,53671,1246661
"JAPAN",1996,228871,5291523
"INDONESIA",1996,228871,7337536
"INDIA",1995,71692,1220724
"INDIA",1995,71692,159769
"INDONESIA",1995,71692,2945152
"JAPAN",1997,147799,2562486
"JAPAN",1992,85558,2750887
"CHINA",1992,85558,893090
"INDIA",1992,85558,5127625
"CHINA",1997,46474,7489074
"INDIA",1997,46474,4737745
"CHINA",1997,46474,5426885
"JAPAN",1997,77071,3630945
"JAPAN",1997,203159,4849830
"INDONESIA",1993,113791,8137929
"INDIA",1992,284705,5990983
"INDONESIA",1994,246577,856226
"INDIA",1997,65666,919880
"VIETNAM",1993,243658,1245511
"CHINA",1997,154535,827602
"INDIA",1997,197470,7446513
"CHINA",1995,250805,1791590
"INDONESIA",1997,296176,4118578
"CHINA",1997,296176,2523926
"INDIA",1997,296176,6532898
"JAPAN",1997,296176,3822969
"VIETNAM",1993,224966,1040725
"INDIA",1993,224966,7129533
"JAPAN",1994,98959,3240842
"INDONESIA",1995,291931,349909
"CHINA",1995,252043,3610587
"INDONESIA",1994,56176,3604065
"CHINA",1994,56176,982571
"INDONESIA",1992,90877,1266559
"CHINA",1995,27556,4940913
"INDIA",1995,27556,4886451
"VIETNAM",1997,221230,3348816
"JAPAN",1993,27694,2363246
"INDIA",1992,150185,3360714
"VIETNAM",1996,17903,4805012
"INDIA",1992,282469,4695369
"VIETNAM",1997,268574,2288544
"CHINA",1994,234538,2022356
"VIETNAM",1996,59824,6435988
"INDONESIA",1994,154276,141600
"INDONESIA",1997,84097,5664965
"CHINA",1997,84097,840319
"INDONESIA",1997,84097,1251139
"CHINA",1995,270613,1061711
"INDONESIA",1995,270613,4781659
"CHINA",1995,249581,3899598
"JAPAN",1995,249581,6766650
"CHINA",1993,95125,1394216
"JAPAN",1996,178144,1238992
"VIETNAM",1996,178144,4592775
"CHINA",1995,265636,496975
"INDIA",1995,265636,5011260
"CHINA",1997,221179,4222611
"INDONESIA",1997,221179,4127123
"VIETNAM",1997,221179,5952716
"INDIA",1992,36490,8424390
"INDONESIA",1995,74644,7121973
"JAPAN",1994,219178,2162669
"VIETNAM",1994,219178,2579741
"VIETNAM",1992,78484,223705
"JAPAN",1992,78484,5399665
"JAPAN",1994,155395,1341588
"VIETNAM",1993,119599,5369105
"INDIA",1993,119599,4463011
"JAPAN",1997,116227,379607
"INDONESIA",1997,116227,429307
"VIETNAM",1997,116227,533910
"INDIA",1996,295786,286120
"JAPAN",1997,268432,3925002
"INDIA",1993,135326,6455067
"INDONESIA",1996,113305,2188189
"CHINA",1995,33277,2564162
"CHINA",1995,33277,3260727
"INDIA",1994,84826,7261359
"INDONESIA",1994,84826,1487515
"INDONESIA",1994,84826,1336837
"CHINA",1994,84826,5286021
"INDONESIA",1994,84826,3367931
"INDIA",1996,23005,3855145
"VIETNAM",1992,219742,7985472
"VIETNAM",1992,219742,174163
"JAPAN",1997,195415,2351764
"INDIA",1997,195415,3426210
"INDONESIA",1996,58145,7229651
"JAPAN",1997,168821,4708720
"JAPAN",1993,232508,1346018
"CHINA",1993,190897,3771490
"VIETNAM",1992,178340,5590479
"VIETNAM",1994,45115,1500544
"CHINA",1994,45115,6641509
"INDONESIA",1994,255001,5891436
"JAPAN",1994,255001,4076231
"VIETNAM",1994,126746,404820
"CHINA",1992,80260,2479943
"CHINA",1996,112039,8517046
"INDONESIA",1997,229805,2499588
"JAPAN",1997,229805,5417593
"INDIA",1997,229805,2834290
"INDIA",1997,229805,8321425
"INDONESIA",1997,117478,5234651
"VIETNAM",1996,134212,531357
"CHINA",1996,134212,1259163
"VIETNAM",1994,95686,2913540
"JAPAN",1994,95686,4592511
"INDONESIA",1994,182065,1456834
"CHINA",1994,182065,8356510
"INDIA",1994,232963,2076313
"INDIA",1994,94399,4176045
"VIETNAM",1997,202801,4165613
"CHINA",1993,107587,3421774
"CHINA",1994,274891,3612546
"CHINA",1994,27215,2617120
"INDONESIA",1994,27215,4686749
"INDONESIA",1994,27215,2056991
"JAPAN",1992,190693,3194355
"INDONESIA",1997,287470,6469364
"INDIA",1997,287470,2822180
"INDONESIA",1997,103024,2287276
"INDONESIA",1997,103024,823394
"INDIA",1997,103024,1810598
"INDONESIA",1993,276307,2428513
"CHINA",1992,168811,2138414
"CHINA",1992,168811,342928
"INDIA",1992,94549,4214069
"INDONESIA",1992,277762,3696788
"INDONESIA",1992,277762,1071813
"INDIA",1996,106508,3279538
"INDONESIA",1993,273721,8115500
"VIETNAM",1992,214514,7143506
"INDONESIA",1992,214514,1136853
"INDIA",1994,227899,7669882
"JAPAN",1995,185455,694077
"INDONESIA",1992,220999,6190444
"CHINA",1992,220999,3288832
"JAPAN",1994,72394,4072289
"CHINA",1997,211810,3993413
"INDONESIA",1997,211810,6025592
"INDIA",1996,76711,2406654
"JAPAN",1997,20009,1200837
"VIETNAM",1992,281792,5320989
"INDIA",1993,282520,8430813
"VIETNAM",1997,229283,5025283
"CHINA",1997,229283,5928741
"CHINA",1997,229283,4483702
"INDIA",1997,229283,6518421
"JAPAN",1997,160694,1773978
"CHINA",1993,181672,3257430
"CHINA",1992,49520,1502116
"VIETNAM",1992,49520,2820711
"JAPAN",1995,288458,548831
"INDONESIA",1996,112996,1150554
"JAPAN",1996,112996,1036491
"INDONESIA",1997,160777,4418062
"VIETNAM",1995,31513,3611678
"CHINA",1994,251114,5422419
"VIETNAM",1994,251114,5515695
"INDIA",1994,40943,6572790
"INDONESIA",1993,212974,3428607
"VIETNAM",1997,46909,5893177
"INDONESIA",1997,46909,3259453
"INDONESIA",1993,282191,138110
"INDIA",1997,68138,2749390
"VIETNAM",1994,262190,3479356
"INDIA",1994,262190,1907205
"INDIA",1993,89800,3565067
"CHINA",1994,260744,1515749
"INDIA",1993,214108,5523724
"INDIA",1993,266263,1852582
"VIETNAM",1993,266263,5305786
"VIETNAM",1996,261772,3912275
"VIETNAM",1992,87250,4184894
"VIETNAM",1992,87250,7337399
"JAPAN",1992,87250,1970467
"CHINA",1992,87250,3454020
"VIETNAM",1992,87250,2259901
"INDIA",1997,210103,2492048
"JAPAN",1993,2824,6953240
"CHINA",1993,2824,2535364
"VIETNAM",1996,57460,5055940
"JAPAN",1994,21113,1008445
"CHINA",1994,21113,4466872
"INDONESIA",1993,237592,5881271
"CHINA",1994,182374,826880
"INDIA",1994,182374,2498713
"CHINA",1992,56560,133997
"JAPAN",1996,183796,2121782
"INDIA",1996,183796,9178536
"VIETNAM",1995,250550,6131184
"INDONESIA",1993,218293,4957103
"INDIA",1994,119323,2995924
"INDONESIA",1992,244381,1388876
"JAPAN",1992,299548,6239184
"CHINA",1992,299548,2415445
"INDONESIA",1994,175732,3037706
"VIETNAM",1994,175732,8270145
"INDONESIA",1997,299008,789795
"INDONESIA",1997,299008,749952
"VIETNAM",1996,98480,3505904
"CHINA",1993,257683,2836697
"JAPAN",1994,74845,1975409
"JAPAN",1997,12206,2137519
"JAPAN",1995,238829,5440977
"VIETNAM",1994,164968,3310949
"INDIA",1997,288925,4409653
"INDONESIA",1996,101788,4125524
"JAPAN",1994,139354,5071766
"JAPAN",1993,3283,4381904
"INDONESIA",1993,22897,5298611
"CHINA",1995,224113,1560918
"VIETNAM",1993,150715,989368
"INDONESIA",1993,150715,3295540
"INDONESIA",1992,192490,2522023
"CHINA",1992,192490,7700481
"CHINA",1992,192490,5837508
"INDIA",1993,109420,4414417
"JAPAN",1993,109420,3070851
"INDONESIA",1993,109420,3935432
"CHINA",1996,52942,5799043
"INDONESIA",1996,52942,6857662
"VIETNAM",1995,280157,8399036
"JAPAN",1997,203746,155835
"INDIA",1996,157684,2215488
"VIETNAM",1995,284314,6527430
"INDONESIA",1996,273769,4509442
"INDONESIA",1995,74839,4351117
"INDONESIA",1996,286489,2556608
"JAPAN",1996,286489,6388899
"INDONESIA",1994,297409,1401040
"INDONESIA",1995,77339,990392
"VIETNAM",1995,77339,5372825
"INDONESIA",1997,175136,4123514
"JAPAN",1997,175136,5937868
"INDONESIA",1997,175136,392958
"INDIA",1995,2437,5336329
"JAPAN",1992,54590,7371544
"JAPAN",1993,6718,3016499
"VIETNAM",1994,188245,2116656
"CHINA",1997,19027,1194990
"CHINA",1997,148577,1333332
"INDONESIA",1997,148577,1673989
"INDONESIA",1997,225556,6811657
"JAPAN",1994,291592,1184806
"VIETNAM",1994,291592,2629855
"INDONESIA",1994,291592,2373732
"INDIA",1995,114448,4285456
"INDIA",1995,216253,3696962
"VIETNAM",1997,55333,5062815
"CHINA",1995,129991,3796857
"INDONESIA",1995,144457,4605782
"INDIA",1993,121960,5430101
"INDONESIA",1996,211207,5998578
"INDIA",1995,127103,593987
"VIETNAM",1996,237703,706309
"INDONESIA",1996,237703,3483990
"CHINA",1997,243049,6404015
"INDIA",1992,197764,4911453
"JAPAN",1992,197764,6760195
"VIETNAM",1995,89593,4238279
"INDIA",1993,249980,6573007
"VIETNAM",1993,249980,5026158
"INDIA",1993,249980,5451398
"INDONESIA",1996,180745,5209180
"INDONESIA",1994,278044,3082107
"INDONESIA",1996,14917,6085940
"JAPAN",1995,184855,1991714
"INDIA",1995,184855,1863024
"CHINA",1994,34535,354935
"INDONESIA",1994,34535,118108
"INDIA",1994,34535,1359456
"VIETNAM",1997,218515,7309407
"VIETNAM",1997,218515,2215765
"VIETNAM",1995,115844,7130045
"INDIA",1992,289417,3427825
"CHINA",1992,289417,1767073
"VIETNAM",1994,283223,7485746
"INDONESIA",1994,283223,576535
"VIETNAM",1997,25409,5999028
"VIETNAM",1997,25409,5404322
"INDONESIA",1994,215009,4974319
"JAPAN",1994,215009,1975322
"VIETNAM",1993,229423,718785
"CHINA",1992,16318,4086542
"VIETNAM",1992,16318,1480607
"INDONESIA",1996,297712,4015670
"CHINA",1993,90209,5475143
"INDIA",1993,90209,3355704
"JAPAN",1993,90209,3908469
"INDIA",1993,107500,4773181
"JAPAN",1997,260275,5318194
"JAPAN",1997,260275,1408991
"JAPAN",1994,221383,3902500
"JAPAN",1992,150799,454868
"INDONESIA",1995,130222,4428530
"JAPAN",1997,126682,2233644
"INDIA",1996,156233,4295092
"INDONESIA",1993,167516,613540
"JAPAN",1992,240823,1527437
"CHINA",1994,226331,7007248
"JAPAN",1997,241450,3244815
"CHINA",1996,228454,5328689
"INDONESIA",1996,228454,456494
"CHINA",1994,185282,9888762
"INDONESIA",1992,174857,3679776
"CHINA",1994,98068,6789837
"VIETNAM",1993,16561,8462099
"CHINA",1996,218705,4672944
"INDONESIA",1997,34639,2048414
"VIETNAM",1995,147740,2839445
"JAPAN",1995,147740,4629053
"INDONESIA",1996,251162,2912881
"JAPAN",1996,251162,4098007
"VIETNAM",1994,278375,3067335
"CHINA",1994,278375,871826
"CHINA",1992,148090,4468092
"VIETNAM",1992,148090,3454496
"INDONESIA",1994,125614,6113669
"INDONESIA",1992,87004,7459406
"JAPAN",1992,87004,5521928
"JAPAN",1997,62794,2814381
"JAPAN",1997,62794,5451050
"INDONESIA",1994,276280,3694680
"INDONESIA",1995,160480,4110061
"JAPAN",1995,160480,1944480
"JAPAN",1995,160480,7686361
"INDIA",1994,211433,3526400
"INDIA",1993,70351,1129354
"VIETNAM",1996,82325,2247741
"CHINA",1996,82325,5198257
"INDONESIA",1993,32791,881522
"VIETNAM",1993,32791,624463
"CHINA",1996,235798,632834
"CHINA",1996,235798,319936
"VIETNAM",1996,53353,4602262
"VIETNAM",1996,53353,7989359
"JAPAN",1996,13690,617607
"INDIA",1995,274117,3416686
"INDONESIA",1996,261536,5019547
"VIETNAM",1996,261536,4544284
"INDIA",1994,31438,2936640
"JAPAN",1996,239789,4188613
"INDONESIA",1996,239789,3763193
"CHINA",1995,226556,1959701
"JAPAN",1995,272111,1196365
"CHINA",1996,259741,3173134
"VIETNAM",1996,259741,3050773
"VIETNAM",1993,183155,2184446
"CHINA",1995,280268,2484736
"INDIA",1995,149839,2040495
"VIETNAM",1994,128794,3015140
"INDONESIA",1996,114949,1554127
"CHINA",1995,72710,2291670
"JAPAN",1995,72710,4887137
"INDONESIA",1992,93958,1588573
"CHINA",1992,93958,5307003
"JAPAN",1996,220639,4973614
"JAPAN",1997,257770,1406361
"JAPAN",1997,17408,3873137
"CHINA",1997,17408,2522018
"CHINA",1996,2423,4555662
"JAPAN",1996,2423,3235063
"JAPAN",1992,66517,5237622
"CHINA",1997,135215,5367067
"INDONESIA",1997,135215,433570
"INDONESIA",1993,49864,7177901
"INDONESIA",1992,132529,1787917
"JAPAN",1992,132529,451084
"JAPAN",1997,15781,5746551
"INDIA",1992,19585,7273376
"JAPAN",1992,19585,3039087
"JAPAN",1995,78706,2544949
"JAPAN",1993,91654,3497776
"INDIA",1994,122966,2668500
"CHINA",1994,122966,5392779
"JAPAN",1994,122966,3050397
"JAPAN",1994,122966,1553886
"INDIA",1994,175507,1375364
"CHINA",1994,175507,1393932
"INDONESIA",1995,233539,143011
"VIETNAM",1996,223241,611621
"CHINA",1996,223241,9063736
"CHINA",1997,102811,2227737
"JAPAN",1997,102811,216256
"INDONESIA",1996,221780,4605345
"CHINA",1996,221780,5726715
"INDONESIA",1996,207068,5476855
"VIETNAM",1996,90601,3990946
"INDONESIA",1997,292502,315519
"INDIA",1995,267487,3665042
"INDIA",1992,134302,3550188
"VIETNAM",1992,134302,7399776
"JAPAN",1992,5921,2842248
"VIETNAM",1992,5674,6171460
"INDIA",1992,5674,5903106
"JAPAN",1997,255602,1295643
"JAPAN",1994,163351,565814
"CHINA",1992,131039,8652873
"VIETNAM",1992,131039,2282223
"INDIA",1992,131039,3667784
"JAPAN",1997,70157,7343355
"INDIA",1995,119938,4269664
"CHINA",1992,210337,2829066
"INDIA",1992,210337,5822724
"JAPAN",1992,210337,3156020
"INDONESIA",1994,201847,3811216
"JAPAN",1994,201847,2433397
"INDONESIA",1994,201847,6474916
"VIETNAM",1992,41603,7398442
"JAPAN",1994,103874,368656
"VIETNAM",1997,96793,1464566
"VIETNAM",1996,197798,924861
"VIETNAM",1996,197798,4132182
"INDIA",1993,84616,9144113
"CHINA",1996,73744,3383520
"CHINA",1996,73744,4028342
"JAPAN",1996,73744,2499153
"JAPAN",1994,122345,4729940
"INDONESIA",1994,122345,1921322
"INDIA",1997,48653,3451466
"INDONESIA",1992,292030,2714405
"VIETNAM",1993,90511,5652549
"VIETNAM",1993,90511,2202437
"INDONESIA",1994,251995,5496575
"CHINA",1994,251995,2651423
"VIETNAM",1994,251995,3614268
"VIETNAM",1996,176041,2251267
"INDIA",1997,89012,1877806
"INDONESIA",1997,89012,200202
"INDONESIA",1997,89012,3996563
"INDIA",1996,214538,1916171
"CHINA",1996,214538,431000
"INDONESIA",1992,265577,1736940
"JAPAN",1992,265577,5712636
"INDIA",1997,136541,1598906
"CHINA",1992,127913,5786455
"INDIA",1996,26530,3079424
"JAPAN",1993,154631,1103588
"VIETNAM",1996,12764,2083373
"JAPAN",1992,133597,4991184
"VIETNAM",1992,133597,837974
"CHINA",1992,133597,1195274
"CHINA",1992,133597,576162
"JAPAN",1992,147298,5704752
"INDONESIA",1993,13087,461755
"JAPAN",1992,132011,158398
"CHINA",1992,108058,6188544
"JAPAN",1994,203257,146423
"INDONESIA",1996,28243,5098995
"CHINA",1992,195220,4946140
"INDIA",1993,234605,1649779
"JAPAN",1993,234605,4874233
"VIETNAM",1993,234605,4498723
"JAPAN",1994,272623,3389870
"INDIA",1994,272623,8507236
"INDONESIA",1997,74072,3533462
"INDIA",1993,220165,4633466
"INDONESIA",1993,220165,5769531
"INDONESIA",1997,69655,3291732
"JAPAN",1997,69655,3021062
"VIETNAM",1997,69655,7330081
"CHINA",1997,69655,5500287
"CHINA",1996,7673,2620293
"INDONESIA",1992,258679,5273896
"INDONESIA",1992,258679,6170302
"JAPAN",1992,258679,5983986
"INDIA",1997,297926,3777975
"INDIA",1997,93499,2625911
"CHINA",1995,170858,4387256
"INDIA",1993,237892,3996806
