"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1993,31405,274881,5879396,111352
"UNITED STATES",1993,31405,532635,5738246,100056
"ARGENTINA",1993,113455,463642,438334,96337
"CANADA",1992,181949,493137,735701,67806
"ARGENTINA",1992,181949,515255,1244825,76213
"ARGENTINA",1993,47239,513818,1566180,109907
"BRAZIL",1993,171589,34412,1265625,80784
"PERU",1993,171589,118012,1369913,61800
"BRAZIL",1992,283318,15478,2407916,83608
"PERU",1992,117778,54368,476049,79341
"BRAZIL",1992,117778,559471,3085387,91827
"ARGENTINA",1993,242851,495633,1037424,97716
"PERU",1993,242851,297689,4705809,101200
"UNITED STATES",1992,66020,588438,5833939,91584
"CANADA",1992,238696,579938,2373062,121074
"ARGENTINA",1992,238696,5954,1301965,111597
"CANADA",1992,24130,242915,7028435,111474
"BRAZIL",1992,267569,537163,117613,72008
"BRAZIL",1992,267569,495594,4829113,95374
"ARGENTINA",1993,247582,551442,3121247,89605
"BRAZIL",1993,247582,102920,8103184,115375
"UNITED STATES",1993,247582,561065,4323993,67562
"PERU",1993,247582,214619,2855563,92016
"ARGENTINA",1992,251921,331513,6442109,92670
"BRAZIL",1992,251921,123586,4215490,96574
"CANADA",1992,43690,264651,4507635,96938
"ARGENTINA",1992,94273,503475,2337429,88707
"UNITED STATES",1992,94273,183637,5419984,103237
"PERU",1993,126457,83845,8076157,109730
"UNITED STATES",1992,200491,261247,3557029,72493
"CANADA",1992,185419,123450,3321156,88407
"UNITED STATES",1992,74125,553893,4006658,116812
"UNITED STATES",1993,178690,37144,4540788,64868
"UNITED STATES",1992,228431,406558,799633,87871
"UNITED STATES",1992,228431,206266,4642110,70335
"PERU",1992,228431,509803,3371770,108766
"ARGENTINA",1993,296941,460444,2148762,84265
"PERU",1993,174992,269414,3022729,83004
"PERU",1993,179881,595605,1598545,102034
"UNITED STATES",1992,273434,75095,3010163,64205
"CANADA",1993,273160,255008,1253812,57779
"UNITED STATES",1993,28448,74492,6478952,87989
"ARGENTINA",1992,42776,300489,3699843,89368
"BRAZIL",1992,42776,553633,2529915,101196
"ARGENTINA",1992,225829,78597,1715817,94535
"ARGENTINA",1992,225829,373068,3019218,68463
"PERU",1992,255205,226159,2395989,65108
"CANADA",1993,207434,309612,2591316,97296
"ARGENTINA",1993,217970,267249,1887588,72973
"BRAZIL",1993,21664,581481,1174969,93747
"CANADA",1993,21664,148786,6654747,110086
"UNITED STATES",1992,137890,59020,1472446,58741
"ARGENTINA",1992,249454,479138,4222675,67026
"CANADA",1992,249454,598980,5426085,124737
"BRAZIL",1992,249454,256467,6012652,85407
"ARGENTINA",1993,133747,75488,2318152,87808
"CANADA",1993,133747,314162,2596939,70569
"PERU",1992,256954,172928,2329070,120055
"PERU",1992,143900,559801,4151400,111646
"BRAZIL",1992,203686,228129,4363750,63426
"CANADA",1992,203686,157577,1307656,98074
"BRAZIL",1992,203686,588910,8545254,119933
"UNITED STATES",1992,203686,213928,7791279,110514
"CANADA",1992,22349,154367,4349361,85281
"UNITED STATES",1992,22349,37588,573618,91534
"PERU",1992,22349,526404,3823405,85822
"CANADA",1993,116606,506598,2065081,96274
"UNITED STATES",1993,116606,565044,1158925,66541
"PERU",1993,64984,159201,2469992,75612
"ARGENTINA",1993,176359,448533,5709739,88890
"CANADA",1992,90748,57186,4413817,68590
"PERU",1992,90748,374783,1709148,111466
"PERU",1992,90748,26451,5956093,82647
"PERU",1992,143930,435335,2217961,76218
"ARGENTINA",1993,148915,451291,869589,74536
"PERU",1993,148915,26303,5664614,73758
"UNITED STATES",1993,184082,537951,8681679,119335
"CANADA",1993,208016,23787,5886793,102646
"UNITED STATES",1993,208016,230356,120915,77180
"PERU",1993,240775,233031,1703423,57841
"ARGENTINA",1992,65875,389333,3140482,85339
"ARGENTINA",1993,265565,546573,5237624,97173
"PERU",1992,253472,399814,3873531,114828
"CANADA",1992,98065,461538,5998040,89970
"PERU",1993,94379,247024,3996677,58260
"BRAZIL",1993,285730,565175,4906033,74409
"UNITED STATES",1993,176653,437217,4773729,69251
"UNITED STATES",1992,230614,228860,4980158,107331
"UNITED STATES",1993,216440,329226,3695338,75312
"UNITED STATES",1993,216440,90845,2974060,110150
"ARGENTINA",1993,216440,429108,3722080,62224
"CANADA",1993,216440,11260,5172284,70275
"PERU",1992,59711,90193,3014768,70991
"PERU",1992,292193,282996,191961,118738
"UNITED STATES",1993,212887,109294,1660391,78197
"ARGENTINA",1993,212887,293196,3531864,71350
"UNITED STATES",1992,170740,74524,6461618,89911
"UNITED STATES",1992,170740,164814,9114107,112728
"PERU",1993,186857,74583,5158704,93454
"PERU",1993,157663,430763,331973,101624
"ARGENTINA",1993,208640,353726,3381449,106782
"PERU",1993,95228,251247,796822,71893
"CANADA",1993,95228,493543,1806947,92191
"CANADA",1993,95228,576710,4652540,107201
"UNITED STATES",1993,290921,467960,6705375,115676
"CANADA",1993,290921,194399,6182634,89603
"BRAZIL",1993,290921,253942,176321,113755
"ARGENTINA",1993,79381,273246,2072691,73153
"PERU",1993,116426,178891,764317,118193
"PERU",1993,116426,5473,3404820,82708
"BRAZIL",1992,165655,7836,4854822,104629
"ARGENTINA",1992,165655,416209,414066,67510
"UNITED STATES",1993,134725,73023,2744035,59761
"CANADA",1992,195436,23191,4657314,66851
"UNITED STATES",1993,212830,485474,6932387,87567
"UNITED STATES",1993,212830,179640,6909513,103178
"UNITED STATES",1993,233674,599306,3920731,84316
"UNITED STATES",1993,232159,16752,465581,100125
"UNITED STATES",1992,15109,123929,9374016,117175
"PERU",1992,15109,502950,8260893,117175
"BRAZIL",1992,170965,550280,766229,79815
"CANADA",1992,267299,3242,2888295,68714
"ARGENTINA",1992,267299,479166,4677896,68708
"UNITED STATES",1993,271015,501807,5788096,108526
"BRAZIL",1992,84101,554886,1766182,116451
"ARGENTINA",1993,171062,559955,6528373,120895
"PERU",1993,271391,455007,173156,57718
"CANADA",1993,271391,298685,6741414,101020
"ARGENTINA",1993,271391,56967,3116815,115437
"UNITED STATES",1993,271391,120634,5327908,99277
"PERU",1992,154303,589031,3183068,67200
"ARGENTINA",1992,154303,583392,1460616,88522
"PERU",1992,27329,513286,244260,77955
"PERU",1993,129766,333483,6975762,90988
"PERU",1993,140743,232211,3326712,68592
"PERU",1993,140743,356223,3126389,76752
"UNITED STATES",1993,140743,220489,5581501,84568
"BRAZIL",1992,259093,539249,4166103,77293
"ARGENTINA",1993,72184,449264,3761044,72794
"UNITED STATES",1992,24239,497145,4862004,68527
"PERU",1992,24239,514448,2866343,87745
"CANADA",1993,268924,363583,5970462,98794
"CANADA",1992,188290,45718,7040820,99822
"PERU",1992,256186,143070,1778685,66784
"BRAZIL",1993,105979,295244,1214445,74353
"ARGENTINA",1992,127120,155323,3589145,82699
"CANADA",1992,127120,12012,4302190,55440
"CANADA",1993,40681,204306,821786,72617
"UNITED STATES",1993,220160,145320,1884141,81919
"UNITED STATES",1992,13192,180375,267788,87322
"UNITED STATES",1992,21835,459442,2102130,84085
"ARGENTINA",1992,21835,86744,7070072,103844
"BRAZIL",1992,21835,479521,594198,90030
"CANADA",1992,231322,89204,3391074,71592
"PERU",1992,274100,243282,245054,73516
"UNITED STATES",1992,187571,14057,4198820,58263
"ARGENTINA",1992,233773,100270,2515134,76216
"PERU",1992,233773,522094,1928568,66964
"BRAZIL",1992,112333,219301,4663948,73217
"CANADA",1992,112333,591893,6947045,119092
"PERU",1992,112333,534876,7834485,114651
"ARGENTINA",1992,12437,234379,3020728,78801
"PERU",1992,12437,367159,1875994,73568
"ARGENTINA",1992,225962,60042,3046201,60122
"ARGENTINA",1993,52319,521973,3938031,119697
"BRAZIL",1992,278662,248041,3240062,59341
"BRAZIL",1993,10492,2091,1096371,59585
"ARGENTINA",1993,10492,89489,6727084,88708
"CANADA",1993,36566,150235,4511157,77113
"PERU",1993,36566,192308,2764192,84018
"UNITED STATES",1993,36566,515912,1773658,115673
"PERU",1993,36566,225512,5951250,86250
"CANADA",1993,36566,573141,5711220,72847
"UNITED STATES",1993,6286,406286,1344869,71535
"UNITED STATES",1992,259741,126851,5355628,112671
"BRAZIL",1992,211756,472508,5232016,88828
"UNITED STATES",1993,20078,453676,6130743,97779
"BRAZIL",1993,20078,119043,2884500,63722
"BRAZIL",1992,39982,187120,5276321,72427
"UNITED STATES",1992,39982,318488,1247357,90388
"UNITED STATES",1993,31387,113870,8861724,113032
"CANADA",1993,42815,108725,5679666,104023
"ARGENTINA",1993,288212,318820,3806336,110328
"ARGENTINA",1993,189583,268820,4684893,107328
"ARGENTINA",1993,24346,256357,4763484,78800
"ARGENTINA",1993,24346,576011,2868566,65219
"BRAZIL",1993,136283,369973,7219820,122577
"ARGENTINA",1993,200464,472658,1516485,97837
"CANADA",1993,200464,549309,2936601,81496
"ARGENTINA",1993,200464,21285,5732242,72376
"PERU",1992,92335,279002,1553888,58859
"UNITED STATES",1992,92335,113151,428407,69849
"UNITED STATES",1992,61684,313955,4725456,118136
"BRAZIL",1992,114748,265430,4554650,83725
"CANADA",1993,191302,572528,2483976,96030
"BRAZIL",1993,151936,401588,4200559,89373
"PERU",1993,151936,73968,4614096,116517
"ARGENTINA",1993,259978,181501,4298070,94950
"PERU",1993,259978,179763,4627170,110565
"UNITED STATES",1993,259978,261428,2560682,83364
"UNITED STATES",1993,181138,473087,1336735,63603
"UNITED STATES",1992,271036,365374,2256916,86361
"PERU",1992,271036,50314,1643603,75858
"UNITED STATES",1992,205373,441976,2470319,115077
"PERU",1992,205373,8364,1674425,76341
"UNITED STATES",1993,251086,186420,2603093,90385
"ARGENTINA",1992,111713,162641,5792376,102218
"PERU",1992,111713,493514,2408969,90449
"UNITED STATES",1992,66964,492091,2680598,64984
"ARGENTINA",1993,255778,312294,3396328,78376
"ARGENTINA",1993,138874,555103,5385072,69484
"ARGENTINA",1992,63835,245429,5296976,82464
"CANADA",1993,29863,265233,2231085,71893
"ARGENTINA",1993,62776,435596,6432594,91894
"CANADA",1993,62776,82405,2358580,83244
"ARGENTINA",1992,62624,376780,349072,111406
"PERU",1993,189187,26176,2031299,66130
"UNITED STATES",1993,189187,421092,2625877,60784
"CANADA",1993,104776,427412,6161194,80363
"ARGENTINA",1993,104776,305937,7519100,116575
"UNITED STATES",1993,104776,479548,421595,91651
"BRAZIL",1992,93544,514894,3017923,114532
"BRAZIL",1993,193355,471484,5960108,87327
"PERU",1992,254582,451502,3947651,87208
"PERU",1992,248495,102085,4794022,65224
"UNITED STATES",1992,248495,422799,2754832,103306
"BRAZIL",1992,250372,304313,3793824,79038
"ARGENTINA",1992,250372,182418,2079568,90024
"CANADA",1993,185378,285910,1897795,113754
"BRAZIL",1993,185378,485209,2268942,71650
"CANADA",1993,138229,332227,118365,75552
"PERU",1993,183215,59838,5350342,107869
"UNITED STATES",1992,57760,521108,216783,67744
"ARGENTINA",1992,10882,491257,6053915,74893
"CANADA",1993,76351,410331,808092,74478
"PERU",1993,91216,227198,3132501,67510
"CANADA",1993,91216,16897,2666418,108833
"ARGENTINA",1992,8266,382796,4944948,112726
"CANADA",1992,14621,253491,3177856,86668
"CANADA",1992,259708,312474,3787500,89187
"PERU",1993,291622,39946,4435730,113156
"BRAZIL",1993,291622,568239,5471981,78432
"CANADA",1993,291622,181312,256369,83598
"UNITED STATES",1993,227284,224066,3516657,59403
"PERU",1993,227284,264047,2402207,60661
"CANADA",1993,241165,413283,1591025,71775
"UNITED STATES",1992,10384,163664,1112613,103659
"BRAZIL",1993,284984,300252,850270,75134
"BRAZIL",1993,284984,518126,1109777,68646
"UNITED STATES",1993,64640,111508,2598345,91170
"BRAZIL",1992,13975,173114,4721136,71226
"CANADA",1992,13975,117625,5098692,98557
"PERU",1993,165811,70429,5022518,83965
"CANADA",1993,165811,499722,4843142,103302
"UNITED STATES",1993,165811,12440,1230720,81146
"BRAZIL",1993,165811,265250,5240114,72914
"PERU",1993,165811,226061,92782,59223
"BRAZIL",1992,71620,111588,921358,95974
"BRAZIL",1992,71620,130788,5529091,109126
"UNITED STATES",1993,112090,276256,4850096,73934
"BRAZIL",1993,112090,547730,2559902,106662
"CANADA",1993,184924,161182,5784516,74590
"UNITED STATES",1993,34052,318184,2986190,72130
"CANADA",1993,34052,433004,3777903,56218
"BRAZIL",1993,201331,31229,1055800,69613
"UNITED STATES",1993,201331,88849,2843138,110270
"PERU",1993,201823,170870,1304264,116452
"BRAZIL",1993,227108,542142,2557699,71047
"CANADA",1993,227108,175505,7202338,94830
"BRAZIL",1993,227108,97511,1526612,90510
"BRAZIL",1993,168727,117691,314398,102521
"BRAZIL",1993,168727,417162,1480580,64748
"PERU",1993,168727,83737,3720218,103243
"PERU",1993,168727,440464,3303242,84266
"ARGENTINA",1993,240874,269742,934604,102703
"ARGENTINA",1992,237481,191891,4616167,118973
"ARGENTINA",1992,237481,41291,5271736,73937
"UNITED STATES",1993,135142,11115,1828528,61566
"PERU",1993,68509,494714,2487852,102521
"UNITED STATES",1993,68509,442482,388877,85467
"CANADA",1993,68509,315079,1841302,65643
"BRAZIL",1993,141587,144443,4313576,89246
"CANADA",1993,141587,372359,130251,85880
"CANADA",1993,198968,46783,1126086,103786
"PERU",1993,198968,274537,6677895,90691
"BRAZIL",1993,267070,267991,4848475,117538
"BRAZIL",1993,267070,516642,4926101,99517
"UNITED STATES",1993,267070,482573,5459980,93333
"UNITED STATES",1992,135214,189750,2176424,110385
"CANADA",1993,154550,501365,946873,81980
"PERU",1992,152623,14278,3006904,71536
"BRAZIL",1992,152623,33363,5600275,77781
"CANADA",1993,134468,536818,6450959,111287
"PERU",1993,134468,85115,4858085,66006
"PERU",1992,135698,484186,2981567,70209
"BRAZIL",1992,68018,228920,2773365,110934
"ARGENTINA",1992,68018,68380,4360660,80902
"CANADA",1992,185806,559485,1186145,92667
"CANADA",1993,98248,588717,2325728,108341
"BRAZIL",1992,50776,210184,2016555,65650
"BRAZIL",1992,50776,158942,3991875,120056
"BRAZIL",1992,161636,531344,3201744,82519
"CANADA",1992,161636,311962,6711430,118437
"ARGENTINA",1992,234877,344369,5177101,84801
"CANADA",1992,228473,341037,4812281,64681
"UNITED STATES",1992,228473,595140,899167,74107
"ARGENTINA",1992,231664,89832,346147,109309
"ARGENTINA",1993,39508,548684,3087600,103959
"UNITED STATES",1993,135814,186125,2467051,72667
"UNITED STATES",1993,135814,258486,3680509,86668
"CANADA",1993,113032,160350,2792493,84621
"CANADA",1993,113032,401447,5339743,80905
"PERU",1992,118987,278668,1531384,98799
"CANADA",1992,118987,570416,5029943,89183
"CANADA",1992,91468,156268,5601619,79455
"UNITED STATES",1993,152686,69610,7430485,94776
"CANADA",1993,38437,591044,3575313,68101
"BRAZIL",1993,38437,26611,3837874,92256
"CANADA",1992,63256,472441,1820484,84805
"PERU",1992,63256,515059,3063133,64441
"BRAZIL",1993,261223,14573,5855075,89254
"PERU",1992,182014,77916,5492339,113634
"UNITED STATES",1992,246265,239809,6405817,104927
"CANADA",1992,246265,255832,884970,107269
"PERU",1992,246265,428689,4563418,97059
"CANADA",1992,288481,314081,2184664,65704
"ARGENTINA",1992,288481,549635,4248586,101076
"BRAZIL",1993,185785,301537,4984804,92311
"BRAZIL",1993,185785,345513,6738954,93510
"UNITED STATES",1992,157490,47582,1789608,91774
"ARGENTINA",1992,157490,563415,3477173,88703
"CANADA",1992,157490,111564,6957672,94533
"ARGENTINA",1993,50125,292391,2415381,83002
"UNITED STATES",1992,109645,443867,3748438,108650
"PERU",1992,109645,255867,1968678,109371
"ARGENTINA",1992,109645,510773,677825,107025
"CANADA",1993,98014,286742,8131945,103723
"PERU",1993,86197,47470,902928,85048
"UNITED STATES",1993,37907,197816,5012268,114828
"BRAZIL",1992,43841,451263,1355091,72854
"UNITED STATES",1992,43841,92363,243964,81321
"PERU",1992,43841,137788,1007830,109546
"CANADA",1993,35317,479398,371889,82642
"ARGENTINA",1992,154750,316863,2233261,112791
"PERU",1992,195262,222673,4303495,95739
"PERU",1993,51964,407334,4857246,74478
"UNITED STATES",1993,151955,380147,5291384,73627
"PERU",1993,151955,341589,319591,97834
"PERU",1993,98563,15671,7854016,95200
"PERU",1993,98563,574694,5093769,106120
"ARGENTINA",1993,260068,228471,1910262,83967
"UNITED STATES",1992,56852,349249,4673628,77893
"PERU",1992,56852,470684,5675483,99279
"CANADA",1993,50861,376713,4910936,107382
"BRAZIL",1992,118327,425239,1906975,69852
"CANADA",1993,48757,199312,2756288,84678
"PERU",1992,8560,110859,1178005,112191
"PERU",1992,236509,473002,926231,58498
"UNITED STATES",1992,180650,287400,2530599,83243
"BRAZIL",1992,180650,331101,4931384,67925
"BRAZIL",1992,180650,268527,6070275,89730
"BRAZIL",1992,170674,576561,158841,98252
"ARGENTINA",1992,286751,31712,5370000,98622
"CANADA",1992,126677,430994,4331182,115498
"CANADA",1993,206356,507738,6036665,104742
"CANADA",1993,237913,28134,3457233,63727
"ARGENTINA",1993,237913,480403,4482151,83002
"PERU",1993,195727,20846,8051489,106010
"PERU",1993,77656,397757,7671204,111284
"UNITED STATES",1992,283472,282051,2789208,61982
"PERU",1992,283472,487325,123356,78738
"ARGENTINA",1993,50647,69872,5002518,110512
"BRAZIL",1993,246607,446883,7729328,109791
"ARGENTINA",1993,246607,547298,3486939,80716
"CANADA",1992,264085,69833,8924008,108169
"CANADA",1993,32020,97065,1954190,63723
"ARGENTINA",1993,227249,522511,966098,92009
"CANADA",1993,227249,14230,1561873,68653
"UNITED STATES",1993,227249,357122,5044232,70746
"ARGENTINA",1992,9430,148153,4742140,72069
"PERU",1993,63625,130111,4292855,68466
"BRAZIL",1993,63625,215824,4556562,104388
"CANADA",1992,149159,490243,2577429,73993
"CANADA",1993,101578,223131,1686592,63247
"UNITED STATES",1993,49096,375757,1180284,109964
"CANADA",1993,272060,514151,3131869,69907
"BRAZIL",1992,207610,457827,5772043,107088
"UNITED STATES",1993,54991,132026,3904093,63481
"BRAZIL",1992,155095,113554,5624369,94053
"BRAZIL",1993,81758,156228,5848337,77053
"ARGENTINA",1992,58585,75988,5783921,117838
"CANADA",1992,58585,445455,1529269,84025
"BRAZIL",1993,83116,142219,2516113,75672
"BRAZIL",1993,83116,462539,3678699,90090
"CANADA",1992,246274,558305,6680072,81796
"ARGENTINA",1992,53758,467658,4737085,97537
"PERU",1992,40009,461524,1975715,89130
"BRAZIL",1992,40009,32653,1327189,95139
"BRAZIL",1992,286765,547028,299925,64500
"UNITED STATES",1992,262669,107671,7327394,100720
"BRAZIL",1993,201628,58670,156352,97720
"CANADA",1992,252994,358225,256642,76992
"ARGENTINA",1992,150095,317692,2848326,102580
"ARGENTINA",1993,203788,378300,3511882,82697
"ARGENTINA",1993,203788,479867,4936603,110810
"UNITED STATES",1993,203788,511042,391723,63181
"PERU",1993,115954,399108,4775248,72425
"UNITED STATES",1992,185575,516183,1895871,71949
"BRAZIL",1992,185575,146847,7916251,113630
"PERU",1992,99406,314321,2072401,80118
"BRAZIL",1992,225488,55845,5065762,108050
"UNITED STATES",1993,159619,370539,630931,96571
"BRAZIL",1993,47459,513007,2625428,61198
"BRAZIL",1993,47459,104963,9068359,118077
"CANADA",1993,47459,291121,4149282,66726
"ARGENTINA",1992,58174,210499,966903,84568
"BRAZIL",1992,248686,40566,4067712,90393
"ARGENTINA",1992,248686,314668,612484,100959
"PERU",1993,245050,83789,7747048,106366
"ARGENTINA",1993,245050,595871,5190517,118011
"ARGENTINA",1992,261997,360932,5739609,119575
"PERU",1992,261997,73560,3123861,92013
"ARGENTINA",1993,263983,507154,1727761,69667
"ARGENTINA",1992,91196,516895,7307167,114712
"BRAZIL",1992,14921,208255,1640168,69794
"BRAZIL",1992,26641,220851,701648,106310
"PERU",1992,26641,236783,3678588,103186
"ARGENTINA",1992,126070,597216,590935,78791
"PERU",1992,126070,2255,4666032,69435
"UNITED STATES",1992,246514,377397,1605599,88462
"UNITED STATES",1992,246514,405172,4006998,64629
"PERU",1992,147931,72444,3709656,84986
"CANADA",1992,147931,154599,1064911,99215
"BRAZIL",1992,12064,205785,5288728,101446
"BRAZIL",1992,64109,539189,5596725,73689
"BRAZIL",1992,174608,329981,2960147,120658
"CANADA",1992,174608,482387,3346715,82161
"ARGENTINA",1992,297289,21888,1737484,108592
"UNITED STATES",1992,16990,358621,2494220,100776
"CANADA",1992,272446,324815,827910,110388
"PERU",1992,272446,61871,172289,109972
