"s_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"UNITED STATES",1993,551065,4134928,66962
"UNITED STATES",1992,428272,5521150,72015
"CANADA",1992,196320,6322452,84979
"CANADA",1993,177534,3350370,96691
"PERU",1993,277,3249265,70636
"PERU",1993,227546,3499633,88411
"PERU",1992,10072,3016919,58924
"PERU",1992,70844,8166780,108890
"CANADA",1992,260239,5406083,71953
"CANADA",1992,412995,7509769,114478
"UNITED STATES",1992,538744,1426176,106963
"BRAZIL",1992,110290,374483,78017
"UNITED STATES",1993,125722,838905,104863
"PERU",1993,495478,4156602,88407
"ARGENTINA",1993,88570,5140163,93514
"ARGENTINA",1993,481370,1204052,81081
"CANADA",1992,247992,6110937,116398
"UNITED STATES",1992,397379,6655430,88581
"BRAZIL",1993,425239,2490245,69852
"ARGENTINA",1993,401299,5109549,72016
"CANADA",1992,597858,1056148,117349
"CANADA",1992,585965,4665888,123056
"CANADA",1992,88753,1410817,104505
"UNITED STATES",1993,249880,6034911,109792
"UNITED STATES",1992,227822,4881969,104988
"CANADA",1992,33793,7615143,103607
"PERU",1992,204404,4333387,78503
"UNITED STATES",1993,65861,3297482,109611
"ARGENTINA",1993,510417,1356020,85643
"PERU",1993,202856,7067019,105530
"BRAZIL",1993,188144,731891,73928
"BRAZIL",1993,136536,1556804,94351
"BRAZIL",1993,524885,5557692,114591
"ARGENTINA",1992,380637,5723109,103057
"ARGENTINA",1992,34161,2192510,65709
"BRAZIL",1992,40807,2674134,104868
"CANADA",1992,312443,5165321,87325
"CANADA",1993,161578,6938660,98374
"ARGENTINA",1993,25087,2473523,60724
"UNITED STATES",1992,351930,5898193,118915
"BRAZIL",1992,75296,120772,76277
"ARGENTINA",1993,410339,5112176,74958
"UNITED STATES",1992,509851,3429509,111649
"PERU",1992,579203,5204368,76930
"ARGENTINA",1992,234449,5423045,83005
"UNITED STATES",1993,121167,2541474,71289
"ARGENTINA",1993,466379,4746394,80721
"ARGENTINA",1992,227471,1118768,83907
"BRAZIL",1992,497513,3770183,90629
"ARGENTINA",1992,96384,3727026,82822
"ARGENTINA",1993,537029,2251392,63960
"CANADA",1993,26710,7699083,98202
"PERU",1992,339632,6193352,100297
"BRAZIL",1992,475826,2140538,108108
"BRAZIL",1993,117356,6662120,82401
"CANADA",1993,158399,6507246,87443
"UNITED STATES",1992,565170,778144,74109
"UNITED STATES",1992,592563,2085980,99332
"CANADA",1992,421416,4012170,80243
"BRAZIL",1992,55450,2754682,84327
"BRAZIL",1992,583698,5302249,106900
"BRAZIL",1992,133132,2167141,69907
"BRAZIL",1992,449960,2058915,114596
"ARGENTINA",1992,65165,1315506,67809
"PERU",1992,226579,745252,90333
"PERU",1992,501910,8985883,114713
"ARGENTINA",1993,155654,2516604,102579
"CANADA",1993,562293,382186,81316
"PERU",1993,360422,575175,88944
"BRAZIL",1993,368745,5566337,108823
"UNITED STATES",1993,274109,2101194,64985
"CANADA",1992,468121,1486621,65346
"UNITED STATES",1992,165397,549858,87743
"UNITED STATES",1993,142581,5464970,97414
"BRAZIL",1993,366817,4958161,113028
"CANADA",1993,94030,1198115,61441
"UNITED STATES",1993,594117,4196426,72665
"CANADA",1993,112324,2212945,80179
"CANADA",1993,217864,2907979,106911
"ARGENTINA",1993,513591,1886974,96274
"BRAZIL",1993,456319,3124460,76517
"CANADA",1993,151784,6425230,110146
"UNITED STATES",1993,43615,3109426,93516
"CANADA",1993,386465,446817,93087
"ARGENTINA",1993,313092,4765104,66304
"PERU",1992,506371,2045364,82641
"ARGENTINA",1992,173956,9337770,121797
"ARGENTINA",1992,464628,293038,95556
"UNITED STATES",1993,322074,3363808,65763
"CANADA",1993,484942,3046460,115615
"CANADA",1993,3109,2886509,60726
"BRAZIL",1993,85611,4068162,95796
"BRAZIL",1992,8113,4390773,61266
"BRAZIL",1992,89026,1909252,60901
"UNITED STATES",1992,186,4470716,65170
"PERU",1993,414697,7423352,96700
"PERU",1992,436927,2952417,111834
"BRAZIL",1992,478502,550738,88828
"CANADA",1992,497928,2628853,115554
"BRAZIL",1992,472020,1095168,59520
"UNITED STATES",1993,282687,2220661,100180
"BRAZIL",1993,251010,271002,57660
"UNITED STATES",1993,325833,3420228,111529
"BRAZIL",1992,535735,3718491,106242
"PERU",1992,492132,327116,67446
"PERU",1992,466582,6609254,92913
"UNITED STATES",1992,282592,1332094,94474
"PERU",1992,288397,6177409,83122
"BRAZIL",1993,214402,5265560,78983
"BRAZIL",1993,448582,287745,91833
"PERU",1993,158172,114405,73810
"UNITED STATES",1993,517353,509762,82219
"UNITED STATES",1993,306472,5026764,88707
"CANADA",1993,464487,5943728,87087
"UNITED STATES",1992,593823,6321606,115008
"UNITED STATES",1992,404284,5473125,71295
"ARGENTINA",1993,548121,1260289,70146
"PERU",1993,462033,3582036,59700
"UNITED STATES",1993,316062,2587320,64683
"BRAZIL",1992,426430,657858,81384
"ARGENTINA",1992,68155,1213002,67389
"BRAZIL",1992,73630,3728439,96217
"PERU",1992,364939,911783,120235
"ARGENTINA",1992,557818,5458548,112547
"BRAZIL",1993,291568,764179,93573
"PERU",1993,536476,2468318,90747
"ARGENTINA",1992,286432,5937506,85105
"ARGENTINA",1992,280550,4744674,91832
"UNITED STATES",1992,439225,3317970,69852
"CANADA",1993,599549,1938659,98911
"PERU",1993,271527,6833205,89910
"ARGENTINA",1992,575244,4511732,79153
"CANADA",1992,8809,5591439,103068
"ARGENTINA",1992,222519,4423963,86490
"PERU",1993,157899,7592733,117413
"PERU",1993,8333,1216503,74479
"UNITED STATES",1993,443889,1741217,109971
"CANADA",1993,60032,687476,59521
"BRAZIL",1993,585873,4113585,117531
"PERU",1993,572828,9408960,114048
"ARGENTINA",1992,374214,4964722,77292
"BRAZIL",1992,480140,2414978,67207
"BRAZIL",1992,305870,6732461,112551
"BRAZIL",1992,386674,6514442,105639
"ARGENTINA",1992,530998,9039061,121738
"UNITED STATES",1992,488014,1474929,60119
"UNITED STATES",1993,346837,1062474,113029
"PERU",1993,582073,1018754,69303
"BRAZIL",1993,558181,991328,74349
"UNITED STATES",1993,8344,4132722,75140
"CANADA",1993,427413,1341730,80423
"ARGENTINA",1992,449099,2588732,62884
"BRAZIL",1992,235734,6144569,100183
"CANADA",1993,35718,6019504,99222
"CANADA",1993,512788,8823724,108045
"BRAZIL",1993,406718,7254240,97481
"PERU",1992,221339,3289435,75619
"CANADA",1992,39508,2826967,86850
"CANADA",1993,487008,2437701,59698
"PERU",1992,101336,2114318,80239
"CANADA",1992,344909,1137163,117233
"CANADA",1993,458155,1114243,66787
"UNITED STATES",1992,499132,4786857,67866
"CANADA",1993,243092,577574,62104
"UNITED STATES",1992,344298,2397312,80536
"ARGENTINA",1992,200452,5623445,81146
"CANADA",1992,368822,4798875,113448
"ARGENTINA",1992,123186,5864523,72550
"ARGENTINA",1992,49670,1692555,97180
"BRAZIL",1992,198908,361242,120414
"CANADA",1993,199101,982881,72006
"BRAZIL",1993,77012,1285713,59340
"CANADA",1992,307248,1491213,75313
"PERU",1993,224361,3116973,77121
"UNITED STATES",1992,264896,5018793,111652
"UNITED STATES",1993,513730,6486601,104622
"UNITED STATES",1993,256603,6877791,93575
"ARGENTINA",1992,569725,6008655,107682
"BRAZIL",1992,414394,3108687,78502
"ARGENTINA",1993,337567,4288962,96273
"UNITED STATES",1993,565988,1158433,123237
"UNITED STATES",1993,411388,748431,77961
"BRAZIL",1993,279801,5164291,106847
"BRAZIL",1992,223650,5495150,94418
"BRAZIL",1992,522466,424205,89306
"BRAZIL",1992,71580,2041879,93094
"ARGENTINA",1992,32734,6143566,100003
"UNITED STATES",1993,36938,5699787,112495
"CANADA",1993,520619,2336415,98375
"UNITED STATES",1992,353453,3427151,90386
"BRAZIL",1992,279816,1292976,107748
"PERU",1993,343288,2372323,79876
"UNITED STATES",1992,410567,1146571,88652
"PERU",1992,431044,292506,58501
"PERU",1992,296420,2082122,84984
"BRAZIL",1992,562123,1642548,71106
"CANADA",1992,115102,321724,67026
"BRAZIL",1993,460203,2596217,69790
"BRAZIL",1993,156637,6781294,101617
"PERU",1993,267476,5710327,86607
"ARGENTINA",1993,544191,4720819,74110
"BRAZIL",1992,128181,2182569,72550
"CANADA",1993,515210,3224700,73511
"PERU",1992,91565,2241446,93393
"CANADA",1992,565498,4115053,93808
"ARGENTINA",1992,354122,4449224,70566
"BRAZIL",1993,65390,2012754,81323
"BRAZIL",1992,27863,5163049,107451
"BRAZIL",1992,109311,4805928,79218
"CANADA",1992,339397,5573154,86182
"PERU",1992,579625,5865528,102276
"CANADA",1992,157303,4486269,81618
"BRAZIL",1992,179327,3923632,84379
"CANADA",1992,178517,3250053,95730
"CANADA",1993,269958,1349558,115676
"BRAZIL",1992,196765,5529427,111705
"PERU",1992,428072,4214210,60003
"ARGENTINA",1993,136510,6396365,92790
"BRAZIL",1993,351623,2927218,100476
"PERU",1993,490884,8451868,112491
"CANADA",1992,80102,1928302,64926
"ARGENTINA",1993,151108,4902993,69546
"ARGENTINA",1993,406819,6668452,103547
"BRAZIL",1992,32826,4558861,105529
"BRAZIL",1992,291775,2325056,106005
"ARGENTINA",1992,153100,5202787,69186
"ARGENTINA",1993,266064,2558644,61803
"CANADA",1993,121963,893232,119097
"PERU",1993,590609,494577,101974
"UNITED STATES",1993,29238,5602704,70033
"UNITED STATES",1993,369299,3448065,82096
"UNITED STATES",1993,456137,4153818,65586
"ARGENTINA",1992,276527,2598065,90210
"ARGENTINA",1993,540977,2570868,121077
"UNITED STATES",1993,172943,5846226,120956
"CANADA",1993,238631,2260252,94177
"BRAZIL",1993,160213,3743237,76392
"UNITED STATES",1993,489037,703842,61560
"BRAZIL",1992,434934,1495128,112134
"PERU",1993,306209,4007696,72911
"UNITED STATES",1993,60471,5651443,85888
"PERU",1992,351319,2713194,82218
"CANADA",1992,460831,7901882,107508
"PERU",1993,569186,2706124,75309
"PERU",1992,417304,3080068,73276
"CANADA",1993,258722,3327805,100842
"BRAZIL",1992,533175,1222647,72489
"UNITED STATES",1992,430951,2822895,112915
"CANADA",1992,208838,487362,104809
"UNITED STATES",1993,72065,518530,62223
"UNITED STATES",1993,363341,4679227,84259
"PERU",1993,25805,4969126,103848
"UNITED STATES",1992,1737,2590832,98323
"BRAZIL",1993,316763,5606212,106785
"PERU",1993,235424,5750304,81564
"PERU",1992,567936,9522580,120234
"BRAZIL",1992,297795,340628,107566
"UNITED STATES",1992,431665,6370593,95798
"ARGENTINA",1992,387926,2964475,120834
"UNITED STATES",1992,160948,7557632,120536
"ARGENTINA",1992,135966,3689612,120117
"PERU",1992,369667,6944863,104199
"BRAZIL",1992,585466,930864,93086
"UNITED STATES",1992,300142,2215732,68527
"UNITED STATES",1992,219487,2278481,84388
"UNITED STATES",1993,72997,6524606,118199
"BRAZIL",1992,544726,6679080,106242
"ARGENTINA",1992,401194,3327126,65710
"UNITED STATES",1992,80540,547394,91232
"CANADA",1993,459168,2569879,67628
"BRAZIL",1993,570542,4402179,96751
"PERU",1992,474905,7519520,112792
"PERU",1992,517567,5452402,95072
"PERU",1992,518614,5583457,97955
"PERU",1992,147022,3142918,64141
"BRAZIL",1993,326469,3732643,89727
"UNITED STATES",1992,7371,4205837,76702
"PERU",1993,577934,195155,120714
"ARGENTINA",1993,58385,874540,80602
"BRAZIL",1993,533229,3367549,75732
"ARGENTINA",1993,218568,4734661,89193
"PERU",1993,473546,3634691,91171
"ARGENTINA",1992,305434,3350969,86365
"PERU",1993,467159,4304068,67567
"ARGENTINA",1992,377752,5856997,109784
"BRAZIL",1992,264815,160182,106788
"BRAZIL",1992,32217,2838548,68952
"PERU",1992,478809,164475,107266
"UNITED STATES",1992,401543,4680244,86671
"ARGENTINA",1993,583547,790802,97831
"ARGENTINA",1993,412932,9132304,110694
"CANADA",1992,37456,1295908,83607
"ARGENTINA",1992,504881,8599521,113151
"BRAZIL",1992,318986,1555856,120298
"UNITED STATES",1992,451383,1569207,80061
"BRAZIL",1992,141499,5915481,92429
"CANADA",1993,422064,4165032,59162
"UNITED STATES",1993,420977,1059056,113877
"UNITED STATES",1993,181523,4234328,96271
"BRAZIL",1993,447414,3201989,81683
"CANADA",1993,405099,2349523,60244
"PERU",1993,346603,1143165,98975
"ARGENTINA",1993,139621,1419830,99637
"CANADA",1992,6058,543724,57843
"PERU",1992,402524,1340910,85590
"UNITED STATES",1993,66482,275211,86908
"CANADA",1993,160615,5026830,100536
"UNITED STATES",1992,421948,2932034,112195
"CANADA",1993,127670,5322195,101860
"ARGENTINA",1992,158788,7147038,110806
"BRAZIL",1992,274556,3801861,91832
"BRAZIL",1992,144982,1751310,121618
"PERU",1993,362221,3069438,76992
"BRAZIL",1992,434652,6997038,95197
"CANADA",1992,136480,5104471,90988
"ARGENTINA",1992,565765,4596988,109844
"ARGENTINA",1993,514878,9369607,113571
"CANADA",1993,204428,2531579,79944
"ARGENTINA",1993,520789,2258580,108585
"UNITED STATES",1993,95290,4737578,77117
"UNITED STATES",1992,567918,8142149,119153
"CANADA",1993,566869,5257741,116150
"ARGENTINA",1993,135414,6457121,86964
"BRAZIL",1993,95246,4257453,74474
"UNITED STATES",1992,516500,6205436,90988
"UNITED STATES",1993,423146,2138240,64147
"ARGENTINA",1992,468628,6796726,95796
"UNITED STATES",1992,10497,1701655,84449
"ARGENTINA",1993,176956,2927448,121977
"UNITED STATES",1992,162510,150960,94350
"ARGENTINA",1992,101857,4567194,111531
"PERU",1993,335345,655656,82819
"UNITED STATES",1993,163939,7002243,120175
"UNITED STATES",1992,51195,3113052,68771
"UNITED STATES",1993,376229,2871462,78312
"UNITED STATES",1993,52791,627764,104627
"CANADA",1992,244695,5624102,98380
"ARGENTINA",1993,500919,3501879,115193
"BRAZIL",1992,497120,2412936,67026
"ARGENTINA",1993,492113,1166975,66305
"ARGENTINA",1993,185850,2973465,116151
"BRAZIL",1993,570222,1392991,77532
"CANADA",1993,449815,1524778,105887
"ARGENTINA",1993,313649,4947986,99757
"CANADA",1992,172532,7393674,96271
"ARGENTINA",1992,381090,3770877,70264
"PERU",1992,566606,3114343,100354
"ARGENTINA",1992,248441,3773691,83365
"BRAZIL",1993,1245,210908,68774
"CANADA",1992,459121,4536420,64806
"ARGENTINA",1992,444737,3213747,100902
"BRAZIL",1992,430837,3526780,106068
"BRAZIL",1992,286412,130051,83904
"BRAZIL",1992,521600,2772901,97294
"CANADA",1993,508859,4759230,112069
"UNITED STATES",1993,588283,2764460,82275
"UNITED STATES",1993,471454,5318279,85525
"BRAZIL",1993,119174,3102242,71590
"PERU",1993,488037,703156,61500
"CANADA",1993,253492,4957996,86728
"CANADA",1993,431106,4380625,62224
"ARGENTINA",1993,585792,1941614,112666
"ARGENTINA",1993,196289,2632032,83116
"BRAZIL",1993,198097,3245864,71705
"ARGENTINA",1992,74371,3218125,80722
"BRAZIL",1992,440786,6699828,103605
"UNITED STATES",1992,1277,3322721,70696
"PERU",1993,405969,5062338,112496
"ARGENTINA",1992,388213,4417574,78072
"CANADA",1992,24683,5559357,96460
"BRAZIL",1992,468818,6128689,107207
"UNITED STATES",1993,315203,1754193,73091
"ARGENTINA",1992,46426,3030303,82345
"PERU",1992,140691,5368239,103901
"CANADA",1992,217120,2144743,62226
"PERU",1992,490470,2716437,87627
"BRAZIL",1992,514455,6083440,88165
"PERU",1992,139419,5906560,87504
"CANADA",1992,517187,5033388,72249
"UNITED STATES",1992,151274,1494904,79516
"PERU",1992,571583,6687731,99273
"CANADA",1993,483837,8739888,109248
"ARGENTINA",1993,37788,310640,103546
"PERU",1992,418751,5844055,100183
"UNITED STATES",1993,238784,2508353,103366
"CANADA",1993,412826,8433180,104328
"BRAZIL",1993,557093,952257,69004
"ARGENTINA",1992,269024,560057,59580
"CANADA",1992,34027,1414621,57661
"UNITED STATES",1993,433214,1307796,68831
"CANADA",1993,179377,3892877,87382
"ARGENTINA",1993,14584,3132032,89914
"ARGENTINA",1993,374197,739826,76270
"BRAZIL",1993,149539,3177060,95311
"BRAZIL",1992,269618,3333960,95256
"UNITED STATES",1993,189782,1914830,112306
"ARGENTINA",1993,106177,1301487,70990
"UNITED STATES",1992,454462,2473104,84986
"CANADA",1992,581071,3838630,69123
"PERU",1992,102338,1511892,80419
"BRAZIL",1993,191845,8460117,116210
"UNITED STATES",1993,303766,5574712,106185
"CANADA",1993,568801,5923463,112186
"BRAZIL",1993,29586,6601866,90934
"BRAZIL",1992,331245,4252398,76573
"CANADA",1992,437535,1413609,88350
"ARGENTINA",1992,36327,5942657,75799
"UNITED STATES",1992,340445,2513347,89125
"UNITED STATES",1992,227504,6046613,85889
"ARGENTINA",1992,448239,2429031,71232
"PERU",1993,254887,4604675,110512
"UNITED STATES",1992,31972,3598503,114238
"PERU",1992,100667,1240739,100059
"BRAZIL",1993,310076,2198185,65163
"BRAZIL",1993,436179,5241205,66909
"PERU",1992,21538,2600882,87571
"PERU",1992,187384,1853938,88282
"PERU",1992,99824,2976474,109429
"ARGENTINA",1992,265267,2839104,73935
"UNITED STATES",1993,192641,2470437,104018
"BRAZIL",1993,48458,4891633,84387
"PERU",1993,245157,872894,66128
"UNITED STATES",1993,304296,4323431,78016
"CANADA",1993,493418,5323763,84683
"CANADA",1993,83618,5304532,96096
"CANADA",1992,31800,6934127,103908
"UNITED STATES",1993,516402,3948769,85102
"PERU",1993,153292,2752463,80717
"CANADA",1993,550909,8006109,117592
"UNITED STATES",1993,525041,2660785,63961
"PERU",1993,234340,3268656,76459
"CANADA",1993,149686,4842547,104140
"CANADA",1993,257483,4018911,86428
"UNITED STATES",1993,450561,3079006,90692
"BRAZIL",1993,567977,7770810,122697
"UNITED STATES",1993,111767,7572181,106725
"PERU",1993,458166,2697936,67448
"UNITED STATES",1992,563713,7995105,106601
"CANADA",1993,73070,4850275,62584
"UNITED STATES",1992,43083,2797094,61564
"PERU",1992,414918,7672477,109973
"CANADA",1992,149386,674628,86122
"CANADA",1992,586661,6013629,104858
"PERU",1993,348994,8539656,122578
"ARGENTINA",1992,502410,3283806,84743
"BRAZIL",1992,91817,2469025,108528
"BRAZIL",1993,321461,1467625,88947
"UNITED STATES",1993,488784,4946000,106365
"UNITED STATES",1993,89110,404472,65946
"PERU",1992,15931,520834,110815
"UNITED STATES",1992,340014,3356990,63240
"PERU",1992,360707,7077830,106061
"ARGENTINA",1992,431415,490085,80783
"BRAZIL",1993,234482,4815998,84988
"ARGENTINA",1993,270550,4917426,91232
"ARGENTINA",1993,516938,8812734,117294
"UNITED STATES",1992,527429,3539052,87384
"CANADA",1992,93217,220258,72612
"UNITED STATES",1993,516286,4774085,78135
"ARGENTINA",1993,223104,1700861,61625
"ARGENTINA",1993,281683,1937675,99880
"ARGENTINA",1993,160077,4644930,68224
"ARGENTINA",1993,62624,6156085,95197
"ARGENTINA",1993,490849,2855400,110389
"BRAZIL",1992,278926,2253508,114294
"CANADA",1992,447307,353706,75256
"CANADA",1992,320989,5969610,120598
"PERU",1993,326525,3649151,93090
"CANADA",1993,510463,4084375,88406
"UNITED STATES",1992,350062,2615541,66723
"UNITED STATES",1992,461168,308255,67748
"BRAZIL",1993,304337,3755696,80479
"PERU",1993,117388,3103079,84322
"PERU",1992,586360,3290423,86780
"ARGENTINA",1992,107059,2577708,63963
"UNITED STATES",1992,440638,781411,94716
"PERU",1992,203793,5422908,101806
"ARGENTINA",1992,201063,1721793,57843
"CANADA",1992,471897,5920580,112132
"PERU",1993,239270,770298,72555
"BRAZIL",1993,171254,5194980,79515
"BRAZIL",1993,62082,4134556,62644
"PERU",1993,528654,6365389,100957
"CANADA",1992,458897,3841650,111352
"PERU",1992,571857,5381435,115729
"ARGENTINA",1993,122287,6284544,78556
"ARGENTINA",1993,268001,2658908,58139
"PERU",1993,389553,4783076,98552
"CANADA",1993,544647,4499709,101497
"PERU",1993,280692,4967859,100360
"BRAZIL",1993,380242,1586676,79333
"CANADA",1993,512667,478697,100778
"CANADA",1993,334302,4985697,80177
"ARGENTINA",1992,55275,358008,73816
"PERU",1993,441680,786505,97299
"BRAZIL",1992,343654,2933521,101858
"ARGENTINA",1992,178896,391028,118493
"PERU",1993,269486,4191753,87328
"UNITED STATES",1993,528354,2167493,82939
"PERU",1992,535344,4895206,82759
"UNITED STATES",1993,192692,3690738,107081
"PERU",1992,231585,7356881,90994
"BRAZIL",1993,471462,6385975,86006
"BRAZIL",1993,579515,2726577,95669
"UNITED STATES",1993,94982,2087690,118618
"CANADA",1993,249109,5237545,63485
"CANADA",1992,65156,4175162,67269
"BRAZIL",1993,456716,8196181,100361
"UNITED STATES",1992,185378,4981311,87802
"CANADA",1992,535056,410227,65461
"CANADA",1993,358690,6917778,104920
"CANADA",1993,299470,5081392,88167
"PERU",1993,597110,5105990,72425
"UNITED STATES",1992,405318,348637,73397
"CANADA",1993,27672,2857010,95980
"CANADA",1993,139437,398636,88585
"UNITED STATES",1993,434061,1791072,59702
"PERU",1992,217999,2317628,115018
"BRAZIL",1993,46448,1704005,83666
"UNITED STATES",1992,174627,5222271,102097
"ARGENTINA",1992,5849,4169499,105290
"BRAZIL",1993,374585,6717939,99574
"UNITED STATES",1992,75542,6841070,91052
"PERU",1993,320918,4414875,116334
"CANADA",1993,431116,207323,62825
"CANADA",1993,154513,4125686,94050
"PERU",1993,29014,3404266,56580
"ARGENTINA",1992,246539,5882659,89131
"CANADA",1992,64885,6659568,110992
"ARGENTINA",1992,267862,3663359,109791
"CANADA",1993,362967,6564858,121797
"CANADA",1993,177570,5759904,98854
"ARGENTINA",1992,339647,6152826,101197
"PERU",1992,321464,6218093,89127
"CANADA",1992,210497,5870599,84448
"PERU",1993,4152,3241324,63369
"CANADA",1993,176810,7383087,113208
"ARGENTINA",1993,162500,2909375,93750
"CANADA",1992,112961,2937252,118437
"CANADA",1993,340605,4176507,98735
