"d_year","s_nation","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,"UNITED STATES",27535,75990,1376193,117959
1993,"PERU",11407,199691,5329093,107441
1993,"ARGENTINA",11179,74594,5995150,94115
1993,"CANADA",27122,77222,3453753,71953
1993,"BRAZIL",26776,136404,6157710,86424
1992,"ARGENTINA",4945,197899,958507,119813
1992,"PERU",13388,3770,6701775,100426
1992,"PERU",13388,157064,5218534,67263
1992,"ARGENTINA",13690,24040,1039235,57842
1993,"ARGENTINA",18361,32871,3571662,108232
1993,"ARGENTINA",18361,51280,2770380,73876
1993,"CANADA",18361,179962,6064621,122517
1992,"UNITED STATES",14777,107537,861847,92671
1992,"PERU",14777,130743,6571706,106424
1992,"BRAZIL",277,172485,2367369,93448
1992,"ARGENTINA",277,723,5494668,97423
1992,"ARGENTINA",277,128974,2720033,120178
1992,"BRAZIL",11107,100859,929925,111591
1992,"CANADA",11107,134456,6444705,89427
1992,"UNITED STATES",11107,191187,2231702,76690
1993,"PERU",3475,125940,6349986,117956
1992,"CANADA",26018,75669,4328745,98679
1992,"CANADA",23704,3023,340775,55561
1993,"PERU",26249,30422,6288753,81145
1992,"BRAZIL",13343,14031,2593162,56701
1992,"PERU",13343,12405,5944108,79044
1992,"CANADA",1928,97914,6240474,114714
1992,"PERU",6364,144655,5221324,101979
1992,"BRAZIL",23356,50642,6937539,95558
1993,"BRAZIL",4432,136678,4190653,102880
1993,"ARGENTINA",4432,141988,6418796,121798
1992,"PERU",9478,182352,5258327,86061
1992,"CANADA",9478,17483,630216,84028
1992,"UNITED STATES",3965,106154,4328519,69609
1992,"BRAZIL",3965,144659,1517952,102219
1992,"UNITED STATES",16603,171725,6338828,107803
1992,"UNITED STATES",16603,178828,6139960,114409
1993,"UNITED STATES",1000,25646,2192437,94298
1993,"PERU",1000,122763,2884002,107145
1992,"CANADA",27154,83447,3295733,85826
1992,"BRAZIL",11735,113048,3453685,63662
1993,"ARGENTINA",23812,126706,4560466,103962
1993,"UNITED STATES",5411,155167,592747,73329
1993,"BRAZIL",15002,12214,2869583,67572
1993,"BRAZIL",3145,163242,383740,78314
1992,"BRAZIL",28411,137065,2838906,66123
1992,"PERU",26282,85088,2095725,64384
1992,"UNITED STATES",26282,68516,6546689,89070
1993,"ARGENTINA",5374,61941,7432883,114176
1992,"UNITED STATES",13319,133459,6733934,89547
1993,"UNITED STATES",15820,74512,6567401,89190
1993,"CANADA",92,31634,1913199,93937
1992,"CANADA",4172,171639,1327448,102637
1992,"BRAZIL",4172,124774,6619473,107926
1992,"ARGENTINA",6460,61558,7075024,91173
1992,"PERU",6460,190117,2987597,72426
1993,"ARGENTINA",27940,42573,4801325,90934
1993,"BRAZIL",27940,184762,997250,110805
1993,"ARGENTINA",9620,42719,7338111,99702
1992,"UNITED STATES",472,152344,1558315,83780
1992,"PERU",8504,136196,3924525,73931
1992,"CANADA",8504,128290,2084216,79097
1993,"UNITED STATES",14537,22484,3327731,84388
1993,"ARGENTINA",20909,85818,2759829,108228
1992,"PERU",9587,49149,4735179,65888
1992,"CANADA",9587,45226,948688,70273
1992,"PERU",13945,22448,3905754,82226
1993,"UNITED STATES",5329,134290,635659,79457
1993,"PERU",26968,134125,5447864,69547
1993,"BRAZIL",7079,159355,6315072,84861
1993,"CANADA",13174,117786,901890,108226
1992,"BRAZIL",8965,29924,1668528,111235
1992,"CANADA",8965,82282,3565269,75856
1992,"BRAZIL",27283,76806,6963616,106968
1992,"CANADA",22010,34175,1398663,66550
1992,"PERU",22010,163319,3234605,82938
1992,"BRAZIL",22010,67318,4678528,77118
1993,"PERU",25012,136931,1771137,118075
1992,"UNITED STATES",757,196280,1189105,82576
1992,"UNITED STATES",757,120203,333933,73392
1992,"UNITED STATES",757,115320,3425095,80119
1992,"PERU",20078,81180,4412484,69670
1993,"BRAZIL",25192,23481,4171305,84268
1993,"CANADA",25192,38261,2119092,71955
1992,"BRAZIL",10615,182959,3367175,122517
1992,"ARGENTINA",10615,190364,1567800,87261
1992,"BRAZIL",10615,117709,3018271,103602
1993,"UNITED STATES",4963,5666,5023025,94299
1993,"UNITED STATES",4963,147680,5086289,103660
1993,"BRAZIL",4963,51135,3323557,65167
1993,"BRAZIL",4963,13881,2843089,107692
1993,"UNITED STATES",4963,93517,1966684,90630
1992,"PERU",9886,125302,3347450,79638
1992,"UNITED STATES",9886,70468,1757798,86307
1992,"CANADA",9886,143666,5912004,102579
1992,"UNITED STATES",14764,29244,1724662,70394
1992,"UNITED STATES",29312,129830,6890670,111589
1992,"CANADA",13108,5787,8040705,101566
1992,"CANADA",16417,132181,720628,72790
1993,"BRAZIL",21620,184243,2731459,79634
1993,"UNITED STATES",21620,49828,4224100,106669
1992,"BRAZIL",25996,110812,6580344,109368
1993,"ARGENTINA",29752,63396,856415,81563
1993,"CANADA",9217,152105,5102811,69426
1993,"PERU",9217,168146,1826066,72848
1993,"BRAZIL",22966,30996,8781293,115619
1993,"PERU",7252,61542,5954018,90212
1992,"UNITED STATES",5831,99414,3729988,84804
1992,"UNITED STATES",5831,44704,326442,98922
1993,"ARGENTINA",2474,129881,181533,114652
1993,"PERU",3742,21131,4162226,63127
1993,"BRAZIL",21628,63098,1073823,63665
1993,"CANADA",17554,10372,380863,76942
1992,"ARGENTINA",15788,165658,5119240,103419
1992,"BRAZIL",15788,8957,4657411,111957
1992,"ARGENTINA",15788,131355,3223263,83181
1993,"CANADA",11755,831,4987670,103909
1993,"BRAZIL",6011,141771,6134413,108766
1993,"UNITED STATES",1691,183151,688655,74049
1993,"BRAZIL",28867,43599,3702216,92555
1993,"ARGENTINA",6556,86967,6565305,117237
1993,"BRAZIL",6403,118903,4660607,115314
1993,"ARGENTINA",26666,113662,4567849,100539
1992,"ARGENTINA",11714,22784,3548395,102406
1993,"PERU",24379,168678,2702098,104800
1993,"CANADA",24379,135662,5704137,101859
1993,"ARGENTINA",3439,128863,8343102,113511
1993,"ARGENTINA",3439,194950,8637868,122697
1993,"BRAZIL",3439,124533,1464078,93451
1993,"PERU",23368,64654,7455501,97119
1993,"CANADA",23368,23538,5812504,87691
1993,"PERU",13888,42944,5736297,113216
1993,"BRAZIL",13888,80671,3306643,99100
1993,"UNITED STATES",28285,10139,4883700,62947
1992,"UNITED STATES",22151,2572,707793,88474
1993,"UNITED STATES",27314,33602,5928951,92136
1993,"ARGENTINA",12767,97534,6968461,91891
1993,"CANADA",12767,31143,2513487,64448
1993,"CANADA",12767,134829,7544743,111829
1993,"CANADA",18335,158534,1047884,95551
1993,"CANADA",18335,13037,1197987,57001
1992,"CANADA",15473,182324,3240161,84379
1992,"ARGENTINA",15473,109139,2507515,68887
1993,"BRAZIL",18790,189835,7795561,115489
1993,"CANADA",18790,64990,7037964,117299
1993,"BRAZIL",18790,85528,2996769,90811
1992,"ARGENTINA",13252,125737,158645,105763
1992,"PERU",13252,53294,1362040,74837
1992,"ARGENTINA",19093,72825,2480991,107869
1992,"BRAZIL",113,93925,3033812,115135
1993,"ARGENTINA",29194,1997,7178182,113939
1993,"BRAZIL",29194,56476,6325787,85948
1993,"BRAZIL",2596,10351,3902616,75681
1993,"ARGENTINA",2596,166352,2297727,85101
1993,"BRAZIL",2596,71614,1569753,95136
1993,"PERU",22555,3179,1731472,64930
1993,"UNITED STATES",17558,149421,6469848,88225
1993,"ARGENTINA",17558,24652,2837970,94599
1993,"ARGENTINA",199,67055,372026,61323
1992,"PERU",13118,149306,3891066,81318
1992,"UNITED STATES",13118,143188,5555084,73870
1992,"BRAZIL",13118,25221,2741758,68773
1992,"ARGENTINA",2677,89014,1199599,60180
1993,"BRAZIL",22295,140539,1149897,94771
1992,"BRAZIL",29587,168661,7869953,103779
1992,"CANADA",17006,17785,5225831,102166
1992,"UNITED STATES",17006,100757,2088207,105465
1992,"UNITED STATES",26317,107528,138196,92131
1993,"BRAZIL",11188,154579,5276431,98014
1993,"UNITED STATES",14173,18549,6040394,88052
1993,"BRAZIL",11806,131558,584954,95373
1993,"BRAZIL",11806,90100,1203470,65406
1993,"CANADA",17300,163059,1754886,67323
1993,"UNITED STATES",10891,158027,2320857,65101
1993,"BRAZIL",9185,76149,668333,67508
1993,"ARGENTINA",9185,144990,5185154,122099
1992,"BRAZIL",29327,31980,7907949,114718
1992,"UNITED STATES",29327,127785,8791983,108766
1992,"ARGENTINA",29959,155268,2695480,79395
1992,"UNITED STATES",29959,30841,850483,106310
1992,"UNITED STATES",151,12470,4246947,82948
1993,"UNITED STATES",7153,171916,7872123,119274
1992,"UNITED STATES",27449,180395,1879646,88523
1992,"ARGENTINA",27449,169459,695444,91707
1992,"PERU",8875,159927,4172532,119215
1992,"CANADA",17545,76371,6470070,80842
1992,"BRAZIL",17545,10098,4391240,60485
1992,"PERU",21250,14284,2253964,71896
1993,"UNITED STATES",29488,64682,6413818,98800
1992,"UNITED STATES",12085,86399,5053902,83123
1993,"BRAZIL",26726,13888,518941,108112
1993,"BRAZIL",18442,126084,969099,66604
1993,"ARGENTINA",24961,98594,4479955,95555
1993,"BRAZIL",24961,123183,2744059,72370
1993,"ARGENTINA",13418,169158,5246066,73629
1993,"PERU",12314,10920,2636524,109855
1992,"UNITED STATES",8002,182037,111903,67141
1993,"UNITED STATES",7306,32997,2122989,115799
1993,"BRAZIL",7306,174454,2298788,91707
1993,"PERU",7306,36619,3168777,93336
1993,"CANADA",17876,70954,7796047,115497
1993,"CANADA",17876,121672,6388523,101620
1993,"ARGENTINA",25918,189835,914294,115489
1993,"PERU",9629,120868,1794417,113331
1992,"ARGENTINA",11269,48976,4294608,115498
1992,"ARGENTINA",16109,174575,6677459,98974
1992,"ARGENTINA",13769,137070,1456904,66424
1993,"UNITED STATES",26179,41467,4485945,84507
1993,"BRAZIL",28223,12140,1979075,63128
1993,"BRAZIL",28223,159759,176418,109125
1993,"UNITED STATES",13339,190825,1220377,114949
1993,"BRAZIL",13339,185096,4370033,70865
1993,"PERU",23806,8637,4692532,92737
1992,"UNITED STATES",10438,97894,4820535,113513
1992,"UNITED STATES",10438,96727,313717,103423
1992,"ARGENTINA",5365,44771,1331437,102946
1992,"ARGENTINA",5365,152893,2669761,116753
1993,"CANADA",7220,107738,6033242,104743
1993,"UNITED STATES",27412,50347,3305622,77840
1993,"PERU",27412,89114,741289,66186
1993,"UNITED STATES",26096,122664,843330,101199
1992,"BRAZIL",21479,110858,370032,112131
1993,"BRAZIL",29378,175128,5654664,72187
1992,"BRAZIL",5518,189259,2480780,80895
1992,"PERU",11839,127337,4616892,81859
1992,"ARGENTINA",28105,155411,5927229,87984
1993,"BRAZIL",8011,156215,508484,76272
1992,"CANADA",6296,53811,6169775,105888
1993,"PERU",11815,158587,4390407,98734
1993,"CANADA",11815,14541,4104622,87332
1993,"ARGENTINA",24490,84883,1075898,112072
1992,"PERU",4690,18912,869682,109854
1992,"UNITED STATES",22693,188254,6112606,80535
1992,"CANADA",22693,169352,5131073,85281
1993,"BRAZIL",16705,93981,359446,118498
1993,"UNITED STATES",16705,142111,742602,69186
1993,"PERU",15023,35275,1660490,72616
1993,"ARGENTINA",15023,56870,1253232,109612
1992,"UNITED STATES",23336,56887,4248299,110632
1993,"ARGENTINA",28318,47348,3264256,77720
1993,"UNITED STATES",25622,155341,1072389,83780
1993,"PERU",26390,102143,312623,68708
1992,"ARGENTINA",19420,13357,5551429,76221
1992,"PERU",19420,176304,3748894,82818
1993,"PERU",8662,71503,2494854,88470
1992,"UNITED STATES",1468,11856,6618830,106071
1992,"UNITED STATES",1468,63781,1926237,104686
1993,"BRAZIL",545,175405,2812760,88824
1993,"PERU",3715,160613,5696968,100416
1993,"ARGENTINA",3715,199175,4078618,76450
1993,"BRAZIL",8434,59750,6965521,102585
1992,"BRAZIL",11959,28985,1602001,114838
1992,"ARGENTINA",11959,46418,4453434,81864
1992,"ARGENTINA",11959,142987,1096189,121798
1992,"UNITED STATES",21281,64433,3043602,83845
1993,"BRAZIL",27082,8298,3980757,72377
1993,"CANADA",27082,35709,6947212,98682
1993,"CANADA",23128,159778,8284667,110266
1993,"PERU",23128,183603,1133395,101196
1993,"UNITED STATES",23128,10933,5316050,110635
1993,"CANADA",22934,172852,8684923,115491
1993,"CANADA",22934,4876,4167235,106852
1992,"PERU",28910,5897,5538478,108173
1992,"BRAZIL",28910,140279,1941965,79156
1993,"BRAZIL",28054,68745,4411166,102824
1992,"CANADA",5459,171208,6204120,76752
1993,"PERU",21392,92749,3805701,104504
1993,"PERU",2017,52539,3467807,89491
1993,"BRAZIL",17614,35675,3704541,96640
1993,"PERU",16190,185934,3722730,121195
1992,"PERU",27952,43802,7227612,104748
1992,"UNITED STATES",15784,35748,4714472,101024
1992,"CANADA",14569,26050,741798,58563
1992,"ARGENTINA",14569,18505,6486889,85410
1992,"UNITED STATES",29386,176116,1096741,71526
1992,"BRAZIL",29386,125189,4065074,72850
1992,"PERU",29386,39091,96828,61805
1992,"BRAZIL",859,131148,554195,70748
1992,"PERU",859,80738,7431788,103123
1992,"UNITED STATES",19648,13632,4692532,92737
1992,"ARGENTINA",19648,110640,5793746,99038
1992,"PERU",278,185765,166568,111045
1993,"UNITED STATES",5779,96921,1691605,115075
1992,"BRAZIL",1022,160463,2538084,91407
1992,"PERU",20611,73239,109100,72733
1992,"PERU",13046,81092,2762133,64385
1993,"UNITED STATES",23512,91472,1997636,87808
1992,"PERU",11035,119121,1500397,68407
1992,"ARGENTINA",11035,148836,1029117,113089
1993,"BRAZIL",26962,91094,1311873,65105
1993,"CANADA",26962,166109,5585250,70506
1993,"CANADA",26962,163725,1888888,107323
1993,"UNITED STATES",23527,81000,3330495,58860
1993,"UNITED STATES",6277,82904,3019040,113214
1993,"ARGENTINA",925,45894,1070815,110393
1993,"CANADA",8762,84793,1207119,106667
1992,"PERU",13684,64455,3832515,85167
1992,"BRAZIL",17131,104392,5529704,83783
1992,"UNITED STATES",17131,115949,8311696,117896
1992,"CANADA",16138,89759,8311808,104925
1992,"ARGENTINA",16138,166297,3967173,81797
1992,"UNITED STATES",16138,133557,7237002,95433
1992,"PERU",9982,96489,4887229,89128
1992,"CANADA",9982,83058,2544326,62463
1992,"ARGENTINA",23392,158595,810259,99215
1992,"CANADA",7498,84109,5410845,65586
1992,"UNITED STATES",7498,87425,2305069,84745
1992,"PERU",3860,41964,2401509,114357
1992,"CANADA",15709,171772,4314421,110626
1992,"CANADA",13355,62788,3119889,105046
1992,"BRAZIL",10559,178125,571482,72187
1992,"CANADA",10559,133492,591890,91529
1992,"BRAZIL",23614,31764,1288777,101745
1992,"UNITED STATES",23614,52682,5124721,98080
1992,"BRAZIL",19687,79977,4403182,117418
1992,"CANADA",19687,167518,2333870,95130
1992,"UNITED STATES",19687,170043,405146,66782
1993,"ARGENTINA",13489,30288,2127116,73096
1993,"PERU",14108,11527,1701769,86311
1993,"BRAZIL",14108,125295,5677247,79217
1992,"BRAZIL",10625,72079,4782368,63064
1992,"ARGENTINA",21433,13602,6820200,90936
1993,"UNITED STATES",22351,117247,1934287,75854
1993,"CANADA",22351,36768,506313,102285
1992,"PERU",15382,16074,1933606,59404
1993,"PERU",4601,50133,2437042,64987
1992,"UNITED STATES",4445,123320,4721769,80599
1992,"CANADA",15142,26754,5939770,100845
1992,"ARGENTINA",734,19800,3836873,103188
1993,"PERU",22742,7532,4417917,86371
1993,"PERU",22742,144580,3939606,97474
1992,"ARGENTINA",9944,188401,1897495,89364
1992,"CANADA",9944,72536,7019190,90511
1993,"UNITED STATES",2270,97297,122957,77657
1993,"PERU",2270,66383,134938,80962
1992,"ARGENTINA",14899,28318,5129811,74778
1993,"BRAZIL",22964,125260,1773658,77115
1992,"BRAZIL",194,163411,5095560,88464
1992,"CANADA",194,150220,3701421,76213
1992,"ARGENTINA",2509,94622,6911050,96997
1992,"UNITED STATES",8146,147890,6811683,116273
1992,"UNITED STATES",8146,48266,4223196,72855
1992,"BRAZIL",28694,26416,5863646,80544
1992,"CANADA",28694,157042,1774949,65942
1992,"ARGENTINA",15922,154761,3635151,108945
1992,"UNITED STATES",29770,8141,682990,62948
1993,"UNITED STATES",1060,137869,7169793,114411
1992,"CANADA",15673,3699,1958487,96161
1992,"BRAZIL",12590,18468,5684486,83187
1993,"CANADA",11386,182793,4455001,112547
1992,"UNITED STATES",23647,130284,4111067,78856
1993,"BRAZIL",24940,16904,6919420,109254
1992,"ARGENTINA",18739,190182,1852294,76330
1992,"BRAZIL",18739,123275,1752664,77896
1993,"BRAZIL",5338,44728,4414308,100363
1992,"UNITED STATES",22835,153173,5167080,73570
1992,"UNITED STATES",22835,166499,5328927,93929
1992,"ARGENTINA",20281,176738,1393712,108883
1993,"UNITED STATES",17710,146662,2009384,102519
1992,"PERU",20974,93025,2015679,61081
1992,"PERU",4609,25903,5159326,109734
1993,"BRAZIL",24319,45195,3192532,68411
1992,"UNITED STATES",17317,14980,545754,113698
1992,"CANADA",17317,91806,2516920,107868
1992,"BRAZIL",17317,90785,5567070,106546
1992,"CANADA",6868,69292,247212,75677
1992,"ARGENTINA",10240,31661,3478369,95559
1992,"PERU",19942,70562,1455932,91953
1993,"UNITED STATES",8081,83011,4204662,59640
1993,"ARGENTINA",8081,119176,908329,71710
1993,"CANADA",7855,164522,4554898,95191
1992,"PERU",11536,69849,3761361,109130
1993,"ARGENTINA",29195,37424,1225278,81685
1993,"CANADA",29195,195798,2727057,113627
1993,"ARGENTINA",15385,38520,577573,87511
1993,"UNITED STATES",15385,191698,7402157,107381
1992,"ARGENTINA",3320,76581,5710088,93454
1993,"UNITED STATES",1574,107109,1082617,66966
1992,"BRAZIL",3719,185664,3810759,104979
1993,"BRAZIL",17218,98715,6861694,102822
1993,"CANADA",24523,97057,3921066,63243
1992,"PERU",27991,141823,5090958,111889
1992,"PERU",27991,3607,1087632,90636
1992,"UNITED STATES",17893,191482,1288680,94408
1992,"PERU",1112,119484,3319683,90208
1993,"UNITED STATES",29329,139785,3793717,109486
1992,"UNITED STATES",7121,69142,3900101,66668
1993,"PERU",15643,85156,456460,68469
1993,"UNITED STATES",15643,1745,7499253,98804
1992,"ARGENTINA",8257,62372,4838425,80062
1992,"PERU",8257,101911,8990677,114774
1992,"PERU",12274,129286,4210211,78916
1992,"BRAZIL",21562,195747,7429927,110564
1993,"BRAZIL",6314,119002,185822,61260
1993,"CANADA",29546,161938,8917687,119995
1993,"UNITED STATES",29546,173105,4453218,70686
1992,"CANADA",5960,115067,209919,64923
1992,"CANADA",5960,138992,812396,121859
1992,"CANADA",5960,100103,1036914,66186
1992,"PERU",9298,122737,1724535,105583
1992,"UNITED STATES",13711,45905,4349615,111054
1992,"UNITED STATES",13711,94618,3709003,96756
1993,"BRAZIL",25091,126925,3864801,117115
1993,"UNITED STATES",25091,152834,4979344,113209
1992,"BRAZIL",18907,197751,4483218,110925
1992,"ARGENTINA",18907,2806,4873497,102528
1992,"CANADA",3904,6282,1979674,71296
1992,"UNITED STATES",3904,102905,5800016,114474
1992,"CANADA",28646,56575,5383468,91894
1992,"PERU",8573,160147,1792602,72428
1993,"UNITED STATES",20362,77989,6550043,118018
1992,"CANADA",22730,58982,9320585,116458
1993,"PERU",24970,154974,2952151,121738
1993,"ARGENTINA",11644,32645,299751,94658
1992,"UNITED STATES",149,157435,1543172,89545
1992,"ARGENTINA",28765,188846,5943828,116090
1992,"UNITED STATES",769,129774,5411310,108226
1992,"ARGENTINA",13456,1500,127536,84090
1993,"PERU",19127,71676,3448573,98860
1993,"ARGENTINA",2279,117805,1199402,109368
1993,"ARGENTINA",2279,82746,7881325,103724
1993,"PERU",2279,96950,5669518,116817
1993,"BRAZIL",29494,172193,4099215,75911
1993,"PERU",29494,42872,8529889,108892
1992,"UNITED STATES",7355,177889,2429096,118012
1993,"ARGENTINA",8354,160329,2083980,83359
1993,"UNITED STATES",8354,138756,2067552,107685
1992,"CANADA",17659,132742,8522301,106484
1993,"BRAZIL",23371,160973,3284861,122038
1993,"ARGENTINA",23371,138830,7142668,112129
1993,"PERU",23371,114665,7815457,100779
1993,"PERU",21787,189461,4080810,93027
1993,"PERU",21787,59524,2897314,89011
1992,"UNITED STATES",4108,88768,808109,105405
1992,"BRAZIL",4108,77793,1165179,106247
1992,"ARGENTINA",4108,64856,5244048,109251
1993,"ARGENTINA",23641,118896,8823813,114893
1992,"BRAZIL",28831,113644,4251846,99458
1992,"ARGENTINA",28831,2917,1324894,109194
1992,"PERU",18287,15548,799092,87812
1992,"BRAZIL",26245,15345,2298860,75620
1992,"BRAZIL",26245,107626,465581,98017
1992,"CANADA",26245,162580,160972,98554
1993,"UNITED STATES",27559,14615,1564791,91776
1992,"ARGENTINA",22426,116327,3686070,80599
1992,"BRAZIL",17080,7577,1638965,89074
1993,"ARGENTINA",28327,76731,1429370,102463
1993,"PERU",28327,2301,1516158,72198
1992,"BRAZIL",1751,74510,267211,89070
1992,"PERU",1751,73444,5931986,85046
1992,"UNITED STATES",7318,125699,7378223,103481
1992,"PERU",27706,8655,1599613,93819
1992,"ARGENTINA",13598,168145,655095,72788
1992,"CANADA",17075,122751,7918020,106425
1992,"CANADA",17075,70310,1267506,76818
1992,"ARGENTINA",17075,94844,7414202,110330
1993,"CANADA",5977,152531,1710212,95011
1993,"ARGENTINA",5977,178882,541202,117652
1992,"ARGENTINA",29759,197814,8626086,114708
1993,"BRAZIL",26314,119443,5264784,87746
1992,"PERU",8812,105310,3906470,78918
1992,"PERU",82,71295,341898,75977
1992,"CANADA",29659,70022,722190,59521
1993,"BRAZIL",22591,10760,6255325,100245
1993,"BRAZIL",1289,1937,2247172,110335
1993,"CANADA",22543,25646,3771936,94298
1992,"CANADA",24454,60629,6724092,95377
1992,"BRAZIL",3670,174757,6786633,109905
1993,"PERU",4193,145952,3056863,119877
1992,"PERU",17833,169624,2276225,101617
1992,"UNITED STATES",17833,66423,1067074,83365
1992,"ARGENTINA",29549,124954,4274532,118737
1992,"BRAZIL",29549,97215,1697094,72732
1992,"BRAZIL",29549,89749,333838,104324
