"d_year","s_nation","lo_partkey","lo_revenue","lo_supplycost"
1993,"UNITED STATES",162236,4112792,77893
1993,"UNITED STATES",101031,412812,61921
1993,"CANADA",49162,4433528,66669
1993,"ARGENTINA",65028,1290926,59581
1993,"ARGENTINA",54207,557376,69672
1992,"PERU",46547,298708,89612
1993,"CANADA",170744,5625694,108884
1993,"BRAZIL",192683,1816520,106540
1993,"PERU",67463,5378529,85827
1993,"CANADA",99642,321761,98498
1993,"PERU",75178,657306,69190
1993,"BRAZIL",37998,8727442,116159
1993,"CANADA",119573,6529537,95554
1993,"UNITED STATES",97232,116776,73753
1993,"CANADA",173059,1120729,67923
1993,"ARGENTINA",418,3670453,79104
1993,"ARGENTINA",169432,4900667,90085
1993,"PERU",103476,5444449,88768
1993,"UNITED STATES",114292,5167683,78377
1993,"PERU",94004,2844300,59880
1992,"PERU",117130,4201937,68827
1993,"CANADA",99557,443616,93393
1993,"BRAZIL",9735,5921028,98683
1993,"ARGENTINA",8589,1006373,89854
1993,"PERU",188897,4567547,119153
1992,"UNITED STATES",147920,3514705,118075
1992,"CANADA",74909,6979849,113034
1992,"CANADA",171591,7897302,99755
1992,"BRAZIL",55478,2087132,86008
1992,"BRAZIL",101699,2295931,102041
1992,"PERU",165447,4083588,90746
1992,"BRAZIL",178256,4918045,80055
1992,"UNITED STATES",139437,5905720,88585
1993,"BRAZIL",85322,4301082,78439
1992,"PERU",26936,894206,111775
1993,"UNITED STATES",18035,1075017,57181
1993,"BRAZIL",112018,3388732,61800
1993,"PERU",166315,628496,82878
1992,"ARGENTINA",42494,1672074,86189
1992,"PERU",129746,4350563,106544
1993,"BRAZIL",143685,5626853,103720
1992,"ARGENTINA",124645,2429326,100178
1993,"ARGENTINA",113922,2656082,116155
1993,"UNITED STATES",108036,2630955,62641
1992,"CANADA",48781,2464936,103786
1992,"CANADA",58351,1548961,78561
1993,"PERU",125225,1102694,75013
1993,"CANADA",117891,8078422,114533
1993,"ARGENTINA",121804,6145642,109548
1993,"BRAZIL",165212,1057529,76632
1993,"BRAZIL",140956,1725364,119817
1992,"CANADA",79224,3151233,72193
1992,"CANADA",90373,760760,81802
1993,"PERU",83917,6672194,114054
1992,"UNITED STATES",76525,4798857,90091
1993,"BRAZIL",70520,1192416,89431
1992,"BRAZIL",55664,5066296,97179
1992,"BRAZIL",137325,5640004,81739
1993,"ARGENTINA",153601,3929675,99276
1993,"CANADA",155907,761605,117774
1993,"ARGENTINA",58234,2820816,71533
1993,"PERU",172765,3208728,110265
1992,"BRAZIL",172825,9020338,113869
1992,"ARGENTINA",65063,4445331,61683
1993,"PERU",18697,5108811,96941
1992,"ARGENTINA",49321,2543180,76219
1992,"PERU",132748,3045065,106844
1992,"ARGENTINA",132910,2137201,116574
1993,"CANADA",58411,796996,82164
1993,"PERU",168200,4291588,76092
1993,"BRAZIL",126262,765226,77295
1993,"ARGENTINA",73879,6548042,111172
1993,"BRAZIL",126403,1680974,85764
1992,"PERU",135001,2769228,62160
1992,"ARGENTINA",151804,3340440,111348
1992,"ARGENTINA",154881,534302,116152
1992,"BRAZIL",113921,2492176,116095
1993,"ARGENTINA",64480,686128,86668
1993,"PERU",108079,4130866,65224
1993,"BRAZIL",123161,111311,71049
1993,"CANADA",106003,3777696,60540
1993,"UNITED STATES",50638,2958029,95317
1993,"CANADA",120107,2705040,67626
1993,"BRAZIL",34577,687764,90694
1993,"PERU",123429,3273754,87145
1992,"ARGENTINA",111309,3475029,79218
1993,"ARGENTINA",151485,6926451,92188
1993,"BRAZIL",126576,7230795,96154
1992,"PERU",94481,715607,88528
1992,"ARGENTINA",75821,5067032,107809
1992,"BRAZIL",98702,7270492,102042
1992,"PERU",134700,7067167,104082
1992,"UNITED STATES",20448,4606169,82106
1993,"PERU",45084,3832293,61744
1993,"UNITED STATES",165561,772616,97593
1992,"PERU",144530,2314559,94471
1993,"UNITED STATES",191800,6621300,113508
1993,"UNITED STATES",169877,5194249,116812
1993,"ARGENTINA",142614,2385518,99396
1993,"UNITED STATES",105320,5343690,79519
1993,"UNITED STATES",138166,5418720,72249
1992,"ARGENTINA",90374,2273040,81862
1992,"CANADA",148123,333769,70267
1992,"ARGENTINA",101542,4402176,92612
1993,"PERU",189712,7214046,108102
1993,"BRAZIL",45409,6094800,81264
1992,"UNITED STATES",103280,4854648,76996
1992,"CANADA",31019,2161272,57000
1992,"BRAZIL",132755,1251425,107265
1992,"BRAZIL",116655,7281707,100299
1993,"PERU",44935,4895337,112795
1993,"CANADA",8085,4270244,59584
1992,"BRAZIL",83566,7747800,92973
1993,"PERU",125098,1617249,67385
1992,"ARGENTINA",108901,7563204,114594
1992,"PERU",73965,7154762,116337
1992,"UNITED STATES",165477,5818196,92548
1992,"PERU",194924,387632,121135
1992,"CANADA",58766,3415024,103485
1992,"CANADA",73008,1304730,58860
1992,"ARGENTINA",30941,7338004,112316
1993,"CANADA",7012,459505,55140
1993,"CANADA",70272,3577737,74536
1992,"UNITED STATES",180121,349525,72067
1992,"ARGENTINA",110291,4417879,78077
1992,"PERU",45992,1961245,116279
1992,"PERU",26298,2163320,73457
1992,"BRAZIL",188321,4819874,84559
1992,"BRAZIL",187208,963628,77712
1992,"BRAZIL",103907,710854,114654
1992,"UNITED STATES",174941,2751758,120956
1992,"PERU",192741,2200488,110024
1993,"PERU",105856,1094767,111711
1992,"BRAZIL",37920,551802,111475
1992,"ARGENTINA",111677,5903590,101320
1992,"UNITED STATES",189227,2843035,78973
1993,"PERU",140030,2642974,64201
1993,"CANADA",8730,3179136,98323
1992,"UNITED STATES",114252,759750,75975
1993,"CANADA",142543,5631838,95132
1993,"ARGENTINA",106566,155683,94353
1992,"UNITED STATES",185715,3385334,108042
1992,"UNITED STATES",150160,464701,72609
1992,"BRAZIL",4967,2875330,112317
1993,"BRAZIL",573,5010138,88414
1993,"ARGENTINA",187148,3050795,74108
1992,"ARGENTINA",177807,2774425,113088
1992,"BRAZIL",29359,5275793,77301
1992,"CANADA",84708,3483576,101562
1992,"CANADA",59830,7560241,107389
1992,"BRAZIL",150473,140159,91408
1992,"BRAZIL",18232,4140828,69013
1992,"BRAZIL",160623,4736023,101017
1992,"PERU",175711,4852704,107202
1993,"PERU",117685,5952569,102160
1992,"UNITED STATES",77256,1720383,73995
1992,"BRAZIL",90343,1333340,80000
1992,"BRAZIL",50766,7826708,103005
1993,"PERU",34820,8082700,105289
1993,"BRAZIL",5637,3045151,92557
1992,"BRAZIL",98578,4792772,94594
1992,"ARGENTINA",46834,2293709,106849
1993,"CANADA",49911,3498510,111654
1993,"BRAZIL",76645,4877893,97298
1993,"PERU",161920,3353408,118915
1992,"PERU",72790,7377276,105767
1993,"UNITED STATES",169469,6615378,92307
1993,"PERU",125198,234852,73391
1993,"PERU",82942,1828693,115496
1993,"BRAZIL",94355,6611815,80961
1992,"UNITED STATES",61796,799794,105467
1992,"CANADA",92763,6301422,105345
1993,"PERU",90735,4970102,103543
1993,"BRAZIL",194116,5343845,72606
1993,"PERU",94010,2439744,60240
1993,"UNITED STATES",172744,7604873,109004
1993,"PERU",143596,6492776,98375
1993,"BRAZIL",198675,1775443,106420
1993,"ARGENTINA",120040,2590737,63602
1992,"BRAZIL",163362,3041718,85521
1992,"PERU",37942,4741208,112796
1992,"BRAZIL",121658,957400,100779
1992,"ARGENTINA",148212,2522940,75612
1992,"BRAZIL",194748,7042952,110564
1992,"PERU",5910,168879,108954
1992,"CANADA",116797,6964953,108827
1992,"PERU",101860,7480953,111711
1992,"ARGENTINA",162836,7257328,113929
1993,"CANADA",83825,2930288,108529
1992,"PERU",144562,7084929,96393
1992,"CANADA",119557,6076023,94593
1992,"PERU",66506,6331750,88350
1992,"ARGENTINA",176114,4522418,71406
1992,"BRAZIL",175642,8079778,103058
1993,"BRAZIL",163103,433789,69966
1993,"ARGENTINA",14412,2339787,79584
1992,"PERU",170038,3975611,66481
1992,"BRAZIL",102901,5410883,114234
1992,"BRAZIL",51390,2342066,80483
1992,"ARGENTINA",8045,1571562,57182
1992,"BRAZIL",94349,4819903,80600
1992,"BRAZIL",102485,3239731,89248
1993,"UNITED STATES",108867,7743550,112551
1992,"ARGENTINA",80368,1067901,80901
1993,"BRAZIL",78841,2620569,109190
1993,"BRAZIL",78343,4844032,79280
1993,"UNITED STATES",108845,3270173,111230
1993,"BRAZIL",153627,2294046,100837
1993,"BRAZIL",9741,817116,99044
1992,"UNITED STATES",147707,5158818,105282
1992,"CANADA",55568,2564151,91413
1992,"CANADA",100185,5575086,71110
1993,"CANADA",130182,1895849,72730
1993,"UNITED STATES",121976,2571387,119878
1992,"UNITED STATES",162719,6392775,106902
1992,"ARGENTINA",193727,7290162,109243
1992,"PERU",49518,5715951,88050
1992,"CANADA",26732,4377388,99523
1992,"CANADA",60453,3943525,84807
1993,"PERU",132860,7760726,113571
1993,"UNITED STATES",171752,729500,109425
1992,"PERU",45074,3668652,61144
1993,"PERU",92524,1584763,90991
1993,"UNITED STATES",111071,3012482,64924
1993,"ARGENTINA",158396,7199230,87263
1992,"ARGENTINA",166791,1081233,111467
1992,"CANADA",15915,3295638,109854
1993,"PERU",178590,5769984,100115
1993,"ARGENTINA",104977,9117062,118918
1993,"CANADA",180704,6646222,107082
1992,"ARGENTINA",75850,1265314,109551
1993,"CANADA",191631,6246256,103357
1993,"CANADA",61123,1951416,65047
1992,"CANADA",58922,7360039,112855
1992,"CANADA",80474,2094436,87268
1992,"PERU",137786,3392230,109426
1992,"CANADA",152864,184018,115011
1993,"BRAZIL",108812,5174742,109248
1993,"UNITED STATES",157323,2186426,82819
1992,"ARGENTINA",174534,1775817,96511
1993,"UNITED STATES",160654,7897677,102879
1992,"PERU",72513,4804139,89130
1992,"PERU",52699,1471655,99101
1993,"PERU",52001,87676,57180
1993,"PERU",151798,4128731,110987
1993,"PERU",174832,549167,114409
1992,"ARGENTINA",158879,7142988,116272
1992,"PERU",192865,7745294,117471
1993,"CANADA",1184,97666,65110
1993,"BRAZIL",42295,1495883,74237
1993,"BRAZIL",11717,2547302,97722
1993,"BRAZIL",28456,5986361,83067
1993,"UNITED STATES",14445,4983707,81566
1993,"PERU",174249,917005,79394
1993,"BRAZIL",129479,4480155,90508
1992,"ARGENTINA",84929,1033516,114835
1992,"ARGENTINA",80146,2932468,67568
1993,"UNITED STATES",159201,4113292,75612
1993,"BRAZIL",22727,1841087,98983
1993,"ARGENTINA",101397,4681809,83903
1992,"UNITED STATES",139855,7844679,113691
1993,"ARGENTINA",18911,7822865,109794
1993,"CANADA",199134,2693155,73987
1992,"BRAZIL",20267,3141489,71235
1992,"CANADA",183390,571675,88403
1993,"CANADA",109622,6172418,97897
1993,"BRAZIL",83234,1550751,73033
1993,"UNITED STATES",6116,2913013,61326
1993,"ARGENTINA",53500,4970970,87210
1993,"PERU",61390,254061,81083
1992,"PERU",54702,5606272,99402
1992,"CANADA",93046,4047060,62342
1992,"UNITED STATES",77393,4165985,82223
1992,"PERU",133652,3964648,101139
1992,"ARGENTINA",47987,2848290,116098
1993,"UNITED STATES",193868,4237617,117711
1992,"PERU",65152,552989,67029
1992,"ARGENTINA",112305,638890,79038
1993,"BRAZIL",80655,2613768,98139
1993,"ARGENTINA",6928,6113953,110095
1993,"CANADA",96612,5385626,96516
1992,"BRAZIL",918,1860744,109134
1993,"CANADA",166817,8318904,113028
1993,"ARGENTINA",96046,1682894,62522
1993,"CANADA",43789,4505228,103966
1992,"BRAZIL",25822,7120618,104869
1993,"UNITED STATES",126439,4079757,87925
1993,"UNITED STATES",40197,3120449,68231
1993,"BRAZIL",183092,5522923,70505
1992,"BRAZIL",90231,5280598,73273
1992,"CANADA",108184,3004293,71530
1992,"UNITED STATES",36830,812741,106009
1993,"UNITED STATES",184632,5268337,102997
1992,"UNITED STATES",89606,1702505,95736
1992,"ARGENTINA",148180,491272,73690
1992,"ARGENTINA",131468,7197408,89967
1993,"ARGENTINA",15252,2171085,70035
1992,"UNITED STATES",116598,450470,96875
1993,"PERU",121407,1662657,85704
1993,"BRAZIL",164270,6404496,80056
1992,"UNITED STATES",45263,5799648,72495
1992,"PERU",61715,5516375,100602
1992,"BRAZIL",42444,5961692,83186
1992,"ARGENTINA",33158,4551186,65469
1992,"CANADA",36710,1378296,98802
1993,"PERU",45157,409999,66129
1992,"BRAZIL",144042,4743822,65162
1993,"CANADA",143495,150772,92309
1993,"ARGENTINA",107031,1814476,62281
1992,"UNITED STATES",18611,1280283,91776
1992,"PERU",161138,356141,71947
1992,"UNITED STATES",105930,7840516,116155
1993,"ARGENTINA",10177,4544370,65230
1992,"ARGENTINA",162109,5336702,70266
1993,"CANADA",105984,3979960,119398
1993,"ARGENTINA",7020,3946324,55621
1992,"UNITED STATES",26316,5600333,74538
1992,"ARGENTINA",160722,7337675,106963
1993,"UNITED STATES",118831,3729257,110989
1993,"BRAZIL",46977,6127844,115438
1993,"CANADA",142115,2443816,69426
1993,"UNITED STATES",38532,4221891,88231
1992,"BRAZIL",83037,2928506,61201
1992,"UNITED STATES",185919,6898895,120294
1992,"CANADA",134019,5159749,63180
1993,"BRAZIL",160917,4845879,118674
1993,"CANADA",55121,511157,64567
1993,"PERU",97219,904860,72972
1992,"UNITED STATES",191280,6380565,82276
1992,"PERU",121733,3333987,105283
1993,"UNITED STATES",154880,5340268,116092
1992,"UNITED STATES",197075,661047,70324
1992,"PERU",61864,7641224,109551
1992,"UNITED STATES",166136,1437747,72127
1992,"UNITED STATES",31790,5924679,103307
1992,"ARGENTINA",86287,2177308,76396
1992,"PERU",144071,2910332,66904
1992,"ARGENTINA",188742,6063410,109844
1992,"CANADA",151930,5589042,118915
1992,"UNITED STATES",36713,4203461,98982
1993,"BRAZIL",38704,887058,98562
1993,"CANADA",171888,194028,117592
1993,"CANADA",142861,6945281,114231
1993,"CANADA",130256,236670,77175
1993,"ARGENTINA",17086,674069,60184
1993,"UNITED STATES",161169,664286,73809
1993,"ARGENTINA",115064,3418462,64743
1992,"PERU",58036,3244513,59641
1993,"BRAZIL",172941,956621,120836
1993,"ARGENTINA",9958,849917,112077
1992,"BRAZIL",81368,1003923,80961
1992,"BRAZIL",96552,4013841,92913
1992,"ARGENTINA",25917,8315209,110574
1993,"BRAZIL",15267,4043329,70935
1993,"PERU",104813,1068872,109068
1993,"ARGENTINA",71960,7573283,115917
1993,"PERU",26694,6858760,97241
1992,"BRAZIL",14213,628983,67632
1993,"UNITED STATES",71998,4763435,118199
1993,"CANADA",59722,2055061,100903
1993,"BRAZIL",4011,1998381,54900
1992,"UNITED STATES",170592,2753249,99755
1992,"UNITED STATES",126984,6038972,120658
1993,"ARGENTINA",54927,5775612,112915
1993,"UNITED STATES",157021,426895,64681
1993,"ARGENTINA",82893,5909053,112553
1993,"CANADA",68860,4169800,109731
1992,"BRAZIL",83630,7048335,96817
1993,"CANADA",125525,2651389,93031
1993,"UNITED STATES",156862,9026317,115131
1993,"UNITED STATES",87377,4546080,81862
1992,"ARGENTINA",8727,7534126,98143
1992,"BRAZIL",154466,6854233,91227
1992,"BRAZIL",174312,2744893,83178
1993,"CANADA",99146,632117,68708
1992,"UNITED STATES",196582,7073536,100714
1992,"PERU",159444,4378017,90206
1992,"BRAZIL",62286,3235541,74896
1992,"BRAZIL",181043,2535834,67442
1992,"UNITED STATES",53177,3363385,67810
1993,"PERU",44958,1967650,114177
1993,"ARGENTINA",177899,6262787,118613
1993,"UNITED STATES",196883,3421232,118792
1993,"PERU",135659,2836844,101679
1992,"PERU",119228,3212838,74833
1992,"ARGENTINA",37924,847173,111715
1992,"ARGENTINA",102401,4532982,84204
1992,"UNITED STATES",144149,1052349,71588
1992,"BRAZIL",18643,6246560,93698
1993,"CANADA",64349,650103,78800
1993,"UNITED STATES",137051,3264150,65283
1992,"PERU",52523,6135212,88531
1993,"BRAZIL",128790,3972237,109127
1993,"UNITED STATES",110959,9357262,118197
1993,"PERU",152868,2212830,115251
1992,"PERU",80835,6555146,108949
1992,"ARGENTINA",166023,588070,65341
1992,"PERU",91270,3973000,75676
1992,"CANADA",159303,528572,81738
1993,"CANADA",15207,313093,67332
1993,"UNITED STATES",97804,2054052,108108
1992,"CANADA",15096,3235488,60665
1993,"BRAZIL",47769,2008609,103005
1992,"PERU",125293,3708349,79097
1992,"UNITED STATES",20336,1618153,75379
1993,"UNITED STATES",1752,5239080,99225
1993,"PERU",108677,1820523,101140
1992,"PERU",46664,1025990,96639
1992,"BRAZIL",76090,3582062,63965
1993,"CANADA",152642,3050352,101678
1992,"PERU",163334,2256687,83839
1993,"UNITED STATES",50987,7651145,116278
1993,"UNITED STATES",150036,4424486,65161
1992,"BRAZIL",95676,486455,100300
1993,"PERU",121368,5037819,83361
1993,"CANADA",53824,5280125,106669
1993,"PERU",152450,4801830,90147
1993,"PERU",192875,2481484,118072
1992,"BRAZIL",142654,4122859,101799
1993,"UNITED STATES",16575,5441247,89494
1993,"PERU",181768,4211903,110985
1992,"BRAZIL",43494,4369969,86249
1992,"BRAZIL",4536,3633016,86431
1992,"ARGENTINA",30869,6110524,107991
1993,"CANADA",102295,1809719,77837
1992,"CANADA",121720,654886,104503
1992,"UNITED STATES",140078,2314404,67084
1993,"BRAZIL",64450,127300,84867
1993,"BRAZIL",57822,982460,106789
1993,"CANADA",98264,3786780,75735
1993,"UNITED STATES",187774,2829890,111706
1993,"CANADA",102664,4029983,99999
1993,"BRAZIL",167280,619748,80836
1993,"BRAZIL",61485,5930568,86788
1992,"UNITED STATES",65803,4536972,106128
1993,"PERU",121745,3222533,106004
1992,"PERU",182199,5775604,76871
1993,"BRAZIL",18728,918869,98803
1993,"UNITED STATES",154557,5479270,96693
1992,"BRAZIL",14496,5077764,84629
1992,"UNITED STATES",188392,2072546,88823
1992,"UNITED STATES",73357,3510793,79821
1992,"BRAZIL",104845,5616114,110990
1992,"CANADA",128631,1872062,99577
1992,"BRAZIL",199676,1377919,106540
1992,"ARGENTINA",148729,2961681,106663
1992,"ARGENTINA",189992,197789,124919
1993,"ARGENTINA",53423,1734289,82585
1992,"CANADA",193443,442494,92186
1992,"ARGENTINA",174624,4946381,101917
1992,"ARGENTINA",85363,501589,80901
1992,"BRAZIL",157292,4587586,80957
1992,"ARGENTINA",109763,6332298,106365
1992,"PERU",130390,3068042,85223
1993,"PERU",82604,4398055,95196
1993,"BRAZIL",14929,1051034,110635
1993,"CANADA",199601,2940337,102036
1992,"UNITED STATES",67382,5157330,80962
1992,"BRAZIL",115367,5977324,82941
1992,"CANADA",169695,4018199,105881
1992,"UNITED STATES",86214,3271772,72012
1992,"BRAZIL",70841,7254607,108710
1992,"BRAZIL",90562,5086186,93153
1993,"BRAZIL",2752,466639,99285
1993,"PERU",45090,5020186,62105
1993,"BRAZIL",16064,1210374,58803
1992,"UNITED STATES",144725,7533698,106183
1993,"PERU",107827,5574183,110089
1993,"CANADA",152208,2444788,75612
1993,"CANADA",96628,3587160,97477
1993,"PERU",101540,6243237,92492
1992,"UNITED STATES",20524,4616685,86671
1992,"ARGENTINA",31149,100453,64808
1992,"PERU",58450,3077463,84507
1992,"CANADA",177547,2894930,97472
1993,"UNITED STATES",80038,1893535,61081
1993,"PERU",193561,785916,99273
1993,"PERU",121269,2935341,77415
1993,"BRAZIL",7839,1572147,104809
1992,"BRAZIL",54289,361794,74596
1992,"BRAZIL",96020,1930438,60961
1993,"UNITED STATES",83590,5919845,94415
1993,"BRAZIL",41707,5269245,98922
1993,"BRAZIL",42156,4396992,65889
1992,"UNITED STATES",74365,1028628,80361
1993,"PERU",6008,2221020,54840
1993,"CANADA",87925,1231920,114775
1993,"BRAZIL",72495,7117326,88049
1992,"ARGENTINA",97823,5948618,109249
1992,"ARGENTINA",59864,165971,109431
1992,"BRAZIL",76029,4723594,60301
1992,"UNITED STATES",106597,5484277,96215
1992,"ARGENTINA",195597,4400734,101555
1992,"UNITED STATES",173341,3603738,84860
1993,"PERU",131467,4738130,89907
1993,"CANADA",69640,6436950,96578
1993,"BRAZIL",186581,2761512,100054
1992,"PERU",135478,5285037,90808
1993,"PERU",31665,5157211,95799
1993,"ARGENTINA",162773,2726118,110146
1993,"PERU",117100,914904,67026
1993,"CANADA",176482,3428656,93508
1993,"UNITED STATES",121975,5088279,119818
1992,"CANADA",164521,4865960,95131
1993,"BRAZIL",114868,6145655,112971
1992,"CANADA",4537,4376485,86491
1993,"BRAZIL",179819,3076072,113928
1993,"BRAZIL",41134,808497,64507
1992,"CANADA",55312,601972,76038
1992,"BRAZIL",34530,3624711,87871
1992,"PERU",196513,7807733,96570
1992,"UNITED STATES",178549,1139278,97652
1992,"BRAZIL",324,1559783,73459
1992,"ARGENTINA",74605,2132460,94776
1992,"BRAZIL",141277,1252356,79096
1992,"CANADA",30664,605970,95679
1993,"ARGENTINA",176540,3685711,96992
1993,"PERU",85924,1390421,114595
1992,"BRAZIL",89560,1785093,92973
1993,"BRAZIL",164553,5548196,97053
1992,"CANADA",161424,1871629,89125
1993,"CANADA",22254,1312695,70575
1992,"ARGENTINA",150465,5864830,90927
1992,"ARGENTINA",128769,2092592,107865
1992,"CANADA",54980,6321579,116098
1992,"UNITED STATES",20930,1421514,111055
1992,"ARGENTINA",154876,2224362,115852
1993,"UNITED STATES",144916,882409,117654
1993,"UNITED STATES",2026,2529782,55681
1993,"CANADA",37676,4066448,96820
1992,"ARGENTINA",34875,5994289,108592
1992,"PERU",188123,1225653,72667
1992,"UNITED STATES",12268,118026,70815
1992,"BRAZIL",172804,3094843,112608
1993,"BRAZIL",123438,6941792,87685
1993,"BRAZIL",75153,2874526,67689
1992,"ARGENTINA",141319,4040120,81618
1993,"ARGENTINA",96783,3550661,106786
1992,"CANADA",15437,4503591,81145
1993,"UNITED STATES",190581,1654864,100294
1992,"BRAZIL",143785,4789574,109726
1992,"ARGENTINA",135835,6980066,112249
1993,"BRAZIL",199013,3596240,66720
1993,"ARGENTINA",87308,5783514,77718
1992,"UNITED STATES",145350,6358609,83721
1993,"ARGENTINA",106072,4813582,64684
1992,"BRAZIL",172993,3718782,123959
1992,"UNITED STATES",94389,124504,83002
1993,"CANADA",25731,477138,99403
1993,"UNITED STATES",50349,3987674,77960
1993,"CANADA",59422,4544871,82885
1993,"BRAZIL",88959,3479038,116877
1993,"UNITED STATES",90898,8704005,113333
1993,"CANADA",120433,2819654,87205
1993,"PERU",10633,5223643,92617
1993,"UNITED STATES",94503,5723445,89850
1993,"PERU",47566,5569900,90813
1993,"CANADA",184063,4267063,68823
