"s_nation","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"UNITED STATES",26897,19970706,129486,4801040,90928
"PERU",14725,19960206,50131,1508176,64867
"ARGENTINA",14725,19960206,137099,1922264,68165
"PERU",5606,19931210,133261,1682538,77655
"ARGENTINA",8750,19950503,27039,676221,57961
"PERU",26587,19960323,8022,744016,55801
"ARGENTINA",26587,19960323,187872,6585163,117592
"BRAZIL",749,19960914,36367,237211,78201
"UNITED STATES",749,19960914,9576,6845506,89134
"PERU",749,19960914,108666,7129027,100479
"BRAZIL",1492,19960126,137941,4369499,118736
"UNITED STATES",1492,19960126,23675,4073411,95920
"CANADA",1492,19960126,91955,7028489,116817
"UNITED STATES",28448,19970205,180929,3382695,120595
"UNITED STATES",20306,19920927,17510,2353963,85650
"CANADA",22135,19930412,17878,1652200,107752
"ARGENTINA",4489,19940130,82745,6401276,103664
"ARGENTINA",27046,19940108,28574,1914274,90154
"BRAZIL",27295,19961113,24472,6568994,83788
"UNITED STATES",27295,19961113,90456,3193761,86787
"PERU",5065,19970821,148150,1821188,71889
"UNITED STATES",5065,19970821,141690,5757869,103901
"ARGENTINA",16867,19930805,108989,6948974,119878
"BRAZIL",16867,19930805,165850,4582713,114951
"UNITED STATES",17459,19941217,88455,141458,86607
"CANADA",17459,19941217,139664,6046289,102219
"CANADA",26548,19950825,53483,1910518,86188
"ARGENTINA",26821,19950726,2357,740497,75561
"ARGENTINA",28976,19920409,88674,1546283,99760
"BRAZIL",5023,19951110,9358,4220275,76041
"UNITED STATES",21350,19930217,182257,5196290,80355
"PERU",27148,19920130,59901,7875328,111654
"CANADA",3604,19931221,191052,1357943,68583
"CANADA",3604,19931221,199869,3179708,118131
"CANADA",850,19971109,89767,5509199,105405
"PERU",850,19971109,83873,4345075,111412
"PERU",17644,19920603,95767,662797,105765
"BRAZIL",17644,19920603,131989,2548455,121258
"CANADA",29240,19960810,177060,517362,68223
"UNITED STATES",25244,19951115,185221,752382,78373
"UNITED STATES",8764,19940715,119225,3135434,74653
"UNITED STATES",19031,19930702,118958,9884750,118617
"UNITED STATES",17336,19921224,182676,4801169,105520
"CANADA",29243,19920411,69090,1849171,63545
"BRAZIL",27932,19941024,8532,3457272,86431
"UNITED STATES",2779,19960405,83220,2684383,72193
"CANADA",8953,19951115,94886,7279005,112852
"UNITED STATES",8953,19951115,177363,3312828,86421
"UNITED STATES",3631,19920603,10711,1748203,97302
"PERU",12175,19930221,172398,3784783,88223
"ARGENTINA",18472,19961102,62126,626757,65287
"UNITED STATES",10439,19920627,190046,2894629,68162
"UNITED STATES",709,19950317,63179,3222061,68530
"CANADA",6613,19920101,94870,2480277,111892
"ARGENTINA",6613,19920101,63369,3593374,79941
"PERU",29383,19941019,83475,1645154,87508
"BRAZIL",27683,19921103,133262,1165734,77715
"BRAZIL",23176,19960417,185925,5103714,120655
"CANADA",23176,19960417,28881,4072230,108592
"UNITED STATES",17827,19931226,182485,6081822,94048
"ARGENTINA",23326,19950715,128765,500459,107625
"CANADA",23326,19950715,148043,2459204,65462
"BRAZIL",18112,19930521,2546,3427245,86912
"UNITED STATES",28465,19941105,133508,4037188,92490
"BRAZIL",18230,19920916,149926,5014884,118555
"CANADA",9715,19951015,139710,2771540,104982
"PERU",20600,19980123,173707,5078556,106842
"BRAZIL",20600,19980123,90182,3399322,70330
"PERU",27973,19950729,21372,1702074,77602
"CANADA",27973,19950729,1127,299182,61687
"PERU",27973,19950729,137109,3878402,68766
"CANADA",10225,19950923,9770,7055034,100786
"PERU",8942,19970621,80467,429895,86847
"PERU",16376,19941109,150138,4308159,71287
"BRAZIL",19447,19950704,96369,3174462,81921
"CANADA",29683,19960505,154659,5259191,102819
"UNITED STATES",29915,19941030,35345,4816639,76820
"BRAZIL",29803,19940521,74334,3935456,78499
"UNITED STATES",25910,19940623,194289,1029160,82996
"PERU",10412,19961016,66426,2433950,83545
"BRAZIL",1691,19960407,135307,5867193,80538
"BRAZIL",29044,19970106,88366,3412987,81261
"UNITED STATES",22418,19941212,80604,4665062,95076
"ARGENTINA",18886,19941222,49179,4878207,67690
"PERU",16126,19951003,94647,8044036,98498
"PERU",16126,19951003,44512,4078228,87390
"PERU",26555,19970517,98093,198578,65465
"CANADA",29539,19950108,159080,1215398,68344
"PERU",21409,19930729,185663,3023433,104919
"BRAZIL",6115,19960226,27321,2246976,74899
"UNITED STATES",5089,19940926,3671,869217,94480
"CANADA",5089,19940926,49144,2892448,65588
"PERU",5089,19940926,157970,3613842,121678
"PERU",29974,19980407,49146,2444352,65708
"BRAZIL",29974,19980407,133109,5482080,68526
"ARGENTINA",21418,19951222,74397,4251309,82283
"PERU",11131,19970621,161298,6184769,81557
"ARGENTINA",6842,19970423,160455,5237395,90927
"PERU",18145,19940518,142076,424866,67084
"BRAZIL",8753,19950617,174151,3881275,73509
"UNITED STATES",9100,19960707,42078,2320659,61204
"BRAZIL",2953,19920923,141443,6345981,89066
"UNITED STATES",23821,19921109,174245,5354795,79154
"UNITED STATES",23821,19921109,128842,6714444,112250
"ARGENTINA",2333,19970811,159495,3575327,93269
"ARGENTINA",27586,19941123,47911,5643650,111534
"ARGENTINA",27586,19941123,93452,910633,86727
"BRAZIL",23984,19931205,98598,1162317,95795
"BRAZIL",23713,19950319,87759,985167,104805
"UNITED STATES",29755,19950513,175980,1891501,123358
"UNITED STATES",7879,19960319,136286,1338147,79336
"UNITED STATES",1960,19971213,143397,6637317,86423
"CANADA",29774,19961120,119269,4650618,77295
"PERU",8786,19970307,58688,6548846,98800
"ARGENTINA",28126,19930506,92329,1563121,79279
"PERU",574,19961226,116203,3701491,73152
"CANADA",574,19961226,139856,2390666,113751
"CANADA",8869,19920528,135535,4240431,94231
"CANADA",8869,19920528,1634,147420,92137
"BRAZIL",19720,19980427,18097,2009878,60905
"UNITED STATES",19720,19980427,154336,3036480,83419
"UNITED STATES",7660,19940327,180579,2567354,99574
"CANADA",7660,19940327,187794,7098111,112907
"ARGENTINA",7660,19940327,48442,261402,83426
"BRAZIL",1108,19920603,92688,4532793,100840
"BRAZIL",9730,19921006,96652,148378,98919
"PERU",25339,19921210,4228,4642102,67933
"PERU",25339,19921210,55001,2870868,57360
"UNITED STATES",6329,19970122,60637,891477,95857
"CANADA",6329,19970122,56495,3962567,87089
"ARGENTINA",4547,19930720,45384,749770,79762
"ARGENTINA",4547,19930720,162500,2850000,93750
"BRAZIL",7987,19980707,199146,4447640,74708
"PERU",7987,19980707,116078,689264,65644
"ARGENTINA",29926,19980507,111310,5038155,79278
"PERU",8293,19970819,31701,1485757,97962
"CANADA",5305,19980603,152273,5546254,79516
"UNITED STATES",5305,19980603,195221,5626840,78973
"CANADA",5305,19980603,68318,604565,77178
"PERU",23584,19970216,173998,406110,124319
"BRAZIL",23584,19970216,141336,5744843,82639
"UNITED STATES",29828,19960820,125802,5381043,109668
"BRAZIL",10409,19980228,164717,3934015,106902
"PERU",7502,19950224,182309,1908863,83478
"CANADA",14626,19970105,45738,4525866,101023
"ARGENTINA",14626,19970105,109004,471045,60780
"BRAZIL",27677,19960620,15001,1917188,54960
"ARGENTINA",15539,19940424,154755,4828413,108585
"BRAZIL",29464,19960501,190322,2160849,84739
"ARGENTINA",19903,19920917,183458,7175449,92487
"CANADA",19903,19920917,168724,3194627,107563
"PERU",15967,19980416,165958,400742,121437
"UNITED STATES",15967,19980416,1635,5163076,92197
"UNITED STATES",8117,19960813,172434,4672945,90385
"UNITED STATES",23221,19950222,130445,1012151,88526
"UNITED STATES",23221,19950222,167125,4034134,71527
"PERU",23221,19950222,106211,1771040,73032
"CANADA",23221,19950222,82129,4752260,66667
"CANADA",19673,19980717,186402,6563844,89304
"BRAZIL",19673,19980717,72943,8449295,114956
"BRAZIL",19673,19980717,172923,1271401,119755
"BRAZIL",5368,19920409,87373,1897716,81622
"BRAZIL",5368,19920409,67312,1513423,76758
"BRAZIL",9463,19980205,170299,3779240,82157
"UNITED STATES",26602,19960906,139604,6114192,98616
"CANADA",23719,19930609,169193,2412045,75731
"BRAZIL",23719,19930609,18904,8224924,109374
"CANADA",23521,19970910,112716,8131851,103722
"UNITED STATES",3266,19930521,147844,6401986,113510
"ARGENTINA",29638,19971115,37424,2875319,81685
"CANADA",8855,19920528,58264,4048125,73335
"PERU",13190,19920819,111784,6920936,107746
"CANADA",12571,19960826,138602,1640600,98436
"ARGENTINA",12571,19960826,152611,161370,99816
"CANADA",6271,19961107,187641,3733862,103718
"BRAZIL",18682,19971130,114474,3898302,89308
"PERU",18682,19971130,192002,656400,65640
"UNITED STATES",5924,19930303,158367,5900990,85521
"ARGENTINA",13630,19960111,159523,1228035,94951
"PERU",27049,19960829,9693,317332,96161
"UNITED STATES",15076,19930628,182281,777069,81796
"ARGENTINA",15076,19930628,155497,3725976,93149
"UNITED STATES",7939,19961009,49034,471854,58981
"BRAZIL",4822,19970217,155118,4691266,70386
"CANADA",15004,19920327,21600,4914768,91296
"PERU",15004,19920327,8771,7186056,100786
"UNITED STATES",20650,19960628,190223,252138,78793
"PERU",22817,19970515,93081,1798009,64444
"PERU",22010,19930127,51112,1837054,63786
"ARGENTINA",13652,19930507,63505,6418813,88110
"UNITED STATES",13652,19930507,113136,4033446,68947
"PERU",6842,19950104,23176,1632267,65950
"BRAZIL",1591,19930618,101478,673158,88768
"CANADA",1591,19930618,137992,2892735,121799
"CANADA",16600,19930602,37321,3978807,75499
"CANADA",18466,19931114,189949,9493304,122336
"CANADA",18466,19931114,56730,7372696,101203
"ARGENTINA",18466,19931114,53884,7112595,110272
"ARGENTINA",23263,19920219,135094,420021,67745
"ARGENTINA",23263,19920219,117010,99619,61620
"UNITED STATES",23263,19920219,181284,1774864,81916
"ARGENTINA",5603,19971116,133273,5111434,78376
"CANADA",25726,19961010,20658,1742829,94719
"ARGENTINA",15877,19940609,96443,4750152,86366
"BRAZIL",6235,19970127,138329,1218282,82039
"ARGENTINA",6235,19970127,178139,5904297,73027
"PERU",2878,19921007,95501,1723968,89790
"ARGENTINA",24986,19960918,109101,4534758,66606
"CANADA",14503,19920513,183483,7832400,93988
"UNITED STATES",5674,19950612,28495,6417092,85409
"UNITED STATES",27521,19920703,127636,3260714,99817
"UNITED STATES",1696,19960524,73230,4981372,72193
"ARGENTINA",3205,19920821,138940,1315995,118736
"BRAZIL",3205,19920821,162936,9594864,119935
"ARGENTINA",28336,19931122,114376,2905873,83422
"ARGENTINA",4154,19960317,9762,2785152,100305
"PERU",4154,19960317,68535,691623,90211
"BRAZIL",4154,19960317,136116,790347,69126
"CANADA",27778,19951007,195824,921513,115189
"ARGENTINA",8716,19980130,49740,963151,101384
"CANADA",8716,19980130,25254,2889162,70755
"ARGENTINA",8716,19980130,101926,8879999,115675
"PERU",3562,19950529,86626,2641471,96757
"ARGENTINA",8251,19930228,140721,1409376,105703
"PERU",8251,19930228,76379,623470,81322
"CANADA",5203,19980617,72505,143317,88650
"ARGENTINA",29044,19980419,47037,4345476,59041
"UNITED STATES",667,19940109,65248,2496847,72794
"ARGENTINA",21155,19980515,155079,3334165,68044
"ARGENTINA",21155,19980515,3066,290718,58143
"PERU",18346,19960813,69664,6243848,98019
"ARGENTINA",18346,19960813,31921,4876885,111175
"UNITED STATES",18346,19960813,120952,7080917,118377
"PERU",18346,19960813,30658,7015478,95319
"UNITED STATES",802,19920213,69662,2349590,97899
"ARGENTINA",13766,19970714,159653,7706925,102759
"PERU",25522,19970603,48772,3957771,103246
"BRAZIL",25522,19970603,95002,2247238,59820
"UNITED STATES",26357,19950224,32622,1131763,93277
"UNITED STATES",26357,19950224,199283,270926,82936
"PERU",2624,19980303,95318,5662992,78798
"UNITED STATES",2624,19980303,4570,4662590,88474
"BRAZIL",27902,19920304,74334,3626690,78499
"PERU",17167,19971120,120334,3904533,81259
"UNITED STATES",3236,19950325,64416,372710,82824
"UNITED STATES",3236,19950325,34970,942960,114298
"ARGENTINA",18308,19961027,162806,1614643,112128
"UNITED STATES",17323,19960804,75546,4518973,91292
"BRAZIL",17323,19960804,95696,828928,101501
"UNITED STATES",17323,19960804,161033,503253,65641
"ARGENTINA",478,19980316,10259,4398718,70155
"ARGENTINA",17605,19931129,7976,4286031,113038
"BRAZIL",4870,19920109,43509,2939860,87150
"ARGENTINA",20555,19960820,78993,7986559,118319
"UNITED STATES",9725,19920815,26561,2356295,89253
"CANADA",9725,19920815,118956,6941949,118497
"PERU",22873,19961208,139168,666352,72429
"UNITED STATES",28231,19980313,101331,1332330,79939
"BRAZIL",14248,19950717,50292,5192772,74537
"ARGENTINA",14248,19950717,47117,1225854,63846
"UNITED STATES",14392,19971212,93627,3387095,97237
"UNITED STATES",28720,19940930,85171,3954101,69370
"UNITED STATES",521,19961116,194040,3266035,68042
"BRAZIL",2819,19930303,173759,7288846,109965
"UNITED STATES",12184,19980206,129214,4412152,74592
"ARGENTINA",21818,19951023,176820,8558451,113809
"ARGENTINA",21818,19951023,1622,2285430,91417
"UNITED STATES",1924,19960328,64943,5609343,114476
"CANADA",10810,19940505,152822,2437266,112489
"UNITED STATES",1051,19950523,100762,7033412,105765
"UNITED STATES",7565,19920218,186943,8495298,121796
"CANADA",20653,19960612,31638,6592446,94177
"ARGENTINA",21793,19940618,7317,797025,73458
"CANADA",1666,19970404,55380,5897038,80122
"PERU",13684,19980521,188627,2230306,102937
"UNITED STATES",13684,19980521,90140,4633574,67808
"ARGENTINA",13684,19980521,171401,1660867,88344
"UNITED STATES",520,19941001,163032,4248716,65701
"ARGENTINA",2437,19940621,113429,2817046,86545
"UNITED STATES",28171,19940202,151032,2239706,64981
"CANADA",29341,19960330,189040,2987439,67742
"UNITED STATES",13649,19951025,161210,3546675,76272
"ARGENTINA",16607,19960315,169018,3057759,65220
"ARGENTINA",16607,19960315,137348,4710156,83120
"BRAZIL",19324,19940430,45129,1450062,64447
"PERU",19324,19940430,80738,1392171,103123
"ARGENTINA",19324,19940430,188706,6615264,107682
"ARGENTINA",27934,19920317,38003,1326810,56460
"CANADA",24889,19970501,143741,1461702,107084
"UNITED STATES",22333,19970807,50571,5518734,91294
"CANADA",22333,19970807,132280,3701941,78736
"CANADA",11705,19930117,86195,956763,70871
"CANADA",8329,19950729,132467,1364508,89967
"UNITED STATES",21638,19930823,187798,2545816,113147
"CANADA",25282,19960628,13272,2240160,71116
"CANADA",25282,19960628,44556,5185900,90033
"BRAZIL",21788,19960209,197665,4759182,105759
"BRAZIL",17842,19920913,138667,1086505,102339
"CANADA",16072,19931115,91060,2289208,63063
"ARGENTINA",16072,19931115,31880,1721286,108712
"ARGENTINA",16072,19931115,177771,859678,110926
"PERU",15551,19920904,164947,7369736,120716
"UNITED STATES",3643,19960704,191457,2395452,92907
"PERU",26500,19961205,184318,382830,84138
"CANADA",26500,19961205,22399,5774474,79283
"PERU",5143,19930618,146158,3212672,72249
"ARGENTINA",5708,19930110,70451,6686500,85287
"PERU",12074,19930920,136371,5179121,84442
"BRAZIL",26272,19980305,7183,3767662,65410
"PERU",26272,19980305,110121,3800563,67867
"UNITED STATES",19096,19960101,87287,1112446,76456
"ARGENTINA",19096,19960101,22346,4292062,76100
"CANADA",26671,19930120,35287,1815085,73336
"UNITED STATES",29470,19950227,193181,1345534,76450
"BRAZIL",29470,19950227,179594,5462597,100415
"BRAZIL",13324,19950630,184931,9273278,120955
"ARGENTINA",16481,19960618,39105,3650173,62646
"ARGENTINA",16481,19960618,25896,3968076,109313
"PERU",5285,19940514,138275,252147,78796
"UNITED STATES",5285,19940514,28488,3886821,84988
"UNITED STATES",15752,19951107,54022,4040722,58561
"PERU",15752,19951107,71853,6865085,109491
"ARGENTINA",2636,19950901,5043,2878249,56882
"PERU",2636,19950901,121096,3207165,67025
"PERU",17320,19980802,57388,4520476,80722
"BRAZIL",17320,19980802,116672,2948417,101320
"ARGENTINA",17320,19980802,95355,1579909,81021
"ARGENTINA",257,19960816,27671,1085496,95920
"ARGENTINA",19567,19920322,183715,3888811,107922
"UNITED STATES",28318,19980506,132347,936571,82760
"CANADA",27554,19951120,3390,5227882,77603
"ARGENTINA",12724,19950323,155564,4664332,97173
"ARGENTINA",12724,19950323,99331,5687160,79819
"UNITED STATES",19330,19930331,59402,2483193,81684
"UNITED STATES",19330,19930331,158379,426898,86242
"ARGENTINA",24088,19950414,62918,6011388,112854
"PERU",24088,19950414,68431,5793640,83965
"ARGENTINA",11758,19950620,31961,7761136,113577
"ARGENTINA",5533,19940914,86830,163514,109009
"UNITED STATES",5533,19940914,94751,5303588,104745
"PERU",10126,19930420,83182,4718979,69910
"ARGENTINA",10126,19930420,38828,692593,106009
"PERU",25444,19950813,152242,4004378,77654
"UNITED STATES",7034,19920106,96498,1594620,89669
"PERU",17449,19960125,183937,6729696,121255
"CANADA",17449,19960125,25246,3862749,70274
"CANADA",24649,19960208,188148,2518017,74168
"CANADA",7129,19920128,127009,4284896,62160
"ARGENTINA",10489,19970109,9767,6393485,100605
"BRAZIL",10489,19970109,158706,345881,105882
"PERU",3536,19960912,70960,4970291,115857
"PERU",8704,19920802,147002,203506,62940
"BRAZIL",4846,19940510,59762,774792,103305
"ARGENTINA",4846,19940510,9631,3774543,92437
"CANADA",16774,19970607,161406,2183491,88044
"BRAZIL",16774,19970607,67618,6279015,95136
"ARGENTINA",16774,19970607,53744,5602542,101864
"UNITED STATES",14863,19970302,190723,8087377,108823
"PERU",20305,19940806,126176,678023,72130
"PERU",20305,19940806,5978,730980,113038
"CANADA",8926,19950612,176651,2249400,103659
"UNITED STATES",27214,19920630,76356,4132949,79941
"CANADA",27214,19920630,104891,7356053,113753
"PERU",15784,19971231,35623,6198631,93517
"ARGENTINA",27410,19980704,195198,2845018,77591
"BRAZIL",29831,19960229,66430,3049803,83785
"CANADA",29644,19940506,165538,6734826,96211
"ARGENTINA",9889,19941117,143024,1941976,64021
"PERU",24370,19930810,50248,1495403,71894
"BRAZIL",7609,19970217,137089,2971725,67564
"CANADA",7972,19930525,39163,4037212,66129
"BRAZIL",7972,19930525,187915,6489428,120174
"BRAZIL",24527,19950226,17091,3592832,60485
"UNITED STATES",24527,19950226,44360,759137,78261
"UNITED STATES",11461,19980406,59997,180043,117419
"ARGENTINA",11461,19980406,161177,4974967,74290
"BRAZIL",11461,19980406,99354,1326283,81201
"ARGENTINA",20036,19970728,192728,3845360,109243
"UNITED STATES",20036,19970728,172770,5159756,110566
"UNITED STATES",13744,19960907,193834,1133564,115669
"CANADA",13744,19960907,164992,1439893,123419
"CANADA",2209,19940804,157398,4060538,87323
"UNITED STATES",8488,19960629,41357,3084879,77901
"CANADA",9260,19980318,78040,4389788,61082
"CANADA",9260,19980318,39081,459036,61204
"CANADA",9260,19980318,21826,8039972,104869
"BRAZIL",24421,19961025,57578,5918086,92134
"PERU",23927,19970203,29421,1485462,81025
"UNITED STATES",2077,19921114,153597,2749882,99035
"UNITED STATES",10135,19970215,47302,795804,74958
"CANADA",10135,19970215,196388,2707509,89062
"CANADA",10135,19970215,86915,2449660,114114
"ARGENTINA",12791,19970803,36914,6892788,111054
"UNITED STATES",8251,19931110,76305,5650533,76878
"PERU",20102,19930814,164896,3423713,117653
"ARGENTINA",11930,19921008,158504,7109375,93750
"UNITED STATES",4480,19970517,173640,7073905,102818
"PERU",17611,19970309,128542,6863259,94232
"CANADA",17611,19970309,1804,3415011,102348
"BRAZIL",17611,19970309,79662,4826480,98499
"PERU",4112,19951030,44716,5420557,99642
"ARGENTINA",4112,19951030,139286,1619492,79516
"UNITED STATES",15520,19930903,167649,6523232,102998
