"s_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"ARGENTINA",1993,685911,705639,113812
"UNITED STATES",1993,319412,1262494,85884
"BRAZIL",1992,290840,5726836,109849
"PERU",1993,767200,1094834,76030
"UNITED STATES",1992,734277,6097266,78674
"PERU",1993,769550,2429280,97171
"PERU",1992,47139,1182795,65167
"UNITED STATES",1992,464450,6441314,84865
"ARGENTINA",1992,443235,4595019,70692
"ARGENTINA",1992,498379,2107345,82641
"BRAZIL",1993,660997,1762164,117477
"ARGENTINA",1992,140203,228748,74592
"UNITED STATES",1992,71394,5188482,81923
"UNITED STATES",1992,276275,2822842,75075
"PERU",1993,335102,3527253,68225
"BRAZIL",1993,54059,1978486,60783
"ARGENTINA",1992,577836,8899216,114828
"PERU",1992,245031,2295599,58561
"PERU",1993,397753,3235093,111044
"CANADA",1992,237954,6118533,113516
"UNITED STATES",1992,172565,5777311,98253
"PERU",1993,77279,1809028,75376
"UNITED STATES",1993,594375,4731307,88161
"BRAZIL",1992,402604,3615792,90394
"BRAZIL",1992,702104,3765062,66364
"CANADA",1992,48976,3695942,115498
"UNITED STATES",1993,276168,3440459,68649
"UNITED STATES",1993,484766,5952516,105044
"BRAZIL",1992,74125,296762,65947
"ARGENTINA",1993,329137,2036045,69967
"CANADA",1993,591106,4890071,71824
"PERU",1993,782214,4142591,77770
"PERU",1993,267989,7213391,117418
"PERU",1993,463476,5026559,86367
"UNITED STATES",1993,433215,1149338,68891
"BRAZIL",1992,298635,6116273,98017
"ARGENTINA",1992,180607,7064293,101256
"ARGENTINA",1993,609337,5047515,74778
"CANADA",1993,138931,7375417,118195
"UNITED STATES",1993,612659,1012123,94297
"ARGENTINA",1993,212370,5662901,76941
"BRAZIL",1993,625880,2036998,108351
"CANADA",1993,409079,3583657,59283
"BRAZIL",1993,655617,4931610,94354
"PERU",1993,547865,3735776,114770
"PERU",1993,756103,435810,69544
"ARGENTINA",1993,574486,154485,93627
"BRAZIL",1992,581462,725416,92606
"PERU",1992,718399,1805716,85041
"CANADA",1992,694503,1293814,89848
"CANADA",1992,578215,1862193,77591
"ARGENTINA",1993,362064,418890,67563
"BRAZIL",1993,624903,8335087,109672
"ARGENTINA",1993,328200,4527108,73691
"CANADA",1992,264774,7927006,104325
"UNITED STATES",1992,708474,2967844,88946
"BRAZIL",1992,112698,6071238,102641
"PERU",1993,167881,3227345,116932
"ARGENTINA",1993,470560,6758864,91832
"PERU",1993,631865,3024064,107809
"ARGENTINA",1993,571785,8115897,111405
"PERU",1993,235117,3194175,63126
"PERU",1993,178296,2126026,82457
"PERU",1993,682872,2615324,111290
"UNITED STATES",1992,508689,6386596,101859
"UNITED STATES",1992,443872,907925,108951
"BRAZIL",1992,146964,8596854,120657
"CANADA",1992,417303,4920168,73216
"ARGENTINA",1992,5602,411574,90456
"PERU",1992,241974,3065536,114957
"BRAZIL",1992,162777,1223447,110386
"UNITED STATES",1992,30057,1089703,59223
"PERU",1993,590650,1378578,104437
"CANADA",1992,265872,8915458,110271
"UNITED STATES",1992,285863,3372302,110931
"UNITED STATES",1993,265500,7109091,87929
"CANADA",1993,440885,3856216,109551
"PERU",1993,341550,5648375,95492
"BRAZIL",1992,319386,5301055,84322
"UNITED STATES",1992,767056,2861454,67381
"UNITED STATES",1993,369219,4895160,77292
"BRAZIL",1993,404512,1864100,84989
"UNITED STATES",1993,230303,4651969,73997
"CANADA",1993,480345,3944152,79519
"ARGENTINA",1993,382487,627788,94168
"CANADA",1993,464011,3318865,58499
"BRAZIL",1993,572787,6196720,111585
"UNITED STATES",1992,85902,934510,113274
"CANADA",1993,322493,4091796,90928
"PERU",1993,60366,2119523,79581
"BRAZIL",1993,165688,4498189,105220
"ARGENTINA",1992,529549,1292807,94711
"UNITED STATES",1992,121064,1133887,65103
"BRAZIL",1993,92118,3846531,66606
"BRAZIL",1992,427236,3281415,69792
"UNITED STATES",1993,623759,2012533,100963
"CANADA",1992,412525,6119437,86250
"BRAZIL",1993,705382,3745845,83241
"BRAZIL",1993,433518,1293277,87089
"UNITED STATES",1993,521420,4612480,86484
"UNITED STATES",1992,152528,3489788,94831
"ARGENTINA",1993,730053,4717635,64981
"UNITED STATES",1993,120229,3797628,74953
"CANADA",1992,585768,7924738,111224
"ARGENTINA",1992,174118,1245754,71526
"CANADA",1992,795898,8487862,119631
"CANADA",1992,748356,278055,84259
"PERU",1992,94676,5847345,100240
"BRAZIL",1992,17933,3998008,111055
"BRAZIL",1992,31929,677374,111655
"UNITED STATES",1992,89558,2352276,92853
"CANADA",1992,540938,2111496,118734
"UNITED STATES",1993,769535,4373867,96270
"ARGENTINA",1992,194723,6591052,109063
"ARGENTINA",1992,699383,5977281,82941
"ARGENTINA",1993,238787,1460001,103546
"BRAZIL",1993,537012,1729784,62939
"UNITED STATES",1993,38632,6574657,94237
"CANADA",1993,565794,3710241,111586
"UNITED STATES",1993,526406,5798274,85942
"UNITED STATES",1992,309182,1409154,71470
"UNITED STATES",1993,545341,3909422,83179
"UNITED STATES",1993,716423,4899683,86363
"CANADA",1993,207353,2634110,75620
"CANADA",1993,776088,3128966,69843
"PERU",1992,337304,5794372,80477
"CANADA",1992,267683,450632,99040
"PERU",1993,350009,2090446,63539
"BRAZIL",1992,623611,3491169,92074
"UNITED STATES",1992,47342,3739086,77360
"ARGENTINA",1993,785387,2308644,88341
"BRAZIL",1992,635349,2183327,77058
"BRAZIL",1992,63508,570942,88290
"BRAZIL",1992,164316,3809655,82818
"PERU",1992,656709,4047578,99940
"PERU",1993,209047,3304039,57361
"PERU",1992,676218,1521385,71650
"UNITED STATES",1992,611786,6111900,101865
"BRAZIL",1992,382838,6707503,115249
"ARGENTINA",1993,310417,5830929,85644
"UNITED STATES",1992,593814,7068361,114467
"CANADA",1992,749488,5347251,92247
"CANADA",1992,750737,693627,107262
"CANADA",1992,22732,4969154,99283
"ARGENTINA",1992,647343,2611587,77418
"ARGENTINA",1992,364411,2171788,88524
"CANADA",1992,649234,2319072,70992
"PERU",1993,643881,4649717,109491
"PERU",1993,696680,2736292,100599
"BRAZIL",1993,651784,4106784,104145
"PERU",1993,721676,2885988,101858
"CANADA",1993,22194,3031572,66971
"ARGENTINA",1993,334189,5748899,73390
"ARGENTINA",1993,696096,4621597,65523
"CANADA",1993,53437,2430471,83425
"ARGENTINA",1993,526636,7315484,99756
"PERU",1992,329441,2499731,88225
"PERU",1992,105050,1703905,63303
"BRAZIL",1993,87312,4833433,77958
"UNITED STATES",1992,304562,3571734,93993
"BRAZIL",1992,305631,2435290,98197
"PERU",1993,95305,1794414,78018
"ARGENTINA",1992,707784,4644216,107505
"CANADA",1992,512289,3630515,78075
"ARGENTINA",1993,486630,1202757,96996
"BRAZIL",1993,14335,3601818,74959
"ARGENTINA",1993,311644,7382454,99337
"CANADA",1993,186702,8328187,107322
"PERU",1993,653997,2038753,117057
"ARGENTINA",1992,59348,3765139,78440
"BRAZIL",1992,170377,578948,86842
"BRAZIL",1992,393554,5515963,98852
"CANADA",1992,282238,937128,73213
"CANADA",1992,305961,4130595,118017
"UNITED STATES",1992,654276,2544136,73814
"ARGENTINA",1993,514598,4179781,96754
"CANADA",1992,107787,2146556,107686
"BRAZIL",1992,795362,4794615,87439
"PERU",1992,135124,2636998,69547
"UNITED STATES",1993,482861,700659,110630
"ARGENTINA",1992,81970,4165503,117118
"UNITED STATES",1993,414786,3979778,102045
"BRAZIL",1992,411169,4568992,64808
"ARGENTINA",1992,116096,667254,66725
"UNITED STATES",1993,458766,486376,103484
"ARGENTINA",1993,277425,1845571,84144
"UNITED STATES",1992,44690,2736471,98081
"UNITED STATES",1992,696884,5777971,112851
"CANADA",1992,516388,6336472,84261
"CANADA",1992,51715,775020,100002
"BRAZIL",1992,414592,885863,90394
"ARGENTINA",1992,657771,1749484,103724
"PERU",1992,743138,5314950,70866
"ARGENTINA",1992,306810,7358040,109008
"UNITED STATES",1992,480287,5132403,76035
"UNITED STATES",1992,145860,7024999,114351
"PERU",1992,283639,4235038,97357
"ARGENTINA",1992,782322,1188029,84257
"PERU",1992,477908,3982978,113152
"PERU",1992,52238,1142620,71413
"CANADA",1992,285884,6710963,112192
"BRAZIL",1993,466984,2903028,117057
"ARGENTINA",1993,276897,6611048,112432
"ARGENTINA",1993,194861,4881826,117351
"CANADA",1992,796796,7571040,113565
"PERU",1992,437354,1012402,77479
"ARGENTINA",1992,450586,3795303,92193
"PERU",1993,171107,1409007,70686
"CANADA",1992,729166,1305081,71707
"BRAZIL",1993,717913,4952707,115852
"UNITED STATES",1993,357585,6330464,98554
"PERU",1993,173009,1606770,64920
"PERU",1992,250589,3103773,92374
"UNITED STATES",1992,434698,5257197,97960
"BRAZIL",1993,466823,1041663,107388
"ARGENTINA",1992,391203,3571964,77651
"BRAZIL",1992,501002,1958819,60178
"UNITED STATES",1992,334996,5830943,121858
"BRAZIL",1993,652140,5023706,65526
"BRAZIL",1993,515315,131698,79817
"BRAZIL",1992,567521,7394467,95310
"UNITED STATES",1992,712471,3634428,89006
"PERU",1992,63431,267730,83665
"ARGENTINA",1992,476559,3390450,92131
"CANADA",1993,71449,4593702,85226
"UNITED STATES",1992,7168,3938311,64509
"UNITED STATES",1992,607947,2266700,111294
"ARGENTINA",1993,344900,7357518,116693
"PERU",1992,600521,133620,85289
"ARGENTINA",1992,506722,5198200,103722
"CANADA",1992,125303,4817744,79698
"UNITED STATES",1992,191449,4251614,92426
"ARGENTINA",1992,601363,4753880,75859
"CANADA",1992,702585,3267177,95253
"BRAZIL",1992,32974,4767425,114418
"BRAZIL",1992,586679,2796789,105939
"BRAZIL",1992,234778,7090826,102765
"ARGENTINA",1993,151218,4652923,76152
"PERU",1993,797574,1537816,100292
"BRAZIL",1992,538087,3890457,67503
"ARGENTINA",1992,416361,3878004,76640
"BRAZIL",1992,165281,134628,80776
"ARGENTINA",1992,271633,3690626,96277
"ARGENTINA",1992,119779,4784728,107926
"BRAZIL",1992,692238,1810854,73812
"CANADA",1993,176523,2691992,95971
"PERU",1993,259310,5369139,76158
"ARGENTINA",1993,217874,3128587,107511
"UNITED STATES",1993,82690,1639236,100361
"UNITED STATES",1993,167954,3948868,121317
"PERU",1993,185670,5214339,105340
"PERU",1992,794507,1489367,96088
"BRAZIL",1992,731777,2893984,108524
"PERU",1993,254469,5352172,85407
"BRAZIL",1993,53388,2591546,80482
"ARGENTINA",1993,16630,3925346,92797
"ARGENTINA",1993,655627,3988126,94955
"PERU",1993,712157,3846404,70147
"UNITED STATES",1993,410112,3136794,61325
"ARGENTINA",1992,747645,8043282,101556
"BRAZIL",1993,370175,493083,74709
"CANADA",1993,487414,4257422,84083
"BRAZIL",1993,753350,6455272,84199
"BRAZIL",1992,247053,2280091,60002
"UNITED STATES",1993,238560,1598952,89913
"ARGENTINA",1992,303770,7996110,106425
"PERU",1992,639085,2117735,61443
"UNITED STATES",1992,171156,2405214,73629
"ARGENTINA",1992,570500,3232047,94228
"BRAZIL",1992,2256,3932258,69495
"UNITED STATES",1993,8355,1560237,75801
"BRAZIL",1993,461932,340903,113634
"CANADA",1993,10515,2784021,85530
"BRAZIL",1992,103879,5603421,112972
"UNITED STATES",1992,285800,6010969,107147
"ARGENTINA",1992,760849,3743227,114588
"UNITED STATES",1993,392612,4091040,102276
"CANADA",1993,378859,9107848,116270
"CANADA",1992,99058,3014706,63423
"UNITED STATES",1992,357695,3628047,105160
"CANADA",1993,288222,1331231,72612
"BRAZIL",1992,61739,1898014,102043
"PERU",1993,68582,5219252,93034
"BRAZIL",1993,645238,224808,70992
"PERU",1993,499208,2694425,72430
"ARGENTINA",1993,637903,4464109,110452
"PERU",1993,124616,3622466,98436
"CANADA",1993,5956,346322,111717
"UNITED STATES",1993,626042,4356045,58080
"BRAZIL",1993,792349,6849105,86478
"ARGENTINA",1992,555229,2889450,77052
"BRAZIL",1992,794906,2913266,120052
"ARGENTINA",1993,256138,207882,65647
"ARGENTINA",1993,358966,6378592,121497
"UNITED STATES",1993,750763,1813730,108823
"UNITED STATES",1993,574411,1633929,89123
"ARGENTINA",1992,2397,4677804,77963
"PERU",1992,73652,2275910,97539
"ARGENTINA",1992,677185,320753,69729
"UNITED STATES",1992,612747,6373286,99582
"BRAZIL",1992,570410,666175,88823
"ARGENTINA",1992,476357,4783988,79999
"ARGENTINA",1993,14125,4639670,62347
"BRAZIL",1993,595093,4234281,71284
"PERU",1993,261814,3164475,106548
"PERU",1993,635449,5793755,83064
"ARGENTINA",1993,740361,832390,84079
"UNITED STATES",1992,661536,2089012,89850
"CANADA",1992,306340,3271581,80779
"ARGENTINA",1993,177618,3052098,101736
"ARGENTINA",1992,664648,4699145,96756
"BRAZIL",1992,682253,1461265,74113
"CANADA",1992,266871,7946906,110271
"ARGENTINA",1993,96496,3731225,89549
"CANADA",1993,770080,1837779,69003
"PERU",1992,478237,699960,72912
"BRAZIL",1993,550023,637362,64380
"UNITED STATES",1993,166792,8208416,111527
"BRAZIL",1993,789052,338882,68461
"ARGENTINA",1993,789856,2669665,116749
"PERU",1993,707035,4493104,62520
"UNITED STATES",1993,143646,2921387,101378
"UNITED STATES",1993,652306,4271826,75496
"PERU",1992,566985,2400793,123117
"UNITED STATES",1993,591730,8476416,109302
"PERU",1992,476528,5115300,90270
"CANADA",1992,365519,5767580,95070
"CANADA",1993,421689,7175490,96639
"ARGENTINA",1993,111073,1502521,65044
"UNITED STATES",1992,608087,2806041,59703
"PERU",1992,709373,2858679,82940
"ARGENTINA",1992,411565,2524883,88592
"ARGENTINA",1992,370426,6681470,89784
"BRAZIL",1993,524514,1981575,92309
"BRAZIL",1993,366581,1467984,98854
"BRAZIL",1993,313923,1898171,116214
"ARGENTINA",1993,638525,1053712,87809
"CANADA",1992,410187,5053518,65829
"CANADA",1993,795913,9240848,120532
"CANADA",1993,786829,1114989,114947
"BRAZIL",1993,426435,1225269,81684
"CANADA",1992,269331,819201,78019
"CANADA",1992,230342,1404652,76339
"ARGENTINA",1993,209274,1540604,70995
"PERU",1992,635580,5983391,90933
"BRAZIL",1993,625227,2073942,69131
"UNITED STATES",1992,775478,5872003,93206
"PERU",1992,418693,309440,96700
"UNITED STATES",1992,663238,4564560,72072
"CANADA",1992,626329,2557025,75317
"PERU",1992,378558,6768729,98192
"ARGENTINA",1992,595785,4908783,112845
"BRAZIL",1993,580299,5773624,82756
"CANADA",1993,288612,3310040,96036
"UNITED STATES",1993,767577,1611649,98672
"BRAZIL",1992,425528,1351755,87210
"BRAZIL",1992,483828,6196356,108708
"UNITED STATES",1993,281675,5463664,99399
"UNITED STATES",1993,249111,2289816,63606
"BRAZIL",1993,148022,4066076,64201
"BRAZIL",1992,398803,3354757,114107
"UNITED STATES",1992,266806,6265039,106367
"BRAZIL",1992,562380,3605900,86541
"PERU",1993,501815,6520459,109007
"CANADA",1993,767417,1469536,89062
"UNITED STATES",1993,361921,4996933,118974
"PERU",1993,389948,7043086,122275
"BRAZIL",1992,523512,5159246,92129
"CANADA",1992,100235,4824808,74113
"PERU",1992,411282,4057084,71595
"BRAZIL",1992,239977,7177098,115017
"PERU",1992,460906,5197393,112012
"UNITED STATES",1993,370480,3767642,93028
"ARGENTINA",1993,440146,4196767,65167
"CANADA",1993,117892,4537898,114593
"ARGENTINA",1993,606959,8777287,111955
"PERU",1993,336945,5030138,118915
"ARGENTINA",1993,629689,3399165,97119
"UNITED STATES",1993,779369,4612931,86899
"ARGENTINA",1992,629892,1340888,109311
"BRAZIL",1992,194045,4305571,68342
"CANADA",1992,162703,5302397,105942
"ARGENTINA",1992,491588,4245857,94773
"UNITED STATES",1992,406676,3421689,94959
"ARGENTINA",1993,692418,5005438,84622
"BRAZIL",1993,637006,1315443,56578
"UNITED STATES",1992,231529,5568924,87630
"UNITED STATES",1993,568690,5629502,105520
"PERU",1993,794260,6229458,81253
"PERU",1993,113911,2829617,115494
"CANADA",1992,278560,2769390,92313
"PERU",1993,728042,1251911,64200
"CANADA",1992,342656,4246600,101918
"ARGENTINA",1992,590308,3320915,83896
"PERU",1992,257537,2640816,89671
"BRAZIL",1992,347596,6730460,98614
"ARGENTINA",1993,570179,494663,74949
"ARGENTINA",1993,620004,3825235,55438
"UNITED STATES",1992,602907,7449424,108592
"BRAZIL",1993,376241,4315245,79033
"CANADA",1993,236691,4793517,97660
"PERU",1992,583402,1229894,89122
"UNITED STATES",1993,275968,4191156,116637
"BRAZIL",1993,586939,6855679,121554
"CANADA",1993,231383,5382345,78862
"PERU",1993,412449,1002005,81685
"PERU",1993,25295,1315472,73217
"ARGENTINA",1992,526647,6292811,100417
"BRAZIL",1992,715924,2269671,116393
"CANADA",1992,368712,7950825,106842
"BRAZIL",1992,178478,4342551,93388
"PERU",1992,60303,4168890,75798
"UNITED STATES",1992,702610,6953444,96754
"CANADA",1992,765591,4823902,99393
"PERU",1992,79955,1470562,116097
"CANADA",1993,732806,8274465,110326
"UNITED STATES",1993,101781,1444051,106966
"BRAZIL",1993,224539,1609872,87811
"BRAZIL",1993,86318,3959885,78258
"CANADA",1993,331761,8088888,107565
"BRAZIL",1993,303080,4483909,64984
"PERU",1992,4775,7821009,100786
"UNITED STATES",1993,610435,1937376,80724
"CANADA",1992,32828,2218633,105649
"CANADA",1993,439593,3489661,91954
"ARGENTINA",1992,84124,1108120,66487
"ARGENTINA",1992,752314,1352617,81976
"UNITED STATES",1993,787185,5915497,76329
"ARGENTINA",1993,130637,3835549,100057
"ARGENTINA",1993,396997,201022,125638
"CANADA",1992,537903,8392365,116452
"PERU",1992,679688,1779382,100059
"ARGENTINA",1992,245303,5085533,74897
"ARGENTINA",1993,483617,720265,96035
"UNITED STATES",1993,276747,5350457,103423
"BRAZIL",1992,176203,633204,76752
"ARGENTINA",1992,614928,1326880,110573
"UNITED STATES",1993,171657,1173753,103719
"ARGENTINA",1993,214803,1094232,103067
"BRAZIL",1992,673840,861559,108828
"ARGENTINA",1992,415833,7294286,104928
"ARGENTINA",1993,4026,2946303,55801
"BRAZIL",1993,454887,4190231,110511
"CANADA",1992,456913,1406157,112193
"BRAZIL",1992,133364,5810222,83841
"UNITED STATES",1993,559777,4224525,110205
"UNITED STATES",1992,582028,4277940,66600
"UNITED STATES",1993,622622,2154703,92675
"PERU",1992,371599,1954578,100234
"BRAZIL",1992,654046,3330033,60000
"UNITED STATES",1992,768745,5101966,108822
"UNITED STATES",1993,104789,5386721,107626
"ARGENTINA",1993,187905,1434888,119574
"PERU",1993,430772,3064950,102165
"ARGENTINA",1993,762266,1561998,79693
"CANADA",1993,684011,1050698,59698
"PERU",1993,154566,2754952,97233
"CANADA",1992,290218,3556940,72492
"UNITED STATES",1992,558409,2201070,88042
"BRAZIL",1992,375695,2163770,106240
"PERU",1992,404041,1020621,56701
"CANADA",1992,465533,413588,89910
"UNITED STATES",1993,733986,3526832,121197
"UNITED STATES",1993,680328,4395854,78497
"CANADA",1993,287518,1233004,90330
"PERU",1992,264109,1912246,64385
"ARGENTINA",1992,473069,3129246,62522
"UNITED STATES",1992,625827,2741363,105167
"ARGENTINA",1992,659767,5870882,103603
"CANADA",1992,14489,2840643,84208
"UNITED STATES",1992,209253,1435366,69734
"CANADA",1992,108237,2663546,74713
"BRAZIL",1992,771637,3851184,102516
"ARGENTINA",1992,174824,7496541,113929
"ARGENTINA",1993,252956,3512449,114536
"BRAZIL",1993,63081,760090,62644
"PERU",1993,306478,6418805,89067
"CANADA",1993,316911,1075768,115674
"BRAZIL",1993,522445,7046550,88045
"BRAZIL",1992,453358,3212758,78679
"UNITED STATES",1992,385139,2646547,73447
"ARGENTINA",1992,372455,1185293,91646
"ARGENTINA",1992,240431,5307395,82285
"PERU",1992,605111,3421141,60964
"ARGENTINA",1993,64291,5343769,75317
"ARGENTINA",1992,53660,290458,96819
"BRAZIL",1992,513541,5658452,93271
"ARGENTINA",1992,707416,5192490,85402
"UNITED STATES",1992,720783,984847,108225
"UNITED STATES",1992,184812,1194990,113808
"CANADA",1993,90568,7013520,93513
"BRAZIL",1993,7954,1750233,111717
"UNITED STATES",1993,114,4480337,60846
"UNITED STATES",1993,734382,3737747,84981
"BRAZIL",1993,708342,3602627,81018
"PERU",1993,301503,4384083,90269
"CANADA",1993,138154,1084856,71529
"ARGENTINA",1993,375247,3887356,79333
"PERU",1993,423006,2299225,55738
"UNITED STATES",1992,399272,266024,82275
"PERU",1992,147766,5441280,108825
"CANADA",1993,228496,6351756,85468
"PERU",1992,300344,3000544,80659
"UNITED STATES",1992,39881,4996494,109252
"UNITED STATES",1993,560775,7170439,110145
"ARGENTINA",1993,441585,5129241,91593
"PERU",1993,113806,2365740,109188
"PERU",1992,747566,1027818,96811
"UNITED STATES",1993,300801,1962149,108107
"BRAZIL",1993,173291,1255146,81857
"PERU",1992,73142,2385284,66908
"BRAZIL",1993,145690,319366,104141
"PERU",1993,299796,4202125,107746
"BRAZIL",1993,370612,3005123,100956
"BRAZIL",1992,401882,353204,107031
"CANADA",1993,466072,2960518,62283
"PERU",1993,634958,1453762,113575
"ARGENTINA",1992,493929,346122,115374
"UNITED STATES",1992,660710,5713725,100240
"BRAZIL",1993,667780,4407825,104865
"CANADA",1993,467000,375188,58018
"CANADA",1993,163661,689864,103479
"CANADA",1992,542243,2544735,77113
"BRAZIL",1993,455869,8136961,109490
"BRAZIL",1993,111433,805991,86665
"PERU",1992,284419,1361298,84204
"CANADA",1992,218831,1028894,104989
"UNITED STATES",1993,566576,946108,98553
"UNITED STATES",1993,29130,1792047,63547
"CANADA",1992,691939,4587818,115854
"PERU",1993,35853,3719019,107331
"CANADA",1993,778913,3549530,119512
"PERU",1993,270341,3943169,78679
"ARGENTINA",1992,4184,3699812,65290
"ARGENTINA",1992,703299,3352017,78135
"ARGENTINA",1993,612812,1904157,103486
