"s_nation","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"ARGENTINA",1992,13147,457189,1981710,68769
"BRAZIL",1992,13147,761910,7228912,118312
"BRAZIL",1993,397555,566380,5727585,86781
"UNITED STATES",1992,85387,466862,6419228,109730
"ARGENTINA",1992,352036,278875,3792997,111231
"ARGENTINA",1993,762529,585760,3580735,110744
"UNITED STATES",1993,192620,460778,5393602,104325
"ARGENTINA",1993,858218,593974,6658799,124077
"BRAZIL",1993,281800,16051,765903,58023
"CANADA",1992,252968,695433,519937,85704
"PERU",1993,545713,14437,4365118,81085
"UNITED STATES",1993,545713,120252,1620846,76335
"ARGENTINA",1992,101353,375404,4899739,88763
"UNITED STATES",1992,359473,237596,2677630,92014
"UNITED STATES",1992,793378,371062,3022977,67983
"UNITED STATES",1992,80938,168809,6256829,112668
"UNITED STATES",1992,80938,767518,6340334,95128
"CANADA",1993,537355,625766,7394551,101503
"ARGENTINA",1992,541231,782469,1861716,93085
"PERU",1993,166498,558960,2998125,121136
"BRAZIL",1992,208265,648366,366698,78859
"BRAZIL",1992,164129,791349,4977711,86418
"PERU",1993,163855,604977,2597077,112916
"BRAZIL",1993,32713,51373,1218420,79462
"ARGENTINA",1993,32713,215720,7606051,98142
"CANADA",1993,379081,345417,5106700,87744
"CANADA",1993,605800,399246,3099409,80713
"CANADA",1993,605800,499488,4908618,89247
"BRAZIL",1992,222725,75181,3577220,69370
"ARGENTINA",1993,558233,170153,4073089,73389
"ARGENTINA",1992,615398,713601,1782485,96874
"CANADA",1992,809122,612152,3679726,63847
"PERU",1992,809122,435629,5757728,93876
"ARGENTINA",1992,809122,231563,3994932,89673
"PERU",1993,747778,697252,4241101,74953
"CANADA",1992,272119,228898,5153628,109612
"BRAZIL",1992,272119,85834,7526816,109189
"CANADA",1992,160921,573292,6224265,81916
"UNITED STATES",1993,68063,683313,5406783,77776
"CANADA",1993,122318,666339,6014822,78318
"CANADA",1992,638275,623516,4016149,86368
"CANADA",1992,638275,450598,7056833,92914
"CANADA",1992,638275,398229,1194489,79632
"PERU",1992,480262,151039,1883571,65401
"ARGENTINA",1993,130600,622637,467880,93576
"PERU",1993,712061,488151,1917155,68347
"BRAZIL",1993,129122,432710,3886604,98561
"ARGENTINA",1993,625366,694907,2213776,114112
"BRAZIL",1993,401218,4810,665346,102888
"BRAZIL",1993,401218,40929,1757724,112195
"ARGENTINA",1993,401218,341518,2554461,93570
"ARGENTINA",1993,401218,273674,7434241,98859
"BRAZIL",1993,126214,552405,5640060,87442
"ARGENTINA",1992,464542,440590,5611069,91834
"PERU",1992,464542,195354,3992959,86961
"CANADA",1993,547177,5222,1927546,67633
"ARGENTINA",1992,184517,476316,2672455,77537
"PERU",1993,666520,412979,7575367,113517
"BRAZIL",1993,666520,229988,2209501,115078
"ARGENTINA",1993,666520,67479,4194763,86788
"CANADA",1992,533843,319701,6702087,103241
"BRAZIL",1992,639533,404737,1300234,98502
"UNITED STATES",1992,639533,236928,2804824,111894
"PERU",1992,438400,527681,7545442,102519
"BRAZIL",1992,438400,670953,9042424,115435
"PERU",1992,415738,435680,3780644,96939
"CANADA",1992,415738,63278,4225283,74476
"PERU",1992,730807,625128,1421671,63185
"PERU",1993,464833,106828,8990618,110089
"ARGENTINA",1992,501734,144119,5466617,69786
"BRAZIL",1993,456191,261884,1790493,110752
"UNITED STATES",1993,456191,55242,2092775,71834
"BRAZIL",1993,456191,447908,523358,111352
"ARGENTINA",1992,729640,226187,3606670,66790
"PERU",1992,622117,555054,105357,66541
"PERU",1993,73336,85121,4818258,66367
"UNITED STATES",1992,587908,73422,4152769,83725
"CANADA",1992,379373,262274,3004111,74175
"UNITED STATES",1992,521699,189509,3603019,95910
"BRAZIL",1992,521699,274388,1013603,81742
"BRAZIL",1992,636376,294743,2424133,104263
"CANADA",1992,89275,647884,3654540,109911
"BRAZIL",1993,118321,441525,2925667,87990
"CANADA",1992,411652,657054,4508138,60661
"CANADA",1992,411652,48789,2001922,104266
"CANADA",1993,692542,581081,2705275,69723
"BRAZIL",1993,692542,619744,665484,99822
"ARGENTINA",1992,305611,55113,732723,64086
"PERU",1993,492245,641558,7053742,89971
"ARGENTINA",1992,112603,242207,5228814,68951
"UNITED STATES",1992,491651,701800,4324248,108106
"PERU",1992,491651,738987,1166947,121557
"ARGENTINA",1992,887389,512774,6689592,107205
"ARGENTINA",1992,887389,309652,4280384,99698
"CANADA",1992,274750,637899,6778013,110211
"CANADA",1993,395530,556142,1557556,71887
"BRAZIL",1993,395530,718765,8219427,107023
"BRAZIL",1992,873715,60644,5292102,96278
"UNITED STATES",1992,567229,455557,6540179,90751
"BRAZIL",1992,567229,120790,8148555,108647
"ARGENTINA",1992,586598,383478,1948702,93687
"PERU",1992,438950,527283,4580668,78615
"UNITED STATES",1992,438950,430469,6717312,83966
"BRAZIL",1992,638993,172477,436950,92968
"CANADA",1992,638993,668917,7541634,113152
"BRAZIL",1993,743083,380123,1118892,72186
"ARGENTINA",1993,743083,227559,6392122,89192
"UNITED STATES",1992,592531,556875,5434294,115911
"BRAZIL",1992,592531,514791,1029288,108346
"UNITED STATES",1993,500179,175756,2472862,109905
"CANADA",1993,143282,263771,4104442,104085
"CANADA",1993,49976,146350,6037817,83781
"ARGENTINA",1993,665890,733614,3036489,98854
"UNITED STATES",1992,320839,252963,5640556,114957
"PERU",1993,423160,406329,4792964,74118
"BRAZIL",1993,247613,559270,5263830,79755
"PERU",1992,122906,608878,3564745,107210
"ARGENTINA",1992,122906,253591,287291,92674
"ARGENTINA",1992,409787,53607,1390494,93636
"CANADA",1993,646046,611716,1904385,97660
"UNITED STATES",1992,722012,346541,7778897,95251
"UNITED STATES",1992,398689,184726,2283317,108643
"PERU",1992,89270,49604,152252,93216
"CANADA",1993,47128,277206,5116113,70991
"BRAZIL",1992,382789,532834,1373972,112008
"UNITED STATES",1992,710819,581512,1864383,95609
"PERU",1993,533326,328653,3713061,100898
"PERU",1992,429005,275132,5424888,66427
"PERU",1992,429005,416980,1553610,113817
"BRAZIL",1993,1681,33161,4580153,65649
"CANADA",1992,192892,101592,3313073,95615
"BRAZIL",1992,277,564241,3398792,78313
"ARGENTINA",1992,142489,600732,4653195,97962
"UNITED STATES",1992,142489,487912,911947,113993
"ARGENTINA",1993,7831,347270,1896854,79035
"BRAZIL",1993,271588,747603,6724422,99034
"PERU",1992,414769,73062,2213993,62103
"PERU",1993,504382,67119,1790995,65166
"CANADA",1993,504382,66945,5751115,114716
"CANADA",1993,539707,339997,4544502,122218
"ARGENTINA",1993,86494,32576,746742,90514
"BRAZIL",1992,800749,549839,3953279,113328
"CANADA",1992,800749,716969,2502271,119155
"BRAZIL",1992,800749,473370,1974724,80601
"CANADA",1992,483545,596424,5090299,91224
"UNITED STATES",1992,483545,417504,1532355,85288
"ARGENTINA",1992,825212,487395,4113933,82942
"CANADA",1992,84875,16159,293515,64509
"UNITED STATES",1992,462379,662185,2839196,68829
"UNITED STATES",1993,406600,434600,3853330,92074
"UNITED STATES",1992,506870,158017,2324171,64500
"CANADA",1993,206245,735725,6889579,105641
"BRAZIL",1993,206245,515814,8600013,109787
"UNITED STATES",1993,206245,521611,600793,97955
"CANADA",1993,164402,397117,1153395,72846
"ARGENTINA",1993,164402,163653,686660,102999
"CANADA",1992,218372,64803,866222,106068
"BRAZIL",1992,218372,621828,1114616,104987
"PERU",1992,218372,712418,2895089,85822
"ARGENTINA",1992,218372,797311,1281534,84496
"ARGENTINA",1992,219161,272649,603246,97297
"UNITED STATES",1992,219161,52622,3971191,94477
"BRAZIL",1993,402067,482284,4239438,75975
"UNITED STATES",1993,402067,435156,3528714,65467
"UNITED STATES",1993,806633,197832,4307380,115789
"BRAZIL",1993,806633,150559,6808396,96573
"CANADA",1992,452843,420106,2314836,61564
"UNITED STATES",1993,6010,175889,6601996,117892
"PERU",1992,194725,365399,2609525,87862
"BRAZIL",1993,409420,235964,8215383,113997
"CANADA",1993,600796,450898,5735194,110932
"ARGENTINA",1993,898193,212161,416382,64389
"ARGENTINA",1992,744794,450261,5581393,72674
"UNITED STATES",1992,744794,181488,2410721,94168
"UNITED STATES",1992,558253,525603,2996587,97714
"CANADA",1992,558253,204042,4171992,56761
"BRAZIL",1993,39311,382556,327708,98312
"PERU",1993,39311,7744,5886801,99104
"ARGENTINA",1993,39311,553266,4662194,79154
"ARGENTINA",1992,689551,534878,3186808,114771
"PERU",1992,689551,88356,3032853,80661
"BRAZIL",1992,860551,361223,6040923,77052
"UNITED STATES",1992,860551,670161,2314291,67867
"BRAZIL",1992,248344,185637,3240267,103357
"PERU",1992,248344,798529,296203,97649
"BRAZIL",1992,607732,732092,1321894,67443
"PERU",1992,648754,280568,1296136,92913
"BRAZIL",1992,620347,725665,6999208,101437
"CANADA",1993,425668,672201,2590359,70390
"BRAZIL",1993,425668,155459,4319211,90867
"BRAZIL",1993,632035,229817,3615876,104808
"BRAZIL",1992,447200,115792,5987400,108467
"BRAZIL",1993,719395,95972,8954263,118078
"CANADA",1993,818197,36366,3410880,78141
"BRAZIL",1993,818197,739991,6988533,121857
"UNITED STATES",1992,702047,168800,7049113,112128
"UNITED STATES",1992,782971,96051,4724289,62823
"ARGENTINA",1993,579991,140026,495699,63961
"PERU",1993,579991,611169,1218386,64807
"ARGENTINA",1992,375859,184714,3888811,107922
"UNITED STATES",1992,375859,129079,2187330,66484
"BRAZIL",1993,787435,185139,230136,73447
"BRAZIL",1992,706319,689197,5463452,71169
"CANADA",1993,48361,42028,3480431,58201
"ARGENTINA",1993,48361,757325,3251146,82937
"CANADA",1992,611294,180808,9066240,113328
"UNITED STATES",1992,611294,527852,6079370,112789
"PERU",1992,589066,462585,2646327,92853
"BRAZIL",1993,711988,33171,4712597,66250
"BRAZIL",1993,711988,15256,3082730,70275
"BRAZIL",1992,647,668837,7394751,108348
"PERU",1992,27058,246382,1675074,79702
"CANADA",1992,764831,614730,6957081,98682
"CANADA",1993,565093,409562,3249160,88292
"BRAZIL",1992,608920,55133,4705074,65287
"PERU",1992,572128,43555,1753303,89913
"CANADA",1992,690652,221319,932705,74418
"PERU",1992,690652,494305,381988,77956
"CANADA",1993,681251,752637,5900083,101376
"CANADA",1992,869878,523201,3999396,73450
"PERU",1992,869878,633244,2447419,70632
"BRAZIL",1992,303655,152076,4559658,67684
"BRAZIL",1992,303655,737251,3833742,77293
"BRAZIL",1992,303655,569814,3138394,113027
"PERU",1992,303655,52487,3346791,86368
"UNITED STATES",1992,618839,103604,5083231,96456
"CANADA",1992,618839,456070,4875789,61563
"UNITED STATES",1992,618839,361875,7286467,116211
"ARGENTINA",1993,87154,539483,4326831,91347
"CANADA",1993,87154,650186,2314337,68169
"CANADA",1993,178616,635119,2424384,63244
"PERU",1992,725774,191581,7777497,100354
"CANADA",1992,725774,694713,4269200,102460
"BRAZIL",1992,725774,79233,4622232,72733
"BRAZIL",1993,612065,328633,1661620,99697
"CANADA",1993,770882,21575,4175430,89794
"CANADA",1993,770882,91194,1173338,71111
"ARGENTINA",1992,843781,429887,3343022,109011
"CANADA",1992,843781,301748,5711118,104983
"PERU",1992,582823,224990,4272320,114898
"CANADA",1993,454763,512772,1356410,107085
"BRAZIL",1993,454763,322348,1041450,82219
"PERU",1992,760627,444341,5526876,77119
"PERU",1993,812546,581593,5907882,100474
"PERU",1993,417718,342078,4233826,67203
"PERU",1993,417718,797674,7579075,106298
"CANADA",1993,417718,92879,3743740,112312
"UNITED STATES",1993,585763,497359,2468520,81379
"PERU",1992,264218,39671,3224561,96640
"PERU",1993,698674,92373,1739481,81922
"PERU",1993,698674,717093,5217282,66603
"CANADA",1993,584812,150371,3750995,85282
"ARGENTINA",1993,634033,269717,7526055,101202
"CANADA",1993,244087,73388,1078212,81682
"ARGENTINA",1992,760745,405613,414575,91115
"CANADA",1992,760745,748933,2675565,118914
"UNITED STATES",1993,708826,99874,2728354,112432
"BRAZIL",1993,708826,175386,2244679,87682
"BRAZIL",1993,243065,450788,7252367,104325
"CANADA",1993,579167,126861,1793467,113271
"CANADA",1993,579167,327487,4452541,90868
"BRAZIL",1993,355207,319050,5024488,64142
"PERU",1993,355207,671134,1206769,66306
"ARGENTINA",1993,355207,545191,1510599,74170
"UNITED STATES",1993,646072,683382,2310172,81921
"CANADA",1993,646072,602303,3039690,72316
"PERU",1992,612754,629081,3099843,60603
"CANADA",1992,753203,116847,1988717,111830
"PERU",1992,753203,791508,6333901,95968
"ARGENTINA",1993,621260,513918,1257660,115913
"CANADA",1993,621260,198852,7758530,117051
"CANADA",1992,539981,335288,1720251,79396
"PERU",1992,539981,782322,4222700,84257
"CANADA",1992,539981,472023,2068605,59700
"PERU",1992,678400,18925,361408,110635
"ARGENTINA",1992,80146,409468,5745302,82646
"BRAZIL",1992,194563,44141,2962432,65108
"PERU",1992,194563,263196,3025459,69550
"BRAZIL",1993,309509,213371,809146,77061
"PERU",1993,309509,409060,854693,58142
"BRAZIL",1993,830176,558303,2047365,81676
"UNITED STATES",1992,66847,402008,3873784,54598
"ARGENTINA",1993,268504,664860,5109524,109489
"PERU",1992,128999,522675,5841613,101859
"PERU",1992,887188,103409,1898265,84744
"CANADA",1992,887188,382287,5794750,82156
"PERU",1992,887188,708967,2904617,118555
"CANADA",1992,757001,47523,2542529,88231
"ARGENTINA",1993,893159,746672,3428686,103118
"ARGENTINA",1993,893159,501371,382885,82341
"CANADA",1992,131098,290121,4509995,66666
"PERU",1993,552334,593885,193928,118731
"CANADA",1992,750382,700292,2550921,77535
"PERU",1993,340219,723382,4591278,84321
"PERU",1993,342622,154977,8534274,121918
"UNITED STATES",1993,565138,423445,2490524,82105
"CANADA",1993,134443,38122,3701939,63607
"PERU",1993,134443,285975,8030131,117657
"ARGENTINA",1993,134443,310365,775697,82521
"CANADA",1993,553193,390123,4124574,72786
"BRAZIL",1993,553193,787704,3956007,107500
"UNITED STATES",1993,229294,727104,5050227,67864
"PERU",1993,584008,281202,2640880,70991
"ARGENTINA",1992,443056,439633,305086,94356
"PERU",1992,616693,739776,8541240,108944
"ARGENTINA",1992,410044,665583,2378572,92913
"UNITED STATES",1992,410044,47350,6102734,77841
"PERU",1992,410044,605676,4311550,94898
"ARGENTINA",1993,379096,447440,6056088,83245
"ARGENTINA",1992,655652,579237,5150329,78972
"PERU",1993,783535,681536,7587500,91050
"BRAZIL",1993,783535,166978,2069509,122698
"CANADA",1992,100982,793863,2935245,117409
"BRAZIL",1993,492860,686065,4447958,63061
"CANADA",1993,492860,380841,5421482,115309
"ARGENTINA",1993,492860,787446,1062653,92004
"BRAZIL",1993,492860,559964,3173537,121436
"ARGENTINA",1993,258682,771959,5771874,121855
"PERU",1992,641255,237825,6046438,105768
"ARGENTINA",1992,60593,576393,3176777,88162
"CANADA",1992,60593,343314,4495377,81438
"UNITED STATES",1993,531988,205137,4793752,62527
"PERU",1993,597749,244401,791089,80723
"ARGENTINA",1992,892292,486586,3931400,94353
"UNITED STATES",1993,727414,14482,6569041,83788
"BRAZIL",1992,890800,314803,1366978,109067
"CANADA",1993,801577,324300,1108430,79457
"UNITED STATES",1993,801577,183632,2470507,102937
"PERU",1993,128234,598514,5224467,96749
"ARGENTINA",1992,266662,429924,8008848,111234
"CANADA",1993,605765,109196,1373916,72311
"BRAZIL",1992,491479,607931,1397564,110334
"CANADA",1992,491479,685797,4278624,106965
"CANADA",1993,531118,600689,2621332,95379
"ARGENTINA",1993,531118,571255,3151122,79573
"CANADA",1993,371315,65540,1523606,90332
"UNITED STATES",1992,72425,140479,3456794,91168
"PERU",1993,786062,398717,5107564,108942
"ARGENTINA",1993,786062,366192,1743837,75490
"UNITED STATES",1992,849274,709686,997042,101739
"UNITED STATES",1992,509888,627720,5602146,98861
"ARGENTINA",1993,155674,197512,444224,96570
"UNITED STATES",1993,830317,673246,4139217,73152
"PERU",1992,717655,782968,3773711,123055
"CANADA",1992,717655,129432,1648493,87685
"CANADA",1992,717655,162327,263970,83359
"PERU",1992,276370,601714,4653158,96940
"ARGENTINA",1993,492613,781592,6359528,100413
"CANADA",1992,692389,430209,455672,68350
"PERU",1992,692389,320638,3967419,99517
"PERU",1992,692389,160619,7108109,100776
"BRAZIL",1993,576254,81771,8062742,105166
"ARGENTINA",1993,94612,292958,3823842,117056
"CANADA",1992,139493,460281,744756,74475
"ARGENTINA",1992,843070,286660,4238477,98799
"ARGENTINA",1992,843070,287008,3712307,59699
"ARGENTINA",1992,126385,358948,8489313,120415
"CANADA",1993,863627,15185,3881435,66010
"CANADA",1993,863627,853,2862283,105231
"CANADA",1993,110368,338464,751225,90147
"PERU",1993,110368,175623,5269119,101917
"PERU",1993,77062,222719,6501132,98502
"BRAZIL",1992,42640,520919,564507,116393
"BRAZIL",1992,42640,750968,4197355,121135
"CANADA",1992,242429,686604,2204530,95434
"BRAZIL",1992,685627,310765,7671240,106545
"PERU",1992,685627,615607,2387389,91354
"ARGENTINA",1992,609916,298639,4112063,98257
"UNITED STATES",1993,727783,447576,1822165,91413
"ARGENTINA",1993,727783,277290,357372,76036
"PERU",1992,818116,408569,4583329,88652
"CANADA",1992,606487,360251,3398734,78674
"BRAZIL",1993,279683,511060,3866454,64262
"BRAZIL",1992,827230,569753,6999283,109363
"ARGENTINA",1992,263971,789947,387012,122214
"UNITED STATES",1992,263971,623936,4497238,111594
"ARGENTINA",1993,664165,641384,5979979,79521
"CANADA",1992,45019,265393,126329,81502
"ARGENTINA",1993,54182,220681,145751,96100
"ARGENTINA",1993,54182,182303,2083491,83118
"ARGENTINA",1993,242135,199073,319975,70324
"PERU",1993,242135,580755,2839874,110143
"UNITED STATES",1992,615646,287748,1957903,104143
"ARGENTINA",1992,615646,167422,2546908,89365
"UNITED STATES",1992,439459,37302,3098250,74358
"ARGENTINA",1993,125287,632211,997996,68590
"BRAZIL",1992,148177,542606,7583468,98914
"PERU",1992,397328,443570,5771166,90813
"ARGENTINA",1992,397328,303910,522494,114834
"ARGENTINA",1992,348698,524699,7508306,103420
"PERU",1993,578371,49876,3432635,109552
"ARGENTINA",1992,461017,278515,4537253,89610
"UNITED STATES",1992,206758,189374,1843846,87802
"UNITED STATES",1992,64195,593567,5230701,99632
"UNITED STATES",1992,64195,434249,4705665,70993
"UNITED STATES",1993,374455,421574,3990127,89733
"ARGENTINA",1993,374455,592492,2595361,95068
"PERU",1992,427901,735569,2286455,96271
"ARGENTINA",1992,427901,296999,6496914,119758
"UNITED STATES",1993,298934,555089,3995057,68643
"BRAZIL",1993,298934,281034,4531049,60901
"CANADA",1992,264497,220118,4008104,62286
"ARGENTINA",1992,264497,621816,4865784,104266
"ARGENTINA",1993,391663,560301,3103718,81676
"CANADA",1993,391663,173087,2111345,69604
"ARGENTINA",1992,861799,416563,6675684,88772
"CANADA",1992,815332,154145,5698313,71948
"ARGENTINA",1992,815332,308182,3505050,71410
"PERU",1992,704023,467566,3036409,92012
"UNITED STATES",1993,419182,152789,1624449,110506
"BRAZIL",1993,261583,239729,3921468,100122
"PERU",1993,261583,634455,1011497,83365
"CANADA",1992,43480,584765,1598175,110984
"UNITED STATES",1992,43480,191796,1321453,113267
"ARGENTINA",1992,848554,360486,5100258,92788
"PERU",1992,848554,277687,4567854,99880
"ARGENTINA",1992,493801,559610,3993659,100175
"UNITED STATES",1992,493801,557772,7454401,109785
"PERU",1993,602536,620361,2168010,76879
"ARGENTINA",1993,349139,39188,2272394,67630
"BRAZIL",1992,602573,483572,6799309,93333
"BRAZIL",1993,630094,247660,4684692,96459
"BRAZIL",1993,630094,97265,1033790,75735
"CANADA",1993,630094,150506,3329353,93390
"BRAZIL",1992,539962,371743,3923446,108883
"BRAZIL",1993,866587,243484,4964740,85648
"BRAZIL",1993,676862,167668,3998960,104139
"UNITED STATES",1993,676862,328409,139426,86243
"ARGENTINA",1992,227588,260297,5034149,75436
"UNITED STATES",1992,344407,475226,4290686,72072
"ARGENTINA",1992,582800,561611,4542754,100355
"PERU",1993,32111,550748,1145784,107923
"CANADA",1993,401762,41619,5599468,93636
"CANADA",1992,193417,47089,3468795,62164
"UNITED STATES",1992,193417,533171,433494,72249
"BRAZIL",1992,444775,540663,3107439,102218
"PERU",1992,444775,519599,6797994,97114
