"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"SAUDI ARABIA",199201,968,434107,1649070,62464
"JORDAN",199208,273298,469529,3412084,89910
"EGYPT",199207,184304,579149,2674845,73687
"EGYPT",199207,279572,162969,10159800,121917
"IRAN",199211,139369,311986,5090827,119878
"IRAQ",199204,218716,371095,1154419,69964
"IRAQ",199201,41435,340894,5498928,116092
"SAUDI ARABIA",199205,198643,84211,2629462,71712
"EGYPT",199203,267727,211406,912951,79043
"IRAQ",199203,195286,206955,4282462,111716
"IRAQ",199211,60410,35845,6054856,106850
"JORDAN",199211,109370,336141,3729147,70627
"IRAN",199209,272257,553604,2486370,99454
"JORDAN",199202,277291,56357,3414710,78801
"IRAN",199204,116552,225888,3732944,108832
"IRAN",199210,207625,218863,882015,106911
"SAUDI ARABIA",199203,85474,542213,251038,75311
"EGYPT",199202,149297,506128,5557090,68046
"EGYPT",199202,70037,546530,2317469,94590
"SAUDI ARABIA",199201,159628,49195,5097366,68651
"IRAN",199202,40489,289331,2640640,79219
"EGYPT",199205,264478,427949,8645093,112615
"EGYPT",199201,240493,517696,4870250,102820
"IRAQ",199201,240493,308728,7467853,104202
"JORDAN",199203,263401,218503,417918,85289
"SAUDI ARABIA",199207,281995,188985,3695832,124438
"SAUDI ARABIA",199208,257212,155426,6221964,88885
"SAUDI ARABIA",199211,198559,412500,6229036,84748
"EGYPT",199208,13537,565532,4111990,95850
"IRAQ",199208,13537,282121,2594514,66186
"IRAN",199208,61973,147686,3467360,104020
"EGYPT",199212,11165,317306,5240228,79397
"SAUDI ARABIA",199203,29714,264153,4817107,67028
"IRAQ",199204,210992,157077,1796366,68044
"JORDAN",199210,92024,512410,1812124,85343
"IRAN",199209,127463,102411,1413410,84804
"EGYPT",199204,269650,430584,3029120,90873
"IRAQ",199203,136657,414766,2995078,100844
"SAUDI ARABIA",199212,52366,169651,4721463,103239
"IRAQ",199212,52366,139835,5144533,112489
"EGYPT",199206,113944,555167,3788634,73328
"EGYPT",199206,159907,33998,4544040,115919
"JORDAN",199212,268790,526469,4934952,89726
"IRAQ",199202,39532,421021,3297000,56520
"IRAQ",199208,184439,556014,635574,64199
"IRAN",199207,33016,389221,1540806,78612
"IRAQ",199207,33016,297230,4908880,73633
"IRAN",199205,229436,41061,3769749,60123
"IRAN",199206,254641,182030,2201819,66721
"IRAQ",199206,11893,474954,5208111,115735
"SAUDI ARABIA",199206,11893,457778,1546553,104145
"EGYPT",199206,11893,599700,3351004,107980
"SAUDI ARABIA",199208,233944,193588,6262203,100894
"JORDAN",199206,17185,222062,1850998,59043
"SAUDI ARABIA",199209,166766,394661,4740255,105339
"JORDAN",199202,260122,554516,1884588,94229
"EGYPT",199207,208024,117218,5810427,74112
"SAUDI ARABIA",199208,129649,562537,639804,95970
"EGYPT",199208,129649,208322,4141223,73818
"IRAN",199201,241037,553591,1139687,98674
"IRAN",199204,71935,555716,7366687,106301
"EGYPT",199210,269545,438950,2266716,113335
"JORDAN",199204,271859,569478,2144765,92847
"IRAQ",199206,163979,262109,3711326,64265
"SAUDI ARABIA",199204,81574,177787,5847950,111886
"JORDAN",199202,71167,412946,4461408,111535
"EGYPT",199202,71167,179969,7786048,122937
"JORDAN",199212,63298,553744,1761765,107863
"JORDAN",199207,12022,442977,7983152,115197
"IRAN",199204,44348,179398,2778970,88643
"IRAN",199212,100751,148022,2140040,64201
"IRAQ",199207,19027,574529,6826099,96210
"IRAN",199201,47405,263527,4528169,89430
"IRAN",199208,34067,282002,787192,59039
"IRAN",199204,16276,189553,4927650,98553
"JORDAN",199211,234706,119359,4052349,82701
"IRAQ",199203,87734,571126,3555387,71826
"JORDAN",199210,249748,47571,5618709,91114
"JORDAN",199210,173203,91991,3141056,118979
"JORDAN",199212,126310,533049,1802645,64921
"JORDAN",199203,113839,3086,3427162,59344
"IRAQ",199209,250720,527579,4930501,96393
"IRAN",199202,25442,13529,4665109,86551
"EGYPT",199209,221873,297822,4731506,109188
"IRAQ",199211,299801,12380,383836,77542
"JORDAN",199209,15892,510751,7325273,105703
"IRAN",199207,267508,315116,1343746,67866
"JORDAN",199202,159496,290340,3292566,79819
"SAUDI ARABIA",199202,159496,206909,7652160,108953
"EGYPT",199204,42590,84178,341677,69730
"EGYPT",199208,186253,338069,650945,66423
"IRAN",199211,120097,164767,6960688,109905
"SAUDI ARABIA",199203,169501,552514,1566490,93989
"EGYPT",199206,99469,312522,5524236,92070
"IRAN",199205,162529,71391,2967285,81743
"JORDAN",199203,293177,160377,1868581,86242
"SAUDI ARABIA",199204,61216,166260,4679045,79575
"JORDAN",199205,51559,281662,4273490,98619
"IRAQ",199204,262616,51263,5949874,72855
"JORDAN",199209,91993,214027,1035111,56460
"SAUDI ARABIA",199210,76375,222233,3003572,69313
"SAUDI ARABIA",199211,240035,243863,1626165,108411
"SAUDI ARABIA",199210,207473,180712,7708653,107562
"IRAQ",199210,290545,407027,2034252,56040
"EGYPT",199204,116342,196757,741500,111225
"IRAQ",199204,116342,292353,2768709,80720
"JORDAN",199211,22834,240157,2962278,65828
"SAUDI ARABIA",199209,117232,301324,1443262,79518
"JORDAN",199203,160021,144332,4316170,82579
"IRAQ",199203,270436,298073,1049638,64263
"EGYPT",199205,268948,234697,6526720,97900
"SAUDI ARABIA",199206,66467,538320,6589113,81498
"IRAQ",199203,82039,414811,845637,103547
"IRAQ",199210,264794,220504,4467200,85469
"EGYPT",199210,178073,409311,3141026,73217
"IRAQ",199203,85000,369517,2332155,95190
"JORDAN",199206,21478,261523,2375216,89070
"SAUDI ARABIA",199211,145871,13028,2515346,56461
"SAUDI ARABIA",199212,108370,35799,7980034,104087
"JORDAN",199208,195904,279448,5735413,85645
"IRAN",199208,208295,584931,9380029,120954
"EGYPT",199211,170812,536282,922782,79095
"JORDAN",199207,35537,243318,2372505,75678
"JORDAN",199206,98423,490389,270354,82761
"SAUDI ARABIA",199209,251462,470793,3666877,105826
"IRAQ",199204,136127,522961,4666226,119036
"IRAN",199207,271984,232539,3749432,88291
"SAUDI ARABIA",199203,283136,228948,8277261,112615
"SAUDI ARABIA",199203,294388,71772,517899,104626
"JORDAN",199208,296489,259947,6041154,114415
"JORDAN",199206,97522,399405,2234019,90263
"SAUDI ARABIA",199207,260641,428757,6911493,101143
"JORDAN",199211,131548,153804,735688,111468
"IRAQ",199202,272327,91330,906432,79279
"IRAN",199201,194951,448810,175879,105527
"EGYPT",199206,46756,588673,7150537,105699
"EGYPT",199210,231638,559977,5296070,122217
"SAUDI ARABIA",199207,120854,340255,4616235,77714
"JORDAN",199204,208867,96932,1323245,115735
"SAUDI ARABIA",199201,229804,287438,977838,85525
"SAUDI ARABIA",199211,51173,559690,3291129,104980
"JORDAN",199211,51173,495737,2744612,103962
"JORDAN",199204,22963,22124,1464568,62767
"IRAQ",199207,235954,264598,5878425,93754
"IRAN",199205,79891,479641,6829292,97237
"JORDAN",199208,293620,503525,1348137,91710
"JORDAN",199204,128891,540759,3563465,107983
"IRAQ",199206,173135,246479,5927062,85527
"IRAN",199204,182738,100280,4014958,76816
"IRAN",199204,182738,554102,1618512,69364
"SAUDI ARABIA",199211,234409,169665,7979436,104079
"EGYPT",199204,194018,560192,2231366,75130
"IRAN",199201,116477,192278,1918378,82216
"EGYPT",199202,69344,323410,5759401,86004
"IRAN",199208,4204,172527,6175746,95971
"SAUDI ARABIA",199208,4204,451643,7893369,95677
"SAUDI ARABIA",199207,211297,97609,4408510,96396
"SAUDI ARABIA",199202,247606,455852,3977226,108469
"EGYPT",199211,60131,491130,4994545,67266
"IRAQ",199201,283774,392734,2148222,109603
"EGYPT",199203,133522,228101,3293088,61745
"EGYPT",199212,208799,240950,7968421,113456
"JORDAN",199211,262201,18475,6621769,83608
"SAUDI ARABIA",199207,85634,312623,3400433,98136
"JORDAN",199208,257401,215389,2840917,78262
"IRAQ",199204,182899,230104,2533520,62045
"SAUDI ARABIA",199207,294467,38634,4777649,94357
"EGYPT",199201,144548,7625,7509838,91957
"SAUDI ARABIA",199201,144548,341810,6599815,111108
"IRAN",199212,106645,72360,659518,79941
"IRAQ",199201,184496,204513,3367980,85050
"SAUDI ARABIA",199201,49774,69709,335740,100722
"EGYPT",199201,49774,476116,1621753,65525
"IRAN",199203,229087,394991,3679668,125158
"IRAN",199208,110588,590508,5274984,95908
"JORDAN",199203,84814,511924,6829855,116154
"IRAN",199205,232877,161730,2458253,107503
"IRAN",199204,288890,465596,5565435,93694
"EGYPT",199204,288890,73973,4672728,116818
"IRAN",199204,221869,251947,1116570,113935
"JORDAN",199209,274342,589304,1911580,83596
"SAUDI ARABIA",199205,118526,266289,372815,75316
"EGYPT",199204,174605,120932,8995195,117175
"IRAN",199208,289721,161322,3660264,82999
"IRAN",199212,94625,357767,5419507,109485
"EGYPT",199205,161884,73239,4440398,72733
"JORDAN",199202,277204,351656,334697,102458
"EGYPT",199208,286237,447040,3192022,59221
"SAUDI ARABIA",199212,38351,401091,4517886,59524
"SAUDI ARABIA",199210,221357,341501,3084980,92549
"SAUDI ARABIA",199212,84995,284897,8942693,112912
"JORDAN",199205,165868,390993,2450760,125038
"JORDAN",199205,32845,580202,2051488,76930
"EGYPT",199207,193925,241544,7059238,89131
"IRAQ",199207,193925,595075,2457105,70203
"IRAQ",199207,193925,13859,347478,106371
"IRAQ",199203,234841,359663,3882853,103359
"IRAQ",199202,66382,320673,3556686,101619
"SAUDI ARABIA",199212,249433,503031,4357318,62040
"SAUDI ARABIA",199210,101878,81591,7705691,94355
"IRAQ",199203,53317,387831,5453286,115129
"IRAN",199202,209000,566241,3882443,78433
"EGYPT",199209,259474,199045,5493680,68642
"IRAN",199209,259474,151380,6172110,85882
"JORDAN",199210,231746,599416,3788475,90923
"EGYPT",199205,270907,147002,1453914,62940
"SAUDI ARABIA",199210,81781,324869,2840775,113631
"IRAQ",199208,209903,337376,6576364,84801
"IRAN",199203,105179,494187,354348,70869
"SAUDI ARABIA",199205,181081,284368,5756953,81141
"JORDAN",199209,295639,118243,4414340,75674
"EGYPT",199211,29836,556176,3293536,73929
"IRAQ",199206,115264,70258,3404709,73695
"IRAN",199203,245521,482276,3523100,75495
"EGYPT",199202,146287,506599,6993862,96334
"JORDAN",199203,179447,10123,607474,61987
"JORDAN",199211,1213,149614,1317579,99816
"EGYPT",199206,243866,99717,4120104,103002
"EGYPT",199207,171211,150409,5779224,87564
"IRAN",199211,7111,452347,5067348,77959
"IRAN",199206,235909,569908,4264309,118672
"EGYPT",199206,47903,557942,593976,119995
"JORDAN",199204,207262,461493,3054387,87268
"EGYPT",199209,289855,122594,3520933,96995
"EGYPT",199212,235736,586788,6681644,112485
"IRAN",199202,239488,597481,4419688,94707
"IRAQ",199207,138955,224787,6206878,102706
"EGYPT",199201,207508,252868,7101315,109251
"JORDAN",199208,280468,229929,5576730,111534
"IRAN",199208,155851,163204,250905,76032
"IRAN",199208,155851,366428,739732,89664
"IRAN",199208,12685,70834,3537466,108289
"JORDAN",199208,12685,98806,7038720,108288
"SAUDI ARABIA",199201,132217,441149,534158,65407
"EGYPT",199201,132217,164956,9902655,121257
"IRAQ",199201,132217,410943,9176904,111235
"JORDAN",199203,29884,587827,2464347,114888
"IRAN",199210,17417,343061,2841824,66243
"EGYPT",199202,162430,463080,104306,62583
"IRAQ",199211,56782,449943,3935380,113575
"EGYPT",199203,25168,417879,889440,107811
"EGYPT",199209,193712,384699,6467623,107020
"IRAN",199205,190324,234484,3229856,85108
"JORDAN",199205,173854,293164,3969024,69429
"IRAQ",199207,271288,250918,183152,112134
"IRAN",199202,262285,162502,306642,93870
"SAUDI ARABIA",199202,262285,486992,4114278,118738
"EGYPT",199208,229465,590744,6971936,110083
"IRAN",199201,74821,538496,6228413,92068
"IRAQ",199205,169609,117430,5355491,86845
"JORDAN",199203,115304,108,3830780,60486
"SAUDI ARABIA",199212,147125,180406,1486400,89184
"EGYPT",199204,212722,296756,867606,105164
"SAUDI ARABIA",199203,167053,454649,2886516,96217
"IRAQ",199207,200638,401238,1822736,68352
"SAUDI ARABIA",199202,70537,191266,5187447,81435
"IRAQ",199205,65171,142592,647297,98075
"EGYPT",199201,36634,549768,2315800,109064
"JORDAN",199212,94126,562231,3421833,77592
"IRAQ",199202,157118,579164,246141,74588
"SAUDI ARABIA",199202,202855,239791,5825805,103846
"JORDAN",199211,232210,583985,8275840,124137
"JORDAN",199208,256237,54738,846365,101563
"IRAQ",199207,43810,228777,3208534,102345
"IRAN",199205,63836,545184,2212488,73749
"JORDAN",199211,250355,487336,1048061,79398
"JORDAN",199203,278572,189388,7239162,88642
"IRAQ",199203,278572,559081,2031586,68403
"IRAQ",199201,50971,356355,276622,84680
"IRAN",199209,2386,532382,2545848,84861
"JORDAN",199202,220705,584299,5557978,82996
"IRAQ",199201,202105,449172,3955417,67269
"IRAN",199211,116311,469613,1096734,94955
"EGYPT",199201,8608,113013,904940,61560
"IRAN",199210,84464,329418,5065900,86844
"SAUDI ARABIA",199210,84464,324947,1971930,118315
"JORDAN",199205,199585,411295,5186961,72376
"IRAQ",199212,292978,186308,5383392,83658
"SAUDI ARABIA",199205,100780,145411,728205,87384
"SAUDI ARABIA",199206,35899,240228,1373814,70092
"JORDAN",199201,50998,552134,2583347,71166
"IRAQ",199204,68765,91958,4968472,116997
"IRAQ",199210,109982,70711,1664892,100902
"IRAN",199206,141169,285097,954394,64924
"EGYPT",199206,141169,14090,1689883,60245
"EGYPT",199207,36697,449952,8760289,114115
"EGYPT",199210,97259,231656,476292,95258
"EGYPT",199209,223036,89874,1660708,111832
"SAUDI ARABIA",199208,118852,491385,2023249,82581
"SAUDI ARABIA",199209,297133,5829,1190086,104089
"SAUDI ARABIA",199209,113050,138631,6344594,100177
"IRAQ",199211,61015,152621,3936354,100417
"IRAQ",199204,35236,241076,3289172,61023
"SAUDI ARABIA",199205,127351,29321,3713450,75019
"SAUDI ARABIA",199202,161674,47173,4704714,67210
"IRAQ",199204,100081,36012,650334,56880
"JORDAN",199202,218389,510166,4149421,70568
"IRAN",199206,67250,84487,1177184,88288
"IRAN",199210,58249,482981,7855840,117837
"IRAN",199205,134626,506316,2618134,79337
"SAUDI ARABIA",199206,2783,299590,6386932,95374
"EGYPT",199211,298669,400319,3259162,73157
"EGYPT",199208,231961,193022,1115020,66901
"SAUDI ARABIA",199211,247358,351867,3609356,115131
"EGYPT",199202,2779,183971,821988,123298
"IRAN",199205,134206,348987,2992875,122158
"IRAQ",199211,63677,186124,4840480,72607
"EGYPT",199211,63677,117289,775930,78376
"IRAN",199211,63677,591031,3628580,67320
"EGYPT",199207,252445,335773,895336,108525
"IRAQ",199208,48511,109402,968220,84684
"JORDAN",199212,162209,73941,947895,114896
"EGYPT",199205,93995,68297,2881065,75917
"IRAQ",199204,70366,297621,3172475,97116
"EGYPT",199204,267655,174089,2878623,69784
"SAUDI ARABIA",199206,4963,335676,2851625,102699
"JORDAN",199212,103579,114946,4804303,117656
"EGYPT",199208,21688,28752,5882625,100845
"IRAN",199212,130330,510200,118597,72610
"IRAQ",199205,51407,170035,331509,66301
"EGYPT",199205,51407,573053,1337723,67561
"JORDAN",199209,161827,413913,1446896,109613
"IRAQ",199202,97498,166486,5379343,93148
"IRAQ",199208,154436,322688,3017621,102640
"IRAQ",199208,154436,44520,5711628,87871
"JORDAN",199205,27970,543894,6522870,116272
"SAUDI ARABIA",199205,205240,319752,3646240,106304
"IRAQ",199204,30100,104376,4555221,82822
"JORDAN",199204,30100,181109,2827677,71406
"EGYPT",199203,15904,109916,1540728,115554
"JORDAN",199207,157378,389346,703311,86119
"IRAN",199210,110182,556668,6898560,103478
"JORDAN",199204,158848,506082,435224,65283
"JORDAN",199207,118069,325253,1645094,76694
"JORDAN",199209,112646,204376,3513307,76821
"EGYPT",199209,112646,372836,572646,114529
"EGYPT",199202,296251,142550,3941561,95553
"IRAN",199202,296251,36385,6474762,79282
"JORDAN",199209,109045,314493,6783660,90448
"SAUDI ARABIA",199204,39811,410095,1809126,60304
"EGYPT",199204,56828,6593,3898934,89975
"SAUDI ARABIA",199206,89884,203091,1461297,59644
"JORDAN",199208,178684,197295,3063038,83537
"IRAQ",199208,245216,49019,3833319,58080
"IRAN",199208,111323,553607,6904691,99634
"IRAN",199207,179398,423956,2763497,112795
"SAUDI ARABIA",199201,203008,306422,2799683,85704
"IRAQ",199208,268001,69988,581520,117478
"SAUDI ARABIA",199205,196270,129486,3485604,90928
"EGYPT",199208,114790,313537,151950,93031
"IRAQ",199204,159634,168885,3255164,117232
"EGYPT",199204,159634,348129,1281872,70626
"IRAN",199210,195796,235787,5116626,103366
"SAUDI ARABIA",199202,214069,569405,5779569,88462
"IRAN",199203,187900,451124,4109032,64506
"IRAN",199205,297025,101016,3864638,61020
"IRAQ",199205,107236,42583,7098523,91534
"SAUDI ARABIA",199209,116519,337114,3835465,69066
"JORDAN",199210,280724,118043,1039819,63662
"IRAN",199212,83795,88911,8378603,113994
"SAUDI ARABIA",199203,275299,150225,2167874,76513
"JORDAN",199205,172943,61661,5517044,97359
"EGYPT",199204,132697,516018,810648,62039
"IRAN",199203,104270,63427,2588962,83425
"IRAQ",199211,282718,478317,2538768,77717
"JORDAN",199208,278359,511518,6965297,91769
"EGYPT",199212,262256,266535,4654712,90091
"IRAN",199203,198220,345325,411093,82218
"SAUDI ARABIA",199203,154153,520248,502215,76093
"JORDAN",199212,136447,411871,7844540,106971
"SAUDI ARABIA",199208,17647,441916,364146,111473
"SAUDI ARABIA",199212,191804,61064,2435542,61503
"IRAQ",199207,4783,262896,7361164,111532
"IRAQ",199205,129916,449722,1820481,100302
"IRAN",199205,161053,303490,6357744,89608
"SAUDI ARABIA",199210,196676,512936,1336952,116934
"EGYPT",199210,137227,437343,4767911,76819
"IRAQ",199202,22715,398694,8873766,107560
"IRAN",199205,233908,6696,5288877,96161
"EGYPT",199204,76664,75047,1602558,61322
"IRAQ",199209,208781,37187,440678,67450
"JORDAN",199207,116912,384667,7209791,105099
"IRAQ",199209,210556,82940,3768962,115376
"IRAN",199208,42347,424237,3251388,69672
"EGYPT",199208,42347,96945,5437432,116516
"IRAQ",199211,155522,294177,695669,70269
"IRAQ",199205,230233,409846,2282566,105349
"EGYPT",199208,149855,96816,6101918,108768
"JORDAN",199212,251507,111562,1850506,94413
"IRAQ",199210,192136,559113,4061291,70325
"IRAN",199210,192136,581053,4111992,68041
"SAUDI ARABIA",199201,30145,523299,1832666,79336
"IRAQ",199210,218152,198695,358738,107621
"EGYPT",199202,234731,546977,2204081,121437
"EGYPT",199211,265652,140727,8661828,106063
"SAUDI ARABIA",199205,216512,70722,4231800,101563
"IRAQ",199212,285382,571023,3752420,65640
"SAUDI ARABIA",199205,121094,526876,4332789,114171
"SAUDI ARABIA",199207,265549,119689,5525871,102520
"SAUDI ARABIA",199210,146359,220476,4147486,83787
"SAUDI ARABIA",199211,209611,468705,836840,100420
"SAUDI ARABIA",199211,209611,206819,1708542,103548
"IRAQ",199206,184411,379258,6421426,80234
"SAUDI ARABIA",199205,17008,170413,872245,89004
"IRAN",199202,204773,333500,151815,92009
"IRAQ",199209,165467,196547,7321970,98612
"IRAQ",199204,193075,548007,3205029,63298
"JORDAN",199203,117614,348358,6822155,84380
"SAUDI ARABIA",199206,283936,321263,5467052,77055
"IRAN",199204,965,324225,734535,74952
"EGYPT",199207,244427,324523,766017,92850
"EGYPT",199207,244427,252453,1391385,84326
"IRAN",199207,155875,237119,3345724,63366
"IRAQ",199206,54841,116964,594288,118857
"JORDAN",199210,28285,506768,8518752,106484
"SAUDI ARABIA",199212,261188,320478,6230596,89907
"IRAQ",199209,207749,480925,2287080,114354
"IRAQ",199205,256249,153983,6856474,122218
"IRAN",199202,185593,371294,5001020,81916
"IRAN",199208,565,257570,7026776,91653
"IRAN",199212,189568,408960,4672350,112136
"EGYPT",199203,28004,12807,7739100,103188
"EGYPT",199202,161612,532198,5358620,73810
"IRAQ",199202,161612,438645,2508454,95017
"IRAN",199202,295273,385502,1746239,95249
"IRAQ",199203,277693,517286,1824564,78195
"EGYPT",199202,211255,224455,5137034,82766
"JORDAN",199209,166777,449277,613125,73575
"EGYPT",199209,166777,463202,346058,69910
"IRAN",199209,28997,520853,2968146,112429
"IRAQ",199205,145385,513489,6761070,90147
"JORDAN",199203,88732,119175,2457601,71650
"EGYPT",199206,127129,259588,7583093,92854
"IRAQ",199208,228353,285836,4918914,109309
"IRAQ",199211,28331,238503,6356970,86489
"IRAQ",199211,53083,468084,2886852,63123
"EGYPT",199208,118075,178829,2991461,114469
"IRAN",199210,299806,360196,738633,75370
