"c_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"UNITED STATES",1998,481554,3752835,92131
"BRAZIL",1992,188779,1031009,112066
"UNITED STATES",1997,390192,1015486,76930
"UNITED STATES",1997,443687,313086,97839
"BRAZIL",1992,576985,1707302,123717
"BRAZIL",1992,183653,659927,104199
"BRAZIL",1992,252856,7481362,108530
"BRAZIL",1993,161986,3354591,122878
"UNITED STATES",1995,425143,1688697,64087
"ARGENTINA",1993,579341,4992424,85219
"ARGENTINA",1993,179802,940900,112908
"BRAZIL",1995,343780,4800162,109426
"ARGENTINA",1994,311641,4007627,99157
"ARGENTINA",1994,337724,6104325,105702
"ARGENTINA",1994,124584,6514749,96514
"UNITED STATES",1996,428935,6689572,111834
"UNITED STATES",1996,510477,1427952,89247
"UNITED STATES",1996,176602,4721901,100716
"CANADA",1997,206647,3383806,93217
"PERU",1998,319964,1249888,119037
"CANADA",1997,80187,4930168,70030
"CANADA",1997,87380,890164,82042
"CANADA",1995,336923,2471446,117594
"ARGENTINA",1995,445866,6759975,108710
"UNITED STATES",1995,316263,349235,76755
"BRAZIL",1995,213451,1852909,81866
"UNITED STATES",1995,572406,7170143,88702
"UNITED STATES",1995,22148,4187457,64208
"CANADA",1997,9210,5484129,67152
"UNITED STATES",1998,527554,154989,94891
"BRAZIL",1998,453235,2762588,71292
"CANADA",1994,35879,4219572,108892
"CANADA",1994,62800,2094206,105768
"CANADA",1992,349590,6202531,98374
"BRAZIL",1995,510392,1943684,84142
"PERU",1994,533810,514417,110627
"ARGENTINA",1992,287801,5083741,107327
"PERU",1997,26986,1855590,114778
"CANADA",1994,591563,2514900,99272
"CANADA",1994,391219,5906381,78612
"CANADA",1994,405029,2600256,56040
"CANADA",1992,115926,9039637,116515
"ARGENTINA",1997,27905,3592484,109974
"UNITED STATES",1995,516107,1900251,67384
"PERU",1993,136283,527712,79156
"PERU",1993,303162,3034050,69909
"ARGENTINA",1995,234565,4000799,89973
"ARGENTINA",1995,322906,5560989,115733
"UNITED STATES",1992,587790,5064345,112666
"UNITED STATES",1992,572336,1775878,84498
"BRAZIL",1997,404410,6115856,78863
"PERU",1996,524530,6333073,93270
"PERU",1996,568340,4715055,84499
"ARGENTINA",1994,391975,3848679,124017
"PERU",1998,246999,2957889,116758
"BRAZIL",1997,464306,5051903,76216
"ARGENTINA",1997,573967,4175763,122456
"ARGENTINA",1995,196185,372823,76870
"CANADA",1994,6621,3024687,91657
"CANADA",1994,278889,1910831,112072
"PERU",1992,200394,2591348,77662
"PERU",1994,291399,3101937,83422
"PERU",1994,116261,2276077,76635
"UNITED STATES",1993,409230,4442919,68352
"PERU",1995,494807,972961,108106
"UNITED STATES",1994,551996,3850183,122878
"BRAZIL",1995,163966,7234777,121797
"BRAZIL",1995,568369,6761247,86240
"BRAZIL",1995,453507,1983331,87628
"ARGENTINA",1993,145284,3628934,79756
"PERU",1995,59026,1523825,59101
"BRAZIL",1996,408985,3272762,113637
"BRAZIL",1992,551507,6017291,93508
"UNITED STATES",1995,576653,7458164,103777
"UNITED STATES",1995,590615,620834,102335
"CANADA",1992,557500,992114,93448
"UNITED STATES",1995,240656,4802693,95798
"UNITED STATES",1992,115189,2601028,72250
"PERU",1995,364970,1666632,122097
"PERU",1995,404214,712287,67091
"CANADA",1998,108647,7781508,99338
"BRAZIL",1994,135889,5728442,115492
"BRAZIL",1994,280965,8780126,116757
"BRAZIL",1994,30201,1923040,67872
"PERU",1995,105306,1285074,78678
"BRAZIL",1998,145969,4872173,120897
"BRAZIL",1998,302782,335536,107086
"PERU",1998,376911,5045290,119274
"UNITED STATES",1996,90738,7872636,103723
"UNITED STATES",1996,523922,5911644,116754
"PERU",1993,568310,5644097,82697
"CANADA",1995,310623,1901522,98016
"CANADA",1998,148147,3431246,71708
"BRAZIL",1993,585090,345470,70504
"PERU",1996,106040,4074325,62762
"ARGENTINA",1993,53056,1598335,60543
"UNITED STATES",1993,410490,6050030,84028
"BRAZIL",1993,533913,5548636,116813
"BRAZIL",1993,594798,6473273,113566
"PERU",1994,362493,3362947,93328
"PERU",1995,19715,2040118,98082
"ARGENTINA",1997,245320,5590139,75918
"ARGENTINA",1997,491210,1681666,72071
"ARGENTINA",1997,352987,1817613,122398
"UNITED STATES",1993,100888,3445317,113332
"UNITED STATES",1993,322832,1285390,111289
"UNITED STATES",1993,22719,1733645,98502
"UNITED STATES",1993,235095,1582202,61804
"PERU",1998,223675,2081455,95919
"ARGENTINA",1992,182160,608658,74529
"ARGENTINA",1992,347426,1762198,88404
"ARGENTINA",1996,66566,2091944,91953
"ARGENTINA",1996,432958,4262156,113455
"PERU",1996,333674,1297821,102459
"PERU",1997,323149,1002171,70327
"PERU",1997,558544,5288316,96151
"UNITED STATES",1994,548765,489709,108824
"UNITED STATES",1994,359304,4183937,81797
"PERU",1992,207765,2890512,100365
"CANADA",1998,158499,1822263,93449
"CANADA",1997,269779,7694544,104925
"PERU",1994,459042,1331356,60061
"PERU",1996,12103,3288924,60906
"PERU",1996,37331,2282994,76099
"UNITED STATES",1996,57954,6357233,114717
"UNITED STATES",1996,226631,6939197,93457
"UNITED STATES",1996,147357,6137009,84261
"CANADA",1997,45851,3660183,107811
"CANADA",1997,243263,1968600,72375
"ARGENTINA",1992,449646,2935940,95737
"UNITED STATES",1993,461603,3121337,93874
"ARGENTINA",1997,89818,8156838,108468
"BRAZIL",1994,30629,888983,93577
"UNITED STATES",1995,313182,2111865,71710
"ARGENTINA",1996,98026,2857015,61441
"BRAZIL",1995,181560,2600231,98493
"CANADA",1998,219321,5417674,74418
"CANADA",1998,320666,801158,101199
"CANADA",1998,226895,2849420,109312
"UNITED STATES",1995,88006,4017748,59640
"UNITED STATES",1995,515249,2300880,75853
"UNITED STATES",1997,438604,7256296,92554
"PERU",1995,575594,7533099,100174
"PERU",1992,236680,8083350,97000
"CANADA",1993,592442,3007463,92065
"CANADA",1993,501571,5151673,94353
"BRAZIL",1995,199673,5264829,106360
"BRAZIL",1993,103849,5691924,111170
"ARGENTINA",1994,499552,1458438,93091
"UNITED STATES",1995,497146,5153184,68587
"UNITED STATES",1995,577136,2120516,72786
"UNITED STATES",1995,312381,6897181,83602
"UNITED STATES",1995,185742,3454428,109664
"BRAZIL",1997,308995,4194330,120238
"CANADA",1995,265861,5612083,109611
"ARGENTINA",1993,540028,2279112,64080
"PERU",1997,124180,3169401,72250
"PERU",1997,290053,4693680,62582
"UNITED STATES",1997,452051,385163,60181
"CANADA",1994,138789,1418357,109666
"CANADA",1994,161306,393782,82038
"BRAZIL",1992,548438,5275269,89184
"UNITED STATES",1996,259093,4648089,63124
"BRAZIL",1994,224391,1389041,78922
"UNITED STATES",1998,350100,724556,69005
"UNITED STATES",1998,525976,752733,120117
"UNITED STATES",1998,29165,1273602,65649
"UNITED STATES",1998,563482,3515921,92727
"UNITED STATES",1998,29427,4253733,81385
"UNITED STATES",1997,288138,1332199,67567
"ARGENTINA",1995,325489,3180387,90868
"BRAZIL",1996,562724,3037390,107202
"ARGENTINA",1995,325845,2693995,112249
"ARGENTINA",1995,261163,4406668,67449
"ARGENTINA",1992,269243,3860952,72733
"ARGENTINA",1992,554730,1904285,107082
"UNITED STATES",1994,462511,4959767,88409
"UNITED STATES",1994,416905,655876,109312
"PERU",1993,376046,999728,67321
"PERU",1993,396181,6070389,76630
"CANADA",1993,25315,3929302,74418
"CANADA",1994,283056,2836579,62342
"ARGENTINA",1994,438317,114231,75317
"ARGENTINA",1994,193823,2277182,115009
"ARGENTINA",1994,175812,3473570,113268
"PERU",1992,19335,5654519,75259
"ARGENTINA",1997,107345,5168643,81140
"ARGENTINA",1997,537192,1888005,73750
"ARGENTINA",1997,377775,1482208,111165
"ARGENTINA",1997,439207,449302,68770
"ARGENTINA",1997,543820,4115270,111828
"PERU",1992,240363,2038439,78201
"BRAZIL",1998,184754,6860376,110325
"BRAZIL",1998,113904,8473282,115074
"CANADA",1997,201118,1936290,61146
"BRAZIL",1998,537712,4276242,104981
"CANADA",1997,319670,4410012,101379
"CANADA",1997,282788,1227143,106246
"PERU",1994,77737,1594698,102883
"BRAZIL",1998,288007,4278457,59699
"BRAZIL",1998,548702,343133,105040
"BRAZIL",1998,32930,3152077,111775
"PERU",1995,59482,3603700,86488
"PERU",1995,473928,7851043,114114
"PERU",1995,293165,4110274,69489
"BRAZIL",1992,505289,481464,77655
"BRAZIL",1992,535114,3274906,68945
"ARGENTINA",1998,8247,2685933,69314
"ARGENTINA",1993,199653,4574416,105159
"PERU",1996,197652,2440761,104979
"UNITED STATES",1997,190595,4964062,101135
"BRAZIL",1992,331211,2124162,74532
"BRAZIL",1992,447562,7547700,90572
"ARGENTINA",1992,29854,524451,107031
"UNITED STATES",1992,538270,5837411,78495
"PERU",1998,516530,3451810,92790
"UNITED STATES",1997,54666,4229922,97239
"CANADA",1997,312682,6278752,101680
"UNITED STATES",1993,3418,1409944,79284
"UNITED STATES",1993,434331,4327360,75918
"BRAZIL",1996,351366,3520697,85041
"PERU",1997,17857,4792095,106491
"PERU",1992,416912,4082082,109733
"ARGENTINA",1994,363547,293116,96631
"ARGENTINA",1994,118356,5673316,82461
"BRAZIL",1993,111167,438275,70689
"BRAZIL",1993,529678,6229507,102459
"ARGENTINA",1995,457392,2777003,80962
"UNITED STATES",1994,190720,6230687,108643
"CANADA",1992,464215,457525,70751
"CANADA",1997,357796,1056654,111226
"UNITED STATES",1995,319769,8501928,107325
"UNITED STATES",1995,27280,3824663,72436
"CANADA",1992,286539,4858781,91531
"CANADA",1992,93109,304179,66126
"ARGENTINA",1995,425901,7398864,109612
"PERU",1994,340439,973458,88765
"ARGENTINA",1998,285814,5690967,107988
"ARGENTINA",1998,61760,6306806,103305
"CANADA",1993,44684,309449,97720
"CANADA",1993,127438,5658025,87925
"CANADA",1993,187235,240645,79333
"PERU",1997,56690,4518517,98801
"ARGENTINA",1995,317788,4713059,108346
"UNITED STATES",1996,48797,3351916,104747
"UNITED STATES",1996,165450,2303484,90927
"BRAZIL",1994,329071,3203374,66003
"ARGENTINA",1995,106409,990780,84924
"ARGENTINA",1995,526304,2250833,79816
"CANADA",1995,288186,3381609,70450
"CANADA",1995,333591,1462122,97474
"CANADA",1997,16369,2838074,77121
"CANADA",1997,5632,7233011,92257
"ARGENTINA",1992,70792,1209273,105767
"ARGENTINA",1992,353369,985688,85341
"BRAZIL",1997,461633,580438,95676
"CANADA",1998,292656,1686558,98918
"CANADA",1998,584308,5956173,83536
"CANADA",1998,248650,2581803,95918
"PERU",1995,367809,8115239,112607
"PERU",1995,554777,3707462,109905
"CANADA",1997,536196,5667982,73930
"BRAZIL",1997,282548,1408087,91831
"BRAZIL",1992,232718,6338688,99042
"BRAZIL",1992,411785,2682577,101805
"PERU",1992,103582,2452892,95134
"PERU",1992,455205,2744985,69610
"BRAZIL",1996,65078,2891390,62584
"BRAZIL",1996,536089,1012554,67503
"PERU",1996,480987,6289600,118077
"PERU",1996,133224,5667547,75433
"PERU",1996,481733,4369081,102882
"PERU",1996,431889,4473853,109251
"PERU",1996,555783,6001712,110325
"CANADA",1997,152610,5237221,99756
"CANADA",1997,502885,6815174,113271
"PERU",1992,269051,4896192,61202
"BRAZIL",1998,166151,5608627,73029
"BRAZIL",1998,96860,6187057,111411
"BRAZIL",1998,257479,1792702,86187
"BRAZIL",1997,2496,1887961,83909
"CANADA",1995,382491,7080660,94408
"PERU",1995,404873,320013,106671
"PERU",1993,461840,5068519,108109
"PERU",1993,174591,7744993,99935
"PERU",1993,233524,5101285,87450
"BRAZIL",1996,248759,3574299,102464
"PERU",1996,39759,1105886,101925
"BRAZIL",1994,179427,2467515,90385
"ARGENTINA",1995,436213,103427,68951
"BRAZIL",1993,140228,3774222,76093
"PERU",1992,67287,5408455,75256
"CANADA",1996,321841,3811350,111769
"CANADA",1996,572121,2923095,71586
"CANADA",1996,411206,3150447,67030
"CANADA",1996,339163,2734891,72129
"UNITED STATES",1996,303568,848637,94293
"UNITED STATES",1996,258286,2687623,74656
"UNITED STATES",1996,485217,2433232,72131
"BRAZIL",1998,307019,2046870,61560
"BRAZIL",1998,463380,2393867,80601
"UNITED STATES",1993,178691,5655929,106181
"UNITED STATES",1993,257977,5146993,116097
"UNITED STATES",1993,80627,4629945,96457
"UNITED STATES",1993,175496,4268166,94289
"ARGENTINA",1994,549241,4880902,77413
"ARGENTINA",1994,408635,4737339,92616
"UNITED STATES",1993,271012,1415520,58980
"UNITED STATES",1992,281926,3434238,114474
"ARGENTINA",1992,203677,1280334,94839
"ARGENTINA",1998,142857,2849775,113991
"ARGENTINA",1998,220661,2846970,94899
"ARGENTINA",1998,37948,347012,113156
"UNITED STATES",1997,511385,5969439,83781
"UNITED STATES",1997,71392,5726238,81803
"CANADA",1997,238004,3507970,56519
"UNITED STATES",1998,425043,2849850,58081
"UNITED STATES",1998,522390,268350,84742
"ARGENTINA",1996,463348,1619480,78679
"ARGENTINA",1996,507802,2235078,108586
"CANADA",1993,114494,4442503,90509
"CANADA",1993,88253,3953381,74475
"CANADA",1994,427127,1918462,63246
"ARGENTINA",1993,346125,4792182,70266
"PERU",1995,511259,4776064,76213
"PERU",1995,119183,961744,72130
"PERU",1997,97865,7458891,111771
"PERU",1996,537798,2533362,110146
"ARGENTINA",1992,422813,489492,104147
"ARGENTINA",1992,407375,4062484,76941
"PERU",1998,322470,4298284,89547
"BRAZIL",1996,249164,3563193,66789
"BRAZIL",1995,89580,2260195,94174
"BRAZIL",1995,459045,973899,60241
"CANADA",1997,104846,1391831,111050
"BRAZIL",1996,519070,1982071,65343
"BRAZIL",1996,595307,5576867,84136
"ARGENTINA",1995,106720,6962135,103603
"PERU",1992,400373,120968,76401
"CANADA",1995,337391,2969602,85702
"CANADA",1997,517844,541789,111709
"ARGENTINA",1998,203757,5714606,99644
"UNITED STATES",1995,130282,1328027,78736
"UNITED STATES",1995,409975,8210842,113097
"BRAZIL",1997,108615,6169718,97416
"BRAZIL",1997,271856,168161,109670
"BRAZIL",1997,74725,2422101,101983
"BRAZIL",1996,65329,4453755,77659
"BRAZIL",1996,582740,4757299,109363
"BRAZIL",1996,529797,7305253,109606
"CANADA",1992,2158,2894209,63609
"PERU",1998,431972,5909860,114237
"PERU",1998,123080,4873407,66184
"CANADA",1998,431341,3126090,76339
"UNITED STATES",1997,307736,169140,104623
"CANADA",1997,564934,8795204,119934
"PERU",1998,245227,2182655,70332
"CANADA",1994,1338,5030440,74359
"CANADA",1994,272625,4586738,95856
"CANADA",1996,563163,2648462,73568
"PERU",1995,128002,95790,61800
"PERU",1995,33461,4849931,83667
"PERU",1995,49385,1553218,80062
"PERU",1995,213372,3987186,77121
"PERU",1995,538422,4065753,87624
"PERU",1995,43245,4192110,71294
"CANADA",1993,112656,320380,100119
"ARGENTINA",1996,249436,1546128,83125
"ARGENTINA",1993,347303,3354120,81017
"ARGENTINA",1993,484006,368272,59398
"PERU",1994,121778,1382223,107986
"PERU",1994,455005,4423587,57598
"PERU",1992,373797,510722,112246
"PERU",1992,393568,7975440,99693
"ARGENTINA",1992,475099,3458505,64444
"UNITED STATES",1992,552006,4922780,63478
"BRAZIL",1994,4966,8890801,112257
"CANADA",1993,516067,4384145,64982
"PERU",1997,344215,4904584,75552
"PERU",1997,20174,4579101,65650
"PERU",1997,309859,747536,112130
"ARGENTINA",1997,107649,1731188,99398
"UNITED STATES",1994,95184,3714417,70750
"PERU",1993,140361,4904760,84081
"PERU",1993,446670,5318778,96999
"BRAZIL",1994,342298,4704382,80416
"BRAZIL",1994,198235,5543570,79993
"BRAZIL",1994,80202,4880121,70932
"BRAZIL",1994,341908,4582241,116993
"BRAZIL",1994,239661,1254909,96039
"UNITED STATES",1997,125165,2125625,71409
"UNITED STATES",1997,380215,1107396,77712
"BRAZIL",1996,359434,5070160,89605
"PERU",1992,85366,4724354,81081
"ARGENTINA",1995,5884,4467540,107392
"BRAZIL",1995,343729,638175,106362
"UNITED STATES",1993,139419,4060213,87504
"PERU",1994,58965,8409629,115437
"UNITED STATES",1994,266802,3058237,106127
"ARGENTINA",1997,271343,1692857,78859
"CANADA",1995,121887,2834686,114532
"CANADA",1995,139837,2342283,112609
"ARGENTINA",1996,529412,1989118,86483
"ARGENTINA",1996,29396,5455305,79523
"ARGENTINA",1993,506757,2486859,105823
"BRAZIL",1997,530600,1668083,97834
"BRAZIL",1997,128248,4918628,76574
"BRAZIL",1997,418296,1141413,72856
"BRAZIL",1992,476446,3763723,85345
"BRAZIL",1992,460926,5498426,113214
"UNITED STATES",1992,31772,1874147,102226
"ARGENTINA",1996,407296,357371,72196
"ARGENTINA",1992,186682,6208066,106120
"ARGENTINA",1992,405032,1917122,56220
"CANADA",1993,159087,3740805,68764
"CANADA",1993,366587,1230256,99214
"CANADA",1993,6401,1228956,78444
"BRAZIL",1994,385322,2513455,84438
"BRAZIL",1992,449164,4103034,66788
"BRAZIL",1996,575938,7679038,120834
"PERU",1995,466461,1062015,85646
"PERU",1995,193629,809631,103357
"PERU",1995,517494,2492414,90688
"PERU",1995,61565,2115812,91593
"UNITED STATES",1997,116343,4648942,81560
"UNITED STATES",1997,334135,3617257,70147
"ARGENTINA",1993,521347,6567936,82099
"UNITED STATES",1998,574046,2737328,67201
"CANADA",1993,472423,5333218,83724
"BRAZIL",1993,553384,5407348,86241
"BRAZIL",1996,388269,651480,81435
"BRAZIL",1996,36035,3216051,58261
"CANADA",1993,290986,2415857,118618
"ARGENTINA",1992,581253,2509686,80053
"CANADA",1995,19460,4866734,82767
"PERU",1997,317281,2960055,77896
"PERU",1998,121365,5157259,83181
"PERU",1997,473397,5611665,82222
"PERU",1998,11586,5520079,89854
"CANADA",1992,119999,1817091,121139
"CANADA",1992,535351,4117400,83179
"CANADA",1997,78,195614,58684
"CANADA",1997,110792,4640381,108167
"ARGENTINA",1995,181130,5464618,72667
"PERU",1993,491955,7365236,116815
"CANADA",1997,472125,2958878,65826
"CANADA",1997,374482,6210315,93388
"PERU",1993,213216,3218220,67752
"BRAZIL",1993,233475,5753559,84507
"CANADA",1994,576866,4808529,116570
"CANADA",1994,149373,2837628,85342
"CANADA",1992,515478,3160140,89607
"CANADA",1992,237250,2208266,71234
"PERU",1997,17903,2032124,109254
"PERU",1997,144256,3952760,78015
"UNITED STATES",1996,161313,1011492,82458
"UNITED STATES",1996,588763,2022100,111104
"UNITED STATES",1996,127540,5658819,94052
"UNITED STATES",1992,130241,488156,76274
"CANADA",1992,20224,2151133,68653
"CANADA",1997,455013,3347309,58079
"PERU",1994,236356,491089,77540
"PERU",1994,30736,5063525,100003
"ARGENTINA",1998,470080,94505,63003
"ARGENTINA",1998,88818,7886725,108408
"ARGENTINA",1998,304391,803738,83722
"BRAZIL",1998,590545,1030377,98131
"BRAZIL",1994,419677,5375920,95799
"CANADA",1997,371663,1850871,104079
"BRAZIL",1996,547460,5788569,90446
"BRAZIL",1996,151677,2762414,103720
"BRAZIL",1996,352333,4488436,83119
"UNITED STATES",1993,447982,1563267,115797
"UNITED STATES",1993,222315,3229353,74238
"UNITED STATES",1993,51711,3910693,99762
"BRAZIL",1995,584775,8391192,111585
"PERU",1996,214071,2241011,59103
"CANADA",1998,594365,2626812,87560
"CANADA",1998,322220,4968840,74532
"CANADA",1997,571348,2086400,85159
"BRAZIL",1996,241031,3079359,58321
"PERU",1995,342645,6186851,101257
"PERU",1995,74409,5367592,83004
"ARGENTINA",1995,337322,2131398,81558
"ARGENTINA",1995,164193,3572933,75431
"UNITED STATES",1996,194847,706829,116510
"BRAZIL",1995,401052,633764,57181
"BRAZIL",1998,80035,4293576,60901
"UNITED STATES",1992,479317,4728865,77777
"UNITED STATES",1992,266171,3099898,68229
"UNITED STATES",1992,534982,4126700,121017
"UNITED STATES",1992,427233,1364406,69612
"CANADA",1996,34580,1929574,90874
"PERU",1997,547124,1172271,70266
"PERU",1995,190510,3495513,96030
"CANADA",1992,80789,4204997,106186
"ARGENTINA",1992,522733,4336603,105342
"ARGENTINA",1992,205222,5032992,67632
"BRAZIL",1996,51425,3292396,82585
"BRAZIL",1992,78450,4479619,85707
"BRAZIL",1992,295186,3189159,70870
"CANADA",1992,444318,3428379,75737
"BRAZIL",1993,121984,9147268,120358
"ARGENTINA",1993,259216,3915766,70512
"CANADA",1993,214796,2011877,102646
"CANADA",1993,459801,845174,105646
"PERU",1992,256617,585379,94416
"PERU",1992,152657,3214142,102579
"PERU",1992,367817,5654400,113088
"ARGENTINA",1992,593227,3234490,79212
"CANADA",1993,257037,482099,59641
"CANADA",1993,293213,3253121,72372
"CANADA",1993,499323,1904112,79338
"CANADA",1993,231717,151680,98922
"CANADA",1993,466398,529375,81862
"CANADA",1993,348443,2523499,89485
"BRAZIL",1995,271527,2394618,89910
"UNITED STATES",1995,446738,7284686,101082
"ARGENTINA",1994,57166,3032532,67389
"ARGENTINA",1997,301856,3604209,111470
"ARGENTINA",1997,487800,3700704,107266
"CANADA",1993,307749,6861787,105403
"CANADA",1993,293530,7017333,91411
"ARGENTINA",1996,337662,4900090,101979
"BRAZIL",1992,242695,6534343,98260
"ARGENTINA",1993,297693,5782125,101440
"ARGENTINA",1993,232408,6098774,80423
"CANADA",1995,261285,4710900,74776
"PERU",1994,177819,523519,113808
"BRAZIL",1997,583840,2500966,115429
"PERU",1998,51655,6632251,96399
"UNITED STATES",1998,429809,4042663,104326
"BRAZIL",1994,447105,807997,63124
"CANADA",1997,458517,2663259,88529
"PERU",1998,357171,447050,73689
"PERU",1994,139207,2549725,74772
"PERU",1994,2377,626891,76762
"ARGENTINA",1997,315129,2860275,68646
"ARGENTINA",1992,492881,534050,112431
"UNITED STATES",1997,183799,7642244,112967
"PERU",1993,278623,2085296,96096
"PERU",1993,404058,1400715,57721
"PERU",1993,407483,5643877,83427
"PERU",1993,152094,1251530,68765
"CANADA",1997,355626,2448424,100896
"UNITED STATES",1993,480687,5763432,100059
