"s_nation","lo_custkey","lo_orderdate","lo_revenue"
"INDONESIA",11146,19950316,3122016
"INDIA",11146,19950316,2799726
"JAPAN",18145,19940518,3641251
"JAPAN",9100,19960707,1680924
"VIETNAM",9100,19960707,2533498
"JAPAN",5282,19960229,4051680
"VIETNAM",5282,19960229,447688
"VIETNAM",5282,19960229,3206558
"VIETNAM",5282,19960229,6556841
"VIETNAM",27586,19941123,1482510
"INDONESIA",23984,19931205,267607
"INDONESIA",23984,19931205,1471618
"JAPAN",15472,19960510,1753566
"INDONESIA",23713,19950319,2738485
"JAPAN",23713,19950319,5168385
"INDIA",23713,19950319,5930978
"CHINA",6103,19940526,5624090
"JAPAN",29755,19950513,6312741
"CHINA",26878,19931208,2765329
"CHINA",26878,19931208,7642847
"INDONESIA",7879,19960319,2948708
"CHINA",7879,19960319,5509504
"VIETNAM",1960,19971213,3805427
"CHINA",29774,19961120,4067848
"VIETNAM",29774,19961120,4100892
"JAPAN",8786,19970307,2624912
"INDONESIA",28126,19930506,3954557
"INDIA",28126,19930506,2251956
"INDONESIA",18014,19951127,6714235
"INDONESIA",574,19961226,5504923
"CHINA",574,19961226,1951025
"INDIA",574,19961226,7228842
"VIETNAM",574,19961226,4721652
"VIETNAM",24952,19930617,5321280
"CHINA",24952,19930617,5498361
"INDIA",7744,19940706,4140927
"CHINA",7744,19940706,5897960
"VIETNAM",7660,19940327,6284934
"CHINA",7660,19940327,2653901
"VIETNAM",1108,19920603,1328998
"VIETNAM",1108,19920603,3110964
"CHINA",10316,19920404,4200395
"CHINA",6329,19970122,2730194
"INDIA",6329,19970122,2614703
"JAPAN",4547,19930720,5212108
"INDONESIA",3151,19920117,4152458
"INDIA",8428,19930203,1720283
"CHINA",8428,19930203,3174039
"JAPAN",12761,19920102,2814695
"INDONESIA",29926,19980507,8379249
"JAPAN",29926,19980507,4152440
"INDIA",7828,19980501,3097392
"JAPAN",12871,19960318,3205936
"VIETNAM",8293,19970819,2612520
"INDONESIA",5305,19980603,286904
"CHINA",5305,19980603,3455458
"JAPAN",6082,19961023,6715249
"CHINA",23584,19970216,4446204
"CHINA",23584,19970216,1805190
"VIETNAM",14608,19940911,3702550
"CHINA",14608,19940911,533487
"JAPAN",10409,19980228,1739973
"INDIA",7502,19950224,935722
"INDONESIA",7502,19950224,6053835
"INDIA",7502,19950224,867327
"JAPAN",19294,19950430,4732294
"JAPAN",16867,19921120,1599137
"INDONESIA",16867,19921120,6962831
"INDIA",5437,19940408,1303127
"CHINA",5437,19940408,3298459
"VIETNAM",21080,19930526,3379747
"VIETNAM",21080,19930526,5187125
"CHINA",21080,19930526,8632987
"INDONESIA",8188,19960413,2758091
"VIETNAM",27677,19960620,2480654
"CHINA",12982,19960824,4616357
"INDIA",15539,19940424,4551500
"JAPAN",15539,19940424,5495805
"INDIA",29464,19960501,5702832
"INDIA",19903,19920917,6883070
"INDIA",15967,19980416,3332459
"INDIA",29146,19980629,5558972
"CHINA",23221,19950222,2358445
"JAPAN",23221,19950222,1860480
"INDONESIA",19673,19980717,3320786
"CHINA",11534,19941005,6678426
"JAPAN",5368,19920409,3524735
"INDONESIA",15659,19941229,885132
"INDIA",26602,19960906,3556551
"VIETNAM",26602,19960906,5660346
"CHINA",10690,19980330,3206208
"JAPAN",3266,19930521,6178826
"INDONESIA",17302,19970323,1779135
"VIETNAM",29638,19971115,3175740
"INDONESIA",4189,19931221,1123220
"CHINA",13190,19920819,3843739
"INDONESIA",13190,19920819,895125
"CHINA",12571,19960826,942168
"VIETNAM",6271,19961107,2653845
"JAPAN",29869,19960214,7556054
"VIETNAM",10235,19970514,3792896
"INDONESIA",10235,19970514,5403616
"JAPAN",15004,19920327,2134832
"CHINA",24499,19940421,264183
"VIETNAM",20348,19920324,3127316
"INDIA",20348,19920324,4195267
"CHINA",20348,19920324,4350643
"INDONESIA",23500,19950411,3754626
"INDONESIA",13915,19920104,6909027
"INDONESIA",22817,19970515,3094468
"VIETNAM",13652,19930507,6655588
"VIETNAM",13652,19930507,1574000
"INDONESIA",27862,19961120,4175270
"JAPAN",27862,19961120,3499049
"VIETNAM",6842,19950104,1862241
"INDIA",1988,19980226,3477728
"JAPAN",9353,19970426,1917298
"JAPAN",5603,19971116,4379668
"CHINA",5603,19971116,1692302
"INDONESIA",5603,19971116,1020834
"CHINA",5603,19971116,4287139
"VIETNAM",25726,19961010,381053
"VIETNAM",15877,19940609,1175568
"VIETNAM",15877,19940609,1229768
"INDONESIA",6235,19970127,5327779
"VIETNAM",2878,19921007,1866662
"INDIA",24986,19960918,5549934
"CHINA",14503,19920513,3765595
"CHINA",14503,19920513,312461
"INDONESIA",5674,19950612,7153039
"JAPAN",3205,19920821,5652419
"INDONESIA",4154,19960317,3165300
"VIETNAM",20020,19920807,5383865
"CHINA",7184,19970310,3997408
"JAPAN",7184,19970310,3976858
"JAPAN",23503,19930821,5555755
"VIETNAM",12538,19921221,2156232
"INDIA",18766,19980703,1404193
"VIETNAM",8251,19930228,870184
"CHINA",8251,19930228,2049713
"VIETNAM",8251,19930228,5206453
"VIETNAM",29044,19980419,5914656
"INDIA",29044,19980419,3433976
"VIETNAM",667,19940109,4431914
"INDIA",667,19940109,1428273
"JAPAN",21151,19941016,7325523
"VIETNAM",20731,19930529,3272262
"CHINA",21155,19980515,3222230
"INDONESIA",21155,19980515,6915525
"INDONESIA",21155,19980515,7708740
"INDIA",28549,19970616,5277242
"CHINA",802,19920213,3147912
"CHINA",13766,19970714,3496761
"VIETNAM",13766,19970714,5376624
"JAPAN",18359,19930309,2923928
"INDONESIA",21994,19970328,3979880
"CHINA",27902,19920304,5126751
"CHINA",20737,19971009,2044994
"VIETNAM",23458,19921003,660402
"INDIA",23458,19921003,4535066
"JAPAN",17323,19960804,5760915
"JAPAN",17323,19960804,2900727
"INDONESIA",17323,19960804,3370451
"INDIA",17323,19960804,5943348
"VIETNAM",24892,19931007,3062293
"INDIA",20555,19960820,7197557
"INDIA",20555,19960820,4367592
"CHINA",9725,19920815,4696120
"CHINA",838,19960210,495250
"VIETNAM",838,19960210,3957419
"INDONESIA",2998,19940718,5419125
"CHINA",2998,19940718,3149751
"VIETNAM",28231,19980313,1589449
"JAPAN",28231,19980313,2824636
"INDONESIA",14248,19950717,1764691
"INDONESIA",14248,19950717,2654792
"VIETNAM",14248,19950717,2994280
"CHINA",14248,19950717,4926646
"JAPAN",29089,19950316,7153225
"VIETNAM",29089,19950316,4351462
"VIETNAM",29089,19950316,1109050
"JAPAN",521,19961116,2660958
"INDONESIA",521,19961116,6586510
"INDONESIA",9205,19971023,6188640
"JAPAN",4705,19970812,4760295
"INDIA",2819,19930303,1433109
"VIETNAM",2819,19930303,3753244
"VIETNAM",12184,19980206,2911687
"CHINA",12184,19980206,2590340
"JAPAN",21818,19951023,519715
"INDONESIA",21818,19951023,372016
"CHINA",21818,19951023,3594679
"INDIA",1924,19960328,3293745
"JAPAN",1924,19960328,1605999
"JAPAN",10810,19940505,3665376
"CHINA",10810,19940505,2775835
"INDIA",1051,19950523,3877160
"JAPAN",1051,19950523,3158870
"INDONESIA",29618,19920630,6411336
"CHINA",11972,19930325,301506
"VIETNAM",20653,19960612,6261012
"VIETNAM",1666,19970404,5119590
"CHINA",13601,19950522,5274953
"JAPAN",13601,19950522,5266326
"VIETNAM",1712,19980208,1645057
"JAPAN",21179,19970715,6191370
"VIETNAM",2437,19940621,4881648
"CHINA",12838,19970401,4173618
"JAPAN",28171,19940202,6878256
"INDIA",10063,19920307,8879458
"JAPAN",26072,19961224,666937
"JAPAN",10463,19941113,4411216
"JAPAN",7328,19980303,2901425
"CHINA",7328,19980303,5468197
"VIETNAM",7328,19980303,2624858
"VIETNAM",8908,19930223,4098996
"INDONESIA",8908,19930223,4275303
"VIETNAM",27934,19920317,4389283
"CHINA",26857,19930330,4462676
"INDONESIA",22333,19970807,2026071
"CHINA",22333,19970807,3135255
"CHINA",8329,19950729,2012140
"JAPAN",12751,19980305,4375968
"INDIA",21788,19960209,2986485
"INDIA",27595,19960814,1645179
"VIETNAM",15695,19980502,4993801
"INDIA",15695,19980502,8443654
"INDIA",17842,19920913,986540
"JAPAN",20828,19951201,5015702
"INDIA",20828,19951201,1195898
"JAPAN",4312,19940925,5695057
"INDONESIA",15899,19940617,3558219
"INDONESIA",26500,19961205,3415608
"CHINA",5143,19930618,6008206
"VIETNAM",5143,19930618,3696623
"JAPAN",5708,19930110,5377245
"VIETNAM",12074,19930920,2600617
"CHINA",26272,19980305,2349891
"VIETNAM",11902,19960422,3379741
"VIETNAM",11902,19960422,579322
"CHINA",11902,19960422,4412376
"JAPAN",19096,19960101,2101382
"CHINA",26671,19930120,7892031
"JAPAN",18691,19980117,733151
"JAPAN",18691,19980117,1294874
"INDONESIA",8675,19940920,5333123
"VIETNAM",8675,19940920,2952172
"INDONESIA",8675,19940920,4052689
"JAPAN",16481,19960618,1876659
"VIETNAM",15752,19951107,7880036
"CHINA",15752,19951107,3847323
"JAPAN",16367,19960813,7837265
"VIETNAM",17191,19931125,876234
"CHINA",17191,19931125,970881
"VIETNAM",2636,19950901,438541
"INDONESIA",2636,19950901,1490941
"CHINA",7622,19980221,4540464
"INDONESIA",17284,19930120,771831
"VIETNAM",257,19960816,4502072
"INDONESIA",19567,19920322,3765963
"JAPAN",19567,19920322,5602910
"CHINA",16637,19941001,484519
"JAPAN",19663,19941208,6179868
"JAPAN",28318,19980506,726151
"JAPAN",27554,19951120,4089473
"INDONESIA",827,19920408,1611161
"CHINA",827,19920408,1657643
"VIETNAM",13537,19960705,2868721
"CHINA",25367,19920707,4165824
"VIETNAM",25367,19920707,3786168
"JAPAN",25367,19920707,6760667
"INDIA",19330,19930331,3688052
"JAPAN",24088,19950414,4407728
"CHINA",11758,19950620,2981241
"JAPAN",25444,19950813,5366001
"CHINA",7034,19920106,133150
"INDIA",7034,19920106,4457012
"INDONESIA",24649,19960208,2663949
"CHINA",7129,19920128,6925908
"VIETNAM",7129,19920128,5386841
"INDIA",1045,19930421,666557
"CHINA",6764,19971204,3669392
"INDIA",26362,19960512,3308747
"VIETNAM",29008,19941025,427400
"CHINA",29008,19941025,2382869
"INDIA",25618,19980424,2489410
"INDIA",25618,19980424,2931588
"CHINA",8704,19920802,2813532
"CHINA",16774,19970607,463590
"INDONESIA",16774,19970607,8153419
"VIETNAM",10594,19970807,1332561
"VIETNAM",1627,19920521,489784
"CHINA",14863,19970302,7059930
"INDIA",14863,19970302,3345730
"CHINA",14863,19970302,3264536
"JAPAN",20305,19940806,5138700
"INDONESIA",8926,19950612,2481379
"CHINA",16982,19920822,1988212
"INDONESIA",15982,19920917,3493947
"JAPAN",27214,19920630,6085597
"VIETNAM",15784,19971231,1675596
"CHINA",15784,19971231,6364439
"VIETNAM",29644,19940506,5630845
"CHINA",29644,19940506,5123328
"INDONESIA",9889,19941117,1170488
"JAPAN",7972,19930525,1825740
"INDONESIA",24527,19950226,970334
"JAPAN",24527,19950226,869118
"INDIA",20740,19930728,5899114
"INDONESIA",6563,19961107,6669808
"INDONESIA",10351,19931021,2054250
"INDONESIA",13744,19960907,1637254
"CHINA",2209,19940804,3773382
"CHINA",8488,19960629,6799788
"INDONESIA",8488,19960629,5663778
"INDIA",8488,19960629,2977568
"INDONESIA",8488,19960629,4324914
"JAPAN",8488,19960629,5125224
"INDIA",26572,19920914,7276476
"INDONESIA",26572,19920914,2079095
"JAPAN",9260,19980318,2650037
"CHINA",16858,19930626,5410832
"INDIA",24421,19961025,2258907
"INDIA",29248,19970830,724757
"JAPAN",29248,19970830,5510033
"CHINA",29248,19970830,516446
"INDONESIA",29248,19970830,3476801
"CHINA",2314,19920417,2496868
"CHINA",2314,19920417,2596709
"INDIA",21115,19980525,8273360
"INDONESIA",27611,19941202,443543
"CHINA",8251,19931110,731152
"INDIA",22192,19920707,4512339
"CHINA",22192,19920707,2591312
"VIETNAM",11930,19921008,649026
"VIETNAM",4480,19970517,4442047
"VIETNAM",4480,19970517,2582565
"VIETNAM",4480,19970517,159483
"INDONESIA",25855,19930106,4060019
"INDIA",25855,19930106,3578029
"INDONESIA",25855,19930106,1427971
"JAPAN",25888,19920729,7110509
"CHINA",17611,19970309,321970
"CHINA",20989,19930329,3521346
"INDIA",20989,19930329,1527451
"INDIA",19028,19920422,5160294
"INDONESIA",19028,19920422,277787
"INDONESIA",26551,19920511,941769
"INDIA",4738,19970404,4647650
"INDIA",22462,19950826,2336544
"INDIA",22462,19950826,3554380
"INDONESIA",1570,19970413,2778756
"CHINA",15259,19940612,6526114
"INDONESIA",28232,19970706,7265221
"INDONESIA",28232,19970706,2820051
"INDONESIA",28232,19970706,1829239
"INDONESIA",16993,19980720,7433064
"JAPAN",16993,19980720,5350750
"VIETNAM",16993,19980720,7224705
"INDONESIA",29530,19970725,8138008
"VIETNAM",29530,19970725,8981230
"JAPAN",10381,19960803,5390705
"VIETNAM",10381,19960803,3196054
"VIETNAM",10381,19960803,874958
"CHINA",10729,19970716,164775
"INDIA",15395,19941211,7003903
"INDONESIA",15395,19941211,2978648
"INDIA",17482,19970227,3141897
"CHINA",15928,19940527,152147
"INDONESIA",29710,19940630,3642168
"JAPAN",13921,19950415,5130450
"INDONESIA",20363,19940906,3953599
"CHINA",29570,19950411,1654317
"INDONESIA",22085,19920726,1234297
"INDONESIA",22085,19920726,3565039
"INDIA",6578,19971203,1684141
"JAPAN",9968,19980130,4748225
"JAPAN",13994,19940118,1222228
"JAPAN",13994,19940118,161460
"VIETNAM",23111,19970926,551813
"INDIA",23111,19970926,4373915
"INDIA",2572,19970617,3078635
"INDIA",7325,19940909,2790844
"INDONESIA",7325,19940909,4041006
"INDIA",7325,19940909,3109495
"CHINA",21410,19980621,2245099
"VIETNAM",6073,19970824,299449
"VIETNAM",6073,19970824,5124329
"JAPAN",7307,19931226,2252004
"INDIA",7307,19931226,2192311
"INDIA",7307,19931226,1042700
"JAPAN",9533,19950222,5830410
"INDONESIA",9533,19950222,524689
"VIETNAM",10463,19971108,5981499
"INDONESIA",14894,19931010,8109319
"VIETNAM",14894,19931010,1279582
"JAPAN",14894,19931010,4456372
"INDONESIA",8233,19921025,6629321
"INDIA",8233,19921025,2945456
"JAPAN",6220,19930129,4963245
"CHINA",6220,19930129,2059448
"VIETNAM",6871,19920113,1767424
"INDIA",4442,19920721,5831985
"JAPAN",4012,19980728,1103900
"CHINA",11950,19970516,2305299
"VIETNAM",11950,19970516,455422
"INDIA",18799,19971017,3474719
"INDONESIA",19885,19930325,5089987
"INDIA",19885,19930325,2812597
"JAPAN",4411,19920805,576212
"INDONESIA",4411,19920805,4316981
"JAPAN",4411,19920805,2044199
"INDIA",8017,19940721,454635
"CHINA",26104,19961010,1873164
"VIETNAM",26104,19961010,4907761
"CHINA",25748,19950318,4271884
"INDONESIA",22987,19930726,1587616
"JAPAN",1117,19940621,3732998
"INDONESIA",13715,19930411,4018196
"INDONESIA",13715,19930411,126525
"CHINA",12805,19920325,4166572
"CHINA",10729,19920601,1527152
"CHINA",17926,19971106,2445965
"JAPAN",21209,19971230,2290220
"JAPAN",23027,19960517,4145696
"VIETNAM",335,19980528,7629321
"INDONESIA",335,19980528,6512665
"INDIA",15848,19940408,4618396
"INDIA",15454,19941129,692948
"JAPAN",23012,19980316,1810596
"INDONESIA",25670,19961012,3104913
"JAPAN",5894,19950607,5650327
"VIETNAM",21760,19930430,3946095
"CHINA",20405,19921219,4582648
"JAPAN",20405,19921219,2302716
"CHINA",5330,19920310,7291825
"INDONESIA",5330,19920310,1871875
"VIETNAM",20227,19950724,2429175
"VIETNAM",2183,19920106,5014588
"VIETNAM",14044,19920620,7920938
"CHINA",6887,19960822,5488049
"INDIA",29695,19961112,4522674
"JAPAN",15470,19980531,1558566
"JAPAN",15470,19980531,4761001
"VIETNAM",15470,19980531,6144591
"JAPAN",13535,19960731,3190051
"VIETNAM",13535,19960731,4203919
"VIETNAM",13535,19960731,2328071
"INDIA",13535,19960731,3262616
"VIETNAM",13714,19920816,647610
"CHINA",13714,19920816,1328134
"CHINA",24272,19950216,2656879
"VIETNAM",24272,19950216,1839483
"CHINA",24272,19950216,2033214
"JAPAN",24272,19950216,2786940
"INDIA",20561,19960617,3499705
"INDONESIA",21554,19940117,3834865
"INDIA",28999,19940602,1557155
"CHINA",19864,19930628,6194976
"VIETNAM",19864,19930628,4332064
"VIETNAM",2758,19940202,4953663
"CHINA",21749,19950322,2253271
"INDONESIA",14686,19960506,1275098
"INDONESIA",1250,19930421,1472808
"JAPAN",8359,19980206,3753700
"INDONESIA",8359,19980206,1651267
"INDIA",28219,19950504,3672873
"INDIA",18838,19940521,1480234
"INDIA",28252,19920730,3107842
"VIETNAM",28252,19920730,5107324
"VIETNAM",28523,19971225,3001408
"INDIA",19340,19930907,8164422
"INDIA",19340,19930907,5053374
"JAPAN",19340,19930907,7350816
"JAPAN",2198,19971218,1449648
"INDIA",1579,19970517,1300387
"JAPAN",1579,19970517,805761
"CHINA",4811,19940525,2249145
"VIETNAM",3014,19980706,7020202
"JAPAN",9604,19970214,3982970
"CHINA",1477,19980626,3622334
"CHINA",1477,19980626,3149091
"VIETNAM",10360,19941215,6206014
"JAPAN",10360,19941215,6527626
"INDONESIA",10360,19941215,4070020
"INDONESIA",9502,19930927,6029281
"INDIA",9502,19930927,650900
"JAPAN",23480,19920429,4881794
"CHINA",23480,19920429,4243722
"INDONESIA",5086,19930404,4141887
"INDIA",21112,19980330,3539289
"CHINA",11092,19961203,3386774
"VIETNAM",24913,19970111,5873356
"JAPAN",24913,19970111,1525434
"CHINA",24913,19970111,4769130
"INDIA",24602,19971106,9088814
"INDONESIA",12479,19920714,7612590
"INDONESIA",832,19970423,2773238
"CHINA",832,19970423,4890699
"CHINA",832,19970423,4590986
"CHINA",12559,19970220,3474983
"VIETNAM",12802,19931122,2729595
"CHINA",8944,19960928,3740141
"CHINA",9022,19921229,1454051
"INDIA",349,19920708,7110759
"INDONESIA",349,19920708,318574
"JAPAN",12436,19970101,5930219
"INDONESIA",12436,19970101,2364376
"INDONESIA",11390,19940407,5070512
"VIETNAM",28498,19961114,1445189
"CHINA",28498,19961114,5183268
"JAPAN",6082,19951010,6121503
"JAPAN",29039,19951113,3711162
"INDONESIA",29039,19951113,8287554
"VIETNAM",23050,19970828,6465000
"INDIA",23050,19970828,1216949
"INDONESIA",1129,19920328,2880595
"INDONESIA",5323,19921203,1360095
"VIETNAM",17630,19931227,4797158
"INDONESIA",17630,19931227,4289558
"JAPAN",22795,19950916,6269508
"CHINA",22795,19950916,5467882
"INDONESIA",4591,19920515,5423513
"VIETNAM",13757,19940618,1739455
"INDONESIA",13757,19940618,2871850
"CHINA",12733,19960803,4597544
"JAPAN",14186,19951015,5732357
"INDIA",4315,19920121,7224990
"INDIA",9712,19950131,7238464
"INDIA",9712,19950131,2869530
"JAPAN",9712,19950131,3199343
"CHINA",16655,19920819,2175654
"INDONESIA",1459,19940922,6226347
"JAPAN",13700,19971106,6343561
"VIETNAM",226,19950213,8562399
"INDONESIA",226,19950213,7464531
"INDIA",22214,19980410,3062657
"JAPAN",22214,19980410,1229102
"INDIA",22214,19980410,275508
"VIETNAM",27286,19960413,3413092
"INDONESIA",27286,19960413,7295230
"JAPAN",27286,19960413,2106622
"JAPAN",8909,19980310,1314091
"JAPAN",8909,19980310,5355247
"JAPAN",26777,19930329,5367811
"VIETNAM",26777,19930329,3488985
"INDIA",10724,19980513,2403372
"JAPAN",10724,19980513,9095585
"JAPAN",10724,19980513,4209535
"JAPAN",19061,19961111,632762
"CHINA",8468,19960605,7086258
"VIETNAM",28111,19971105,4528080
"CHINA",28111,19971105,622932
"INDONESIA",27710,19960303,287134
"CHINA",12383,19961217,1903328
"CHINA",12383,19961217,2461937
"JAPAN",14701,19980110,2625008
"INDONESIA",14701,19980110,4983528
"VIETNAM",14701,19980110,5464334
"INDONESIA",14701,19980110,2144342
"CHINA",1144,19940824,1788614
"JAPAN",11486,19980716,1311778
"VIETNAM",28787,19930912,8419403
"JAPAN",21835,19920704,2422823
"CHINA",4843,19940622,2143295
"INDIA",17716,19921002,2204282
"INDIA",7399,19930712,5989529
"CHINA",2269,19961111,7872400
"INDIA",24595,19940603,7256954
"INDONESIA",24595,19940603,4470510
"CHINA",24595,19940603,5252056
"JAPAN",7945,19950412,5877155
"INDONESIA",29278,19920722,6012428
"JAPAN",6752,19920616,2521324
"CHINA",13720,19961106,4648411
"JAPAN",13720,19961106,3417084
"VIETNAM",25868,19941124,119822
"INDIA",25868,19941124,6894708
"JAPAN",25868,19941124,4097476
"VIETNAM",21335,19950725,1832920
"CHINA",2923,19960703,498437
"INDONESIA",12376,19961124,5171084
"INDONESIA",12376,19961124,4799005
"CHINA",24028,19980603,5151548
"CHINA",24028,19980603,2652823
"CHINA",9409,19971202,6260729
"INDIA",4786,19940928,2723685
"INDONESIA",4786,19940928,5762958
"JAPAN",28423,19930819,2443091
"INDIA",14660,19971110,3814109
"VIETNAM",14227,19941022,3059406
"JAPAN",14227,19941022,7121954
"JAPAN",9314,19961122,1690274
"INDIA",17923,19930228,3706786
"VIETNAM",14681,19950508,5467841
"VIETNAM",14681,19950508,3419121
"INDONESIA",6727,19920105,976312
"INDIA",11189,19950812,1359585
"CHINA",1567,19970116,3857155
"INDONESIA",1567,19970116,478239
"INDONESIA",226,19980504,1816683
"CHINA",460,19971106,7265144
"INDIA",25999,19930610,1838851
"VIETNAM",25999,19930610,3867816
"INDIA",25999,19930610,5641907
"INDONESIA",14240,19940504,2686302
"CHINA",14240,19940504,1139806
"CHINA",29588,19920225,2998103
"INDONESIA",23102,19921212,2514805
"INDIA",23102,19921212,1197300
"INDONESIA",23102,19921212,1919997
"VIETNAM",4618,19961009,5000621
"CHINA",25363,19960608,2052029
"CHINA",5722,19971125,1321410
"CHINA",5722,19971125,6627526
"JAPAN",5722,19971125,2007661
"JAPAN",10300,19940223,5138618
"INDIA",10300,19940223,6282109
"INDONESIA",17000,19941220,6262920
"CHINA",24059,19921230,5283616
"INDONESIA",7699,19920124,979411
"CHINA",7699,19920124,700895
"JAPAN",17938,19950808,136422
"VIETNAM",4337,19971113,5687734
"CHINA",4337,19971113,4910290
"INDIA",4337,19971113,567069
"INDONESIA",16429,19940124,3674602
"INDONESIA",16429,19940124,6093874
"JAPAN",25441,19970423,683722
"JAPAN",7894,19950424,2655175
"CHINA",4861,19940815,415566
"INDIA",4861,19940815,1039135
"INDIA",16933,19950725,5833500
"CHINA",15313,19951123,3320972
"INDONESIA",19508,19940608,8660797
"VIETNAM",22759,19960601,4397662
"VIETNAM",22759,19960601,2011303
"JAPAN",23221,19940204,7836936
