"d_year","s_nation","lo_custkey","lo_revenue"
1996,"VIETNAM",25726,381053
1994,"VIETNAM",15877,1175568
1994,"VIETNAM",15877,1229768
1997,"INDONESIA",6235,5327779
1992,"VIETNAM",2878,1866662
1996,"INDIA",24986,5549934
1992,"CHINA",14503,3765595
1992,"CHINA",14503,312461
1995,"INDONESIA",5674,7153039
1992,"JAPAN",3205,5652419
1996,"INDONESIA",4154,3165300
1992,"VIETNAM",20020,5383865
1997,"CHINA",7184,3997408
1997,"JAPAN",7184,3976858
1993,"JAPAN",23503,5555755
1992,"VIETNAM",12538,2156232
1993,"VIETNAM",8251,870184
1993,"CHINA",8251,2049713
1993,"VIETNAM",8251,5206453
1994,"VIETNAM",667,4431914
1994,"INDIA",667,1428273
1994,"JAPAN",21151,7325523
1993,"VIETNAM",20731,3272262
1997,"INDIA",28549,5277242
1992,"CHINA",802,3147912
1997,"CHINA",13766,3496761
1997,"VIETNAM",13766,5376624
1993,"JAPAN",18359,2923928
1997,"INDONESIA",21994,3979880
1992,"CHINA",27902,5126751
1997,"CHINA",20737,2044994
1992,"VIETNAM",23458,660402
1992,"INDIA",23458,4535066
1996,"JAPAN",17323,5760915
1996,"JAPAN",17323,2900727
1996,"INDONESIA",17323,3370451
1996,"INDIA",17323,5943348
1993,"VIETNAM",24892,3062293
1996,"INDIA",20555,7197557
1996,"INDIA",20555,4367592
1992,"CHINA",9725,4696120
1996,"CHINA",838,495250
1996,"VIETNAM",838,3957419
1994,"INDONESIA",2998,5419125
1994,"CHINA",2998,3149751
1995,"INDONESIA",14248,1764691
1995,"INDONESIA",14248,2654792
1995,"VIETNAM",14248,2994280
1995,"CHINA",14248,4926646
1995,"JAPAN",29089,7153225
1995,"VIETNAM",29089,4351462
1995,"VIETNAM",29089,1109050
1996,"JAPAN",521,2660958
1996,"INDONESIA",521,6586510
1997,"INDONESIA",9205,6188640
1997,"JAPAN",4705,4760295
1993,"INDIA",2819,1433109
1993,"VIETNAM",2819,3753244
1995,"JAPAN",21818,519715
1995,"INDONESIA",21818,372016
1995,"CHINA",21818,3594679
1996,"INDIA",1924,3293745
1996,"JAPAN",1924,1605999
1994,"JAPAN",10810,3665376
1994,"CHINA",10810,2775835
1995,"INDIA",1051,3877160
1995,"JAPAN",1051,3158870
1992,"INDONESIA",29618,6411336
1993,"CHINA",11972,301506
1996,"VIETNAM",20653,6261012
1997,"VIETNAM",1666,5119590
1995,"CHINA",13601,5274953
1995,"JAPAN",13601,5266326
1997,"JAPAN",21179,6191370
1994,"VIETNAM",2437,4881648
1997,"CHINA",12838,4173618
1994,"JAPAN",28171,6878256
1992,"INDIA",10063,8879458
1996,"JAPAN",26072,666937
1994,"JAPAN",10463,4411216
1993,"VIETNAM",8908,4098996
1993,"INDONESIA",8908,4275303
1992,"VIETNAM",27934,4389283
1993,"CHINA",26857,4462676
1997,"INDONESIA",22333,2026071
1997,"CHINA",22333,3135255
1995,"CHINA",8329,2012140
1996,"INDIA",21788,2986485
1996,"INDIA",27595,1645179
1992,"INDIA",17842,986540
1995,"JAPAN",20828,5015702
1995,"INDIA",20828,1195898
1994,"JAPAN",4312,5695057
1994,"INDONESIA",15899,3558219
1996,"INDONESIA",26500,3415608
1993,"CHINA",5143,6008206
1993,"VIETNAM",5143,3696623
1993,"JAPAN",5708,5377245
1993,"VIETNAM",12074,2600617
1996,"VIETNAM",11902,3379741
1996,"VIETNAM",11902,579322
1996,"CHINA",11902,4412376
1996,"JAPAN",19096,2101382
1993,"CHINA",26671,7892031
1994,"INDONESIA",8675,5333123
1994,"VIETNAM",8675,2952172
1994,"INDONESIA",8675,4052689
1996,"JAPAN",16481,1876659
1995,"VIETNAM",15752,7880036
1995,"CHINA",15752,3847323
1996,"JAPAN",16367,7837265
1993,"VIETNAM",17191,876234
1993,"CHINA",17191,970881
1995,"VIETNAM",2636,438541
1995,"INDONESIA",2636,1490941
1993,"INDONESIA",17284,771831
1996,"VIETNAM",257,4502072
1992,"INDONESIA",19567,3765963
1992,"JAPAN",19567,5602910
1994,"CHINA",16637,484519
1994,"JAPAN",19663,6179868
1995,"JAPAN",27554,4089473
1992,"INDONESIA",827,1611161
1992,"CHINA",827,1657643
1996,"VIETNAM",13537,2868721
1992,"CHINA",25367,4165824
1992,"VIETNAM",25367,3786168
1992,"JAPAN",25367,6760667
1993,"INDIA",19330,3688052
1995,"JAPAN",24088,4407728
1995,"CHINA",11758,2981241
1995,"JAPAN",25444,5366001
1992,"CHINA",7034,133150
1992,"INDIA",7034,4457012
1996,"INDONESIA",24649,2663949
1992,"CHINA",7129,6925908
1992,"VIETNAM",7129,5386841
1993,"INDIA",1045,666557
1997,"CHINA",6764,3669392
1996,"INDIA",26362,3308747
1994,"VIETNAM",29008,427400
1994,"CHINA",29008,2382869
1992,"CHINA",8704,2813532
1997,"CHINA",16774,463590
1997,"INDONESIA",16774,8153419
1997,"VIETNAM",10594,1332561
1992,"VIETNAM",1627,489784
1997,"CHINA",14863,7059930
1997,"INDIA",14863,3345730
1997,"CHINA",14863,3264536
1994,"JAPAN",20305,5138700
1995,"INDONESIA",8926,2481379
1992,"CHINA",16982,1988212
1992,"INDONESIA",15982,3493947
1992,"JAPAN",27214,6085597
1997,"VIETNAM",15784,1675596
1997,"CHINA",15784,6364439
1994,"VIETNAM",29644,5630845
1994,"CHINA",29644,5123328
1994,"INDONESIA",9889,1170488
1993,"JAPAN",7972,1825740
1995,"INDONESIA",24527,970334
1995,"JAPAN",24527,869118
1993,"INDIA",20740,5899114
1996,"INDONESIA",6563,6669808
1993,"INDONESIA",10351,2054250
1996,"INDONESIA",13744,1637254
1994,"CHINA",2209,3773382
1996,"CHINA",8488,6799788
1996,"INDONESIA",8488,5663778
1996,"INDIA",8488,2977568
1996,"INDONESIA",8488,4324914
1996,"JAPAN",8488,5125224
1992,"INDIA",26572,7276476
1992,"INDONESIA",26572,2079095
1993,"CHINA",16858,5410832
1996,"INDIA",24421,2258907
1997,"INDIA",29248,724757
1997,"JAPAN",29248,5510033
1997,"CHINA",29248,516446
1997,"INDONESIA",29248,3476801
1992,"CHINA",2314,2496868
1992,"CHINA",2314,2596709
1994,"INDONESIA",27611,443543
1993,"CHINA",8251,731152
1992,"INDIA",22192,4512339
1992,"CHINA",22192,2591312
1992,"VIETNAM",11930,649026
1997,"VIETNAM",4480,4442047
1997,"VIETNAM",4480,2582565
1997,"VIETNAM",4480,159483
1993,"INDONESIA",25855,4060019
1993,"INDIA",25855,3578029
1993,"INDONESIA",25855,1427971
1992,"JAPAN",25888,7110509
1997,"CHINA",17611,321970
1993,"CHINA",20989,3521346
1993,"INDIA",20989,1527451
1992,"INDIA",19028,5160294
1992,"INDONESIA",19028,277787
1992,"INDONESIA",26551,941769
1997,"INDIA",4738,4647650
1995,"INDIA",22462,2336544
1995,"INDIA",22462,3554380
1997,"INDONESIA",1570,2778756
1994,"CHINA",15259,6526114
1997,"INDONESIA",28232,7265221
1997,"INDONESIA",28232,2820051
1997,"INDONESIA",28232,1829239
1997,"INDONESIA",29530,8138008
1997,"VIETNAM",29530,8981230
1996,"JAPAN",10381,5390705
1996,"VIETNAM",10381,3196054
1996,"VIETNAM",10381,874958
1997,"CHINA",10729,164775
1994,"INDIA",15395,7003903
1994,"INDONESIA",15395,2978648
1997,"INDIA",17482,3141897
1994,"CHINA",15928,152147
1994,"INDONESIA",29710,3642168
1995,"JAPAN",13921,5130450
1994,"INDONESIA",20363,3953599
1995,"CHINA",29570,1654317
1992,"INDONESIA",22085,1234297
1992,"INDONESIA",22085,3565039
1997,"INDIA",6578,1684141
1994,"JAPAN",13994,1222228
1994,"JAPAN",13994,161460
1997,"VIETNAM",23111,551813
1997,"INDIA",23111,4373915
1997,"INDIA",2572,3078635
1994,"INDIA",7325,2790844
1994,"INDONESIA",7325,4041006
1994,"INDIA",7325,3109495
1997,"VIETNAM",6073,299449
1997,"VIETNAM",6073,5124329
1993,"JAPAN",7307,2252004
1993,"INDIA",7307,2192311
1993,"INDIA",7307,1042700
1995,"JAPAN",9533,5830410
1995,"INDONESIA",9533,524689
1997,"VIETNAM",10463,5981499
1993,"INDONESIA",14894,8109319
1993,"VIETNAM",14894,1279582
1993,"JAPAN",14894,4456372
1992,"INDONESIA",8233,6629321
1992,"INDIA",8233,2945456
1993,"JAPAN",6220,4963245
1993,"CHINA",6220,2059448
1992,"VIETNAM",6871,1767424
1992,"INDIA",4442,5831985
1997,"CHINA",11950,2305299
1997,"VIETNAM",11950,455422
1997,"INDIA",18799,3474719
1993,"INDONESIA",19885,5089987
1993,"INDIA",19885,2812597
1992,"JAPAN",4411,576212
1992,"INDONESIA",4411,4316981
1992,"JAPAN",4411,2044199
1994,"INDIA",8017,454635
1996,"CHINA",26104,1873164
1996,"VIETNAM",26104,4907761
1995,"CHINA",25748,4271884
1993,"INDONESIA",22987,1587616
1994,"JAPAN",1117,3732998
1993,"INDONESIA",13715,4018196
1993,"INDONESIA",13715,126525
1992,"CHINA",12805,4166572
1992,"CHINA",10729,1527152
1997,"CHINA",17926,2445965
1997,"JAPAN",21209,2290220
1996,"JAPAN",23027,4145696
1994,"INDIA",15848,4618396
1994,"INDIA",15454,692948
1996,"INDONESIA",25670,3104913
1995,"JAPAN",5894,5650327
1993,"VIETNAM",21760,3946095
1992,"CHINA",20405,4582648
1992,"JAPAN",20405,2302716
1992,"CHINA",5330,7291825
1992,"INDONESIA",5330,1871875
1995,"VIETNAM",20227,2429175
1992,"VIETNAM",2183,5014588
1992,"VIETNAM",14044,7920938
1996,"CHINA",6887,5488049
1996,"INDIA",29695,4522674
1996,"JAPAN",13535,3190051
1996,"VIETNAM",13535,4203919
1996,"VIETNAM",13535,2328071
1996,"INDIA",13535,3262616
1992,"VIETNAM",13714,647610
1992,"CHINA",13714,1328134
1995,"CHINA",24272,2656879
1995,"VIETNAM",24272,1839483
1995,"CHINA",24272,2033214
1995,"JAPAN",24272,2786940
1996,"INDIA",20561,3499705
1994,"INDONESIA",21554,3834865
1994,"INDIA",28999,1557155
1993,"CHINA",19864,6194976
1993,"VIETNAM",19864,4332064
1994,"VIETNAM",2758,4953663
1995,"CHINA",21749,2253271
1996,"INDONESIA",14686,1275098
1993,"INDONESIA",1250,1472808
1995,"INDIA",28219,3672873
1994,"INDIA",18838,1480234
1992,"INDIA",28252,3107842
1992,"VIETNAM",28252,5107324
1997,"VIETNAM",28523,3001408
1993,"INDIA",19340,8164422
1993,"INDIA",19340,5053374
1993,"JAPAN",19340,7350816
1997,"JAPAN",2198,1449648
1997,"INDIA",1579,1300387
1997,"JAPAN",1579,805761
1994,"CHINA",4811,2249145
1997,"JAPAN",9604,3982970
1994,"VIETNAM",10360,6206014
1994,"JAPAN",10360,6527626
1994,"INDONESIA",10360,4070020
1993,"INDONESIA",9502,6029281
1993,"INDIA",9502,650900
1992,"JAPAN",23480,4881794
1992,"CHINA",23480,4243722
1993,"INDONESIA",5086,4141887
1996,"CHINA",11092,3386774
1997,"VIETNAM",24913,5873356
1997,"JAPAN",24913,1525434
1997,"CHINA",24913,4769130
1997,"INDIA",24602,9088814
1992,"INDONESIA",12479,7612590
1997,"INDONESIA",832,2773238
1997,"CHINA",832,4890699
1997,"CHINA",832,4590986
1997,"CHINA",12559,3474983
1993,"VIETNAM",12802,2729595
1996,"CHINA",8944,3740141
1992,"CHINA",9022,1454051
1992,"INDIA",349,7110759
1992,"INDONESIA",349,318574
1997,"JAPAN",12436,5930219
1997,"INDONESIA",12436,2364376
1994,"INDONESIA",11390,5070512
1996,"VIETNAM",28498,1445189
1996,"CHINA",28498,5183268
1995,"JAPAN",6082,6121503
1995,"JAPAN",29039,3711162
1995,"INDONESIA",29039,8287554
1997,"VIETNAM",23050,6465000
1997,"INDIA",23050,1216949
1992,"INDONESIA",1129,2880595
1992,"INDONESIA",5323,1360095
1993,"VIETNAM",17630,4797158
1993,"INDONESIA",17630,4289558
1995,"JAPAN",22795,6269508
1995,"CHINA",22795,5467882
1992,"INDONESIA",4591,5423513
1994,"VIETNAM",13757,1739455
1994,"INDONESIA",13757,2871850
1996,"CHINA",12733,4597544
1995,"JAPAN",14186,5732357
1992,"INDIA",4315,7224990
1995,"INDIA",9712,7238464
1995,"INDIA",9712,2869530
1995,"JAPAN",9712,3199343
1992,"CHINA",16655,2175654
1994,"INDONESIA",1459,6226347
1997,"JAPAN",13700,6343561
1995,"VIETNAM",226,8562399
1995,"INDONESIA",226,7464531
1996,"VIETNAM",27286,3413092
1996,"INDONESIA",27286,7295230
1996,"JAPAN",27286,2106622
1993,"JAPAN",26777,5367811
1993,"VIETNAM",26777,3488985
1996,"JAPAN",19061,632762
1996,"CHINA",8468,7086258
1997,"VIETNAM",28111,4528080
1997,"CHINA",28111,622932
1996,"INDONESIA",27710,287134
1996,"CHINA",12383,1903328
1996,"CHINA",12383,2461937
1994,"CHINA",1144,1788614
1993,"VIETNAM",28787,8419403
1992,"JAPAN",21835,2422823
1994,"CHINA",4843,2143295
1992,"INDIA",17716,2204282
1993,"INDIA",7399,5989529
1996,"CHINA",2269,7872400
1994,"INDIA",24595,7256954
1994,"INDONESIA",24595,4470510
1994,"CHINA",24595,5252056
1995,"JAPAN",7945,5877155
1992,"INDONESIA",29278,6012428
1992,"JAPAN",6752,2521324
1996,"CHINA",13720,4648411
1996,"JAPAN",13720,3417084
1994,"VIETNAM",25868,119822
1994,"INDIA",25868,6894708
1994,"JAPAN",25868,4097476
1995,"VIETNAM",21335,1832920
1996,"CHINA",2923,498437
1996,"INDONESIA",12376,5171084
1996,"INDONESIA",12376,4799005
1997,"CHINA",9409,6260729
1994,"INDIA",4786,2723685
1994,"INDONESIA",4786,5762958
1993,"JAPAN",28423,2443091
1997,"INDIA",14660,3814109
1994,"VIETNAM",14227,3059406
1994,"JAPAN",14227,7121954
1996,"JAPAN",9314,1690274
1993,"INDIA",17923,3706786
1995,"VIETNAM",14681,5467841
1995,"VIETNAM",14681,3419121
1992,"INDONESIA",6727,976312
1995,"INDIA",11189,1359585
1997,"CHINA",1567,3857155
1997,"INDONESIA",1567,478239
1997,"CHINA",460,7265144
1993,"INDIA",25999,1838851
1993,"VIETNAM",25999,3867816
1993,"INDIA",25999,5641907
1994,"INDONESIA",14240,2686302
1994,"CHINA",14240,1139806
1992,"CHINA",29588,2998103
1992,"INDONESIA",23102,2514805
1992,"INDIA",23102,1197300
1992,"INDONESIA",23102,1919997
1996,"VIETNAM",4618,5000621
1996,"CHINA",25363,2052029
1997,"CHINA",5722,1321410
1997,"CHINA",5722,6627526
1997,"JAPAN",5722,2007661
1994,"JAPAN",10300,5138618
1994,"INDIA",10300,6282109
1994,"INDONESIA",17000,6262920
1992,"CHINA",24059,5283616
1992,"INDONESIA",7699,979411
1992,"CHINA",7699,700895
1995,"JAPAN",17938,136422
1997,"VIETNAM",4337,5687734
1997,"CHINA",4337,4910290
1997,"INDIA",4337,567069
1994,"INDONESIA",16429,3674602
1994,"INDONESIA",16429,6093874
1997,"JAPAN",25441,683722
1995,"JAPAN",7894,2655175
1994,"CHINA",4861,415566
1994,"INDIA",4861,1039135
1995,"INDIA",16933,5833500
1995,"CHINA",15313,3320972
1994,"INDONESIA",19508,8660797
1996,"VIETNAM",22759,4397662
1996,"VIETNAM",22759,2011303
1994,"JAPAN",23221,7836936
1995,"CHINA",19735,366295
1995,"VIETNAM",19735,8555588
1995,"VIETNAM",19735,5000750
1995,"JAPAN",19735,9180673
1994,"INDONESIA",3187,1067604
1995,"VIETNAM",1223,7346521
1995,"CHINA",8854,5779342
1994,"JAPAN",24565,2765548
1992,"INDIA",15439,799286
1992,"INDONESIA",650,6521743
1995,"INDIA",27274,3270808
1995,"CHINA",27274,460580
1995,"INDONESIA",27274,2087132
1997,"VIETNAM",3997,6691494
1993,"INDIA",22538,4356097
1993,"JAPAN",22538,6846372
1993,"INDONESIA",11860,131359
1996,"JAPAN",79,3907301
1995,"INDIA",24053,6254277
1995,"VIETNAM",24053,7425240
1994,"JAPAN",12836,4304256
1997,"VIETNAM",5528,4805779
1995,"VIETNAM",27350,3460844
1995,"INDIA",27350,1961949
1997,"INDIA",25843,192384
1997,"JAPAN",25843,3113511
1997,"INDIA",5846,1556766
1996,"CHINA",25738,689682
1996,"VIETNAM",25738,2117476
1996,"INDIA",25738,5275032
1992,"JAPAN",17602,3426771
1995,"INDONESIA",22375,471600
1995,"INDIA",22375,5031500
1992,"VIETNAM",2176,4066067
1992,"JAPAN",2176,3183949
1995,"INDIA",19315,5267570
1994,"CHINA",8932,1848696
1994,"CHINA",21878,1673366
1994,"INDIA",21878,3705881
1996,"INDIA",15989,7338044
1996,"INDONESIA",15989,3118024
1996,"INDONESIA",15989,4039226
1995,"INDONESIA",9596,7927676
1994,"INDONESIA",15077,269627
1994,"INDONESIA",15077,4048059
1993,"VIETNAM",593,5141361
1995,"INDONESIA",4249,2747651
1995,"CHINA",4249,2351899
1995,"INDONESIA",11527,2070493
1997,"VIETNAM",23734,3581500
1996,"INDIA",3376,4812462
1994,"JAPAN",28696,5832931
1994,"INDIA",28696,3324933
1992,"VIETNAM",1435,5348808
1992,"CHINA",3394,8279505
1992,"JAPAN",3394,4436592
1993,"JAPAN",20390,1680035
1993,"INDONESIA",20390,1428795
1996,"INDIA",19861,4669327
1996,"INDONESIA",19861,6877930
1996,"INDONESIA",10268,404315
1996,"INDIA",10268,6173298
1995,"INDIA",18647,2957908
1995,"CHINA",15019,1296650
1995,"INDONESIA",15019,633691
1994,"INDIA",19162,2586359
1993,"JAPAN",2389,1489074
1993,"JAPAN",22810,6884595
1993,"INDONESIA",22810,6415823
1992,"JAPAN",19025,2305476
1994,"JAPAN",10673,1582376
1997,"JAPAN",25757,756873
1992,"INDONESIA",18983,1588436
1992,"JAPAN",18983,6242788
1997,"CHINA",18047,2817073
1995,"INDONESIA",2308,4772440
1995,"VIETNAM",10948,639858
1995,"CHINA",3628,3154868
1996,"JAPAN",13184,6679518
1996,"VIETNAM",13184,3325809
1996,"VIETNAM",19042,5322428
1995,"CHINA",17026,5508057
1997,"CHINA",25133,3786272
1997,"VIETNAM",4936,7532194
1997,"INDONESIA",4936,3245911
1994,"CHINA",12544,1356148
1994,"INDIA",12544,2560776
1994,"JAPAN",12544,4579997
1997,"VIETNAM",8048,5309291
1997,"JAPAN",8048,1379664
1997,"CHINA",14206,3401697
1994,"INDIA",16681,1754994
1995,"INDONESIA",2110,3260747
1994,"INDONESIA",22555,745211
1994,"INDIA",23333,3539687
1992,"INDIA",18401,3079412
1992,"INDONESIA",18401,170032
1992,"CHINA",20111,6585489
1995,"CHINA",16750,3560350
1995,"CHINA",16750,5878851
1995,"VIETNAM",15274,3050811
1996,"VIETNAM",19186,2536699
1995,"INDIA",15520,3644959
1995,"INDONESIA",15520,4619963
1995,"JAPAN",15520,3819133
1997,"JAPAN",13312,5702976
1993,"INDIA",22231,6451489
1992,"CHINA",14783,8433612
1992,"JAPAN",14783,2939382
1992,"INDIA",14783,318094
1994,"INDONESIA",19544,4528930
1994,"CHINA",19544,5466475
1993,"CHINA",5578,358558
1993,"INDONESIA",5578,6736902
1993,"VIETNAM",38,938179
1995,"INDIA",22669,6382887
1996,"VIETNAM",1358,4117226
1996,"INDIA",1358,3606122
1992,"CHINA",7169,1436413
1992,"VIETNAM",7169,2288504
1994,"JAPAN",26252,236178
1996,"JAPAN",22108,3954341
1997,"CHINA",3571,4114921
1995,"CHINA",11203,3852799
1995,"INDONESIA",11203,315776
1993,"VIETNAM",13282,6161300
1993,"CHINA",13282,1865258
1993,"VIETNAM",9742,7264575
1993,"VIETNAM",9742,6032389
1993,"INDONESIA",1300,1846918
1993,"INDONESIA",1300,4165584
1993,"INDONESIA",1300,970692
1992,"JAPAN",22915,2295840
1992,"JAPAN",18148,3058392
1996,"JAPAN",28078,3259872
1996,"VIETNAM",28078,2444589
1995,"INDIA",14458,1094688
1995,"INDONESIA",14458,5184144
1996,"INDIA",27004,5057187
1994,"INDIA",7001,5758115
1994,"INDONESIA",7001,5633947
1995,"INDIA",21265,2242579
1997,"CHINA",12242,5555572
1993,"JAPAN",2131,5415285
1993,"VIETNAM",2131,4757195
1997,"VIETNAM",590,489743
1995,"JAPAN",7535,1610335
1997,"JAPAN",2677,7993832
1992,"VIETNAM",25747,3264550
1996,"JAPAN",20093,2769155
1996,"CHINA",20093,3891028
1994,"CHINA",22532,5729869
1996,"INDONESIA",21527,1323494
1994,"INDONESIA",20110,1411581
1994,"INDIA",20110,3403224
1996,"JAPAN",28535,940795
1995,"CHINA",11914,1882928
1996,"INDIA",10532,3881794
1996,"JAPAN",10532,533612
1992,"INDONESIA",29227,7321488
1994,"JAPAN",5971,6381332
1996,"JAPAN",29843,1856551
1994,"CHINA",27598,2362878
1992,"JAPAN",27377,1265785
1996,"JAPAN",13267,1980037
1996,"INDIA",13267,4173141
1996,"INDONESIA",4706,2498148
1996,"INDONESIA",9278,3282140
1996,"JAPAN",14383,302718
1993,"JAPAN",1718,678005
1993,"JAPAN",1718,3282275
1994,"INDIA",7966,5501501
1994,"VIETNAM",7966,2446038
1994,"INDONESIA",2321,4922230
1994,"INDIA",2321,1896401
1994,"INDONESIA",979,2746264
1995,"CHINA",26782,3342350
1995,"VIETNAM",26782,1827423
1996,"JAPAN",24550,3342994
1996,"INDIA",24550,1996358
1994,"INDIA",6682,503808
1994,"VIETNAM",6682,2045284
1994,"CHINA",6682,2928288
1997,"JAPAN",25042,5344837
1997,"INDIA",25042,1383813
1995,"INDIA",9301,2360490
1993,"INDONESIA",17443,8094630
1997,"INDONESIA",3946,7446254
1993,"CHINA",13373,2538593
1992,"INDONESIA",26329,5732616
1992,"VIETNAM",26329,1280202
1992,"INDONESIA",26329,671932
1994,"VIETNAM",23764,369356
1997,"INDIA",5489,4612950
1994,"VIETNAM",830,2560467
1994,"JAPAN",830,1714309
1994,"INDIA",4063,1122273
1994,"JAPAN",3751,1223476
1994,"VIETNAM",3751,1632524
1997,"VIETNAM",5312,276339
1995,"VIETNAM",17380,3730197
1995,"CHINA",17380,3851812
1996,"INDIA",8870,1471716
1996,"INDONESIA",8870,4666784
1996,"JAPAN",8870,5500840
1997,"JAPAN",29758,1523646
1997,"CHINA",29758,8308381
1997,"INDIA",29758,6623586
1997,"INDONESIA",29758,6235639
1996,"INDIA",17963,2647008
1993,"JAPAN",10345,4287960
1996,"JAPAN",16309,148536
1996,"INDIA",15781,3461640
1997,"JAPAN",14875,1689617
1993,"CHINA",18797,8963363
1993,"JAPAN",19825,704081
1993,"INDONESIA",19825,5185124
1993,"INDONESIA",19825,7640101
1995,"INDIA",6662,2199114
1992,"JAPAN",28903,423570
1992,"INDONESIA",28903,6228597
1997,"VIETNAM",24905,786046
1993,"VIETNAM",2309,2538469
1992,"JAPAN",17626,7799470
1992,"CHINA",17626,6025956
1993,"JAPAN",15788,3158552
1993,"VIETNAM",15788,6651936
1997,"INDIA",338,647179
1997,"CHINA",338,5289198
1994,"CHINA",25627,4917834
1995,"JAPAN",28507,1439561
1995,"VIETNAM",21286,5229083
1994,"INDONESIA",26230,3283025
1993,"INDIA",18142,520997
1993,"CHINA",18142,3323130
1993,"INDONESIA",5581,640773
1995,"VIETNAM",26329,5087592
1995,"JAPAN",26329,4005847
1993,"JAPAN",20581,446641
1992,"INDIA",22885,8285220
1994,"INDIA",7729,4948253
1993,"JAPAN",29635,3737428
1993,"VIETNAM",29635,7849006
1993,"JAPAN",29635,4511230
1996,"JAPAN",3148,3465030
1993,"VIETNAM",8602,5755225
1996,"CHINA",15422,1852755
1996,"INDIA",15422,2575023
1996,"VIETNAM",15422,239220
1994,"INDONESIA",8497,463745
1994,"VIETNAM",21787,3257308
1994,"JAPAN",21787,1908897
1994,"CHINA",21787,3113587
1994,"VIETNAM",25840,5827748
1994,"JAPAN",25840,5134856
1993,"INDIA",12958,3524167
1993,"JAPAN",12958,4601869
1993,"INDIA",10955,4188787
1992,"VIETNAM",14347,5389656
1994,"INDIA",21821,3322844
1994,"VIETNAM",14198,2885909
1995,"INDIA",19979,2164425
1997,"INDIA",21973,4078022
1997,"CHINA",21973,1177480
1995,"INDONESIA",6961,3232438
1994,"INDIA",26924,2480114
1994,"INDONESIA",6761,3932918
1995,"INDIA",12947,4512186
1992,"VIETNAM",29749,7960705
1995,"INDONESIA",7996,1889246
1995,"VIETNAM",9892,1419212
1995,"INDONESIA",9892,2967030
1995,"VIETNAM",9892,4068201
1992,"INDIA",856,165519
1992,"VIETNAM",856,7361779
1992,"INDIA",856,5656002
1993,"CHINA",8752,4937602
1996,"INDIA",2585,5987018
1995,"INDONESIA",27613,2769312
1995,"JAPAN",27613,5345040
1994,"INDONESIA",24664,3998954
1994,"JAPAN",24664,6532139
1993,"JAPAN",29542,3377808
1994,"CHINA",16355,3005529
1996,"VIETNAM",11290,6308484
1996,"CHINA",25936,3118538
1996,"JAPAN",25936,4741986
1996,"INDONESIA",25936,4612560
1996,"INDONESIA",25936,3718389
1994,"VIETNAM",15556,138354
1994,"VIETNAM",15556,6896358
1994,"JAPAN",15556,1936420
1993,"CHINA",8939,3936055
1993,"CHINA",8939,5644087
1993,"VIETNAM",8939,3007630
1997,"JAPAN",21703,401817
1993,"INDIA",19780,5156860
1996,"CHINA",8182,3357201
1994,"VIETNAM",14467,3033777
1994,"JAPAN",14467,5089493
1994,"INDIA",14467,1467613
1996,"JAPAN",24805,4780724
1993,"INDIA",7465,4602642
1993,"INDIA",7465,3425222
1993,"JAPAN",25192,2754662
1993,"CHINA",25192,4298902
1993,"INDONESIA",25192,3198348
1993,"CHINA",421,5129472
1995,"VIETNAM",26152,4578486
1995,"INDIA",26152,6405339
1995,"INDONESIA",18452,4301256
1992,"JAPAN",2791,943930
1992,"CHINA",14746,3798288
1992,"VIETNAM",18223,5942576
1997,"INDIA",4493,1772059
1996,"VIETNAM",23389,4280640
1992,"INDIA",4723,2038913
1995,"INDONESIA",13295,4667404
1992,"JAPAN",22790,1712911
1992,"VIETNAM",22790,616960
1997,"CHINA",7253,3320363
1997,"INDIA",7253,4152168
1996,"CHINA",26561,4981311
1996,"INDONESIA",26561,4989926
1994,"CHINA",2618,3132129
1992,"JAPAN",20024,5967120
1992,"VIETNAM",20024,5477250
1993,"INDONESIA",10024,3100293
1997,"INDONESIA",6628,9614245
1997,"VIETNAM",6628,1409120
1997,"CHINA",6628,7113581
1997,"INDIA",6628,3022821
1997,"INDONESIA",6628,5793438
1993,"CHINA",1592,1549714
1997,"CHINA",26647,2056929
1994,"CHINA",27448,2531280
1996,"CHINA",23930,2044956
1996,"JAPAN",23930,7366465
1992,"INDONESIA",17779,1582257
