"lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
23860,19940507,93468,3551347,87687
17218,19950614,181815,1248100,113808
29825,19951231,102911,3563700,114834
29825,19951231,97176,821219,70390
26617,19970807,92135,2333159,67627
24655,19950311,91421,2209024,84745
4153,19951111,113238,1629101,75073
4153,19951111,186503,1573605,95370
27415,19950620,93439,5285666,85945
27220,19921103,154731,2014303,107143
109,19920225,37320,4136582,75439
18757,19931104,150386,4705580,86182
22450,19920913,162812,8436645,112488
25849,19941120,22223,4776712,68713
17761,19980207,145549,2296137,95672
17761,19980207,78836,5513453,108889
25564,19960904,186236,4795728,79333
25564,19960904,65232,568684,71833
3175,19980416,144087,2913662,67864
3175,19980416,106247,3804836,75194
3175,19980416,77336,2600393,78799
2605,19920923,25256,4713187,70875
8335,19930119,28041,2821844,58142
5155,19960223,57217,3200896,70452
7792,19960225,91135,4707223,67567
18172,19930505,68166,2909120,68049
13657,19980214,100672,6623773,100360
833,19980724,57009,533232,57960
20692,19950211,187761,4891818,110925
13673,19980409,173429,5390682,90145
13673,19980409,17262,2516540,70755
61,19960427,33826,5444883,105589
61,19960427,108272,5645990,76816
17428,19950216,193757,5567056,111045
3854,19940323,112216,3383718,73692
28934,19960412,124578,2211546,96154
7555,19920417,83593,2932457,94595
3979,19970121,150061,4729782,66663
13388,19971027,26544,5620403,88232
26896,19920218,42083,502289,61504
26896,19920218,72326,3365245,77899
14201,19960924,85605,5089920,95436
14201,19960924,168869,3100576,116271
17830,19930731,77696,331390,100421
3754,19920803,98642,5076140,98438
9748,19920617,198017,1672515,66900
27406,19980602,143690,4680963,104021
27406,19980602,70144,3676662,66848
21284,19930505,144492,5795640,92189
29050,19940808,63459,3925962,85347
11923,19960705,44321,4638663,75919
11923,19960705,94564,3871463,93513
28639,19920225,129686,2522049,102940
28639,19920225,23215,4127149,68292
16604,19920707,103525,4065863,91711
26275,19950115,158316,4081700,82458
17459,19980528,14389,1960283,78202
17320,19980506,107404,5750043,84684
17320,19980506,42493,4177275,86129
22546,19921215,67493,2497437,87629
25937,19980327,82721,166964,102223
17029,19920617,110165,349022,70509
16316,19920112,127789,6852894,109006
10501,19940810,138587,2113254,97534
16364,19950814,158737,4309752,107743
16526,19960424,42733,5526557,100543
7826,19930401,151986,6776283,122278
7826,19930401,17768,6704267,101145
3895,19930615,93070,1959238,63784
16486,19960515,94951,4072873,116757
11995,19940322,54443,394078,83846
5470,19941108,107124,3116235,67867
24298,19970221,127624,4598110,99097
24401,19930512,83632,2126169,96937
24401,19930512,188643,8145634,103898
3086,19941002,4422,616785,79585
25073,19920416,155691,4017387,104801
12713,19980726,190507,4097587,95850
12713,19980726,105785,8160584,107446
25076,19941125,51034,98503,59101
25076,19941125,35050,458048,59103
8684,19960906,153202,5219121,75312
8684,19960906,52740,5949981,101564
23263,19940104,86627,6825612,96817
28907,19970926,73328,4747215,78079
11513,19960229,114974,4574631,119338
11513,19960229,156312,2241291,82098
15313,19970810,188509,3637507,95850
24482,19940905,12726,2702249,98323
24482,19940905,167,4661354,64029
4373,19970703,77258,988200,74115
21775,19960108,153931,5410919,119095
13145,19980131,81304,1871396,77118
6466,19940712,123911,6965676,116094
6466,19940712,162244,2733960,78374
27185,19940726,140017,2536824,63420
17782,19920528,160473,2930461,92008
16723,19960423,197989,4132220,125218
16723,19960423,193227,720840,79213
16723,19960423,154490,5504562,92669
2374,19970919,121860,6334340,112911
2374,19970919,96337,3311991,79999
24883,19980725,99795,2807051,107687
24883,19980725,105215,3129838,73212
8257,19950225,34379,2470448,78802
21133,19940603,14422,3888982,80185
7369,19920302,112738,875365,105043
16898,19980429,24085,2042377,60544
12247,19920207,12976,725364,113338
20944,19920927,74254,456909,73695
29002,19950402,162487,4295158,92968
29002,19950402,49737,4297788,101203
2032,19920308,155592,2099029,98855
2032,19920308,136042,2765172,64682
22379,19960831,186066,2736142,69123
17819,19971010,34468,4722082,84147
24328,19940801,147548,6149211,95732
24247,19960618,172666,3755505,104319
24247,19960618,79160,4556640,68349
24247,19960618,26426,2737298,81145
28888,19940624,177426,5060511,90205
6829,19970915,108029,877318,62221
16564,19931106,127414,4289636,86484
18581,19960725,105061,3741870,63963
9013,19940619,195296,646949,83477
29992,19970320,177452,3854214,91767
29992,19970320,143434,5956997,88645
9166,19920914,42555,4979353,89853
9166,19920914,20363,5021787,77001
9166,19920914,24194,1811467,67091
3047,19920722,40666,6908638,96399
3047,19920722,70922,6095202,113575
27766,19960305,115431,4391361,86785
5054,19920829,113152,3921894,69909
8668,19950825,133450,6414437,89007
6920,19971010,62634,1668478,95797
6920,19971010,186833,2495779,115189
29450,19950810,85024,3390307,60541
29450,19950810,9432,6116920,80485
6301,19940824,178435,4544830,90805
6301,19940824,79624,4603993,96217
5975,19930923,101789,5051790,107446
5975,19930923,164739,497829,108223
5975,19930923,134677,1126278,102700
5975,19930923,100465,4352416,87927
28514,19980503,18255,872898,70395
5795,19950324,97049,4571194,62762
12788,19920816,87967,8453247,117297
6604,19961118,113445,3675268,87506
20276,19930129,18235,643502,69193
5608,19920910,23117,4093872,62406
875,19960808,189070,1780331,69544
875,19960808,115463,694876,88707
23837,19941123,46193,2648616,68351
20629,19980119,166478,3373122,92668
20629,19980119,57862,7927310,109191
4940,19920527,82775,4791681,105466
3685,19971217,157773,2563078,109846
25226,19970507,55105,3188780,63606
28363,19971031,90532,6723492,91351
10211,19970517,187754,1326060,110505
1184,19941019,162912,375232,118494
1184,19941019,53997,7999059,117059
27772,19980615,182609,7876089,101496
27772,19980615,76388,3206293,81862
28012,19930226,170164,3986336,74049
28012,19930226,109237,2225766,74773
3175,19960618,62595,2943845,93455
1412,19950710,121834,872240,111349
2234,19950723,94760,5895993,105285
2234,19950723,122144,3582382,69968
14488,19920816,148136,3790400,71047
2755,19970521,132153,3368196,71109
2755,19970521,82264,4426715,74775
18332,19970630,112658,2646309,100239
11231,19941205,189505,2232300,95670
29741,19940103,120644,2120751,99878
29741,19940103,49677,3786887,97600
24200,19950204,71636,4629974,96457
8666,19950529,7877,2473829,107092
20482,19971130,89844,3449453,110030
29498,19971201,115525,3774274,92431
10879,19950209,150623,6587368,100417
22463,19920420,118252,1028902,76215
19112,19920514,101687,6552078,101320
235,19970104,121609,2850288,97836
235,19970104,157592,7423155,98975
235,19970104,37749,7013464,101204
23678,19940416,12921,3711854,110035
23374,19951013,93390,5218147,83003
8417,19960815,130098,1868117,67685
8417,19960815,156489,5786277,92728
11645,19940307,121055,1820676,64563
24002,19960829,154855,8508381,114591
10807,19980304,92014,382283,60360
11594,19920507,128080,3368563,66484
11594,19920507,32866,174489,107931
11594,19920507,176100,5057230,70566
10864,19921231,113938,4099053,117115
10864,19921231,149222,5855239,76273
18461,19970730,136988,8942311,121498
18461,19970730,38435,5081691,82405
1570,19921002,165121,2301072,71167
1570,19921002,181116,4692671,71826
1570,19921002,2750,2889007,99165
10807,19970102,144680,1255567,103480
18019,19920419,33354,1936174,77241
18019,19920419,124022,3933035,62761
18019,19920419,30427,2261461,81445
22966,19931004,104346,5093482,81020
22966,19931004,103420,6765515,85405
25859,19980511,51140,3413085,65468
25859,19980511,36969,1629595,114357
28111,19980223,103658,2492475,99699
27607,19950513,14169,4432290,64989
646,19960716,28088,3957631,60964
4439,19961017,199374,276993,88402
20281,19961213,37542,3107034,88772
20281,19961213,155674,3523337,103780
20840,19920726,119566,1997805,95133
20840,19920726,141343,254718,83060
20840,19920726,137652,1520685,101379
4694,19961016,93554,1050786,92853
17038,19940619,35616,5869740,93096
15484,19970227,139039,200513,64681
19150,19971113,173637,6849362,102637
19150,19971113,156193,1332885,74951
15055,19931116,125653,1510785,100719
5755,19970903,27037,1793095,57841
5755,19970903,341,4848674,74480
5755,19970903,117396,1992879,84803
17804,19950311,87814,8389227,108108
17804,19950311,144687,5042652,103900
26900,19970307,272,3399583,70336
27778,19920808,196585,1059395,100894
3595,19920829,22360,1410596,76941
3595,19920829,123890,5873728,114833
26179,19921205,165382,4083058,86842
26179,19921205,11449,3324915,81626
10664,19920612,178945,1821546,121436
5992,19930322,28152,2752222,64809
22094,19930217,74390,1268882,81863
10246,19940301,28667,6567736,95739
10246,19940301,61121,3019114,64927
25123,19950407,94586,5462484,94834
25123,19950407,22707,7186977,97782
364,19931220,171147,5065026,73088
20345,19971029,106527,1518184,92011
22691,19980727,190284,6397273,82456
22691,19980727,86523,2105780,90571
1690,19970709,17507,6410250,85470
6950,19950728,18189,4603654,66430
18103,19980329,51322,3024135,76399
23392,19950206,9715,6916390,97482
1396,19950103,162327,2556348,83359
16330,19950818,91160,1450461,69069
6550,19920329,38472,2094547,84628
12820,19940519,151544,6461937,95732
12820,19940519,197729,7595501,109603
12703,19971126,145585,5459181,97834
25912,19960729,28382,1761150,78622
25912,19960729,14591,1287279,90335
25912,19960729,27398,4174978,79523
27689,19920414,98932,3784622,115855
27689,19920414,187523,6884973,96631
27689,19920414,94280,2179018,76456
5234,19950204,12398,5304458,78623
5234,19950204,189124,5177596,72787
1361,19920615,84937,3432566,115315
1361,19920615,43606,7283120,92976
1361,19920615,84544,6740861,91712
16324,19960517,68510,2387793,88710
26581,19921203,18618,745255,92196
14359,19950302,143024,1920636,64021
14359,19950302,62699,4320394,99701
7670,19950902,141616,149184,99456
27013,19940308,110304,3811470,78858
3229,19940903,58358,758217,78981
3229,19940903,47650,4227381,95859
14441,19980215,56201,3367452,69432
28741,19950602,29909,6178704,110334
28741,19950602,73440,6106060,84806
706,19950126,82762,2966092,104685
6895,19940803,187162,3717500,74949
24383,19950726,52153,3425965,66309
24383,19950726,119862,3688445,112911
3998,19940628,52941,3712122,113636
16960,19920203,199097,1632662,71765
7888,19930513,130671,330123,102100
9875,19980104,135097,947559,67925
9875,19980104,23752,4189375,100545
29773,19971023,167687,6632690,105280
24523,19951019,126863,7994107,113391
24523,19951019,177578,5787872,99334
487,19950425,80899,3421399,112793
23914,19930420,167241,384622,78494
6071,19930812,88406,5835564,83664
21709,19940412,137631,6247350,100117
18811,19920617,152671,835979,103420
27652,19980415,17704,4574815,97302
5462,19960919,41613,6031886,93276
22535,19971127,47311,1064530,75498
11776,19921031,145431,1771716,88585
11776,19921031,50332,2949359,76939
11776,19921031,27461,4579141,83307
11776,19921031,136972,5826013,120538
740,19931018,155709,4978218,105882
14125,19950110,130950,9904750,118857
2068,19921111,166186,2208845,75130
2068,19921111,98381,4767137,82762
16625,19960429,164878,7965767,116572
16625,19960429,151331,2889069,82939
10469,19980315,128662,7870022,101439
11764,19980118,76904,7786926,112854
11764,19980118,33212,1999536,68712
1694,19951223,119982,6738664,120118
26857,19930225,170479,2324205,92968
16223,19921228,139017,2428823,63360
14171,19961220,152471,2742246,91408
19024,19920504,77878,2728128,111352
19024,19920504,89615,4980709,96276
19024,19920504,86994,8557876,118859
26080,19960901,111693,7851802,102281
14098,19970830,80207,4195564,71232
14098,19970830,196739,8275470,110143
26599,19970529,179452,3451888,91887
26599,19970529,184631,5152036,102937
27754,19930713,83920,2855880,114235
27754,19930713,146834,4655054,112849
8899,19951003,123919,1107458,116574
8899,19951003,104489,283761,89608
8899,19951003,132560,5991210,95553
14908,19970720,90428,3753139,85105
14908,19970720,8636,1563165,92677
14908,19970720,132237,2462306,76153
21880,19950327,47022,1532020,58141
28069,19940522,18140,666628,63488
28069,19940522,70344,3143901,78860
20279,19980207,161295,4793128,81377
26555,19950620,125359,3056644,83061
26555,19950620,50287,4454208,74236
28199,19980413,68676,3707086,98680
23948,19920511,63413,5643281,82584
3640,19930608,75952,3724799,115677
3640,19930608,5393,472613,77903
10057,19951118,77233,2700023,72613
7552,19940604,86367,4064140,81201
17492,19930703,20939,6997056,111595
13931,19950512,71680,1982016,99100
13931,19950512,121467,2438097,89307
13931,19950512,94746,3039332,104444
6179,19950907,17258,2585550,70515
6179,19950907,98343,4764439,80480
13135,19930412,83714,5561697,101862
13135,19930412,12531,5375705,86611
19769,19920824,58577,5997936,92134
16844,19971126,11183,4874571,65650
9298,19960417,93426,4803317,85165
9700,19970209,166774,2177630,110446
2114,19971102,6005,3082824,54660
27073,19920626,167173,3690745,74410
27073,19920626,73475,1390531,86908
5266,19920902,64440,6003981,84266
28393,19930620,70469,855039,86367
5968,19960117,186963,6291327,122997
1121,19931202,167020,217404,65221
23981,19970710,72439,4462941,84685
18817,19960501,96240,3549245,74174
17719,19920225,106839,5550410,110749
7690,19920422,103306,3076855,78558
23326,19980702,190560,2102813,99033
10490,19920201,94891,5069272,113153
9910,19961107,174779,3451719,111226
2714,19920113,94474,3512580,88108
15082,19930920,145817,6324239,111768
15082,19930920,131470,1951911,90088
15082,19930920,43408,1310858,81084
27316,19941210,134043,1417384,64622
16406,19920814,174307,621585,82878
3277,19941205,194422,6755651,90985
3277,19941205,34443,6336224,82646
19195,19980119,80047,603899,61622
20729,19971207,141817,1840221,111528
19960,19930725,65148,4198764,66788
19960,19930725,140678,2938925,103120
26548,19931230,127735,165696,105763
26548,19931230,36371,2008120,78442
29002,19970721,71487,6930696,87508
29002,19970721,20992,7215798,114779
29002,19970721,175862,3350559,116271
13012,19930103,24337,4282215,75679
13012,19930103,24306,4892903,73818
3352,19921124,75485,3291921,87628
3352,19921124,98576,5300002,94474
14011,19960605,122492,1850706,90869
14011,19960605,118528,3779694,92791
12986,19931119,6305,3270510,72678
12986,19931119,28805,1681786,104028
27010,19950911,39253,3964231,71535
17182,19920520,28135,520933,63787
29290,19980129,198656,958038,105279
11581,19950924,55714,6316512,100182
11581,19950924,19615,3308619,92076
2764,19950404,17132,2829503,62947
2764,19950404,130161,1791504,71469
22930,19950709,11324,5225403,74119
22930,19950709,107792,161981,107987
9283,19940430,62388,777818,81022
27329,19940702,165714,3797901,106782
16237,19940414,79281,3711524,75616
6337,19980614,46935,7192736,112915
6337,19980614,166263,3248711,79755
11315,19920710,58059,1739155,61023
4834,19940925,147111,5279823,69486
7009,19920927,20468,1895247,83307
7009,19920927,189406,6603686,89724
7009,19920927,144362,1035080,84381
7009,19920927,76237,2933590,72793
20057,19960615,153383,522842,86182
16012,19930317,50490,4688794,86429
16012,19930317,174679,166598,105220
29599,19960507,21403,5451230,79464
29599,19960507,107469,2445017,88587
5035,19941221,28386,2747054,78862
14500,19921225,150683,3944122,104020
14500,19921225,47366,3908559,78801
7346,19930326,161833,5873973,113689
13991,19940821,163281,3145615,80656
4730,19920415,33816,3324639,104988
22582,19971028,164395,6507420,87563
22582,19971028,185686,2831144,106300
22582,19971028,13906,1397683,109194
27335,19950202,55335,727746,77419
27335,19950202,31512,6033871,86610
16705,19950404,47910,4505431,111474
22328,19970608,3511,4604230,84870
22150,19970622,136306,1692640,80538
9110,19971221,199342,6780063,86480
9110,19971221,17885,874396,108172
4535,19940311,42449,4054656,83486
14524,19960917,104789,7103368,107626
23900,19961129,144010,980229,63240
23900,19961129,161665,2671143,103599
3844,19920405,123975,1727110,119938
1118,19940430,190766,4562059,111405
28484,19931006,178808,4611339,113208
28484,19931006,190967,2488073,123477
17327,19920816,194969,3170242,123837
18731,19961008,147243,4804853,77414
25517,19920509,144556,4062195,96033
