"c_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"UNITED STATES",1998,189625,7736365,102877
"PERU",1997,7684,3859824,95500
"CANADA",1993,34372,3447510,78382
"CANADA",1993,100883,3877025,113032
"PERU",1998,70848,176427,109130
"CANADA",1994,34332,1864037,75979
"ARGENTINA",1998,44263,2202042,72435
"CANADA",1998,104287,5826255,77476
"BRAZIL",1997,131272,5160949,78196
"BRAZIL",1997,79738,7992597,103063
"ARGENTINA",1994,9465,274892,82467
"ARGENTINA",1995,141718,5632831,105582
"UNITED STATES",1994,196083,5305860,70744
"CANADA",1998,88637,6331828,97537
"CANADA",1998,40225,5709578,69913
"CANADA",1998,152971,8049328,121438
"CANADA",1992,32243,3208405,70514
"ARGENTINA",1994,50837,657921,107269
"ARGENTINA",1994,73901,3241702,112494
"PERU",1997,59775,4892051,104086
"PERU",1996,172873,1926411,116752
"BRAZIL",1995,60577,2535452,92254
"BRAZIL",1994,38057,3844873,59703
"BRAZIL",1994,119309,3024539,79698
"PERU",1994,99313,4114091,78738
"CANADA",1992,130454,6139685,89067
"CANADA",1992,15537,2157007,87151
"CANADA",1992,122558,312948,94833
"CANADA",1992,21145,3411648,63968
"ARGENTINA",1998,103366,4601049,82161
"UNITED STATES",1994,24256,1850632,70815
"ARGENTINA",1992,65176,3219240,68470
"ARGENTINA",1996,395,1566126,77723
"ARGENTINA",1992,26180,2206829,66370
"PERU",1997,132836,185014,112129
"PERU",1997,86993,910795,118799
"PERU",1997,91274,2732983,75916
"ARGENTINA",1996,129986,4064215,120958
"UNITED STATES",1997,82684,4906705,100000
"UNITED STATES",1992,39727,4620147,100003
"UNITED STATES",1992,106591,5981376,95855
"ARGENTINA",1997,46702,7419150,98922
"ARGENTINA",1997,36828,4964438,105889
"ARGENTINA",1997,160824,2985554,113089
"PERU",1995,135796,6264721,109907
"UNITED STATES",1998,130857,1793457,113271
"CANADA",1997,55436,5948363,83485
"PERU",1992,48795,3967122,104627
"CANADA",1993,1196,1224464,65831
"CANADA",1993,87492,5474113,88769
"BRAZIL",1995,2722,6550871,97483
"CANADA",1996,41743,6285764,101084
"CANADA",1997,186186,3707132,76330
"CANADA",1997,24832,4202337,105409
"CANADA",1997,140628,3796110,100117
"UNITED STATES",1997,166751,6362125,109065
"UNITED STATES",1997,14521,1670945,86131
"ARGENTINA",1998,43255,2875800,71895
"ARGENTINA",1998,198070,4148984,70084
"CANADA",1997,164881,2301976,116752
"CANADA",1997,141757,2782666,107925
"CANADA",1997,94451,2717446,86727
"CANADA",1997,72814,7375951,107208
"ARGENTINA",1995,112036,2787759,62881
"ARGENTINA",1995,179408,6224769,89244
"UNITED STATES",1992,4217,3962356,67272
"UNITED STATES",1992,63863,1929164,109611
"PERU",1998,14839,4910724,105229
"PERU",1998,89925,2642589,114895
"PERU",1998,16125,187401,62467
"BRAZIL",1992,82158,3322397,68409
"BRAZIL",1992,39259,3335928,71895
"BRAZIL",1992,110717,3265371,103662
"PERU",1993,17315,5618101,73938
"ARGENTINA",1995,158542,1872631,96032
"PERU",1992,166077,658408,68584
"PERU",1995,148057,3659925,66303
"ARGENTINA",1996,74070,208814,62644
"ARGENTINA",1996,163066,3325081,67743
"BRAZIL",1997,108273,4394756,76876
"ARGENTINA",1993,99769,2886616,106125
"ARGENTINA",1993,2091,2530393,59585
"ARGENTINA",1993,81501,3818920,88950
"UNITED STATES",1996,12498,5060838,84629
"ARGENTINA",1993,198414,871148,90744
"ARGENTINA",1993,136504,7240350,92430
"ARGENTINA",1996,58659,1824709,97059
"ARGENTINA",1996,66138,2649912,66247
"ARGENTINA",1996,68462,5947852,85827
"PERU",1995,108155,3756974,69789
"PERU",1995,158075,1443531,67984
"PERU",1995,160732,4404737,107563
"UNITED STATES",1992,126019,855863,62700
"UNITED STATES",1992,190693,165883,107021
"UNITED STATES",1992,95419,5240389,84864
"CANADA",1994,140896,2789121,116213
"PERU",1997,42885,3438242,109672
"BRAZIL",1992,66090,4359539,63365
"BRAZIL",1992,80881,6077176,111712
"BRAZIL",1992,151624,6772856,100537
"BRAZIL",1994,78486,2615561,87868
"BRAZIL",1994,141437,4537301,88705
"ARGENTINA",1997,25809,7660876,104088
"ARGENTINA",1992,66680,5756793,98800
"ARGENTINA",1997,49413,3269784,81744
"ARGENTINA",1997,41960,5949330,114117
"ARGENTINA",1997,78094,3327767,64325
"ARGENTINA",1998,36906,7449001,110574
"ARGENTINA",1995,116137,4428019,69187
"ARGENTINA",1993,6678,7216587,95080
"ARGENTINA",1993,24573,139274,89854
"UNITED STATES",1997,55479,1101672,86068
"BRAZIL",1994,62564,5898627,91593
"PERU",1997,94992,5605298,119219
"PERU",1997,105812,1196118,109068
"BRAZIL",1995,29376,3263425,78322
"PERU",1998,23624,4290002,92857
"CANADA",1992,56170,2229816,67570
"BRAZIL",1994,157549,5462236,96392
"ARGENTINA",1996,97794,3863099,107507
"ARGENTINA",1996,34754,5025720,101325
"CANADA",1996,125390,4948203,84923
"CANADA",1996,22462,137061,83067
"PERU",1998,98739,5171484,104263
"UNITED STATES",1992,184991,1992950,124559
"PERU",1997,10442,787120,81146
"ARGENTINA",1993,62790,2073550,105167
"ARGENTINA",1993,132683,2712490,102940
"PERU",1996,321,5561891,73279
"PERU",1996,183843,4393195,115610
"PERU",1996,87442,5463319,85766
"BRAZIL",1995,130118,1033299,68886
"BRAZIL",1995,88892,3323532,112853
"BRAZIL",1996,85335,2535033,79219
"CANADA",1996,122963,9437281,119157
"CANADA",1996,152094,3479529,68765
"PERU",1998,28518,6322695,86790
"PERU",1998,100336,4276256,80179
"CANADA",1993,6370,3101579,76582
"BRAZIL",1995,199520,2380694,97171
"BRAZIL",1995,190669,167167,105579
"ARGENTINA",1994,178578,8117193,99394
"UNITED STATES",1993,140855,5700820,113751
"UNITED STATES",1996,62659,1032991,97299
"UNITED STATES",1993,179117,1076499,71766
"UNITED STATES",1993,17856,2236824,106431
"CANADA",1995,110774,7958289,107086
"ARGENTINA",1995,33844,4266816,106670
"ARGENTINA",1995,100846,831078,110810
"UNITED STATES",1994,180056,112468,68163
"UNITED STATES",1994,11984,1023829,113758
"UNITED STATES",1996,130754,6710660,107085
"UNITED STATES",1998,82906,8144936,113334
"BRAZIL",1993,76217,4080778,71592
"BRAZIL",1993,199120,810714,73147
"BRAZIL",1993,197761,2198913,111525
"UNITED STATES",1998,130036,3530691,63961
"UNITED STATES",1996,125954,1960150,118797
"CANADA",1992,76982,528924,117538
"PERU",1994,121668,1865384,101379
"UNITED STATES",1994,91414,5589315,84324
"CANADA",1993,122452,429064,88467
"ARGENTINA",1992,107992,2759986,119999
"ARGENTINA",1992,8550,2310343,87513
"ARGENTINA",1992,168928,7164948,119815
"UNITED STATES",1997,155213,5542077,76092
"PERU",1995,69206,4919387,70512
"ARGENTINA",1994,54389,5497110,80602
"ARGENTINA",1994,180498,2613979,94709
"PERU",1994,48645,2997636,95618
"PERU",1994,41035,2874408,58561
"PERU",1998,130612,1274665,98556
"PERU",1998,57392,2663695,80963
"PERU",1997,49102,2459574,63066
"ARGENTINA",1995,134497,1931208,91889
"CANADA",1994,175933,2008930,120535
"CANADA",1994,61367,644254,79701
"ARGENTINA",1995,137996,5918910,122039
"ARGENTINA",1995,84970,3565865,117298
"ARGENTINA",1992,91711,3759583,102162
"BRAZIL",1992,115368,643262,83001
"PERU",1998,90032,1124233,61321
"PERU",1998,176205,4007593,76872
"PERU",1998,66649,4958399,96938
"ARGENTINA",1998,111958,8864775,118197
"UNITED STATES",1997,67515,2158534,88950
"UNITED STATES",1995,87413,3395994,84024
"UNITED STATES",1995,133815,3623667,110928
"CANADA",1997,112550,6750216,93753
"UNITED STATES",1994,132028,1233863,63601
"CANADA",1994,184831,3640077,114949
"UNITED STATES",1996,112636,5489937,98917
"UNITED STATES",1996,128912,8734095,116454
"BRAZIL",1992,172544,5166461,96992
"BRAZIL",1992,126827,5995253,111229
"ARGENTINA",1994,51672,2622227,97420
"ARGENTINA",1994,140718,3869162,105522
"PERU",1998,102755,2216522,105465
"PERU",1998,125447,1177952,88346
"CANADA",1996,171419,3129861,89424
"ARGENTINA",1993,7929,890906,110215
"ARGENTINA",1993,70774,497259,104686
"CANADA",1998,155837,4406508,113569
"UNITED STATES",1992,78224,1399384,72133
"BRAZIL",1996,73026,1822212,59941
"BRAZIL",1996,138549,1089052,95252
"CANADA",1994,111271,621900,76936
"CANADA",1994,92339,3062059,79879
"ARGENTINA",1992,52278,2989556,73816
"PERU",1994,66003,440895,58140
"PERU",1994,99419,1531882,85104
"ARGENTINA",1998,139627,5326517,99997
"ARGENTINA",1998,98003,90090,60060
"ARGENTINA",1994,65242,4377452,72434
"ARGENTINA",1993,23872,7596530,107752
"UNITED STATES",1993,97192,5477409,71351
"BRAZIL",1994,151059,5165062,66603
"BRAZIL",1994,31935,4939896,112015
"CANADA",1993,179769,2869275,110925
"CANADA",1993,193363,4944342,87381
"PERU",1993,192978,5073876,124258
"UNITED STATES",1998,153015,3476372,64080
"BRAZIL",1996,55176,221709,67870
"CANADA",1992,103116,3706492,67146
"PERU",1996,128447,3836144,88526
"PERU",1996,68053,1601006,61263
"PERU",1996,133067,104505,66003
"UNITED STATES",1997,147888,3484584,116152
"UNITED STATES",1997,153319,2041997,82338
"BRAZIL",1994,19991,6707574,114659
"PERU",1993,111958,7962537,118197
"PERU",1993,3841,341988,104690
"ARGENTINA",1998,181864,3891720,116751
"PERU",1993,88091,2767865,64745
"PERU",1993,149699,493130,104921
"PERU",1993,176118,5043920,71646
"BRAZIL",1992,141328,4929552,82159
"BRAZIL",1997,140363,3575761,84201
"BRAZIL",1997,74603,6209433,94656
"PERU",1996,115316,4129723,79878
"PERU",1997,44370,4968318,78862
"ARGENTINA",1993,24911,3418464,110154
"ARGENTINA",1995,158821,3947622,112789
"ARGENTINA",1995,90793,4414880,107027
"ARGENTINA",1995,143742,6107230,107144
"PERU",1994,195608,1993212,102216
"CANADA",1998,39825,6399237,105889
"CANADA",1998,33547,5845171,88832
"CANADA",1995,19980,3165366,113998
"CANADA",1995,195846,5068202,116510
"PERU",1995,40306,4868047,74778
"PERU",1995,74241,962470,72914
"BRAZIL",1997,128484,2477442,90748
"PERU",1995,181958,8820743,122397
"BRAZIL",1993,8011,827109,55140
"BRAZIL",1993,187895,3692141,118973
"BRAZIL",1993,141850,3853698,113511
"ARGENTINA",1992,196553,2144415,98973
"ARGENTINA",1992,52752,2979903,102285
"ARGENTINA",1997,74045,750013,61142
"ARGENTINA",1997,37978,689749,114958
"CANADA",1993,186497,7759101,95009
"CANADA",1993,15032,1577751,56821
"BRAZIL",1992,73643,2693322,96998
"PERU",1997,85322,3012065,78439
"PERU",1997,119691,8382381,102641
"CANADA",1996,27767,2576035,101685
"UNITED STATES",1992,29108,1609579,62226
"UNITED STATES",1992,12885,4953159,107872
"CANADA",1993,101998,3495982,119999
"UNITED STATES",1995,151034,5099641,65101
"UNITED STATES",1997,176482,5610528,93508
"UNITED STATES",1997,119584,2236994,96214
"UNITED STATES",1997,150147,326819,71828
"PERU",1992,160603,5662894,99816
"PERU",1994,55513,5612645,88110
"PERU",1994,993,8367647,113639
"BRAZIL",1995,136536,1045732,94351
"ARGENTINA",1992,39506,4755695,86730
"CANADA",1997,25101,4575379,61566
"CANADA",1997,93012,703507,60300
"UNITED STATES",1992,1330,3240860,73879
"UNITED STATES",1992,137640,7549380,100658
"UNITED STATES",1992,109567,3481044,94593
"UNITED STATES",1994,197398,4450280,89723
"UNITED STATES",1994,57105,2096585,63726
"PERU",1994,123265,3220650,77295
"PERU",1993,7790,6560260,101867
"PERU",1993,149251,1146820,78015
"PERU",1993,54788,7215109,104566
"ARGENTINA",1995,66930,2367368,113815
"ARGENTINA",1995,79468,6462908,86847
"UNITED STATES",1997,39071,296960,60604
"BRAZIL",1995,64627,6804175,95497
"BRAZIL",1995,5501,137837,84390
"UNITED STATES",1995,99567,297646,93993
"PERU",1996,7160,2719123,64029
"ARGENTINA",1995,82878,7614680,111652
"ARGENTINA",1995,123546,7157102,94172
"ARGENTINA",1995,26986,2846514,114778
"PERU",1994,60340,2166366,78020
"PERU",1994,127161,3425465,71289
"PERU",1995,185431,900759,90985
"ARGENTINA",1998,37717,476556,99282
"PERU",1995,194371,568563,87922
"CANADA",1992,114466,1866860,88827
"ARGENTINA",1994,175800,6377720,112548
"UNITED STATES",1998,69568,4757210,92253
"CANADA",1996,134465,3562716,89967
"ARGENTINA",1996,86699,3877087,101141
"ARGENTINA",1994,141944,9240578,119156
"ARGENTINA",1994,79964,8862513,116637
"ARGENTINA",1992,83529,5082067,90751
"BRAZIL",1993,189577,2748173,99994
"BRAZIL",1993,79653,4754276,97959
"PERU",1992,196075,4098745,70264
"PERU",1992,25202,4298013,67632
"BRAZIL",1992,44411,3083557,81324
"BRAZIL",1992,48346,1747359,77660
"ARGENTINA",1995,15167,2227085,64929
"BRAZIL",1995,108342,1758142,81020
"CANADA",1995,21405,2164684,79584
"UNITED STATES",1994,149967,5591013,121017
"BRAZIL",1997,134371,5261705,84322
"PERU",1995,196937,3823788,122035
"PERU",1995,116027,2277955,62581
"ARGENTINA",1998,91472,272205,87808
"ARGENTINA",1996,79106,1110057,65106
"PERU",1993,52853,5316422,108351
"BRAZIL",1995,135894,3688019,115793
"BRAZIL",1995,199151,1933982,75009
"BRAZIL",1995,129837,177348,112009
"UNITED STATES",1995,115604,2623752,97176
"PERU",1995,113298,2895328,78677
"UNITED STATES",1995,178805,7708509,113028
"UNITED STATES",1995,170092,1389859,69725
"UNITED STATES",1997,767,633748,100065
"UNITED STATES",1997,199666,5685425,105939
"CANADA",1992,51037,4457991,59281
"PERU",1997,148696,7458549,104681
"BRAZIL",1994,185741,3938451,109604
"PERU",1992,109719,2395992,103722
"PERU",1992,158785,1371772,110626
"PERU",1992,86462,139052,86907
"PERU",1995,157356,5512065,84801
"PERU",1995,78794,499926,106367
"PERU",1994,19539,4725637,87511
"PERU",1994,70350,1822083,79221
"PERU",1994,158903,3923800,117714
"BRAZIL",1998,127785,4524698,108766
"BRAZIL",1998,77320,3152487,77839
"UNITED STATES",1994,167623,491970,101437
"BRAZIL",1997,55334,3402541,77359
"ARGENTINA",1995,122881,361737,114232
"CANADA",1996,193107,756063,72006
"CANADA",1992,180987,5360204,124078
"CANADA",1992,179163,1828459,74529
"CANADA",1994,180534,8072650,96871
"UNITED STATES",1993,50614,2403240,93876
"BRAZIL",1998,193236,4123271,79753
"BRAZIL",1992,92199,3919015,71471
"BRAZIL",1992,160787,5853767,110866
"UNITED STATES",1996,189993,599901,124979
"UNITED STATES",1995,144956,2941396,120057
"BRAZIL",1992,171458,3897038,91767
"BRAZIL",1992,78284,116129,75736
"BRAZIL",1992,114760,479185,106485
"CANADA",1992,180970,3740969,123058
"UNITED STATES",1998,12852,1921921,105891
"UNITED STATES",1998,187080,4668320,70024
"UNITED STATES",1998,51149,2148573,66008
"CANADA",1992,46238,1961084,71053
"CANADA",1992,105764,2605086,106185
"CANADA",1992,160844,7280298,114290
"ARGENTINA",1996,107125,1811392,67927
"ARGENTINA",1993,68014,813104,58920
"UNITED STATES",1992,199129,4040514,73687
"CANADA",1995,110298,5717227,78497
"CANADA",1995,149616,6962249,99936
"PERU",1997,191525,1382124,96991
"ARGENTINA",1992,37964,7748585,114117
"UNITED STATES",1992,76877,8991269,111232
"UNITED STATES",1992,57873,5075171,109852
"PERU",1994,163689,8076349,105160
"PERU",1994,48090,712129,62285
"ARGENTINA",1996,175317,6613472,83538
"BRAZIL",1998,115007,2851380,61320
"BRAZIL",1998,15016,541847,55860
"UNITED STATES",1997,156197,5035317,75191
"BRAZIL",1992,79640,2769584,97178
"BRAZIL",1992,183537,7311831,97231
"UNITED STATES",1992,154109,4810581,69786
"CANADA",1996,70161,5158089,67869
"UNITED STATES",1996,66382,376198,80902
"BRAZIL",1994,22291,4264714,72797
"ARGENTINA",1996,153479,2059639,91948
"ARGENTINA",1996,186863,5557101,116991
"PERU",1996,164763,5730027,109665
"ARGENTINA",1998,95678,6493839,100420
"ARGENTINA",1998,51879,6497757,109852
"BRAZIL",1995,53095,1060667,62885
"CANADA",1996,19434,5286497,81205
"CANADA",1996,195915,7667599,120654
"ARGENTINA",1995,168376,5625821,86662
"ARGENTINA",1996,61396,6185626,81443
"ARGENTINA",1996,24541,1318986,87932
"BRAZIL",1992,27489,137398,84988
"BRAZIL",1992,20468,1957728,83307
"ARGENTINA",1998,34577,6197437,90694
"PERU",1997,47737,4717244,101083
"PERU",1997,99666,7995168,99939
"PERU",1997,86037,818424,61381
"PERU",1997,99476,3452599,88528
"UNITED STATES",1997,91514,4819137,90330
"UNITED STATES",1994,26847,5055444,106430
"ARGENTINA",1992,168701,3988903,106182
"CANADA",1994,106132,2888573,68287
"CANADA",1995,14483,670790,83848
"UNITED STATES",1993,46033,3230799,58741
"BRAZIL",1994,84136,5001380,67207
"UNITED STATES",1996,196076,1962045,70324
"BRAZIL",1993,143274,6191169,79036
"UNITED STATES",1994,20403,1119596,79404
"PERU",1993,121065,4740651,65163
"BRAZIL",1995,171753,5200537,109485
"CANADA",1995,12917,4254540,109794
"PERU",1997,100494,5281527,89669
"ARGENTINA",1997,153714,6993060,106062
"UNITED STATES",1997,60644,4765780,96278
"BRAZIL",1995,149291,2919151,80417
"BRAZIL",1995,124352,3344530,82581
"CANADA",1994,28483,4940180,84688
"CANADA",1994,175800,174449,112548
"UNITED STATES",1997,93171,104775,69850
"ARGENTINA",1995,58723,6296359,100903
"ARGENTINA",1995,77593,7538832,94235
"ARGENTINA",1995,151427,2584278,88705
"CANADA",1996,2845,8393127,104870
"CANADA",1996,167106,4324046,70386
"PERU",1994,40814,2611157,105288
"BRAZIL",1992,64571,5196368,92134
"BRAZIL",1992,28793,5179144,103307
"CANADA",1996,35930,2776503,111955
"CANADA",1996,193533,2195815,97591
"UNITED STATES",1997,62680,3088238,98560
"UNITED STATES",1997,46070,3759459,60964
"PERU",1994,155312,4307026,82038
"PERU",1994,81411,5701918,83544
"PERU",1995,107628,7293229,98137
"PERU",1995,91976,6805240,118078
"PERU",1995,30049,2405501,58742
"ARGENTINA",1998,108463,5138338,88287
"BRAZIL",1997,80637,4763920,97057
"ARGENTINA",1994,132041,4635532,64382
"BRAZIL",1997,82014,394419,59760
"BRAZIL",1997,199602,4424160,102096
"ARGENTINA",1992,19276,2342729,71716
"UNITED STATES",1995,141987,5259116,121738
"UNITED STATES",1997,18906,8226649,109494
"ARGENTINA",1995,166993,5710292,123599
"ARGENTINA",1995,51788,330558,104386
"CANADA",1993,74158,3056805,67929
"CANADA",1993,87905,5224404,113574
"CANADA",1993,15042,2961081,57422
"CANADA",1993,45828,5108601,106429
"PERU",1998,157116,981893,70386
"CANADA",1993,65189,3397905,69250
"UNITED STATES",1996,60560,7298688,91233
"UNITED STATES",1997,2003,4344000,54300
"UNITED STATES",1997,89411,1316385,84024
"CANADA",1994,182190,1273462,76331
"PERU",1995,76254,482258,73815
"PERU",1995,158658,4470156,102999
"PERU",1995,160216,4154063,76572
"PERU",1992,71169,2394336,68409
"UNITED STATES",1993,9044,4210530,57182
"ARGENTINA",1996,88155,1520389,68589
"UNITED STATES",1995,100220,2156128,73213
"BRAZIL",1998,129668,1986262,101859
"BRAZIL",1998,169129,1078308,71887
"UNITED STATES",1993,176456,5130642,91947
"UNITED STATES",1993,142111,5073684,69186
"ARGENTINA",1994,31491,4460928,85349
"ARGENTINA",1994,53178,624405,67870
"CANADA",1996,117043,4982188,63602
"BRAZIL",1992,22754,4886049,100605
"BRAZIL",1992,42515,4608646,87450
"CANADA",1995,102505,5075752,90450
"CANADA",1995,157098,4075157,69305
"ARGENTINA",1997,123496,6495819,91169
"ARGENTINA",1997,197996,6499744,125639
"ARGENTINA",1992,55928,6375185,113035
"ARGENTINA",1994,19273,1287651,71536
"ARGENTINA",1994,105644,1651289,98978
"BRAZIL",1998,140774,6696501,108886
"UNITED STATES",1998,135180,1804542,72910
"ARGENTINA",1996,28542,132348,88232
"UNITED STATES",1995,142669,975646,102699
"UNITED STATES",1995,30678,3931589,96520
"CANADA",1996,39079,916263,61084
"ARGENTINA",1992,81960,4981127,116517
"CANADA",1997,17281,563191,71896
"UNITED STATES",1995,56689,3095524,98740
"BRAZIL",1998,39663,6110942,96159
"ARGENTINA",1995,186187,5856628,76390
"BRAZIL",1992,104229,4028929,73993
"BRAZIL",1992,162874,5702145,116212
"ARGENTINA",1994,167063,4275016,67803
"ARGENTINA",1996,85744,3691265,103784
"UNITED STATES",1998,75845,1711589,109250
"PERU",1995,192378,5094832,88222
"PERU",1995,83503,141217,89190
"BRAZIL",1996,45545,6725316,89432
"BRAZIL",1996,98203,4245040,72072
"CANADA",1994,33602,3501168,92136
"CANADA",1994,133552,4173167,95133
"CANADA",1992,127297,4232430,79457
"CANADA",1992,19264,4246720,70995
"CANADA",1995,36038,3279559,58441
"CANADA",1995,80116,4439245,65766
"CANADA",1995,101239,1255112,74413
"UNITED STATES",1993,50853,5424176,108231
"UNITED STATES",1995,134856,2435414,113451
"UNITED STATES",1995,42621,3862141,93817
"ARGENTINA",1995,187893,6774643,118853
"UNITED STATES",1996,48591,1056158,92375
"UNITED STATES",1996,2126,573690,61687
"UNITED STATES",1996,117008,1772225,61500
"UNITED STATES",1995,62189,3876023,69070
"PERU",1994,108386,5245657,83662
"PERU",1994,29944,550938,112436
"UNITED STATES",1995,14225,324677,68353
"UNITED STATES",1996,22121,1401953,62587
"BRAZIL",1997,71549,5364465,91232
"PERU",1998,74773,2894307,104866
"PERU",1992,15198,100187,66791
"PERU",1995,193350,1707483,86601
"UNITED STATES",1997,149626,3776847,100537
"UNITED STATES",1997,102590,2162737,95555
"CANADA",1992,167224,3434645,77473
"CANADA",1992,130467,2731367,89847
"CANADA",1992,157988,5192697,122758
"CANADA",1992,103660,7736019,99819
"PERU",1993,132992,4124904,121499
"PERU",1993,170331,3688300,84079
"PERU",1993,144577,622682,97294
"CANADA",1994,81762,486509,104625
"BRAZIL",1996,149036,2270967,65101
"BRAZIL",1996,589,1662371,89374
"BRAZIL",1996,87788,7515100,106546
"BRAZIL",1996,52314,6014972,75978
"BRAZIL",1996,81828,5538049,108589
"ARGENTINA",1995,41784,7061891,103546
"PERU",1998,190390,2176173,88823
"PERU",1994,13014,556206,55620
"UNITED STATES",1995,2837,1377945,104389
