"s_nation","d_year","lo_custkey","lo_revenue"
"CHINA",1996,459598,1159650
"INDONESIA",1996,647122,6195420
"CHINA",1996,647122,7775834
"VIETNAM",1993,561505,7678237
"INDONESIA",1995,712783,114009
"VIETNAM",1995,712783,5038792
"VIETNAM",1993,143656,2273551
"VIETNAM",1993,143656,3595124
"JAPAN",1994,655316,326103
"VIETNAM",1994,579764,3313086
"INDIA",1994,685787,2483578
"JAPAN",1995,612673,8143445
"JAPAN",1993,477815,3004621
"CHINA",1993,835510,1541320
"JAPAN",1995,256133,6281084
"INDIA",1995,256133,1249481
"INDIA",1993,397517,1908791
"JAPAN",1993,397517,509144
"JAPAN",1993,353057,6234089
"VIETNAM",1996,114832,4873289
"VIETNAM",1995,45280,5071140
"VIETNAM",1997,490333,578290
"CHINA",1996,596830,6045614
"INDONESIA",1996,416689,5529626
"JAPAN",1996,416689,2397511
"VIETNAM",1996,416689,2838728
"INDONESIA",1996,390364,7252774
"INDIA",1996,390364,4732646
"JAPAN",1994,302393,4991769
"INDIA",1994,302393,8873685
"CHINA",1994,302393,125787
"JAPAN",1996,393953,1022499
"INDONESIA",1992,756446,1781138
"VIETNAM",1992,756446,5968182
"INDONESIA",1992,756446,5530319
"INDONESIA",1995,827320,4927450
"INDIA",1995,827320,2540134
"JAPAN",1993,634981,1481390
"CHINA",1993,634981,2724539
"INDONESIA",1996,161990,3064137
"JAPAN",1993,581848,1873937
"CHINA",1997,591416,924046
"INDONESIA",1996,704080,6916008
"INDONESIA",1993,433729,4312047
"VIETNAM",1993,433729,1263557
"VIETNAM",1995,575209,9176892
"CHINA",1995,575209,3228729
"INDIA",1995,575209,237646
"INDONESIA",1996,626932,4295867
"JAPAN",1996,626932,4097946
"INDONESIA",1996,348782,6663041
"INDIA",1996,348782,5275254
"CHINA",1997,448780,1978788
"INDIA",1997,619300,5086867
"INDIA",1997,54769,2056830
"JAPAN",1992,24004,925414
"INDONESIA",1997,687304,3128966
"INDIA",1997,687304,2663383
"CHINA",1997,687304,4396254
"JAPAN",1994,646460,5647279
"INDONESIA",1993,24544,1282100
"CHINA",1997,167155,5323714
"VIETNAM",1992,459571,3200099
"INDIA",1994,207889,1409330
"INDONESIA",1997,58120,2502382
"VIETNAM",1997,871039,933932
"CHINA",1997,871039,4398192
"JAPAN",1997,150400,7817568
"JAPAN",1993,548977,4489190
"CHINA",1993,548977,3063357
"JAPAN",1993,834391,5693224
"CHINA",1993,834391,672778
"INDIA",1997,682298,994540
"VIETNAM",1993,8671,4263222
"JAPAN",1993,8671,3829117
"JAPAN",1993,813142,7026955
"JAPAN",1994,867034,3598836
"JAPAN",1994,326731,3282912
"INDONESIA",1994,326731,851126
"CHINA",1994,326731,3797595
"INDONESIA",1994,256051,2546206
"VIETNAM",1994,256051,5171876
"INDONESIA",1994,256051,4826184
"INDIA",1994,256051,2945995
"CHINA",1996,686182,8554788
"JAPAN",1995,524620,6671086
"INDIA",1995,524620,3879900
"INDIA",1997,862879,1496325
"CHINA",1992,594673,123996
"INDONESIA",1992,594673,1421295
"CHINA",1995,710734,5419477
"INDIA",1994,416641,4111833
"INDIA",1994,416641,124927
"JAPAN",1994,416641,2303485
"INDIA",1994,416641,4415980
"INDONESIA",1992,469657,2666609
"INDIA",1997,13784,2945734
"JAPAN",1993,355975,4997412
"INDIA",1994,623555,7033738
"INDIA",1992,478828,2327561
"VIETNAM",1997,750316,2135196
"INDONESIA",1997,750316,840699
"VIETNAM",1992,650575,6345460
"CHINA",1993,84265,7161935
"CHINA",1997,309001,3538928
"INDONESIA",1997,356902,1278960
"CHINA",1993,171955,2919338
"INDONESIA",1996,131269,796428
"INDIA",1994,325516,1262613
"INDONESIA",1994,325516,6529887
"CHINA",1994,325516,4557781
"INDONESIA",1994,729967,4034538
"INDONESIA",1994,614999,5802635
"INDONESIA",1993,524465,1004220
"VIETNAM",1993,524465,394610
"INDONESIA",1992,467965,1846564
"JAPAN",1994,862397,3703025
"CHINA",1997,512327,1908971
"CHINA",1994,101978,3124987
"INDIA",1992,329842,1039089
"INDONESIA",1994,130072,4767016
"INDONESIA",1994,130072,2735890
"INDONESIA",1993,11758,6357531
"JAPAN",1994,498592,2287197
"INDONESIA",1995,817561,5371937
"INDIA",1992,129343,900771
"INDIA",1992,129343,1844312
"INDIA",1996,828553,7989080
"CHINA",1997,808705,4088856
"VIETNAM",1994,622219,4844635
"INDIA",1994,91807,1319919
"INDONESIA",1996,386743,301828
"CHINA",1997,166489,2194944
"CHINA",1994,234859,3917796
"JAPAN",1994,234859,4451955
"JAPAN",1995,492694,1108470
"JAPAN",1995,492694,3155486
"CHINA",1996,682268,4312196
"JAPAN",1997,389576,7143903
"JAPAN",1997,389576,307584
"INDONESIA",1997,389576,5627416
"VIETNAM",1992,94136,4462391
"INDIA",1997,833884,5127796
"INDONESIA",1997,833884,7418476
"JAPAN",1995,159007,1146383
"VIETNAM",1997,470842,1000220
"VIETNAM",1997,470842,6183985
"INDONESIA",1996,719516,6942952
"INDONESIA",1996,719516,691300
"CHINA",1994,249433,7148850
"JAPAN",1997,893647,2860172
"INDONESIA",1993,533779,2167891
"JAPAN",1993,380720,2371743
"JAPAN",1997,658417,2317678
"INDIA",1997,658417,1685248
"VIETNAM",1997,248795,6585348
"CHINA",1997,248795,1151470
"INDIA",1994,94867,6382842
"VIETNAM",1994,94867,3421860
"JAPAN",1992,500290,2939952
"VIETNAM",1994,561926,6134590
"CHINA",1992,586094,6214075
"VIETNAM",1992,586094,5812560
"CHINA",1995,658702,5483935
"INDONESIA",1992,783788,3906630
"JAPAN",1994,710962,3456753
"INDONESIA",1994,710962,3125674
"CHINA",1997,729385,4353600
"VIETNAM",1997,729385,4791574
"INDIA",1993,636515,268337
"CHINA",1993,636515,4612920
"CHINA",1993,636515,1601744
"JAPAN",1992,190393,1685633
"CHINA",1995,408827,7012404
"VIETNAM",1997,92156,3677256
"JAPAN",1997,318061,4112865
"CHINA",1997,318061,7448046
"VIETNAM",1997,318061,7309482
"INDIA",1997,318061,4213709
"JAPAN",1996,545368,5117995
"CHINA",1994,493555,2411885
"INDIA",1994,493555,836230
"JAPAN",1994,493555,6174103
"JAPAN",1997,738238,6075432
"CHINA",1992,147601,1353803
"INDONESIA",1995,12377,1043702
"CHINA",1996,104248,478763
"JAPAN",1992,685853,1801332
"JAPAN",1992,685853,7796164
"VIETNAM",1992,685853,5729933
"VIETNAM",1992,695749,4421648
"INDIA",1992,385876,111400
"INDIA",1995,646891,2978035
"VIETNAM",1994,583799,1911308
"JAPAN",1994,583799,7412198
"VIETNAM",1996,102469,6870685
"INDONESIA",1996,102469,5371976
"CHINA",1992,269896,999219
"JAPAN",1992,269896,3428950
"INDIA",1996,589591,104545
"JAPAN",1997,28957,5480589
"JAPAN",1994,652306,1647235
"CHINA",1994,564740,2285366
"VIETNAM",1994,174562,254276
"INDIA",1994,174562,1033455
"CHINA",1994,174562,1481455
"INDIA",1992,748898,5999958
"JAPAN",1995,215596,4667454
"CHINA",1995,215596,6418317
"JAPAN",1993,119312,8005274
"INDONESIA",1993,119312,5295726
"JAPAN",1993,119312,1810863
"INDONESIA",1997,66001,4109628
"VIETNAM",1994,368107,864098
"VIETNAM",1994,368107,3901710
"VIETNAM",1994,368107,5765025
"INDIA",1992,861052,2003606
"INDIA",1992,861052,3374214
"JAPAN",1997,583003,4360592
"VIETNAM",1994,352666,2421108
"INDONESIA",1994,352666,2608188
"INDONESIA",1997,843407,8807520
"INDONESIA",1995,590509,4426957
"VIETNAM",1997,380647,2913045
"INDONESIA",1992,308879,851492
"CHINA",1992,308879,706716
"INDIA",1995,128420,6294823
"VIETNAM",1996,143188,6446667
"INDONESIA",1997,853159,2055448
"INDIA",1994,221636,4875456
"VIETNAM",1994,221636,3351168
"JAPAN",1997,829426,1780826
"CHINA",1996,550673,6256107
"JAPAN",1996,550673,6243629
"INDONESIA",1994,456040,5364903
"INDIA",1997,237094,4339917
"INDIA",1993,507748,1015967
"INDIA",1996,899773,2251185
"INDONESIA",1997,668879,4367028
"JAPAN",1994,438509,2401439
"VIETNAM",1994,438509,3790210
"INDONESIA",1995,809998,499554
"CHINA",1995,809998,3455605
"VIETNAM",1993,212162,6758370
"CHINA",1996,774391,5025958
"INDONESIA",1997,272290,8956931
"INDIA",1997,754336,5213161
"JAPAN",1992,714082,281177
"JAPAN",1997,50602,1932566
"INDIA",1996,854452,4504517
"INDONESIA",1995,374710,248889
"INDIA",1995,444829,1673486
"CHINA",1992,826226,5920368
"CHINA",1992,826226,4671680
"VIETNAM",1992,826226,1408765
"VIETNAM",1993,279430,2977902
"JAPAN",1993,279430,1613077
"JAPAN",1993,279430,1010997
"VIETNAM",1994,261958,5937488
"CHINA",1997,799096,7028689
"VIETNAM",1997,799096,8027637
"INDONESIA",1993,593161,1837894
"VIETNAM",1997,537677,5164177
"JAPAN",1997,537677,494394
"CHINA",1994,722905,3947386
"INDONESIA",1997,752485,6449374
"JAPAN",1993,782831,1847482
"JAPAN",1992,836756,1737054
"JAPAN",1997,853825,162726
"JAPAN",1997,853825,7222446
"CHINA",1997,732305,2148160
"VIETNAM",1997,732305,351038
"JAPAN",1993,344309,8469190
"INDIA",1993,344309,5798193
"JAPAN",1997,686914,4863855
"CHINA",1992,647761,329391
"JAPAN",1996,423271,6225434
"CHINA",1994,283435,4665667
"INDIA",1994,283435,3245807
"JAPAN",1994,895117,4408092
"CHINA",1996,706352,425310
"INDONESIA",1995,616975,3753523
"INDIA",1997,588970,854357
"INDONESIA",1997,588970,1873937
"VIETNAM",1997,588970,2419600
"INDIA",1993,592057,2095194
"INDONESIA",1992,273920,3466067
"VIETNAM",1995,231716,8651065
"JAPAN",1995,231716,4050289
"JAPAN",1995,197564,1687287
"CHINA",1995,197564,2491911
"INDONESIA",1995,197564,1065556
"INDIA",1996,379858,5261490
"CHINA",1994,550039,7853769
"INDIA",1992,604621,7566728
"CHINA",1994,832330,4338946
"VIETNAM",1994,832330,1678703
"CHINA",1992,257065,2935935
"INDIA",1992,257065,304128
"CHINA",1993,458323,2884463
"INDONESIA",1994,816848,1845864
"CHINA",1997,148483,474744
"VIETNAM",1994,741073,4457661
"INDONESIA",1993,268393,1804820
"JAPAN",1996,63755,2417456
"JAPAN",1994,430147,3213286
"VIETNAM",1994,430147,613684
"JAPAN",1992,647465,5167800
"CHINA",1994,39424,384928
"CHINA",1994,39424,1990807
"INDIA",1994,724991,2497565
"INDONESIA",1994,776095,4362694
"INDONESIA",1997,117121,2182053
"CHINA",1997,117121,716265
"INDIA",1994,46367,652316
"CHINA",1994,46367,3535376
"INDIA",1994,780284,3210504
"JAPAN",1995,359594,132951
"VIETNAM",1992,187645,5659375
"INDIA",1994,140084,2104121
"CHINA",1994,140084,4118543
"INDONESIA",1993,890137,7315350
"INDONESIA",1993,890137,5863416
"VIETNAM",1994,712454,3626716
"JAPAN",1994,712454,2522520
"CHINA",1994,712454,1976578
"INDIA",1995,679576,7045245
"JAPAN",1997,461749,3443425
"VIETNAM",1997,461749,2696537
"INDONESIA",1996,797137,6631308
"INDONESIA",1996,797137,3418498
"INDONESIA",1993,64819,4752144
"INDIA",1993,387179,177346
"CHINA",1993,387179,1220374
"CHINA",1993,387179,3538411
"INDONESIA",1993,400102,3546900
"CHINA",1992,740363,2244904
"INDIA",1996,765944,3461819
"JAPAN",1996,765944,6704546
"CHINA",1996,765944,3477481
"VIETNAM",1994,516908,5713320
"INDIA",1992,282355,3108686
"INDIA",1997,309515,2505859
"JAPAN",1997,309515,1985903
"INDONESIA",1997,309515,2548023
"INDONESIA",1996,8482,7866364
"CHINA",1996,348844,3285740
"CHINA",1997,408220,800848
"INDIA",1993,318353,6074109
"JAPAN",1993,318353,3771321
"INDIA",1996,878815,1641516
"VIETNAM",1994,301034,5469644
"VIETNAM",1994,562129,4591160
"VIETNAM",1994,562129,8002870
"CHINA",1994,562129,1794481
"CHINA",1996,676354,7035277
"INDONESIA",1996,676354,2612796
"CHINA",1996,676354,391872
"VIETNAM",1993,444644,804529
"INDIA",1996,492718,130199
"CHINA",1996,492718,5621541
"JAPAN",1992,192995,2683279
"VIETNAM",1996,54434,6311596
"VIETNAM",1996,54434,2872818
"CHINA",1993,455509,4358232
"CHINA",1997,560920,5106270
"INDONESIA",1995,750338,1775556
"VIETNAM",1996,130639,129391
"INDIA",1997,523960,2924593
"VIETNAM",1993,68872,7464662
"INDONESIA",1993,68872,4306954
"VIETNAM",1993,68872,1810189
"VIETNAM",1993,68872,1016991
"INDONESIA",1992,114040,808346
"CHINA",1992,114040,266976
"INDIA",1996,537274,939829
"JAPAN",1993,45475,8390316
"INDONESIA",1992,182587,1881184
"VIETNAM",1992,182587,6681441
"CHINA",1994,619559,9248972
"JAPAN",1994,619559,3156613
"INDIA",1994,619559,2086549
"INDONESIA",1994,271624,3485351
"INDONESIA",1996,247978,6424140
"INDONESIA",1996,247978,1312788
"CHINA",1994,751207,6775932
"INDIA",1994,305128,5180059
"INDONESIA",1992,82471,2270219
"JAPAN",1992,82471,5361096
"JAPAN",1995,608800,5051381
"VIETNAM",1995,608800,709045
"CHINA",1997,407152,7308633
"INDONESIA",1996,394873,4030306
"JAPAN",1996,394873,147917
"INDIA",1992,27850,908540
"JAPAN",1994,759340,1798904
"INDIA",1994,759340,151164
"CHINA",1995,199468,6560128
"CHINA",1993,580072,5341666
"INDIA",1993,580072,2329814
"INDONESIA",1993,580072,4617490
"CHINA",1994,438208,524267
"JAPAN",1994,438208,1572376
"INDONESIA",1994,438208,146865
"INDIA",1994,438208,4936204
"INDONESIA",1994,438208,2644319
"INDONESIA",1992,231656,3743709
"CHINA",1992,752810,2271809
"INDIA",1992,752810,229727
"INDONESIA",1992,752810,1240964
"INDONESIA",1996,564247,907218
"JAPAN",1996,423491,1685741
"INDONESIA",1994,406942,700445
"VIETNAM",1994,371620,2228506
"VIETNAM",1995,842410,5798378
"INDONESIA",1995,842410,6068362
"CHINA",1995,470365,3813906
"CHINA",1995,470365,7367991
"CHINA",1994,695689,3462398
"VIETNAM",1994,695689,5555217
"JAPAN",1995,95990,3437105
"JAPAN",1995,95990,4754032
"JAPAN",1992,189502,574358
"JAPAN",1992,189502,1833719
"CHINA",1997,13204,5503183
"VIETNAM",1997,13204,1513778
"CHINA",1997,220663,1490348
"VIETNAM",1995,652735,3090678
"INDONESIA",1995,403426,1597461
"INDONESIA",1995,403426,4259493
"JAPAN",1995,403426,1751091
"VIETNAM",1996,216934,995363
"INDONESIA",1994,78203,2438929
"INDONESIA",1995,716495,5481100
"INDIA",1996,699877,4243025
"INDONESIA",1995,565295,7348152
"CHINA",1997,61054,4040465
"VIETNAM",1997,61054,422657
"INDONESIA",1994,634706,826695
"INDIA",1994,858947,6019840
"INDIA",1994,858947,3839805
"VIETNAM",1994,858947,176668
"INDONESIA",1997,776020,2614000
"CHINA",1997,776020,2969376
"JAPAN",1996,642535,386444
"CHINA",1996,642535,3087326
"JAPAN",1993,840778,1764623
"CHINA",1993,40726,2039113
"VIETNAM",1996,389812,1683968
"CHINA",1996,389812,286562
"JAPAN",1996,846169,6807255
"INDIA",1996,657355,6931503
"CHINA",1996,658271,1121532
"CHINA",1996,658271,3336595
"INDIA",1996,564253,4496497
"VIETNAM",1997,87103,7618978
"VIETNAM",1997,87103,6983923
"CHINA",1995,536054,998144
"INDIA",1992,616927,4286607
"INDIA",1992,748186,2727132
"INDONESIA",1992,748186,3330251
"CHINA",1992,830911,4772492
"INDIA",1996,2792,6184918
"JAPAN",1995,109511,6083712
"CHINA",1995,109511,3205989
"INDONESIA",1995,109511,4954230
"VIETNAM",1997,42896,1821232
"INDIA",1996,791161,6921886
"VIETNAM",1992,429232,3221463
"VIETNAM",1993,794815,2689120
"INDONESIA",1993,794815,3256212
"CHINA",1993,794815,7427946
"INDONESIA",1996,654811,342675
"INDONESIA",1993,200443,4623387
"CHINA",1997,113134,6507560
"CHINA",1996,614008,2356374
"VIETNAM",1992,207820,2370376
"VIETNAM",1992,207820,721862
"VIETNAM",1996,9916,2374012
"CHINA",1997,132253,463977
"VIETNAM",1996,652499,528155
"INDIA",1992,48031,5605005
"JAPAN",1992,48031,3353098
"JAPAN",1993,850220,2804485
"JAPAN",1993,850220,4715487
"VIETNAM",1993,850220,833625
"CHINA",1993,850220,2175996
"INDONESIA",1992,337699,9443577
"JAPAN",1995,328639,5332961
"CHINA",1997,493909,6879987
"CHINA",1992,827273,1403954
"INDIA",1993,722729,6114435
"VIETNAM",1994,870991,6059046
"INDONESIA",1994,870991,3660299
"INDIA",1994,870991,458550
"VIETNAM",1995,189347,2747237
"INDONESIA",1992,848740,2103352
"INDONESIA",1992,848740,3803078
"INDONESIA",1995,210344,8320027
"INDONESIA",1995,210344,5464208
"INDIA",1995,44449,2224378
"VIETNAM",1994,25873,586604
"INDIA",1994,25873,1121456
"VIETNAM",1996,658447,2937339
"INDIA",1994,341572,3479806
"CHINA",1994,594884,6634172
"INDONESIA",1994,594884,107840
"INDIA",1994,594884,575553
"JAPAN",1995,426005,914452
"INDIA",1992,361363,5661877
"CHINA",1993,216895,5105928
"INDONESIA",1993,321586,3040597
"CHINA",1993,393709,571320
"INDIA",1992,241174,4347759
"VIETNAM",1992,241174,3720622
"INDONESIA",1994,700916,3821563
"INDIA",1994,700916,1200675
"INDIA",1994,700916,1778871
"INDIA",1997,194192,3159406
"VIETNAM",1992,773279,362143
"INDONESIA",1996,66271,5212845
"VIETNAM",1996,66271,6556364
"VIETNAM",1992,238189,7002880
"VIETNAM",1997,279793,275265
"INDONESIA",1997,279793,2924766
"JAPAN",1997,279793,4187492
"INDONESIA",1997,279793,701122
"VIETNAM",1996,512122,5366994
"INDIA",1996,52234,3522659
"VIETNAM",1994,384563,5135973
"JAPAN",1994,384563,7107529
"CHINA",1993,450112,2631861
"JAPAN",1996,508549,6392592
"CHINA",1992,777127,399946
"VIETNAM",1992,777127,2957400
"INDONESIA",1993,662251,4686882
"INDONESIA",1992,203308,3689918
"CHINA",1992,203308,1030393
"INDONESIA",1995,567631,2143389
"CHINA",1995,567631,103880
"INDONESIA",1994,242800,671909
"CHINA",1994,242800,1871957
"INDONESIA",1992,130705,6216999
"VIETNAM",1996,872783,4220513
"VIETNAM",1996,872783,1849153
"JAPAN",1997,658681,2206872
"INDONESIA",1997,658681,3729532
"CHINA",1997,803276,4377890
"VIETNAM",1997,803276,3633156
"VIETNAM",1996,650693,492434
"VIETNAM",1996,650693,4339956
"INDONESIA",1996,650693,996828
"INDIA",1996,650693,1284526
"CHINA",1995,285952,395808
"VIETNAM",1995,285952,2709824
"INDONESIA",1994,70060,4605300
"VIETNAM",1994,293833,1263438
"INDIA",1994,293833,3924953
"INDIA",1994,538618,524334
"INDONESIA",1996,349967,7621302
"INDIA",1996,388309,2169808
"VIETNAM",1996,388309,3273117
"INDONESIA",1996,388309,3440446
"INDIA",1994,407906,4972929
"VIETNAM",1993,415750,6108571
"CHINA",1993,415750,1284833
"INDIA",1993,415750,2817236
"VIETNAM",1992,801500,1004987
"JAPAN",1992,801500,1114848
"INDONESIA",1994,752587,5223730
"VIETNAM",1994,752587,6664112
"VIETNAM",1995,192286,4168054
"INDIA",1995,192286,3716870
"VIETNAM",1993,170341,3520276
"CHINA",1995,896297,7401276
"VIETNAM",1997,322991,2062017
"CHINA",1993,78226,6310188
"VIETNAM",1997,724868,3627576
"CHINA",1997,724868,6834072
"CHINA",1992,106690,6221976
"INDONESIA",1994,306127,7125464
"JAPAN",1995,672215,619607
"INDIA",1994,257299,5490186
"VIETNAM",1995,497977,447264
"JAPAN",1996,366943,3691013
"INDONESIA",1995,891415,4376601
"INDONESIA",1995,891415,172567
"INDIA",1997,580990,2078806
"INDIA",1997,580990,4672834
"INDONESIA",1995,588014,723432
"JAPAN",1995,588014,4952001
"CHINA",1993,738326,3442995
"JAPAN",1994,767413,3863693
"CHINA",1996,880834,3222576
"INDONESIA",1992,53233,5393537
"CHINA",1995,76336,5017448
"INDIA",1993,459854,4189850
"INDONESIA",1997,464761,262459
"JAPAN",1997,464761,6160995
"INDIA",1997,793738,378159
"JAPAN",1992,109613,6837370
"INDONESIA",1992,109613,4296622
"VIETNAM",1993,861088,510654
"CHINA",1996,298294,1283948
"VIETNAM",1993,405749,1932392
"JAPAN",1994,106984,569834
"INDONESIA",1994,771142,6833253
"CHINA",1994,771142,6948873
"INDONESIA",1994,771142,5618021
"CHINA",1996,308896,5474730
"INDIA",1994,382931,3968580
"CHINA",1992,12598,2094989
"JAPAN",1993,211555,905646
"INDONESIA",1993,586331,1863540
"VIETNAM",1992,832972,3970781
"CHINA",1993,740317,6798350
"CHINA",1994,64367,473300
"VIETNAM",1997,12646,3060327
"CHINA",1997,12646,3842156
"JAPAN",1992,120070,3331031
"CHINA",1997,194842,869503
"CHINA",1996,501374,1520355
"CHINA",1997,146092,2639408
"JAPAN",1997,146092,6784550
"JAPAN",1997,140155,318719
"INDONESIA",1996,307510,3078092
"CHINA",1996,307510,1590460
"CHINA",1992,516370,2026628
"JAPAN",1994,825110,453772
"JAPAN",1994,825110,3035118
"VIETNAM",1994,825110,5180264
"CHINA",1996,839740,5123226
"INDIA",1992,454576,4792041
"CHINA",1994,830842,4848998
"CHINA",1993,455224,648906
"VIETNAM",1995,164986,3710171
"VIETNAM",1993,890950,1446306
"INDONESIA",1993,890101,1890321
"CHINA",1994,113279,2921127
"JAPAN",1994,113279,608197
"INDIA",1994,377299,252491
"INDONESIA",1995,613450,287414
"CHINA",1995,613450,2018966
"JAPAN",1993,215851,913322
"JAPAN",1993,215851,350815
"INDIA",1993,215851,3792516
"CHINA",1992,509968,5142023
"INDONESIA",1996,736687,3161171
"JAPAN",1996,736687,6677664
"JAPAN",1994,644593,8478063
"CHINA",1993,109981,801255
"INDONESIA",1994,719494,1127763
"VIETNAM",1992,829457,2179317
"INDIA",1992,829457,4641819
"CHINA",1997,572476,4369608
"JAPAN",1993,589126,2084313
"CHINA",1995,195239,1172359
"INDIA",1995,195239,2519921
"INDIA",1992,396509,6021604
"INDIA",1993,765662,8691393
"JAPAN",1994,419972,1509446
"INDONESIA",1993,653129,3091722
"JAPAN",1997,727324,4277593
"INDONESIA",1997,727324,6863258
"VIETNAM",1997,727324,289360
"JAPAN",1994,229733,2918799
"JAPAN",1994,638780,7025137
"JAPAN",1993,237661,4097573
"JAPAN",1993,237661,2782490
"INDIA",1994,166516,1447391
"INDIA",1993,682457,1755499
"INDONESIA",1997,216568,3411131
"JAPAN",1997,216568,1712491
"INDONESIA",1992,349568,2203991
"INDIA",1994,885839,4994345
"JAPAN",1993,373906,5061070
"VIETNAM",1993,373906,262647
"VIETNAM",1997,423236,1951482
"INDIA",1995,35443,8281480
"INDIA",1993,413422,6852728
"INDONESIA",1995,378991,5566597
"JAPAN",1996,78761,4631437
"INDONESIA",1996,78761,1968261
"CHINA",1995,734182,4425245
"VIETNAM",1996,396539,3394984
"INDONESIA",1996,396539,1800226
"CHINA",1996,396539,1296024
"CHINA",1996,563381,6528318
"VIETNAM",1997,777956,4213244
"VIETNAM",1997,777956,2465376
"JAPAN",1997,801392,1840231
"INDONESIA",1994,489772,8317248
"JAPAN",1994,173732,4098441
"VIETNAM",1997,350380,6178518
"JAPAN",1994,861886,2528871
"VIETNAM",1994,861886,7382220
"CHINA",1997,130259,5414754
"VIETNAM",1997,130259,595378
"INDONESIA",1993,894398,1883293
"JAPAN",1995,705269,6659438
"CHINA",1995,705269,2910921
"INDONESIA",1995,400954,300221
"CHINA",1995,400954,6863630
"CHINA",1992,319090,7613838
"INDONESIA",1996,744640,2558640
"CHINA",1996,744640,3969076
"INDONESIA",1994,661088,2518525
"CHINA",1994,661088,4588952
"JAPAN",1997,502243,2796307
"CHINA",1993,67334,4410000
"INDONESIA",1993,379495,2636102
"JAPAN",1992,762818,1379741
"JAPAN",1992,170222,2680692
"INDONESIA",1993,704654,7143594
"INDONESIA",1992,6316,1911473
"INDIA",1993,838447,2723974
"INDONESIA",1995,17524,6939127
"JAPAN",1996,532627,2344076
"JAPAN",1996,532627,4893080
"CHINA",1992,445381,659856
"INDONESIA",1992,445381,560079
"JAPAN",1993,206119,2785102
"CHINA",1993,206119,5592364
"INDIA",1993,607162,1876659
"JAPAN",1994,124399,3368358
