"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"EGYPT",199206,806779,744253,4799714,77833
"SAUDI ARABIA",199209,148375,702896,8459421,113931
"IRAN",199204,536281,542496,4615410,92308
"IRAQ",199203,339523,99760,6097568,105585
"SAUDI ARABIA",199205,898378,625944,555363,112194
"IRAN",199212,558865,715541,3965987,93390
"IRAQ",199205,476470,561673,2209944,104079
"IRAQ",199208,360863,339320,1345716,81558
"IRAN",199211,134663,326876,7611440,114171
"JORDAN",199210,368696,333184,1095453,73030
"IRAN",199204,607945,498742,1378650,104443
"JORDAN",199203,620767,153066,3323608,67143
"IRAQ",199206,142375,433936,8975568,112194
"EGYPT",199208,328756,696194,4477381,71409
"IRAQ",199204,873697,245135,2566365,64807
"IRAQ",199209,47158,666743,5529202,102582
"IRAQ",199210,658918,260751,6778490,102704
"JORDAN",199206,190642,189248,5504079,80234
"EGYPT",199206,41476,757458,4009801,90925
"IRAN",199211,261979,512590,4166682,96154
"JORDAN",199208,345458,761734,351957,107742
"IRAQ",199205,200575,336009,626994,62699
"IRAN",199208,479776,80041,2324908,61262
"IRAQ",199208,479776,653678,4079100,97898
"EGYPT",199203,862207,505596,1569538,96094
"IRAQ",199211,745669,141019,2968028,63600
"EGYPT",199205,871409,98635,5881068,98017
"EGYPT",199205,871409,187970,6585504,123478
"IRAN",199209,293843,614388,1805057,78141
"EGYPT",199206,565553,291723,7561871,102882
"SAUDI ARABIA",199204,684109,472210,4170766,70931
"EGYPT",199206,439325,82761,3313144,104625
"JORDAN",199211,160058,501356,4886388,81439
"IRAN",199211,478651,323749,8073012,106363
"EGYPT",199211,478651,217178,4662096,65709
"IRAQ",199208,90911,558006,1158674,63838
"SAUDI ARABIA",199205,353101,506570,1261240,94593
"JORDAN",199207,626908,528965,1184400,119636
"SAUDI ARABIA",199207,626908,698895,749968,113631
"SAUDI ARABIA",199207,626908,603546,5397975,86970
"IRAN",199202,102371,99301,4891728,78018
"JORDAN",199207,432700,528068,3974241,65762
"IRAN",199211,153310,431248,3035312,70753
"JORDAN",199211,153310,611022,1108392,55979
"JORDAN",199207,803092,201228,5090478,67752
"IRAN",199207,471926,355872,5205222,115671
"SAUDI ARABIA",199212,694231,316628,5427213,98676
"EGYPT",199201,37000,703424,2402297,85643
"EGYPT",199202,494329,111688,849840,101980
"IRAN",199204,152701,383802,8027808,113147
"IRAN",199212,122137,9421,3059966,79825
"SAUDI ARABIA",199208,368623,453456,3069738,84565
"IRAQ",199203,121160,481100,5297292,64864
"EGYPT",199208,181045,61241,2592029,72134
"JORDAN",199209,283507,319013,4128000,61920
"EGYPT",199209,283507,131097,3045843,67685
"JORDAN",199209,283507,145992,798892,122279
"IRAN",199212,757171,44848,8609217,107570
"SAUDI ARABIA",199209,891052,119971,3121840,119458
"IRAQ",199202,217039,458384,6577564,80541
"JORDAN",199203,441521,429299,122827,73696
"EGYPT",199208,246482,796212,1308180,78490
"JORDAN",199207,107870,267468,142109,86127
"IRAQ",199206,539791,183862,3467522,116751
"IRAN",199206,539791,727512,1206952,92368
"IRAN",199209,25678,617909,7161330,109612
"IRAQ",199208,292127,523856,8474273,112789
"IRAN",199208,150988,641040,485599,58860
"IRAN",199210,794770,252851,7321786,108230
"IRAN",199207,427289,117755,694918,106365
"IRAN",199206,825088,88821,4434059,108589
"JORDAN",199212,385849,348898,4388267,116812
"IRAN",199212,385849,696407,561348,84202
"SAUDI ARABIA",199210,255244,223430,4774865,81205
"IRAQ",199211,852503,155803,7435200,111528
"IRAN",199211,852503,485371,1356350,81381
"IRAN",199210,9056,54877,4847128,109912
"SAUDI ARABIA",199210,9056,711972,3142560,119036
"EGYPT",199209,451891,441749,8115456,101443
"IRAN",199212,368440,606704,1127469,96640
"JORDAN",199203,540916,764455,5565635,91165
"IRAQ",199202,443416,635005,3289895,56398
"IRAN",199210,187198,767041,2632631,66480
"IRAN",199210,107980,428050,3031893,58681
"EGYPT",199209,330940,117664,1648026,100899
"IRAN",199208,441908,553536,311543,95370
"JORDAN",199212,312613,481183,3764893,69849
"SAUDI ARABIA",199212,460282,22624,2629254,92797
"SAUDI ARABIA",199212,368698,272593,1841122,93934
"IRAN",199205,250513,749370,6954766,85160
"IRAQ",199208,402160,198035,5211938,67981
"JORDAN",199208,796324,233962,1858031,113757
"IRAQ",199203,762407,276878,7975898,111291
"EGYPT",199205,750157,664077,4795030,62462
"IRAN",199201,874072,386716,535401,108162
"IRAN",199207,212671,762633,7630200,101736
"SAUDI ARABIA",199207,212671,759281,1707478,80415
"IRAN",199206,87911,754106,928056,69604
"SAUDI ARABIA",199211,879185,699218,4338029,73030
"SAUDI ARABIA",199211,545401,285799,3926516,107086
"IRAQ",199212,4984,434542,6800851,88591
"EGYPT",199210,236405,416460,3815491,82586
"IRAQ",199202,896941,573923,9784810,119814
"IRAQ",199203,28580,681405,4941022,83182
"JORDAN",199210,426115,297309,914403,78377
"IRAN",199207,876833,354199,6017770,75190
"IRAN",199210,356038,348293,804768,80476
"JORDAN",199212,375823,380896,193734,118612
"JORDAN",199209,899413,280273,2729600,75195
"IRAN",199205,667801,279759,4819787,104324
"IRAQ",199201,216446,297640,4539510,98257
"SAUDI ARABIA",199201,216446,775849,2694734,115488
"JORDAN",199203,671374,260185,3366799,68710
"SAUDI ARABIA",199201,453727,133280,4990464,78796
"IRAN",199206,150193,681392,134589,82401
"JORDAN",199206,150193,154221,4748919,76513
"EGYPT",199207,834577,769245,5666873,78852
"IRAQ",199212,624373,372495,313496,94048
"JORDAN",199206,360419,169056,1336559,67503
"JORDAN",199208,117973,479026,2387880,60300
"SAUDI ARABIA",199208,874396,687270,5051590,75434
"JORDAN",199206,494249,147007,1460844,63240
"JORDAN",199206,494249,331732,1234604,105823
"EGYPT",199204,510496,195740,4137757,110144
"IRAN",199203,529402,704945,5791232,116994
"IRAQ",199203,529402,799568,6169861,100051
"IRAN",199212,537244,636476,2824880,84746
"SAUDI ARABIA",199205,303071,119485,3159408,90268
"JORDAN",199209,17396,261174,2610868,68109
"IRAQ",199206,804919,134920,7428696,117295
"SAUDI ARABIA",199207,762256,520812,3084585,109967
"EGYPT",199205,387241,242428,940101,82224
"EGYPT",199204,686309,100115,5464039,66906
"JORDAN",199211,20441,402131,715945,61986
"EGYPT",199203,641761,710805,5516309,108946
"IRAQ",199204,662350,524293,395181,79036
"EGYPT",199204,399136,711920,7147993,115913
"IRAN",199209,662305,799707,6142678,108400
"JORDAN",199204,753157,312958,3902461,118256
"IRAN",199204,753157,780950,1990301,121855
"IRAN",199211,105337,277228,3070875,72312
"SAUDI ARABIA",199209,759562,433227,1608037,69612
"SAUDI ARABIA",199208,735707,163495,6634491,93509
"EGYPT",199211,484595,444508,431386,87148
"JORDAN",199210,474658,290355,6188564,80720
"EGYPT",199209,470326,88868,4642150,111411
"SAUDI ARABIA",199206,716489,589621,5364441,102636
"SAUDI ARABIA",199203,651446,579042,4994144,67261
"EGYPT",199203,651446,289255,5350232,74654
"EGYPT",199205,611257,96930,8120083,115615
"SAUDI ARABIA",199212,244421,188532,3369081,97231
"IRAN",199210,318043,735345,3588806,82818
"JORDAN",199212,664969,764712,6751384,106600
"SAUDI ARABIA",199203,783866,492668,5045024,99638
"IRAN",199204,514712,60346,905293,78380
"JORDAN",199204,514712,626944,5741822,112254
"SAUDI ARABIA",199202,459206,352241,3750367,77593
"EGYPT",199206,622276,631641,1572610,94356
"IRAQ",199202,787760,761461,2834764,91345
"EGYPT",199209,323302,122767,4606842,107385
"IRAQ",199212,645430,638594,4399979,91953
"SAUDI ARABIA",199205,579664,775895,6503838,118251
"SAUDI ARABIA",199204,726277,560478,2741517,92307
"IRAN",199205,112966,153208,4370058,75672
"EGYPT",199206,895021,666418,5893305,83062
"IRAN",199201,595774,386914,6666998,120054
"EGYPT",199201,595774,458072,4792822,61803
"SAUDI ARABIA",199210,429385,605265,3510690,70213
"JORDAN",199204,729575,521955,6919255,118615
"IRAN",199208,452063,522930,390582,117174
"SAUDI ARABIA",199208,452063,68580,2942302,92914
"IRAN",199210,630607,649794,6835539,104625
"EGYPT",199208,564254,152929,7259772,118915
"SAUDI ARABIA",199203,806482,137950,7403125,119277
"JORDAN",199210,616639,109131,1026117,68407
"EGYPT",199202,12301,172712,6781898,107082
"IRAN",199203,294859,618636,4722874,93276
"EGYPT",199209,883285,326110,4658010,68166
"SAUDI ARABIA",199206,100981,389608,4033473,101855
"JORDAN",199210,167615,197719,5215774,109002
"IRAQ",199203,718334,644291,2542165,74115
"JORDAN",199211,424931,131110,1453774,68466
"IRAN",199211,424931,681399,270550,82821
"IRAQ",199209,353713,491190,2952925,70870
"JORDAN",199204,337109,448661,4732341,96578
"SAUDI ARABIA",199204,228799,251942,1484841,113635
"JORDAN",199205,642313,409503,5649920,84748
"SAUDI ARABIA",199207,601312,605741,6847020,98802
"JORDAN",199206,260536,35237,1493421,70333
"IRAQ",199205,109372,203118,606533,61266
"EGYPT",199210,500585,36241,4473512,70634
"IRAQ",199211,846694,553208,2719104,75670
"IRAQ",199201,14561,215347,3216416,75739
"JORDAN",199210,803656,736671,5976740,102458
"IRAQ",199209,213508,149128,2883944,70627
"JORDAN",199202,6661,500006,1971720,60358
"SAUDI ARABIA",199202,6661,390703,3867195,107621
"JORDAN",199203,876191,640863,1785791,108229
"JORDAN",199207,617617,597041,4731887,68281
"SAUDI ARABIA",199208,401656,380433,7415758,90805
"SAUDI ARABIA",199209,65617,297419,5665600,84984
"EGYPT",199212,300628,246534,740260,88831
"IRAN",199206,127925,278978,2324868,117417
"IRAN",199203,595517,94477,6344978,88288
"EGYPT",199201,483197,676286,3408075,75735
"EGYPT",199211,811648,367469,4715365,92187
"IRAQ",199201,34618,69420,4126577,83365
"IRAN",199201,79780,576854,1702992,115849
"IRAQ",199212,654526,777770,7390960,110864
"SAUDI ARABIA",199212,654526,777547,4935261,97470
"EGYPT",199210,733628,374902,9489072,118613
"IRAN",199209,694486,272151,2779771,67388
"SAUDI ARABIA",199203,195956,453611,4139905,93875
"EGYPT",199206,313858,492967,8067113,117596
"EGYPT",199204,170371,62736,6625047,101923
"SAUDI ARABIA",199203,215233,230562,3364207,89553
"SAUDI ARABIA",199212,546493,228139,4965309,64027
"JORDAN",199210,628469,504407,7056900,84682
"IRAN",199210,628469,753680,5148940,104019
"JORDAN",199203,319880,325742,5370363,106063
"JORDAN",199205,519646,604956,5895394,111655
"JORDAN",199205,135622,236465,2219896,84087
"IRAN",199205,778298,352,751410,75141
"JORDAN",199206,667166,165496,6733144,93689
"IRAN",199208,275146,234127,424444,63666
"SAUDI ARABIA",199211,505411,469852,8926967,109309
"IRAQ",199207,51037,741068,2107157,66541
"IRAQ",199209,666368,134833,3143557,112069
"IRAN",199206,728125,22763,5173597,101145
"SAUDI ARABIA",199210,721178,480709,5406976,101380
"EGYPT",199211,262990,716238,5899756,75252
"IRAN",199210,84158,460797,3132346,105466
"EGYPT",199204,808507,722775,6292090,107864
"IRAN",199204,808507,153977,1206396,121858
"IRAN",199202,668413,490797,1251439,107266
"SAUDI ARABIA",199207,777644,460645,6451381,96337
"JORDAN",199208,786772,396912,8949649,120534
"JORDAN",199206,593152,436953,4913818,113395
"IRAQ",199212,706859,310841,4399948,111109
"EGYPT",199201,532537,438924,5111797,111774
"JORDAN",199210,700670,366522,2673462,95310
"JORDAN",199210,375976,539927,1927562,118014
"IRAN",199205,392095,541079,4768052,67203
"JORDAN",199206,253756,121775,5692167,107806
"SAUDI ARABIA",199210,404297,653886,1457161,110391
"IRAN",199209,844345,453941,2084412,113695
"IRAQ",199208,549790,784166,5940617,75007
"JORDAN",199207,200887,222817,8184019,104388
"SAUDI ARABIA",199208,556168,530941,1932481,118315
"IRAN",199204,619969,204093,4441991,59824
"EGYPT",199202,594770,479685,6159242,99879
"IRAN",199208,538733,346137,585644,70987
"IRAN",199210,617443,547585,163256,97953
"SAUDI ARABIA",199202,769609,66401,6633257,82044
"IRAQ",199205,274522,266930,7587680,113815
"IRAQ",199201,490400,487659,2608261,98797
"IRAQ",199201,490400,297417,2495001,84864
"IRAQ",199207,586463,606094,3564213,60003
"EGYPT",199206,115285,568641,4615974,102577
"IRAQ",199212,543334,14512,4892929,85590
"SAUDI ARABIA",199211,135460,206850,7919834,105410
"EGYPT",199208,301847,88870,6922431,111532
"IRAQ",199210,125413,674456,1274504,85825
"JORDAN",199211,223310,344758,1766685,108164
"EGYPT",199212,259339,122824,2194022,110809
"IRAQ",199211,275311,124645,5726865,100178
"JORDAN",199205,628760,124380,6600586,84262
"IRAQ",199205,628760,50522,1166235,88351
"IRAN",199205,193435,327769,1936896,107805
"SAUDI ARABIA",199212,372995,391033,1872617,67441
"JORDAN",199206,363460,39425,3610255,81865
"IRAN",199206,363460,199863,3140576,117771
"SAUDI ARABIA",199207,511081,719793,6460676,108765
"IRAQ",199210,62785,704366,548132,82219
"IRAN",199208,774589,642337,4939377,76758
"IRAQ",199208,774589,557257,2081740,78853
"IRAN",199211,405094,174637,2202867,102697
"EGYPT",199201,203590,636991,2078340,115677
"IRAQ",199201,203590,182103,3600333,71106
"SAUDI ARABIA",199211,146863,157909,5257523,118014
"EGYPT",199208,413903,369469,1066145,92307
"EGYPT",199201,321076,374470,3481212,92667
"EGYPT",199203,657820,28152,211709,64809
"IRAQ",199211,454355,557663,6538432,103238
"IRAQ",199209,260126,646935,6963030,112914
"JORDAN",199211,140839,354471,4228575,91527
"EGYPT",199204,87176,248502,4882349,87029
"EGYPT",199204,87176,559518,4792414,94649
"SAUDI ARABIA",199210,583958,691044,2130050,62100
"EGYPT",199210,583958,346807,7415160,111227
"SAUDI ARABIA",199201,388349,777225,4512088,78131
"SAUDI ARABIA",199201,689131,322766,6661305,107325
"IRAQ",199207,289642,106821,4569550,109669
"SAUDI ARABIA",199207,289642,388355,4429610,86600
"JORDAN",199207,748688,540370,1658571,84621
"IRAQ",199206,478156,598,2397744,89915
"JORDAN",199203,529490,559942,1387330,120115
"IRAQ",199210,165928,767304,4887206,82276
"IRAQ",199207,191156,556378,702831,86061
"IRAQ",199206,8386,658176,3817515,68048
"IRAN",199206,8386,350320,1356606,82218
"IRAQ",199201,598933,581075,3583755,69363
"JORDAN",199208,306745,123224,2222546,74833
"IRAN",199208,150263,477981,5236300,117537
"IRAQ",199208,748076,144428,2503114,88345
"EGYPT",199212,326161,429313,4991521,74537
"EGYPT",199212,326161,776622,5605347,101915
"JORDAN",199205,638332,568222,3831894,77412
"SAUDI ARABIA",199205,638332,505745,1200993,105043
"EGYPT",199202,584114,386075,2322120,69663
"SAUDI ARABIA",199208,790220,127157,4499770,71049
"IRAQ",199207,173884,109016,2152521,61500
"SAUDI ARABIA",199208,277666,18466,692230,83067
"EGYPT",199204,178390,131986,3757478,121078
"EGYPT",199210,40247,517205,239547,73330
"IRAN",199206,846049,265107,2101296,64325
"IRAN",199204,469738,128426,4945028,87265
"IRAN",199212,391283,445285,3897463,73815
"IRAQ",199205,784105,307879,6226638,113211
"IRAQ",199203,715457,524478,3681002,90147
"IRAQ",199212,335074,484973,3489066,117477
"IRAQ",199210,64090,481080,2228226,63663
"JORDAN",199206,161536,242979,8372057,115317
"SAUDI ARABIA",199207,599614,536192,2579157,73690
"JORDAN",199209,756835,286520,2561067,90390
"IRAN",199212,810292,595763,8921952,111524
"IRAN",199207,107566,508144,3917208,69127
"IRAN",199210,660802,595601,1995178,101794
"JORDAN",199202,737932,634900,719269,110092
"EGYPT",199208,263035,557224,4819874,76872
"EGYPT",199207,441764,501624,955852,97536
"IRAN",199201,402592,763374,3130526,86240
"SAUDI ARABIA",199208,67781,86904,9265410,113454
"EGYPT",199204,658552,362276,6491899,80295
"JORDAN",199202,886267,40981,1522208,115318
"JORDAN",199208,623945,415921,6364858,110214
"IRAQ",199205,77384,108127,4894637,68107
"IRAN",199209,824033,112287,6106616,77956
"IRAN",199204,47788,391390,1481380,88882
"SAUDI ARABIA",199208,657574,784155,495648,74347
"IRAQ",199207,12455,580150,5183767,73807
"SAUDI ARABIA",199201,605510,124592,5173088,96995
"SAUDI ARABIA",199202,612206,659670,3034389,97778
"EGYPT",199204,643147,782202,125848,77050
"IRAQ",199212,270904,146343,408465,83360
"IRAN",199207,161023,241795,2407177,104206
"IRAQ",199205,706630,22038,940829,57601
"IRAQ",199205,706630,791860,5660307,117109
"SAUDI ARABIA",199209,544241,47689,5833127,98200
"JORDAN",199203,215680,598915,9868061,120833
"EGYPT",199209,102776,248220,5088722,70092
"SAUDI ARABIA",199203,323341,457861,5221889,109130
"SAUDI ARABIA",199202,548713,774284,2262844,81495
"JORDAN",199208,375181,731519,1688472,93028
"SAUDI ARABIA",199206,639715,9813,6546678,103368
"IRAN",199210,723937,754969,4047860,121435
"SAUDI ARABIA",199208,388942,22528,6962496,87031
"SAUDI ARABIA",199203,135451,591907,9794512,119932
"JORDAN",199204,810593,523515,7077054,92309
"IRAN",199207,469357,421993,574491,114898
"IRAQ",199212,132740,622931,8175699,111234
"EGYPT",199201,152008,295239,4936880,74053
"IRAN",199204,38402,378438,6984630,90985
"IRAQ",199204,38402,19769,2482477,101325
"IRAQ",199207,450988,721399,4315053,85221
"EGYPT",199209,466033,304586,7243455,95434
"IRAQ",199203,312082,772044,1640534,66960
"JORDAN",199204,343114,478108,425743,65164
"SAUDI ARABIA",199205,638482,723015,2387354,62278
"JORDAN",199206,243503,742123,1048581,69905
"SAUDI ARABIA",199201,846629,727045,1698063,64320
"IRAN",199201,846629,232354,127347,77180
"EGYPT",199202,809942,99724,506773,103423
"JORDAN",199203,725621,248493,5477624,86488
"IRAN",199209,583195,444840,2273860,107089
"IRAQ",199203,158350,182536,6729847,97111
"SAUDI ARABIA",199212,616654,747175,5255202,73328
"IRAQ",199212,616654,167005,1822400,64320
"EGYPT",199204,527780,675294,2665446,76155
"EGYPT",199212,844184,533715,2596804,104921
"SAUDI ARABIA",199210,56737,30319,4997240,74958
"EGYPT",199210,260048,299314,2495270,78798
"EGYPT",199212,211838,334133,5718888,70027
"IRAQ",199201,173116,165935,5002325,120055
"SAUDI ARABIA",199206,341164,584925,4727284,120594
"EGYPT",199206,368206,762256,2768262,79093
"SAUDI ARABIA",199201,656500,406159,2214405,63907
"IRAQ",199201,656500,704407,4610945,84682
"JORDAN",199204,747155,645521,733245,87989
"IRAN",199204,747155,486842,8602769,109729
"IRAQ",199201,811225,528198,600823,73570
"EGYPT",199208,187048,662035,690921,59820
"IRAQ",199206,189004,75927,3170264,114175
"EGYPT",199204,491662,550671,4648455,103299
"EGYPT",199204,491662,424688,8063300,96759
"EGYPT",199202,463882,676352,3124208,79699
"SAUDI ARABIA",199212,30037,79209,815105,71292
"EGYPT",199212,30037,572537,473195,96570
"EGYPT",199202,545180,387933,4648116,121255
"JORDAN",199202,545180,788973,204132,123716
"IRAN",199212,630256,426468,4646274,83666
"EGYPT",199210,832880,226406,2089187,79943
"IRAQ",199206,765079,459397,4162699,81382
"JORDAN",199212,371,627951,4235085,112735
"JORDAN",199209,832598,231612,6353457,92616
"JORDAN",199204,573386,641270,1305716,72674
"EGYPT",199209,519670,305469,1733953,88467
"IRAN",199210,547328,285462,716487,86847
"JORDAN",199210,496579,200889,6379096,107392
"IRAQ",199208,81631,294943,8736188,116275
"SAUDI ARABIA",199207,638893,641611,6520836,93154
"IRAN",199211,114709,214379,3585193,77601
"IRAQ",199208,248171,445081,2154726,61563
"EGYPT",199211,351715,4651,462028,93339
"JORDAN",199202,881812,137571,3184968,96514
"SAUDI ARABIA",199203,338356,229719,5605580,98922
"SAUDI ARABIA",199203,338356,71619,4930891,95436
"IRAN",199207,58792,349678,3628086,103659
"EGYPT",199210,549811,726185,3391220,72669
"JORDAN",199202,360164,52904,8272489,111414
"JORDAN",199211,493012,406039,3402036,56700
"SAUDI ARABIA",199201,806062,128559,1270040,95253
"IRAN",199211,808232,402988,1890960,113457
"IRAQ",199201,843850,444075,2547625,61143
"IRAN",199201,433090,421319,5348130,74417
"IRAN",199205,648484,526236,3534188,75732
"EGYPT",199206,709687,459080,3258492,62343
"EGYPT",199204,816691,670013,4720269,58978
"JORDAN",199205,486049,93620,798741,96817
"EGYPT",199206,727837,470626,6067080,95796
"JORDAN",199205,450979,399755,2181174,111284
"SAUDI ARABIA",199206,193678,67027,497010,59641
